TARA_145	TARA_152	TARA_66	TARA_67	TARA_80	TARA_81
6234600	37	10	13	14	22	25
5660140_1	36	10	11	9	19	20
5660140_2	36	10	11	9	19	20
5464986	21	9	12	10	19	31
5640951	26	10	10	12	26	29
4527713	20	11	10	15	18	19
5671504	29	11	12	15	20	28
1232929	27	10	9	13	21	26
6140154	29	10	12	13	19	22
5710541	19	10	11	9	14	22
5954899	21	12	10	10	22	27
1749271	29	9	11	17	22	25
5313789	26	12	14	10	20	31
179773	29	9	11	9	18	24
1743385	32	9	10	14	16	25
5766631_1	29	12	14	15	18	26
5766631_2	29	12	14	15	18	26
5766631_3	29	12	14	15	18	26
4293565	31	10	11	10	16	26
1667078	25	9	10	11	20	24
2560393	30	11	10	11	25	25
1984455	26	10	11	13	22	27
5149187	29	9	14	16	18	22
4263745	25	11	10	14	21	29
6089770_1	26	11	15	15	18	25
6089770_2	26	11	15	15	18	25
3155587	29	12	11	13	18	23
4885122	19	10	14	10	14	27
1716426	37	9	11	14	20	25
3533223	22	10	11	14	22	30
156634	33	9	12	18	18	23
606066	27	12	15	17	22	32
731340	25	12	12	14	19	22
313818	25	9	15	16	23	26
2252044	36	11	13	10	19	20
525128_1	28	9	13	15	23	22
525128_2	28	9	13	15	23	22
4989610	26	9	9	18	21	27
5622375	34	10	14	12	20	26
5089440	28	10	9	16	19	23
847131	32	9	12	16	24	26
1717666	25	10	10	15	19	22
4646752	24	12	12	14	19	29
4500188	35	9	14	16	14	23
5534371	30	10	12	12	20	25
5199388	34	10	12	11	25	23
5653114	24	9	9	20	23	30
4473777	22	12	15	10	21	26
1081164	32	9	11	13	24	33
5245909	22	10	11	16	19	26
2704923	25	9	12	11	19	33
1200678	25	10	12	11	17	23
2695644	28	10	12	13	24	27
1841644_1	28	9	11	17	22	24
1841644_2	28	9	11	17	22	24
2788517	26	10	10	14	20	24
584179	20	9	13	16	19	19
2042850	26	9	11	11	20	27
4483507	32	9	12	12	15	32
2573881	32	10	10	9	21	24
4917766	26	9	10	17	18	26
1933737	30	12	12	9	20	25
6226595	26	10	12	13	17	23
621346	29	10	10	19	26	26
1113850	30	9	17	13	18	20
915545	26	9	10	15	21	26
4429489	23	11	11	13	21	28
912539	23	9	9	18	20	32
5089905	30	9	15	10	20	28
2928709	31	11	15	11	21	23
1745131	32	10	14	19	21	30
2736464_1	28	12	12	11	18	20
2736464_2	28	12	12	11	18	20
6547154	28	10	10	13	19	33
3018826	24	9	12	13	22	26
3028119	29	12	10	17	17	26
5196452	27	12	12	12	21	30
319859	23	11	11	14	21	28
5301356	30	12	16	13	17	30
4304952	30	11	17	13	18	30
6033569	23	9	11	15	17	20
354646	29	11	10	11	16	27
4550461	29	10	14	19	21	31
4844160	26	10	11	17	21	28
77318	21	10	13	10	17	29
3627707	20	10	9	15	21	28
171292	23	11	10	16	17	29
4717917	25	10	9	14	20	27
4850401	27	10	14	20	23	32
1644808	29	10	15	14	26	21
618000	31	9	13	10	19	25
1063721	21	12	14	14	24	31
61150	20	11	12	9	15	26
252125	30	10	15	17	21	31
4295374	27	11	10	13	17	22
734249	32	12	12	15	18	27
2812299	28	10	11	15	17	29
6223954	23	9	14	12	20	25
1599170	34	12	15	13	21	26
4072431	34	9	12	10	25	19
5349299	33	11	13	11	21	27
2157159	23	10	13	11	18	29
858139	30	10	10	14	17	19
3281516	30	9	15	14	21	34
2478117	30	9	10	13	22	29
2016758	31	9	13	12	23	24
6465339	29	11	11	16	16	27
2440861	19	10	11	11	16	24
4197220	35	10	12	11	18	24
2260938	24	9	11	13	20	24
3790954	26	12	10	18	21	25
6431543	37	9	11	14	23	24
2725735	29	10	9	19	20	29
4316532	30	11	14	14	22	21
261443	29	9	13	17	17	29
994300	33	11	13	10	23	22
1089601	24	11	11	13	23	29
5476375	27	9	11	17	19	25
6601959	21	9	13	13	18	28
508603	26	11	10	12	17	23
3604043	29	9	12	15	17	22
3560367_1	24	11	10	20	22	26
3560367_2	24	11	10	20	22	26
5090304	24	9	12	17	17	22
4180636	34	10	11	11	19	27
2239280	30	9	15	20	16	28
259858	23	11	11	10	22	27
5593422	26	10	12	18	19	31
4421208	27	12	14	12	15	28
1400748	26	11	15	15	20	33
2368154	24	11	11	12	15	28
4277537	28	10	13	16	20	29
1474754	27	10	11	14	22	26
2199340	23	10	11	16	19	28
5134110	35	9	15	16	21	29
2282220	28	9	16	18	18	27
4252773	31	9	14	14	25	22
333045	30	11	14	15	22	25
6572633	25	9	11	11	22	28
1279455_1	29	10	12	15	22	20
1279455_2	29	10	12	15	22	20
1279455_3	29	10	12	15	22	20
3090368	30	10	9	12	19	27
6017672	27	9	16	14	18	33
5081726	25	9	12	14	23	30
571265_1	35	10	9	13	21	23
571265_2	35	10	9	13	21	23
809124	23	9	11	13	22	28
405832	28	12	13	10	15	22
1167382	36	10	11	16	14	24
2775296	26	12	15	17	17	32
225035	34	10	13	14	23	26
536048	35	11	13	16	23	24
891875	22	9	15	9	21	20
1456948	23	10	9	15	20	33
882334	34	10	15	15	23	27
3820585	26	9	17	10	22	31
1751303	27	9	14	17	18	29
6485116	33	11	12	10	22	26
5096217	31	9	10	12	22	22
4571690	33	11	12	15	16	20
293085	22	12	12	11	21	26
4710462	26	10	12	11	18	31
2709826_1	29	11	12	19	20	29
2709826_2	29	11	12	19	20	29
6447117	26	9	12	17	19	26
2573529	25	10	12	19	22	27
334668	31	10	15	11	19	26
1687639	32	11	11	12	23	21
1600938	34	9	12	11	25	21
2698546	31	11	14	15	17	22
5632156_1	32	11	15	14	22	29
5632156_2	32	11	15	14	22	29
3168996	25	10	12	20	18	29
1635470	22	11	11	17	23	26
4378715	35	10	11	17	18	24
415264	30	11	17	10	19	28
4453592	23	9	9	20	19	23
1599563	25	12	15	15	18	26
4941909	22	9	10	15	19	32
238969	23	11	10	16	19	27
2434955	32	11	17	12	22	24
3076385	26	9	13	13	18	30
4269958	32	10	11	13	17	26
841605	34	10	12	11	21	21
5676097	26	9	10	15	20	19
6057710	24	12	10	12	17	21
1172137_1	31	9	10	12	25	32
1172137_2	31	9	10	12	25	32
1278776	24	12	11	13	21	27
5676210	37	9	17	17	21	28
3872794	36	9	12	18	25	26
4460346	25	9	9	11	18	20
3925115	29	11	14	16	21	20
5574679	27	9	12	16	19	32
81827	32	10	17	10	20	27
5632327	35	9	9	15	18	24
5089593	37	9	9	11	24	24
6301966_1	37	11	13	15	21	27
6301966_2	37	11	13	15	21	27
1987553	31	10	13	15	26	27
4537060	28	9	14	13	18	28
3032240	21	9	10	12	15	23
573770	26	10	13	17	17	25
1019159	21	9	12	20	18	26
3748667	31	10	11	9	15	25
6408913	33	10	14	16	17	22
1603818	24	12	12	12	21	26
245253	27	12	9	12	20	29
4265373	30	10	11	16	18	20
5631110	25	9	16	10	20	23
364307	22	10	13	17	18	27
5349972	36	9	13	14	20	21
5576026	29	11	11	12	24	31
2801823	26	12	17	16	18	26
6221363	26	10	11	18	25	26
1136191	24	9	11	18	20	29
323533_1	32	10	15	15	16	19
323533_2	32	10	15	15	16	19
6348303	24	9	9	20	21	30
3108457	28	9	9	20	23	26
2459493	37	9	9	16	14	23
3024925	28	9	15	9	16	23
2768868_1	27	12	10	10	19	29
2768868_2	27	12	10	10	19	29
4637987	33	9	10	13	22	31
2264710	26	9	10	12	20	23
1656978	32	10	11	14	26	24
6276545	28	9	13	13	18	21
4232907	25	10	13	13	21	29
6011901	29	11	11	12	17	28
2094227	36	10	14	17	16	26
4318035	27	11	13	18	17	30
4940704	29	11	10	15	15	22
5551329	36	11	15	16	21	24
5456951	29	10	13	18	17	30
4372136	24	10	10	11	20	27
200860_1	30	9	16	9	24	22
200860_2	30	9	16	9	24	22
2808030	22	10	11	18	19	22
3037326	29	10	16	20	22	30
1115692	30	9	15	16	18	32
1243495	22	9	13	14	22	30
5273763	24	9	17	16	17	32
1942535	25	10	12	18	20	29
980121	27	9	13	16	24	28
362875	25	10	11	19	16	21
4514541	27	9	9	16	19	26
4708164	33	12	12	17	19	23
5807388	32	9	12	15	18	26
1622563	22	9	11	19	19	23
3471647	25	9	10	19	18	28
1917731	27	9	16	10	19	32
5913270	28	9	15	18	17	30
4814337	25	9	11	18	21	28
6259490	21	12	9	13	16	31
4518575	29	12	12	20	17	22
6234493	25	9	10	18	22	26
777905	32	12	13	14	16	21
4159763	26	10	10	17	21	22
3344258	27	12	11	9	17	25
2445672	34	9	15	15	23	22
5749602	22	9	12	14	19	22
5991126	23	12	14	13	18	28
1119291	25	9	15	9	22	25
3902708	29	10	13	18	18	29
5976459	24	11	11	12	19	32
6139368	26	12	11	14	18	29
5256070	25	9	14	11	14	30
5917396	26	9	12	17	17	27
721622	24	12	11	9	14	22
5176212	36	9	12	14	17	25
6332244	36	9	15	15	23	31
6548729	23	11	13	18	23	25
6551973	20	9	10	17	18	28
6021535	35	11	14	13	21	26
1685350	24	10	11	12	15	29
2038585_1	27	12	14	14	16	30
2038585_2	27	12	14	14	16	30
3969940	28	9	16	14	26	24
4742496	24	12	10	13	21	33
18753	33	10	14	17	26	28
4271552	31	9	13	11	22	28
334700	31	11	12	16	17	24
2940191	33	9	10	15	21	25
1728813	33	11	9	12	20	22
267378	31	9	11	17	17	26
5675278	29	10	14	17	14	22
5562938	34	9	11	18	21	24
4863441	27	11	16	16	18	31
134243	31	9	11	19	21	28
5516842_1	32	11	14	16	24	26
5516842_2	32	11	14	16	24	26
2766800	29	11	10	11	19	26
6299773	25	9	13	15	20	27
5800777	31	12	13	12	14	21
4526141	22	12	9	18	18	30
2315408	33	12	16	16	25	28
696910	24	11	11	9	18	26
6295824	30	10	14	20	21	30
6405683	30	9	14	18	20	31
1461114	26	12	14	20	17	30
5574010	32	12	15	10	20	27
5482200	36	12	11	15	17	25
5080728	34	10	10	12	19	23
2770584	31	10	16	12	23	21
5508414	27	10	12	17	23	27
4812769	31	10	13	17	19	18
1119031	25	9	14	17	18	26
881112	23	12	10	17	21	28
1544287	30	9	14	15	26	22
5708646	28	9	12	19	23	30
2065026	33	11	10	12	23	25
4263413	29	9	13	9	19	21
703335	25	11	14	16	16	30
400296	30	11	9	9	16	23
5482480	29	10	11	18	19	30
5286918	26	9	10	15	21	29
2205859	29	11	12	15	17	28
1768803	28	12	13	15	14	33
1111676	20	10	16	11	19	30
3285894	30	10	11	15	25	24
5738875	35	10	15	11	26	25
3346693	35	9	13	16	22	24
6055002	30	9	9	17	18	29
5641060	31	10	14	20	16	26
5935225	35	11	9	16	18	25
5512291	28	9	10	16	16	23
1962603	24	12	10	9	22	33
767994	36	12	14	14	17	24
1744882	32	9	13	19	18	30
1621804	33	9	14	19	21	24
2781301	31	9	10	16	18	27
2248661	33	11	16	14	24	28
341691	24	9	13	15	21	28
4096171	34	10	13	12	19	25
5492476	30	12	10	15	25	24
4177345	36	10	12	14	21	26
58852	27	11	17	16	17	25
3983114	31	11	13	16	17	27
5440576	31	9	16	11	20	27
3232066	30	12	15	15	18	29
5794178	27	9	12	15	20	31
5576479	27	11	11	14	21	30
3970034	32	10	16	15	24	28
2688575	29	10	12	10	17	27
397427	28	11	12	16	20	24
2206590	32	9	10	10	16	24
4774242	32	9	17	13	17	33
1026823	34	9	14	17	22	26
614025	28	10	12	17	15	26
5935810	27	11	16	18	19	23
1910917	23	10	16	9	23	22
