TARA_145	TARA_146	TARA_147	TARA_150	TARA_151
5325331	21	14	20	51	10
4417610	14	12	39	54	9
3458276	21	15	33	65	13
3605842	25	16	28	51	13
5164813	20	14	26	57	11
2127285	14	9	19	50	11
2890423	16	11	22	64	9
1494136	14	12	23	59	16
2859803	13	15	15	39	10
1532173	21	18	25	54	13
5054740	16	14	23	58	12
449610	19	12	41	71	9
4215590	21	15	25	45	10
5357507	22	19	31	67	21
1320043	20	17	37	72	11
1414277	15	14	34	78	17
2926995_1	26	16	29	81	17
2926995_2	26	16	29	81	17
3315244_1	16	19	17	53	9
3315244_2	16	19	17	53	9
3008689	32	15	41	90	14
6574013	17	16	15	57	9
2485398	13	10	18	46	11
2381259	13	9	22	59	9
6041051	33	12	29	75	14
888468	15	9	26	41	15
1651322	12	10	22	50	11
1408016_1	21	11	30	53	12
1408016_2	21	11	30	53	12
4777442	33	11	39	93	19
1243689	17	11	18	50	9
5949195_1	24	14	35	55	9
5949195_2	24	14	35	55	9
4059539	27	10	25	68	9
1830496	26	21	35	75	20
6171743	20	12	32	83	10
1324487	21	12	22	63	20
1619831_1	15	14	40	66	15
1619831_2	15	14	40	66	15
1215734	12	16	24	59	13
1555951	36	22	52	100	13
2741860	22	16	29	48	15
2841069_1	19	11	23	41	14
2841069_2	19	11	23	41	14
2751099	17	12	22	67	11
990520	23	17	33	64	19
5954152	9	12	23	34	12
5880843	16	20	28	81	14
1917611_1	21	15	20	43	12
1917611_2	21	15	20	43	12
1917611_3	21	15	20	43	12
5101898	14	17	22	38	9
1700992_1	26	10	29	69	21
1700992_2	26	10	29	69	21
1700992_3	26	10	29	69	21
599725	15	12	20	33	11
289377	11	19	25	48	13
2539108_1	19	15	31	63	11
2539108_2	19	15	31	63	11
5923960	29	21	36	96	17
2539912	31	15	45	82	20
4741592_1	23	11	26	61	20
4741592_2	23	11	26	61	20
3087534_1	27	21	41	84	20
3087534_2	27	21	41	84	20
1387651	24	17	23	58	11
2202745	12	18	34	67	17
1391653	14	10	20	44	9
6176718	33	10	41	85	10
3040395	10	22	32	69	14
3158097	31	16	35	81	20
4281093_1	34	13	37	71	16
4281093_2	34	13	37	71	16
4281093_3	34	13	37	71	16
4447594	20	13	26	56	10
3466815	18	16	40	80	12
2917516	14	15	21	47	11
6393095	12	11	25	39	13
1534750	21	9	38	61	10
1989112_1	25	14	36	63	13
1989112_2	25	14	36	63	13
4248494	11	13	25	33	13
5410770	18	13	40	92	19
3760179_1	30	14	40	88	13
3760179_2	30	14	40	88	13
2512319	33	14	29	85	11
1409479_1	15	15	32	60	10
1409479_2	15	15	32	60	10
516721	20	9	37	59	18
4645695	19	10	39	70	10
4387432	12	15	33	56	10
1172856	20	13	43	95	12
4744486_1	22	16	22	65	13
4744486_2	22	16	22	65	13
3060652	19	11	20	44	9
2235938	18	15	28	65	12
1034422	20	11	28	62	11
3071748	26	20	46	72	18
5926750	20	12	28	77	13
763589	20	11	20	41	9
5873913	22	10	27	65	13
1289185	30	20	43	97	10
2635571	18	12	21	49	12
5508981_1	24	18	34	60	10
5508981_2	24	18	34	60	10
5922841_1	20	13	34	71	14
5922841_2	20	13	34	71	14
5922841_3	20	13	34	71	14
5185767	22	11	36	83	21
205442	18	13	25	53	14
3729746	10	14	27	53	11
6044878	26	15	51	85	10
5837679	19	10	35	47	14
5825786_1	19	15	37	96	11
5825786_2	19	15	37	96	11
734987	19	15	20	62	12
2118614	28	14	31	57	21
1289817	18	19	34	54	10
5752767	20	17	25	52	11
2102341	14	9	20	80	16
6342330	20	13	32	99	19
5231205	28	18	47	81	10
2368465	15	9	36	60	13
405663_1	27	11	40	92	13
405663_2	27	11	40	92	13
6406777	19	12	42	65	11
3253975	34	13	47	86	15
1584838_1	20	14	36	56	17
1584838_2	20	14	36	56	17
1279055_1	19	18	30	87	13
1279055_2	19	18	30	87	13
3583624	26	19	51	93	21
5898884	22	19	27	86	15
3015355	24	10	24	74	14
2923087	30	14	31	79	21
4149657	25	12	26	49	15
2153900_1	15	17	31	64	10
2153900_2	15	17	31	64	10
3387076	23	9	32	63	15
4412572	25	17	39	80	18
4500174	27	19	36	61	9
6542799	26	17	37	65	10
3688056_1	24	17	38	82	10
3688056_2	24	17	38	82	10
2995389	25	15	29	78	9
6066988	17	13	33	58	12
6107010	36	15	51	95	19
3334149	19	10	27	61	12
433719	16	10	22	60	15
6594622	30	9	30	93	15
1524366	20	16	39	64	10
1469353	23	17	27	60	13
6049501_1	28	21	27	85	14
6049501_2	28	21	27	85	14
6049501_3	28	21	27	85	14
2859339	26	14	31	76	11
5946007	31	17	40	73	10
5947081	18	11	21	54	9
5552792	33	16	42	87	13
1334251_1	29	12	44	91	16
1334251_2	29	12	44	91	16
4252915	21	11	26	44	12
3483163	20	13	24	58	11
2240767	15	9	15	67	12
6189044	24	23	29	84	20
6502543	19	18	30	74	10
3276882	33	10	46	95	15
5499361	23	21	30	73	9
1212823	34	15	35	84	13
1040766	27	9	37	71	18
2725504	20	14	23	49	12
5433645	18	17	25	59	16
3052968	17	14	27	43	9
3703228	31	16	38	84	11
2230915	19	12	35	77	13
2427353_1	19	12	25	52	9
2427353_2	19	12	25	52	9
2427353_3	19	12	25	52	9
4467594	26	17	32	87	10
2823914	22	10	22	47	15
3660801	21	12	37	75	15
430681	30	15	36	85	10
5033295	14	14	29	60	12
6499800	11	20	28	64	13
2540663_1	24	14	29	56	13
2540663_2	24	14	29	56	13
5833662	23	23	35	85	13
417091	30	16	48	83	17
