TARA_145	TARA_146	TARA_147	TARA_150	TARA_151
5325331	0.761904761904762	0.857142857142857	0.75	0.431372549019608	0
4417610	0	0	0.0512820512820513	0.277777777777778	0.666666666666667
3458276	0.428571428571429	0.0666666666666667	0.151515151515152	0.123076923076923	0.0769230769230769
3605842	0	0	0.392857142857143	0.196078431372549	0.384615384615385
5164813	0.2	0.214285714285714	0.0769230769230769	0.175438596491228	0
2127285	0.714285714285714	0.666666666666667	0.526315789473684	0.42	0.0909090909090909
2890423	0.4375	0.0909090909090909	0.409090909090909	0.140625	0
1494136	0.5	0.0833333333333333	0.521739130434783	0.23728813559322	0.125
2859803	0.615384615384615	0.8	0.466666666666667	0.538461538461538	0.9
1532173	0.476190476190476	0.0555555555555556	0.24	0.462962962962963	0.153846153846154
5054740	0.875	0.285714285714286	0.695652173913043	0.775862068965517	0.833333333333333
449610	0.789473684210526	0.916666666666667	0.902439024390244	0.887323943661972	1
4215590	0.571428571428571	0.533333333333333	0.2	0.555555555555556	0.1
5357507	0	0.105263157894737	0.129032258064516	0.17910447761194	0.0476190476190476
1320043	0.85	0.823529411764706	0.513513513513513	0.861111111111111	0.545454545454545
1414277	1	0.5	0.911764705882353	0.871794871794872	0.882352941176471
2926995_1	0.346153846153846	0.25	0.137931034482759	0.0864197530864197	0.0588235294117647
2926995_2	0.346153846153846	0.25	0.137931034482759	0.0864197530864197	0.0588235294117647
3315244_1	0.375	0.684210526315789	0.823529411764706	0.792452830188679	0.888888888888889
3315244_2	0.375	0.684210526315789	0.823529411764706	0.792452830188679	0.888888888888889
3008689	0.0625	0	0.0487804878048781	0.111111111111111	0.0714285714285714
6574013	0.411764705882353	0	0.333333333333333	0.280701754385965	0
2485398	0.384615384615385	0.2	0.222222222222222	0.41304347826087	0
2381259	0.384615384615385	0.777777777777778	0.454545454545455	0.440677966101695	0.111111111111111
6041051	0.151515151515152	0.5	0.482758620689655	0.186666666666667	0.142857142857143
888468	0.333333333333333	0.666666666666667	0.192307692307692	0.48780487804878	0.333333333333333
1651322	0.833333333333333	0.9	0.909090909090909	0.72	0.727272727272727
1408016_1	0.666666666666667	0.818181818181818	0.866666666666667	0.528301886792453	0.833333333333333
1408016_2	0.666666666666667	0.818181818181818	0.866666666666667	0.528301886792453	0.833333333333333
