TARA_145	TARA_23	TARA_66	TARA_70
794143	0	1	0	0
6529989_1	0	1	1	0
6529989_2	0	1	1	0
6504224	0	1	1	0
6477357	1	0	1	1
6393664	0	1	1	0
6320923	1	0	0	1
6125448_1	1	1	0	1
6125448_2	1	1	0	1
6053263	0	0	1	0
6022894_1	1	0	0	1
6022894_2	1	0	0	1
5462848_1	0	1	1	0
5462848_2	0	1	1	0
5462848_3	0	1	1	0
5456771_1	0	1	1	0
5456771_2	0	1	1	0
5377627	1	1	0	1
5265623	0	0	1	0
5079333	0	1	1	0
4902487_1	0	1	1	0
4902487_2	0	1	1	0
485447_1	1	0	0	1
485447_2	1	0	0	1
4695680	0	1	1	0
4619643	1	1	0	1
4476299	0	1	1	0
4126267	1	0	0	1
4123482	1	0	0	1
4088667	0	1	0	0
4052193	1	0	0	1
3859192	0	1	0	0
3742929	1	0	0	1
3566391_1	1	0	0	1
3566391_2	1	0	0	1
3353342	0	1	1	0
3246289	0	1	1	0
3057725	0	1	1	0
2966056	1	0	0	1
2900198	0	1	1	0
2875340_1	1	0	0	1
2875340_2	1	0	0	1
2862736	0	1	1	0
2833835_1	0	1	1	0
2833835_2	0	1	1	0
2538609	1	1	0	1
2537492	1	1	0	1
2516180	1	0	0	1
2456083_1	1	0	0	1
2456083_2	1	0	0	1
1856227_1	1	0	0	1
1856227_2	1	0	0	1
1754537	0	1	1	0
1693260	1	0	0	1
1651851	0	1	1	0
1651454_1	0	1	1	0
1651454_2	0	1	1	0
1632187	1	1	0	1
1592104	0	1	1	0
1510610	0	1	1	0
1501524	0	1	1	0
1425665	1	1	0	1
1100468	0	1	1	0
1097913_1	1	0	1	1
1097913_2	1	0	1	1
101139_1	1	0	0	1
101139_2	1	0	0	1
4862171	1	0	1	1
4869025	1	0	1	1
5646857	0	1	1	0
4397179	1	0	0	1
2536608_1	1	0	0	1
2536608_2	1	0	0	1
186423	0	1	1	0
5527171_1	1	0	0	1
5527171_2	1	0	0	1
5527171_3	1	0	0	1
4570822_1	0.0217391304347826	1	1	0
4570822_2	0.0217391304347826	1	1	0
4570822_3	0.0217391304347826	1	1	0
4323842	1	0	0	1
4790686_1	1	0	0	1
4790686_2	1	0	0	1
6014983	0.0192307692307692	1	1	0
629211	1	0	0	0.933333333333333
4050253_1	1	0	0	0.944444444444444
4050253_2	1	0	0	0.944444444444444
4396210	0	1	1	0
5572668_1	1	0	0.0833333333333333	1
5572668_2	1	0	0.0833333333333333	1
2491985	1	0	0	1
2900412	0.962962962962963	0	0	1
4544306	1	0	0	1
3263499_1	1	0	0	1
3263499_2	1	0	0	1
3263499_3	1	0	0	1
5659064	1	0	0.0833333333333333	1
1470020	0	1	1	0
3523290_1	1	0	0	1
3523290_2	1	0	0	1
1437751	0	1	0	0
650279_1	0	1	0.947368421052632	0
650279_2	0	1	0.947368421052632	0
900343	1	0	0.0555555555555556	1
4665143	1	0	0	0.9375
1414288	0	1	1	0
1063040	0.03125	1	1	0
578207	1	0	0.1	1
6345428	0	1	0.933333333333333	0
3851020	0	1	0.9	0
6205275	0	1	0.928571428571429	0
1092736	0.958333333333333	0	0	1
4875653_1	1	0	0	1
4875653_2	1	0	0	1
4875653_3	1	0	0	1
2415875	0	1	0.933333333333333	0
4973320	1	0	0.0526315789473684	1
4930526	0	1	0.888888888888889	0
2292763	0.0263157894736842	1	1	0
1774315	0	1	0.888888888888889	0
2877276	1	0	0.111111111111111	1
6353455	1	0	0.111111111111111	1
6433303_1	0	1	1	0
6433303_2	0	1	1	0
6600958	0	1	0.909090909090909	0
1782216	1	0	0.0909090909090909	1
6079424	0	1	1	0
5576893	1	0	0.0909090909090909	1
3665805	0	1	0.8	0
4378913_1	0.974358974358974	0	1	1
4378913_2	0.974358974358974	0	1	1
1885674	1	0	0.0714285714285714	1
2849163	0	1	0.916666666666667	0
2097388	0	1	1	0
3310104	0	1	1	0
4993484	1	0	0	1
548503	0.973684210526316	0	0	1
4923769	1	0	0	1
4412040	1	0	0.0555555555555556	1
2885017	1	0	0	1
516928	1	0	0	1
298973	0	1	0.8	0
4617615	0	1	1	0
2725965_1	1	0	0	0.916666666666667
2725965_2	1	0	0	0.916666666666667
330745_1	0.96551724137931	0	0	1
330745_2	0.96551724137931	0	0	1
330745_3	0.96551724137931	0	0	1
2490052	1	0	0	1
1744039	0	1	0	0
5523451_1	1	0	0.0666666666666667	1
5523451_2	1	0	0.0666666666666667	1
1643322	1	0	0	0.958333333333333
4892358	0	1	0.9	0
3802300	0	1	0.909090909090909	0
5654525	0	0	0.947368421052632	0
4854510	1	0	0	1
3419666_1	1	0	0	0.894736842105263
3419666_2	1	0	0	0.894736842105263
3419666_3	1	0	0	0.894736842105263
2196627	1	0	0.0833333333333333	0.954545454545455
5583092	0	1	1	0
5164694_1	0	1	0.8	0
5164694_2	0	1	0.8	0
5627751	1	0	0	1
920368_1	0	0.95	0	0
920368_2	0	0.95	0	0
6280649	0.0476190476190476	1	1	0
6073392	1	0	0.0833333333333333	1
4275770_1	0	0.966666666666667	0.777777777777778	0
4275770_2	0	0.966666666666667	0.777777777777778	0
4275770_3	0	0.966666666666667	0.777777777777778	0
5271819	0	1	0.894736842105263	0
2935706	1	0	0.1	1
6587704	1	0	0	0.882352941176471
6399321	1	0	1	1
4624902	0	1	0.125	0
900159	1	0	0.3	1
4273516	0	0	0.941176470588235	0
6572825	1	0	0.214285714285714	1
1574460	0	1	1	0
2828614	0.0196078431372549	1	0	0
1745560	0.0256410256410256	1	1	0
2826419	1	1	0	1
3189957	1	1	0.0666666666666667	1
1938289	0	1	0.833333333333333	0
4329279	0	1	0.125	0.05
1776508	1	0	0	0.875
6540361_1	0.975609756097561	0	0.0952380952380952	1
6540361_2	0.975609756097561	0	0.0952380952380952	1
6540361_3	0.975609756097561	0	0.0952380952380952	1
4034246_1	0	1	0.916666666666667	0.0833333333333333
4034246_2	0	1	0.916666666666667	0.0833333333333333
4034246_3	0	1	0.916666666666667	0.0833333333333333
2239654	0.0263157894736842	1	1	0.0833333333333333
4277037	0.03125	1	0	0
6558455	1	0.0526315789473684	0	1
5658428	0	1	0	0
1859749	1	0	0.818181818181818	1
1490876	0	1	0.923076923076923	0
4580948	1	0	0	1
4052622_1	0	1	1	0.0434782608695652
4052622_2	0	1	1	0.0434782608695652
4052622_3	0	1	1	0.0434782608695652
5117105_1	0	1	0.833333333333333	0
5117105_2	0	1	0.833333333333333	0
5493996	0	0	0.923076923076923	0
3095400	0	1	0.846153846153846	0
4316360	0	0	0.923076923076923	0
2914850	1	0	0.363636363636364	1
3916070	0.966666666666667	0	0.111111111111111	1
3130493	1	0	0	0.777777777777778
3041439	0	0	0.916666666666667	0
3393678	0	1	0.857142857142857	0
3217691	0.0476190476190476	1	1	0.0909090909090909
3165931	0	1	0.1875	0
1407033	0.906976744186046	0	0	1
6485531_1	0	1	1	0
6485531_2	0	1	1	0
3519744_1	0	1	0.833333333333333	0
3519744_2	0	1	0.833333333333333	0
2082356_1	0.948717948717949	0	0	1
2082356_2	0.948717948717949	0	0	1
2082356_3	0.948717948717949	0	0	1
6450907	0.0487804878048781	1	1	0
4343335	1	0	0.117647058823529	1
1845736	0	1	0	0.176470588235294
2805501	1	0	0.3	1
3332286_1	1	0	0.133333333333333	1
3332286_2	1	0	0.133333333333333	1
5849340	1	0	0.230769230769231	1
5798905_1	0	0.944444444444444	0.875	0
5798905_2	0	0.944444444444444	0.875	0
4752580	0	1	1	0.0833333333333333
3914350	1	0	0.176470588235294	1
1436518_1	0.027027027027027	1	1	0.142857142857143
1436518_2	0.027027027027027	1	1	0.142857142857143
6404546	0	1	0	0
3990851	0	1	1	0.153846153846154
6524380	0.0294117647058824	1	0.8	0
4622829	1	0	0	1
3990582_1	0	1	0.705882352941177	0
3990582_2	0	1	0.705882352941177	0
4792001_1	0	1	0.8	0
