TARA_145	TARA_23	TARA_66	TARA_70
794143	47	21	9	13
6529989_1	28	16	9	15
6529989_2	28	16	9	15
6504224	51	24	16	10
6477357	21	25	14	11
6393664	18	35	19	19
6320923	22	18	11	14
6125448_1	43	36	17	18
6125448_2	43	36	17	18
6053263	35	17	16	11
6022894_1	32	11	13	22
6022894_2	32	11	13	22
5462848_1	51	25	15	23
5462848_2	51	25	15	23
5462848_3	51	25	15	23
5456771_1	30	33	9	13
5456771_2	30	33	9	13
5377627	25	19	14	12
5265623	51	23	15	24
5079333	53	33	13	16
4902487_1	51	21	11	14
4902487_2	51	21	11	14
485447_1	24	11	11	13
485447_2	24	11	11	13
4695680	30	27	11	11
4619643	45	19	13	12
4476299	25	16	9	10
4126267	46	34	18	17
4123482	35	23	11	21
4088667	48	27	15	10
4052193	23	23	12	13
3859192	50	14	9	15
3742929	28	32	16	18
3566391_1	28	23	16	14
3566391_2	28	23	16	14
3353342	22	29	11	14
3246289	50	21	14	16
3057725	32	38	11	16
2966056	40	13	13	18
2900198	44	31	12	17
2875340_1	42	10	11	12
2875340_2	42	10	11	12
2862736	42	19	15	9
2833835_1	51	16	12	15
2833835_2	51	16	12	15
2538609	44	33	21	23
2537492	19	21	9	15
2516180	26	19	9	9
2456083_1	51	33	21	23
2456083_2	51	33	21	23
1856227_1	30	11	17	20
1856227_2	30	11	17	20
1754537	30	22	9	17
1693260	41	19	11	12
1651851	22	14	10	11
1651454_1	46	25	9	17
1651454_2	46	25	9	17
1632187	42	33	15	10
1592104	19	15	9	9
1510610	29	16	9	11
1501524	37	13	10	14
1425665	24	26	17	10
1100468	46	34	17	16
1097913_1	51	33	18	16
1097913_2	51	33	18	16
101139_1	18	17	9	11
101139_2	18	17	9	11
4862171	27	25	14	16
4869025	41	38	21	23
5646857	19	17	14	10
4397179	26	17	12	14
2536608_1	30	26	10	22
2536608_2	30	26	10	22
186423	37	16	14	11
5527171_1	52	29	18	19
5527171_2	52	29	18	19
5527171_3	52	29	18	19
4570822_1	46	37	15	18
4570822_2	46	37	15	18
4570822_3	46	37	15	18
4323842	35	25	10	13
4790686_1	30	27	15	18
4790686_2	30	27	15	18
6014983	52	38	12	17
629211	42	36	14	15
4050253_1	41	36	13	18
4050253_2	41	36	13	18
4396210	45	30	18	11
5572668_1	48	26	12	13
5572668_2	48	26	12	13
2491985	27	15	11	13
2900412	27	21	15	21
4544306	34	12	9	17
3263499_1	43	28	11	19
3263499_2	43	28	11	19
3263499_3	43	28	11	19
5659064	24	21	12	12
1470020	38	21	12	14
3523290_1	48	22	10	14
3523290_2	48	22	10	14
1437751	37	19	12	13
650279_1	23	35	19	14
650279_2	23	35	19	14
900343	35	25	18	16
4665143	37	11	19	16
1414288	41	30	19	11
1063040	32	34	9	15
578207	36	22	10	13
6345428	26	23	15	15
3851020	45	18	10	17
6205275	50	22	14	10
1092736	24	16	12	12
4875653_1	40	34	15	15
4875653_2	40	34	15	15
4875653_3	40	34	15	15
2415875	23	26	15	10
4973320	27	14	19	11
4930526	21	22	9	10
2292763	38	14	10	14
1774315	32	14	9	16
2877276	19	22	9	11
6353455	27	18	9	15
6433303_1	23	31	13	11
6433303_2	23	31	13	11
6600958	27	15	11	10
1782216	49	13	11	13
6079424	19	22	13	9
5576893	44	19	11	24
3665805	33	36	10	16
4378913_1	39	14	13	18
4378913_2	39	14	13	18
1885674	25	9	14	15
2849163	51	26	12	22
2097388	32	24	9	13
3310104	20	12	9	9
4993484	45	15	11	19
548503	38	34	19	17
4923769	36	15	10	11
4412040	27	25	18	17
2885017	31	26	10	15
516928	21	18	10	11
298973	29	24	10	20
4617615	44	23	11	21
2725965_1	32	26	9	12
2725965_2	32	26	9	12
330745_1	29	28	11	22
330745_2	29	28	11	22
330745_3	29	28	11	22
2490052	36	18	10	18
1744039	33	15	10	14
5523451_1	43	17	15	14
5523451_2	43	17	15	14
1643322	43	31	12	24
4892358	44	26	10	20
3802300	31	31	11	11
5654525	35	36	19	10
4854510	23	9	9	19
3419666_1	42	16	13	19
3419666_2	42	16	13	19
3419666_3	42	16	13	19
2196627	41	24	12	22
5583092	38	21	14	15
5164694_1	32	27	10	9
5164694_2	32	27	10	9
5627751	32	17	9	9
920368_1	47	20	21	17
920368_2	47	20	21	17
6280649	42	32	10	13
6073392	31	18	12	21
4275770_1	48	30	9	10
4275770_2	48	30	9	10
4275770_3	48	30	9	10
5271819	36	13	19	14
2935706	30	38	20	23
6587704	23	21	19	17
6399321	38	25	19	17
4624902	48	34	16	20
900159	33	18	10	11
4273516	32	18	17	9
6572825	47	28	14	13
1574460	34	23	18	12
2828614	51	21	15	10
1745560	39	12	12	15
2826419	15	16	9	11
3189957	45	34	15	14
1938289	41	14	12	23
4329279	50	21	16	20
1776508	31	21	15	16
6540361_1	41	27	21	13
6540361_2	41	27	21	13
6540361_3	41	27	21	13
4034246_1	45	37	12	12
4034246_2	45	37	12	12
4034246_3	45	37	12	12
2239654	38	24	18	12
4277037	32	16	11	12
6558455	40	19	15	14
5658428	44	11	12	19
1859749	53	37	11	21
1490876	35	21	13	11
4580948	43	14	10	23
4052622_1	26	16	13	23
4052622_2	26	16	13	23
4052622_3	26	16	13	23
5117105_1	31	9	12	14
5117105_2	31	9	12	14
5493996	31	28	13	11
3095400	26	14	13	14
4316360	30	25	13	17
2914850	45	36	11	13
3916070	30	24	18	11
3130493	38	28	11	9
3041439	47	38	12	19
3393678	40	22	14	12
3217691	21	20	11	11
3165931	24	34	16	9
1407033	43	34	19	17
6485531_1	32	24	12	11
6485531_2	32	24	12	11
3519744_1	31	37	18	19
3519744_2	31	37	18	19
2082356_1	39	20	11	9
2082356_2	39	20	11	9
2082356_3	39	20	11	9
6450907	41	35	21	18
4343335	51	25	17	15
1845736	44	38	15	17
2805501	33	35	10	16
3332286_1	27	20	15	16
3332286_2	27	20	15	16
5849340	50	24	13	16
5798905_1	51	18	16	17
5798905_2	51	18	16	17
4752580	43	29	13	12
3914350	45	24	17	18
1436518_1	37	24	9	21
1436518_2	37	24	9	21
6404546	46	18	9	21
3990851	37	14	12	13
6524380	34	19	10	14
4622829	18	17	13	10
3990582_1	43	18	17	13
3990582_2	43	18	17	13
4792001_1	25	28	10	9
4792001_2	25	28	10	9
1668582	20	19	11	12
98501	25	27	20	15
4695500	41	17	12	22
1075162_1	30	23	10	20
1075162_2	30	23	10	20
5603328	45	32	20	12
2915131	34	27	13	13
5785586	34	11	9	12
5743317_1	44	23	9	22
5743317_2	44	23	9	22
2960297	30	19	10	19
4093847	41	31	13	18
1818813	29	16	12	14
6146015	23	19	9	12
3385720_1	29	14	11	15
3385720_2	29	14	11	15
3385720_3	29	14	11	15
3048085_1	38	31	18	18
3048085_2	38	31	18	18
196087_1	49	34	12	10
196087_2	49	34	12	10
196087_3	49	34	12	10
5812036_1	18	32	10	14
5812036_2	18	32	10	14
3171555	44	15	15	12
3652593_1	26	29	10	16
3652593_2	26	29	10	16
3115776	46	25	10	21
3472976	32	18	11	17
6313682_1	30	17	16	11
6313682_2	30	17	16	11
5699166	45	20	10	12
5621392_1	26	21	14	11
5621392_2	26	21	14	11
3193965	31	35	10	19
6594397	19	10	16	18
1253805	17	19	21	10
5107059	46	32	10	11
2524227	30	18	9	10
623296	35	22	10	13
6342973_1	47	21	14	22
6342973_2	47	21	14	22
6342973_3	47	21	14	22
6227773	37	30	14	14
4221652	38	32	19	14
5672048	48	21	10	10
3537740	27	11	9	22
4857703	34	20	14	21
6444151	48	21	11	13
2230172_1	50	34	10	14
2230172_2	50	34	10	14
2230172_3	50	34	10	14
5676266	30	29	15	13
3281352_1	34	17	19	19
3281352_2	34	17	19	19
6613689_1	31	27	14	13
6613689_2	31	27	14	13
1798576	45	28	15	12
4969916	31	20	11	17
6428862	28	16	11	19
1595689	47	18	15	19
6202826	29	10	13	10
3295372	34	20	12	15
5439301	22	20	17	13
5405474_1	26	15	11	9
5405474_2	26	15	11	9
4967440_1	41	35	19	18
4967440_2	41	35	19	18
4967440_3	41	35	19	18
3255586	20	22	14	11
4175637_1	36	12	10	14
4175637_2	36	12	10	14
2104436_1	22	31	16	19
2104436_2	22	31	16	19
1411961_1	43	36	21	21
1411961_2	43	36	21	21
1411961_3	43	36	21	21
3884699_1	52	17	12	15
3884699_2	52	17	12	15
6526515	35	22	16	9
6111203	50	28	15	23
2331295	43	10	9	12
3919544	20	12	12	14
5739781	44	24	12	16
3298246	25	29	16	14
4929435	24	22	13	9
3917713	35	12	9	15
4833470	41	9	14	17
4328646	21	12	11	9
4093159_1	36	28	11	18
4093159_2	36	28	11	18
3761093	52	33	11	17
1618599	31	30	14	24
6300341	33	33	14	14
945349	47	17	20	11
2205659	52	26	11	10
2029322	20	21	11	14
3686733	39	14	16	18
3091521	32	25	12	14
3118120	38	15	11	13
5400520	44	17	19	10
5853329	39	24	20	23
3863611	18	26	13	9
5449194_1	39	31	17	15
5449194_2	39	31	17	15
3351842_1	33	28	13	19
3351842_2	33	28	13	19
6022129	49	29	15	18
2111271	45	20	13	14
3617755	27	13	17	10
755820	44	24	20	13
494843	30	29	14	12
4273458	34	38	17	21
2543187	27	11	12	11
2221574_1	31	22	16	15
2221574_2	31	22	16	15
2221574_3	31	22	16	15
6376249	24	12	11	13
1695187_1	30	35	11	15
1695187_2	30	35	11	15
3354805	49	23	13	9
2515188	52	27	14	19
6473769	44	28	16	12
810788	21	16	11	12
6438199	45	10	13	21
6353576_1	21	13	9	16
6353576_2	21	13	9	16
6353576_3	21	13	9	16
5829577	30	19	20	11
688448	53	25	17	21
6632589	26	17	13	16
5556347	34	16	16	20
4007112	22	12	9	14
6262735	50	22	12	11
2568631	48	25	18	14
4864322	20	19	9	18
953742_1	45	32	17	11
953742_2	45	32	17	11
6219517	48	33	15	16
3430534_1	43	33	11	15
3430534_2	43	33	11	15
3430534_3	43	33	11	15
901102	25	12	9	18
5398670	21	35	13	12
1462349	40	26	20	14
6349724	28	34	13	9
4897556	30	20	12	16
5360908	24	10	15	11
4935138	27	25	13	12
4309853_1	34	34	19	9
4309853_2	34	34	19	9
6300390	44	34	10	16
4427378	31	16	14	10
5863779	28	20	11	17
1735176	34	16	18	20
2664825	47	30	13	20
5081234	27	23	14	9
2202274	32	32	14	13
6596473	22	10	12	13
4992005_1	37	17	10	14
4992005_2	37	17	10	14
4992005_3	37	17	10	14
776572_1	30	24	11	14
776572_2	30	24	11	14
3098449	34	17	18	13
578277	24	24	13	13
341382	43	34	12	13
2256333	21	27	14	12
2895881	32	18	19	19
2511478	48	18	17	14
3731900	33	24	10	9
3089808	39	13	12	10
2592350	34	17	17	13
4536594	29	23	18	21
4225895	32	37	13	9
2902004	46	15	17	17
4951032	42	26	10	13
4971526	45	20	11	13
2525378	39	24	15	16
974473	32	17	21	12
1958495	31	16	9	20
3723262	48	29	10	13
3254388	30	17	10	13
1262093	24	20	16	22
2093169	31	18	12	13
5314435	36	18	16	13
1989887	22	16	9	11
6418166	38	15	13	15
5342226	20	19	13	12
3669658	30	35	11	16
4242907	41	27	11	17
3247866	29	15	10	13
3012426	48	34	15	12
6165119_1	42	14	16	11
6165119_2	42	14	16	11
4889614	26	26	13	15
6038617	32	10	10	21
1874492	36	32	14	16
4051232	29	21	15	21
6315833	39	31	10	11
5316196	39	31	15	17
1331806	24	28	17	23
5007137	38	32	13	12
6568693	19	22	18	10
6334318	53	29	17	17
3625966	29	31	11	11
2789568_1	31	23	14	21
2789568_2	31	23	14	21
1185458	20	9	10	13
4224821_1	35	14	12	14
4224821_2	35	14	12	14
3416405	32	31	10	12
4910050	41	32	12	18
2766532	29	19	15	9
6163707	34	24	13	20
975739	46	30	16	15
4124711	35	31	17	13
6155656	31	19	14	10
1119772	27	34	16	14
6123587	27	17	17	13
2768343	40	23	15	16
6505379	35	19	13	15
2179218	23	12	10	10
4129021	39	26	11	9
1691723	34	33	9	10
1130202	40	24	17	22
4554327	25	20	21	20
4007640	32	22	14	13
763357	45	21	18	11
3133647	28	21	13	17
799104	45	36	9	15
5001592	39	21	17	20
5625037	35	22	11	21
1292786	41	32	11	24
883432	37	33	18	18
6365754_1	41	21	9	16
6365754_2	41	21	9	16
6407270	47	17	15	18
3902952	35	23	13	17
4995813	31	28	15	10
6501031	24	19	15	10
2798259	22	31	12	9
4393468	27	13	12	11
1997553	19	22	11	10
2211914	42	17	10	22
3725708	28	13	14	13
5661808	25	14	11	21
4540953	20	25	9	11
839844	30	16	15	13
6260117	37	34	13	12
5637034	22	13	12	12
6323044_1	47	26	21	13
6323044_2	47	26	21	13
6323044_3	47	26	21	13
2684091	50	17	13	15
3507077	32	15	10	21
6379989	48	35	14	12
4306119	25	27	10	11
3086585	26	34	21	9
5598126	28	20	18	13
6408634	31	26	18	10
6337436	37	31	14	13
4259971	37	25	21	14
4917479	34	14	13	20
3311069	34	11	9	13
6360755	53	20	12	23
4303557	28	35	13	15
3261822	34	10	12	15
829837	25	27	18	11
4385122	21	20	11	9
807474	28	25	20	13
4607256	29	19	10	23
1925618	29	16	11	12
5147792	28	16	10	15
4614690	36	22	10	22
4931997	50	24	11	13
3018664	19	13	13	11
3818026	49	33	16	14
6085242	41	23	14	9
