TARA_147	TARA_149	TARA_150	TARA_22	TARA_25
2465694	31	9	23	36	11
163109	32	11	48	53	20
2352070_1	44	9	50	60	23
2352070_2	44	9	50	60	23
1252531	30	9	29	50	20
2673244	36	9	46	36	22
1749417	38	10	23	45	12
981066_1	51	10	45	54	21
981066_2	51	10	45	54	21
957013	26	9	30	43	20
1939668	61	13	51	41	17
2898636	49	14	71	60	17
561850	37	9	55	61	14
168010	54	16	53	52	19
1459590	35	12	32	55	19
206038	55	10	45	51	15
1294000	43	12	53	62	19
643551	57	10	51	64	15
451190	37	10	47	46	21
2694008	40	10	36	48	21
2311303	45	9	60	52	16
2808657	26	9	39	45	20
1393638	48	15	63	39	19
112701	40	9	35	45	16
1727732	36	18	43	42	9
902559	26	11	34	30	11
2804184	27	14	38	34	9
982628	40	14	48	59	15
2132903	45	13	44	49	14
761632_1	27	10	39	55	17
761632_2	27	10	39	55	17
315000	35	12	40	47	11
382136	42	10	53	49	13
945489	32	17	52	54	19
2245285	35	11	40	44	14
2386321	45	10	49	55	21
2574180	22	16	35	22	17
2767639_1	48	9	41	50	14
2767639_2	48	9	41	50	14
2134122	43	14	43	44	24
2938695_1	35	9	56	60	10
2938695_2	35	9	56	60	10
1240368	37	11	62	54	17
80235	30	18	27	41	12
2111545	31	9	61	54	14
777443	37	11	51	58	22
999197	27	10	33	48	10
1810966	30	13	40	52	23
2830873	50	12	53	49	15
2585606	29	13	58	44	15
1378907	30	9	35	36	13
994377	34	9	46	52	21
2002734	29	14	45	48	9
598691	25	9	37	48	18
1977	37	13	37	46	11
1044803	33	12	42	41	23
462476	46	14	40	49	25
1715037	53	13	49	49	22
1949301	46	15	57	66	12
1222159	32	10	40	44	9
1652381	26	11	37	22	13
317468	40	13	35	51	12
1956027	40	19	60	58	13
759601	50	14	44	44	15
1710099_1	46	13	35	64	17
1710099_2	46	13	35	64	17
1491985	29	9	43	58	9
693792	39	12	31	35	11
835476	40	9	52	40	14
712460_1	30	19	55	43	11
712460_2	30	19	55	43	11
2672142	42	17	40	41	14
866510	46	12	65	41	11
188083	31	9	63	39	10
2853744	51	14	48	50	18
1993912	36	10	38	46	18
1672362	44	12	62	68	13
94684	39	15	60	54	12
28125	28	10	27	40	19
1137772	44	11	43	63	16
1987465	46	16	52	60	15
737485	30	12	32	28	13
2792473	19	13	25	34	9
1229584	35	9	35	50	22
1181620	31	12	40	46	19
91916	45	9	62	50	14
1445741	34	12	51	50	24
1945269	31	10	47	30	14
2785321	35	9	48	41	19
1204682	42	12	32	60	13
991055	42	11	33	33	15
2712167_1	40	13	52	44	12
2712167_2	40	13	52	44	12
242447	38	15	58	41	14
2330592	54	14	61	42	10
1823075	42	12	46	49	15
1793726_1	39	9	54	28	23
1793726_2	39	9	54	28	23
285187	26	10	23	32	9
414730	36	13	43	52	17
421692	20	14	32	39	11
553423	42	12	40	57	13
166601	40	9	39	62	19
412383	44	10	49	48	14
1688934	50	9	39	52	17
1706650	41	9	41	45	14
2230634_1	31	17	43	37	11
2230634_2	31	17	43	37	11
2440605	34	9	38	40	25
1183022	53	15	44	62	9
156031	28	11	37	64	15
810055	40	10	29	51	19
1094371_1	50	9	54	52	25
1094371_2	50	9	54	52	25
977030	56	16	65	56	12
2668534_1	37	14	44	32	12
2668534_2	37	14	44	32	12
110480	44	10	45	50	24
647748	54	14	44	65	17
324918	40	15	56	40	17
2805854	40	13	51	38	12
2039156	41	17	64	69	12
22760	48	13	53	62	23
447102	54	13	61	50	20
2832252	30	9	32	23	10
256356	33	9	36	44	17
1429356	52	10	67	63	9
1890719	49	17	55	43	12
2473660	40	11	49	35	18
1286658_1	60	11	67	49	9
1286658_2	60	11	67	49	9
1895756	34	10	41	63	12
1045728_1	48	16	42	34	16
1045728_2	48	16	42	34	16
317861	40	10	52	62	19
1375126	42	10	42	42	11
2487007	36	11	63	57	17
1435225	39	10	54	55	21
2450614	47	10	46	37	10
574008	49	17	43	66	23
1029951	36	13	42	58	24
1849783	46	11	28	26	17
1771662	50	10	41	60	10
120371	47	10	55	43	11
954373	39	9	43	64	12
1148863	61	11	70	51	10
405387	27	10	39	28	9
1105772	55	17	46	57	21
1786956	45	16	55	30	15
2536102	32	9	22	50	14
2315938_1	34	10	37	47	17
2315938_2	34	10	37	47	17
1974989	46	16	40	55	25
189048	52	17	53	43	20
1403693	50	13	65	48	20
899876	30	10	23	49	10
1195627	27	10	30	31	15
628047_1	53	11	59	55	24
628047_2	53	11	59	55	24
1958402	33	10	32	30	21
223062	31	9	40	40	19
2438955	37	10	45	44	10
305524	37	9	29	46	13
787810	58	10	64	40	9
1324098	49	11	50	47	22
1945190	40	11	41	42	17
1780193	40	13	45	55	19
1893516	30	15	32	48	18
2598575_1	42	14	37	43	12
2598575_2	42	14	37	43	12
2486372	35	16	47	68	24
2468815	33	10	39	41	13
1091124	39	11	59	59	14
1549357	51	9	51	47	12
1182566	38	10	37	22	17
2696528	38	12	44	33	13
23502_1	42	19	44	57	17
23502_2	42	19	44	57	17
2670630	25	10	33	35	10
1659055	46	16	55	64	15
1361677	32	13	44	26	19
1143302	45	10	34	35	16
1661753	33	13	23	27	12
969543_1	33	13	31	42	9
969543_2	33	13	31	42	9
969543_3	33	13	31	42	9
1826995	51	11	43	62	21
1442330	41	10	37	38	15
2335345	29	9	44	38	17
2110494	46	12	44	50	15
2457345	59	16	50	52	19
2690089	46	13	34	55	24
34181	54	10	45	41	19
1227153	33	10	21	36	15
2494696	34	10	64	47	11
359500	27	9	22	26	13
2487675	43	16	69	47	9
1750679	51	9	44	66	17
2616923	37	10	43	42	11
2783538	44	13	52	43	12
1719060	42	12	37	44	11
2585193_1	49	12	50	37	14
2585193_2	49	12	50	37	14
354332	54	9	37	49	14
1909310	41	14	31	62	16
429956	56	10	61	55	12
941035	40	9	50	33	13
2621368	52	10	61	55	11
772595	52	18	63	46	13
758630	51	10	32	25	11
681502	54	9	51	57	12
2114108	46	15	42	64	11
2896153	30	9	59	41	21
2712135	51	11	46	47	16
384327	55	15	55	57	17
2244410	31	11	48	30	14
1879764	46	9	46	24	18
1366382	39	14	53	58	9
1749336	53	12	69	56	18
1584581	53	14	64	57	12
2373957	42	14	61	50	18
745687	36	10	28	48	17
1395546	34	14	47	48	9
440562_1	53	10	67	57	11
440562_2	53	10	67	57	11
2884370	38	14	66	49	15
2593306	49	14	62	49	13
2886868	41	16	48	43	18
588613	44	10	57	49	13
17715	53	11	62	63	24
1735559	48	9	40	60	18
587356	38	16	52	51	9
714752	59	12	43	59	12
1370551	46	10	52	48	20
1941583	28	15	63	46	9
1878472	61	17	58	52	11
45851	44	14	55	38	15
1892274	39	11	57	43	12
694530_1	31	10	61	58	18
694530_2	31	10	61	58	18
2266099	40	10	52	40	17
2105372	38	13	46	46	10
79235_1	29	12	53	62	14
79235_2	29	12	53	62	14
79235_3	29	12	53	62	14
489370	56	15	55	67	11
507827	24	10	48	29	12
1888067	47	15	43	47	16
2471727	53	14	53	56	15
1819495	41	11	38	42	9
630804	57	18	58	61	22
1391347	59	12	42	46	20
1791405	34	13	33	31	13
671793	51	10	61	49	20
230914	37	10	41	40	25
1199363	47	11	39	35	14
2546371_1	47	15	36	51	11
2546371_2	47	15	36	51	11
1206364	32	14	32	43	22
2024070	60	15	50	39	13
866897	38	10	28	28	10
963803	42	17	41	68	9
1698985	44	11	31	45	9
380452_1	48	12	52	62	11
380452_2	48	12	52	62	11
2506005_1	41	10	44	40	13
2506005_2	41	10	44	40	13
2506005_3	41	10	44	40	13
745601	32	11	46	59	13
1686742	61	11	55	62	23
24409	49	10	53	52	18
2935265_1	49	15	51	53	16
2935265_2	49	15	51	53	16
834662	36	15	35	43	20
127874_1	41	10	48	47	11
127874_2	41	10	48	47	11
1275429	35	13	48	41	16
1279444	33	15	40	32	10
2026954	38	9	58	62	14
384080	53	14	50	53	19
880602	53	15	51	47	18
74231	35	11	37	59	23
2284262	61	13	63	54	9
2901015	47	12	46	62	11
2409403	59	12	45	51	16
2810603	47	10	43	55	12
529487	46	13	60	61	24
556737	49	11	65	64	11
2710816	47	13	48	46	25
760730	48	14	63	37	14
1748652	49	11	44	53	17
20507	46	9	45	61	19
21839	56	11	49	60	21
1115672	35	10	33	53	15
595707	39	11	55	64	11
2366138	49	17	57	64	10
542535	45	9	54	37	14
1822908	46	16	64	33	15
2510396_1	35	12	60	57	22
2510396_2	35	12	60	57	22
747429_1	39	9	51	41	21
747429_2	39	9	51	41	21
196023	55	13	45	68	15
1178897	35	11	53	52	21
1292560	37	15	56	54	11
223847_1	27	12	57	52	10
223847_2	27	12	57	52	10
2318543	32	12	33	53	15
986115_1	42	17	50	66	21
986115_2	42	17	50	66	21
553337	39	17	70	55	10
2126298	49	19	63	42	18
1887888	42	11	27	48	10
574070	61	9	48	31	9
2373838_1	53	19	62	46	21
2373838_2	53	19	62	46	21
2408376	61	11	51	46	22
1992793	47	10	54	59	11
355351	52	11	49	57	17
2544408	37	11	47	44	21
634198	42	12	58	66	13
2331490	31	14	63	46	17
2827960	51	9	45	40	18
251673	51	13	63	63	18
2512139	47	9	61	56	12
215745_1	39	14	64	28	13
215745_2	39	14	64	28	13
719582	42	10	32	35	15
308816	54	11	49	55	11
2765726	52	9	62	64	15
73050	59	9	67	57	20
2419434	48	14	61	44	9
2937237	33	14	49	53	10
191103	47	12	51	47	10
96730	32	10	55	22	14
1067346	49	11	41	48	14
1215503	50	11	62	48	25
1403004	49	11	70	63	12
2679660	47	18	31	52	10
850693_1	36	13	36	43	10
850693_2	36	13	36	43	10
850693_3	36	13	36	43	10
2877460_1	60	16	35	53	11
2877460_2	60	16	35	53	11
1349112	43	19	39	47	20
1241032_1	61	13	57	58	23
1241032_2	61	13	57	58	23
2513309	39	9	51	64	14
1311909	55	10	61	61	24
2426696	53	10	59	41	17
505199	40	12	48	58	25
240456	29	13	44	45	11
2333802	58	13	62	64	23
1224333	51	14	67	57	22
1652786	38	9	68	61	14
507811	31	9	62	53	21
650369	48	15	35	39	17
119826	37	11	40	41	20
1487599	57	14	59	38	22
2039441	49	12	54	65	9
2543447	44	13	55	32	9
784223	60	12	42	55	13
2197911	49	11	68	67	19
803526	48	15	43	61	19
842931	47	15	53	46	18
2924973	50	10	62	58	24
265574	28	10	28	24	16
329343	53	13	68	59	19
1059766	42	10	43	56	13
684769	51	9	57	40	9
2708434	35	14	45	66	19
1715223	31	13	25	45	14
2138815	51	10	60	41	16
438284	51	11	56	69	11
2540456	29	15	49	42	11
2942575	59	16	57	49	21
2656412	59	14	45	63	16
