TARA_72	TARA_142	TARA_143	TARA_76
3922835	18	14	20	15
4155620	21	18	23	10
6129039	24	15	18	10
3289772_1	24	12	29	10
3289772_2	24	12	29	10
1685437	28	28	19	14
4977522	18	12	14	12
6898644_1	21	18	24	17
6898644_2	21	18	24	17
6898644_3	21	18	24	17
4488663	18	18	14	10
3395594	36	24	26	10
7014732	27	21	23	10
5518523	24	19	25	13
931896	21	17	16	15
4478036_1	16	11	21	9
4478036_2	16	11	21	9
3338693	25	15	19	12
669967_1	37	16	30	9
669967_2	37	16	30	9
7014838	18	26	15	14
1981464	24	24	19	14
1624856	39	23	33	11
2302166_1	23	18	15	11
2302166_2	23	18	15	11
5382842	20	12	12	13
2561105	10	15	12	9
4418691	15	13	17	13
5619582	22	10	9	10
1484642_1	27	17	32	11
1484642_2	27	17	32	11
2604917	19	19	15	10
647846_1	22	13	14	9
647846_2	22	13	14	9
647846_3	22	13	14	9
6239893_1	19	26	17	10
6239893_2	19	26	17	10
6162652	26	13	19	16
5048873	23	13	15	11
1570189	34	15	13	10
3351507	15	16	22	10
2550368	11	12	16	12
2144231	21	17	22	9
6287630	22	13	19	9
5339907	17	24	15	10
2668278	15	18	10	9
1566350	27	14	17	9
3755372	17	14	15	9
6917177	10	10	22	11
4489767	21	17	20	9
6083490	9	50	14	22
3246680	29	14	15	10
4741220	23	12	16	15
362100	24	18	21	10
125546	19	13	22	9
1909875	27	15	14	14
168355	24	21	19	9
4793895	16	15	16	11
6206244	15	13	25	13
5884195	22	9	23	12
4228798	16	16	22	11
7120309	14	16	20	12
5334654_1	27	20	33	19
5334654_2	27	20	33	19
6687424	25	21	15	10
517293	11	12	12	10
5690998	25	22	23	16
4606194	42	37	11	19
3916314_1	27	22	24	13
3916314_2	27	22	24	13
3422784_1	13	16	18	14
3422784_2	13	16	18	14
3422784_3	13	16	18	14
3363690	27	30	18	10
5686909	11	12	26	10
6915837	18	15	19	10
2826850	21	14	25	9
5563467	25	26	20	15
5900319	23	16	24	12
6763853	18	17	16	10
1968306	16	16	19	10
433891	14	17	15	12
3267983	18	13	17	10
3173100	35	17	26	15
2141502	17	25	17	13
4307439_1	34	21	19	9
4307439_2	34	21	19	9
6389609	30	18	22	11
4226448	17	15	29	13
6750835	15	18	21	13
1424848	30	21	17	12
429391	38	17	28	11
1027906	20	20	14	10
6936922	12	14	14	13
1301132	26	15	20	9
5379675	19	20	16	14
173042	18	23	17	16
5338630	31	19	25	13
3907969	14	35	14	17
4144147	17	14	23	14
4054658	16	21	24	9
1269658	10	9	16	9
3945049	27	23	17	16
4491325	15	18	22	9
4664391	9	15	26	10
3537260	20	10	17	11
538700	15	54	20	65
3664769_1	29	16	19	9
3664769_2	29	16	19	9
3664769_3	29	16	19	9
6835885	21	16	19	12
6278332	15	10	19	10
1365495	19	46	11	40
6952318	31	18	33	13
1879176_1	16	13	24	11
1879176_2	16	13	24	11
1879176_3	16	13	24	11
555430	16	16	13	9
1816900	13	12	12	10
4215334	15	13	22	15
4388088	15	15	14	10
2787534	20	17	26	11
6845160	22	14	22	12
5077230_1	21	17	24	15
5077230_2	21	17	24	15
