TARA_72	TARA_142	TARA_143	TARA_76
3922835	1	1	1	1
4155620	0	0	0	0
6129039	0	0	0	0
3289772_1	1	1	1	1
3289772_2	1	1	1	1
1685437	0	0	0	0
4977522	0.833333333333333	1	0.928571428571429	1
6898644_1	0	0	0	0
6898644_2	0	0	0	0
6898644_3	0	0	0	0
4488663	1	1	0.857142857142857	0.9
3395594	0.833333333333333	0.75	0.884615384615385	0.9
7014732	0.814814814814815	0.761904761904762	0.782608695652174	1
5518523	1	1	1	1
931896	0.714285714285714	0.764705882352941	0.8125	0.8
4478036_1	0	0	0	0
4478036_2	0	0	0	0
3338693	0.8	0.733333333333333	0.947368421052632	0.25
669967_1	0.783783783783784	0.9375	0.733333333333333	0.666666666666667
669967_2	0.783783783783784	0.9375	0.733333333333333	0.666666666666667
7014838	1	1	1	1
1981464	1	1	1	1
1624856	0.0512820512820513	0.0434782608695652	0.0303030303030303	0.272727272727273
2302166_1	0.695652173913043	0.777777777777778	0.8	0.909090909090909
2302166_2	0.695652173913043	0.777777777777778	0.8	0.909090909090909
5382842	0.75	0.75	0.5	0.461538461538462
2561105	1	1	1	1
4418691	0	0	0	0
5619582	0	0	0.111111111111111	0
1484642_1	0.111111111111111	0.176470588235294	0.21875	0.363636363636364
1484642_2	0.111111111111111	0.176470588235294	0.21875	0.363636363636364
2604917	0.736842105263158	0.894736842105263	0.866666666666667	0.8
647846_1	0.227272727272727	0	0.428571428571429	0.555555555555556
647846_2	0.227272727272727	0	0.428571428571429	0.555555555555556
647846_3	0.227272727272727	0	0.428571428571429	0.555555555555556
6239893_1	1	1	1	1
6239893_2	1	1	1	1
6162652	0	0	0	0
5048873	0.869565217391304	0.846153846153846	0.866666666666667	0.909090909090909
1570189	0.794117647058823	0.8	0.461538461538462	0.3
3351507	0.2	0.1875	0.363636363636364	0
2550368	0	0	0	0
2144231	0.380952380952381	0.352941176470588	0.181818181818182	0.333333333333333
6287630	1	0.846153846153846	0.947368421052632	1
5339907	0	0	0.0666666666666667	0.1
2668278	0	0	0	0
1566350	0.333333333333333	0.428571428571429	0.529411764705882	0.777777777777778
3755372	0	0	0	0
6917177	0.7	0.7	0.590909090909091	0.454545454545455
4489767	0.952380952380952	1	1	1
6083490	0	0	0	0.454545454545455
3246680	0.551724137931034	0.428571428571429	0.4	0.3
4741220	0.347826086956522	0.166666666666667	0.3125	0.2
362100	1	1	1	1
125546	0.157894736842105	0.461538461538462	0.227272727272727	0.222222222222222
1909875	1	0.666666666666667	0.571428571428571	0.928571428571429
168355	0.916666666666667	1	0.947368421052632	0.888888888888889
4793895	0.75	0.666666666666667	0.625	0.909090909090909
6206244	1	0.846153846153846	0.96	0.923076923076923
5884195	0	0	0	0
4228798	0.8125	1	1	1
7120309	0.214285714285714	0.5	0.4	0.416666666666667
5334654_1	0.666666666666667	0.45	0.606060606060606	0.631578947368421
5334654_2	0.666666666666667	0.45	0.606060606060606	0.631578947368421
6687424	0.68	0.80952380952381	0.666666666666667	0.4
517293	0.181818181818182	0	0	0.1
5690998	0.84	0.954545454545455	0.782608695652174	0.875
4606194	1	0.72972972972973	0.818181818181818	1
3916314_1	0	0	0	0
3916314_2	0	0	0	0
3422784_1	0.923076923076923	0.9375	1	0.928571428571429
3422784_2	0.923076923076923	0.9375	1	0.928571428571429
3422784_3	0.923076923076923	0.9375	1	0.928571428571429
3363690	0.703703703703704	0.533333333333333	0.5	0.4
5686909	1	1	1	1
6915837	0	0	0	0
2826850	0.238095238095238	0.5	0.44	0.666666666666667
