TARA_11	TARA_22	TARA_23	TARA_26
100907	87	26	11	24
3853210	107	45	21	16
4147299	90	41	10	13
2110652	90	42	15	23
3699510	65	39	18	16
3228948	83	41	10	12
4947025	92	31	13	24
2660505	97	42	17	12
2129349	88	33	17	14
5520338	65	42	16	18
4292028	71	45	19	17
5822223	99	30	22	14
5588907	89	28	11	18
4726584	73	33	10	16
6600081	111	29	18	20
2267327	86	31	9	14
2767819	92	29	22	18
6620013_1	70	37	18	17
6620013_2	70	37	18	17
1609372	104	40	24	15
2736106_1	109	27	18	14
2736106_2	109	27	18	14
578515	102	52	18	22
2433081_1	83	40	17	20
2433081_2	83	40	17	20
2542276	92	36	17	12
1346158	92	45	17	17
6248176_1	102	34	23	22
6248176_2	102	34	23	22
2846588	89	39	25	15
34031_1	88	28	11	11
34031_2	88	28	11	11
3605623	74	36	17	20
5480401	65	31	13	13
1363731	114	34	18	23
6475691	90	36	12	21
4481906	67	40	21	16
3885773	70	33	18	13
549243	102	55	15	16
717119	64	36	17	18
5155049	67	34	13	10
3244912	100	32	12	14
4682473	77	49	30	17
6126191_1	74	35	21	20
6126191_2	74	35	21	20
2850760	71	48	22	21
593643	79	28	24	14
1859582	79	45	19	17
2763748	76	37	21	22
80229	70	32	27	19
5320104	90	31	12	10
4106504	70	32	14	25
1741832	88	32	27	17
2535386	81	46	29	21
5391173	84	36	14	18
3627618	112	35	20	16
2555022_1	83	33	14	9
2555022_2	83	33	14	9
1971557	120	45	13	20
3795736	86	29	23	12
4044275	94	34	23	18
1353435	96	26	24	20
6343712	94	45	23	17
1831208_1	92	33	19	12
1831208_2	92	33	19	12
3914958	75	51	21	15
4778596	66	36	27	17
1767583	99	34	11	22
555711	104	35	18	11
3728468	86	39	14	12
5776020	94	38	20	14
2733702_1	69	35	20	11
2733702_2	69	35	20	11
1519100	102	30	17	14
4778098	100	37	17	17
398707	72	27	27	13
5019847	77	31	21	16
5112764	93	25	15	16
1981645	63	37	14	14
3053310	94	32	30	17
5778401	107	30	20	16
5755169	87	37	19	11
5023887	102	37	9	20
2471767	76	48	22	23
1737368	87	32	19	21
5792103	79	28	29	19
6061382	113	43	24	23
2013379	80	38	19	16
3834884_1	103	43	11	16
3834884_2	103	43	11	16
1121891	89	46	31	12
4142801	67	33	22	14
3714104	91	36	19	16
3362230	86	46	16	17
1268644	96	40	21	25
1766117_1	118	53	23	13
1766117_2	118	53	23	13
1766117_3	118	53	23	13
5144279	74	48	22	17
2515547	69	41	17	21
4667895	81	40	25	14
3076183	114	34	25	24
3881448	98	44	23	15
2860437_1	88	41	20	25
2860437_2	88	41	20	25
2860437_3	88	41	20	25
5590400_1	102	36	18	15
5590400_2	102	36	18	15
4102135	94	34	17	16
555567	80	31	24	10
2887024	66	39	15	11
4839163	119	45	18	24
275769	100	31	15	20
5995157	108	41	19	15
2230585	83	27	24	17
2715821	71	31	9	15
3289218	65	30	21	16
6614646_1	70	48	22	20
6614646_2	70	48	22	20
6450272	99	35	28	24
6477985_1	100	54	30	14
6477985_2	100	54	30	14
873781	73	30	22	13
5563299_1	88	36	21	17
5563299_2	88	36	21	17
6195292	104	37	20	17
4821920	83	38	21	13
6373921	68	29	18	18
3234932	73	29	16	15
2002465	118	48	27	22
619338	92	38	27	21
3412023	109	38	16	15
911224	86	32	18	11
5083479	79	30	19	15
3792575	84	34	15	13
5533276	107	44	11	15
5760439	68	28	20	12
1275103	104	36	20	18
2540659	79	44	10	13
1657133	92	43	20	15
15585	72	40	14	14
6340638	99	40	30	16
4982419	70	39	22	24
4043476	97	53	31	17
5632539	69	32	17	10
319679	91	52	18	20
2725567	111	41	18	13
3708884	73	40	18	21
1667856	107	39	21	15
5757105	74	35	13	14
1447906	75	38	16	16
6507300	108	44	27	21
961231	97	38	21	20
671924	104	50	21	25
5157882	76	32	15	17
4638479	100	26	14	15
5793761	89	42	17	19
3064586	86	35	24	11
5012301	87	42	19	21
3454681	74	31	15	14
3662622	90	35	18	10
893686	85	35	23	11
4280059	63	33	22	14
5648697	99	43	20	25
1256283	64	36	20	18
2105586	91	49	17	23
2173979	78	40	21	13
409093	91	47	31	19
4012391	122	47	24	16
3855122	106	41	25	22
6532227	72	30	23	12
6197939	100	25	17	14
3340024	95	32	21	13
4266661	93	47	20	18
3927460	66	37	12	17
1161278	91	45	16	22
1684604	82	30	16	19
5733194	116	46	22	20
6459905	110	51	14	17
