TARA_82	TARA_83	TARA_84	TARA_85
6617731_1	31	19	11	24
6617731_2	31	19	11	24
5804508_1	38	13	14	24
5804508_2	38	13	14	24
5276998_1	31	16	20	18
5276998_2	31	16	20	18
5032968	33	12	17	15
4894894	45	9	12	18
3646771	23	12	16	20
3191731_1	36	11	19	14
3191731_2	36	11	19	14
3158327_1	39	14	16	23
3158327_2	39	14	16	23
2878111_1	29	13	11	10
2878111_2	29	13	11	10
2877729	34	13	11	18
2550232	46	9	12	25
230432_1	42	22	15	21
230432_2	42	22	15	21
2190511	34	10	12	27
1995080_1	23	16	10	15
1995080_2	23	16	10	15
1838128	29	13	14	29
1728603	46	13	17	23
170089	41	15	20	17
1526916	24	11	12	11
1389394	42	12	10	11
136909	40	18	9	27
1350918_1	41	15	10	25
1350918_2	41	15	10	25
5788297_1	43	9	15	17
5788297_2	43	9	15	17
2350508_1	40	16	11	29
2350508_2	40	16	11	29
2350508_3	40	16	11	29
430569	27	17	13	15
446860	26	18	9	22
844608	29	15	17	24
1475748	22	17	11	13
3195609	33	15	12	20
741188	41	15	12	12
5468002_1	30	15	13	21
5468002_2	30	15	13	21
5468002_3	30	15	13	21
944533	33	13	18	25
987720	31	13	12	22
5104679	23	14	9	13
3282937	26	12	14	15
1764085_1	30	13	10	18
1764085_2	30	13	10	18
3143693	22	13	12	23
159788	42	12	12	17
5181848_1	41	12	12	12
5181848_2	41	12	12	12
432752	41	11	22	16
852309_1	28	11	10	23
852309_2	28	11	10	23
3770609	27	20	14	21
444446	24	13	11	17
869573_1	28	10	12	24
869573_2	28	10	12	24
666750	30	10	10	22
5753749	48	19	10	20
4267591_1	31	20	12	17
4267591_2	31	20	12	17
4919241	46	17	10	15
5200381	21	12	10	24
1512559	38	9	19	22
4445442	31	17	10	20
2644960	24	19	14	25
2723770	46	17	12	12
6179146	30	11	17	30
5882414	35	17	11	16
6028374	35	19	15	14
6539281	32	15	19	29
464865_1	48	14	15	24
464865_2	48	14	15	24
464865_3	48	14	15	24
1203153_1	24	17	11	26
1203153_2	24	17	11	26
116731	30	16	14	27
5573557_1	30	10	11	25
5573557_2	30	10	11	25
3980597_1	32	13	12	15
3980597_2	32	13	12	15
4065453_1	35	11	14	10
4065453_2	35	11	14	10
763925	31	16	10	18
4769891	44	19	13	21
4207616	38	18	14	19
283457	30	13	15	17
6178675	25	15	17	22
5720722	27	15	11	14
828768	36	22	9	25
939293	31	14	13	17
3552048	41	12	14	9
621565	24	14	12	21
10017_1	25	14	11	9
10017_2	25	14	11	9
432241_1	35	20	18	27
432241_2	35	20	18	27
4655899_1	25	12	18	15
4655899_2	25	12	18	15
4655899_3	25	12	18	15
5782827	45	20	12	21
4428679	36	15	17	22
6262528	31	13	9	9
5887886	36	11	15	19
4393262	21	16	10	23
5103236	37	20	12	19
2229753	25	14	15	23
1300470	40	12	10	12
5656038	39	12	13	17
4281416	32	18	16	27
1779384	30	12	13	16
5624120	43	11	15	22
5574719	39	14	10	9
2468411	33	9	20	20
3886	37	13	15	14
5206886	32	15	16	10
5039198	29	11	16	11
3247947	27	18	14	15
34274	32	17	9	14
2317161	36	20	18	15
1888333	28	20	9	14
156413_1	38	13	9	20
156413_2	38	13	9	20
6294637_1	39	12	21	25
6294637_2	39	12	21	25
6294637_3	39	12	21	25
2850882	26	16	18	27
616730_1	30	9	14	23
616730_2	30	9	14	23
264603	25	14	12	26
4937402	40	16	10	11
2525151	31	19	10	29
