TARA_82	TARA_83	TARA_84	TARA_85
6617731_1	0	1	0	0
6617731_2	0	1	0	0
5804508_1	1	0	1	1
5804508_2	1	0	1	1
5276998_1	0	1	0	0
5276998_2	0	1	0	0
5032968	1	0	1	1
4894894	0	1	0	0
3646771	1	0	1	1
3191731_1	0	1	0	0
3191731_2	0	1	0	0
3158327_1	0	1	0	0
3158327_2	0	1	0	0
2878111_1	1	0	1	1
2878111_2	1	0	1	1
2877729	1	0	1	1
2550232	0	1	0	0
230432_1	1	0	1	1
230432_2	1	0	1	1
2190511	0	1	0	0
1995080_1	0	1	0	0
1995080_2	0	1	0	0
1838128	1	0	1	1
1728603	1	0	0	0
170089	1	1	0	0
1526916	0	1	0	0
1389394	0	1	0	0
136909	0	1	0	0
1350918_1	0	1	0	0
1350918_2	0	1	0	0
5788297_1	0.976744186046512	1	0	0
5788297_2	0.976744186046512	1	0	0
2350508_1	0.025	1	0	0
2350508_2	0.025	1	0	0
2350508_3	0.025	1	0	0
430569	0.962962962962963	0	1	1
446860	0	0.944444444444444	0	0
844608	0.0344827586206897	1	0	0
1475748	0	0.941176470588235	0	0
3195609	0	0.933333333333333	0	0
741188	0	0.933333333333333	0	0
5468002_1	1	0.0666666666666667	1	1
5468002_2	1	0.0666666666666667	1	1
5468002_3	1	0.0666666666666667	1	1
944533	0.0303030303030303	1	0	0
987720	1	0.0769230769230769	1	1
5104679	0	0.928571428571429	0	0
3282937	0.961538461538462	0	1	1
1764085_1	0	0.923076923076923	0	0
1764085_2	0	0.923076923076923	0	0
3143693	0	0.923076923076923	0	0
159788	1	0.0833333333333333	1	1
5181848_1	1	0.0833333333333333	1	1
5181848_2	1	0.0833333333333333	1	1
432752	0	0.909090909090909	0	0
852309_1	0	0.909090909090909	0	0
852309_2	0	0.909090909090909	0	0
3770609	0.0740740740740741	1	1	1
444446	1	0.153846153846154	0	0
869573_1	1	0.1	1	1
869573_2	1	0.1	1	1
666750	1	0.1	1	1
5753749	0.958333333333333	0	1	1
4267591_1	0.0645161290322581	1	0	0
4267591_2	0.0645161290322581	1	0	0
4919241	0.956521739130435	0	1	1
5200381	1	0.0833333333333333	0.1	0
1512559	1	0.111111111111111	1	1
4445442	0.935483870967742	0	1	1
2644960	0.875	1	0	0
2723770	0.956521739130435	0	1	1
6179146	1	0	0.117647058823529	0.0333333333333333
5882414	0.942857142857143	0	1	1
6028374	0	0.894736842105263	0	0
6539281	0.9375	0.0666666666666667	0	0
464865_1	0.0416666666666667	1	0	0
464865_2	0.0416666666666667	1	0	0
464865_3	0.0416666666666667	1	0	0
1203153_1	0.0416666666666667	0.941176470588235	0	0
1203153_2	0.0416666666666667	0.941176470588235	0	0
116731	0.0333333333333333	0.9375	0	0
5573557_1	1	0.1	0	0.08
5573557_2	1	0.1	0	0.08
3980597_1	0.0625	1	0	0
3980597_2	0.0625	1	0	0
4065453_1	0	0.909090909090909	0.857142857142857	1
4065453_2	0	0.909090909090909	0.857142857142857	1
763925	0.967741935483871	0.0625	1	1
4769891	1	0.263157894736842	0	0
4207616	1	0.277777777777778	0	0
283457	0.933333333333333	0	1	1
6178675	1	0.133333333333333	1	1
5720722	0.962962962962963	0.0666666666666667	1	1
828768	0.944444444444444	0.0454545454545455	1	1
939293	0.032258064516129	0.928571428571429	0	0
3552048	0.0487804878048781	1	0	0
621565	0.958333333333333	0.0714285714285714	1	1
10017_1	1	0.142857142857143	1	1
10017_2	1	0.142857142857143	1	1
