TARA_146	TARA_147	TARA_150	TARA_151
5661172	22	42	10	22
3931122	24	48	12	32
5879467	18	29	13	29
2191610_1	24	38	14	33
2191610_2	24	38	14	33
2191610_3	24	38	14	33
3280149	24	35	14	23
1724008	16	36	16	19
4775062	23	50	20	26
1135284_1	15	36	20	33
1135284_2	15	36	20	33
3975578	18	36	11	29
4172534	21	45	11	23
502731	24	42	18	31
4788093	20	41	19	23
2924646	13	46	11	26
5348030	21	32	10	28
1062557	17	39	13	22
3123133	17	28	11	26
2230932	17	33	14	30
4405339	21	36	17	28
436040	20	36	12	30
2811230	22	47	13	27
3591266	19	37	20	32
1172017	17	41	14	20
944469	15	34	12	29
2954296_1	20	47	20	33
2954296_2	20	47	20	33
3023183	14	34	16	23
1418473	19	53	16	31
5656127	21	35	21	26
1739112	23	39	10	28
3402768	23	40	12	20
3670547	13	35	12	25
1935158	14	38	16	34
915966	17	33	12	19
3784468	18	31	16	24
5940163	17	39	14	26
2973417	25	35	14	30
2117031	17	32	13	30
2662097	14	44	11	21
5942076	18	36	17	22
6235184	16	41	17	23
2461552_1	14	43	14	24
2461552_2	14	43	14	24
5728624	24	38	12	35
3707930	22	29	15	27
2800176	16	40	14	25
1100799	16	33	13	28
839955	26	51	11	30
244238	20	50	17	33
3722234	21	49	19	32
3516103	17	29	13	23
6337151	18	43	21	35
4854082	17	34	17	18
3293949	23	41	14	29
2728614	18	35	12	20
6214646	20	50	14	25
2661701	18	37	19	22
3322893	20	37	13	28
6224344	20	44	20	29
513571	21	33	16	29
2349530	27	38	12	25
6052606	19	37	15	25
2022456	17	30	11	29
5966147	23	35	17	30
4539270	14	32	12	20
3550042	20	42	12	34
5379056	16	44	15	28
2128141	14	43	16	24
805178	15	42	13	25
3294095	19	37	18	29
231945	21	36	15	21
1723227	19	39	19	19
4834854_1	15	38	16	32
4834854_2	15	38	16	32
1734034	20	37	12	26
4072790	19	44	18	29
4407868	23	54	21	33
5407986_1	19	43	18	28
5407986_2	19	43	18	28
3168265	16	36	16	30
2807323	19	34	14	21
2946587	13	31	12	20
2218750	15	44	15	30
3732954	26	44	15	22
1720150	26	37	21	25
6321224_1	20	44	18	25
6321224_2	20	44	18	25
6321224_3	20	44	18	25
5432278	20	32	15	27
4084812	14	34	12	27
4418921	26	44	15	22
5942489	15	44	18	32
1420740	21	37	17	30
423100	20	41	17	29
1433484	16	46	13	27
6111477	21	29	13	24
4601607	14	39	12	23
3307284	15	41	16	21
3995151	16	44	14	24
1898516	20	43	16	27
723890	25	45	20	25
4178460	18	40	19	28
5881406	13	35	12	25
2656215	24	34	19	26
2559083	16	36	11	26
3875950	19	38	14	18
4812838	19	40	15	23
5317077	17	43	22	34
3504490	15	36	14	21
3960443	23	31	16	24
5047776	21	51	13	34
1365997	25	36	17	33
3710450_1	15	41	15	30
3710450_2	15	41	15	30
354598	26	46	16	26
4378875	14	43	15	25
4235701	19	49	19	25
1250462_1	16	39	17	34
1250462_2	16	39	17	34
2796327	18	39	19	23
2423299	17	38	17	32
2616932	20	54	13	29
3167854	23	52	18	24
2743943	19	31	17	28
2752737_1	18	29	14	21
2752737_2	18	29	14	21
2752737_3	18	29	14	21
3314105	21	39	14	31
3313674	20	40	10	31
5965210	18	48	19	29
2668109	19	37	16	25
5370084	13	40	18	29
2984894	25	55	15	32
4875223	17	43	16	19
3889752	19	30	15	24
2341101	16	51	14	29
3155821	19	37	17	22
1553125	16	36	22	26
2221331	15	46	12	32
3377725	17	28	11	22
3026967	13	48	15	25
435361	20	52	22	33
6574469	22	38	17	32
6412135	26	40	19	21
6025503	17	40	11	30
1715190	15	35	10	30
4439574	15	37	20	29
2768926	21	51	14	31
3287711	26	40	17	23
4360537	27	43	14	26
3262019	15	39	12	33
6105043	20	50	10	20
5515480	19	35	18	21
1079536	15	37	12	27
3539725	27	50	17	35
4530693_1	24	36	18	33
4530693_2	24	36	18	33
2687033	21	32	14	27
2045461	20	42	15	27
6368858	23	49	17	36
1017349	24	41	11	27
781161	21	39	15	18
2259738	26	54	17	23
1334925	14	35	12	32
3348049	24	41	19	30
3005812	19	31	10	22
6051570	21	41	11	19
461640	16	32	12	24
4675884	18	39	19	26
2971608	18	31	11	23
1444757	19	53	21	27
1258165	19	43	17	24
1528989	16	34	14	22
5912509	24	46	16	30
1425426	14	35	14	27
3610102	18	33	10	24
4682248	21	45	15	23
3635807	19	47	13	34
1261896	16	44	18	31
6253067	20	28	13	22
1935262	25	48	18	29
2446186	15	36	17	31
1286362	20	30	18	26
1407538	15	35	11	33
5213707	16	32	16	18
1081160	18	45	16	25
5143487	21	30	15	26
5592428_1	17	41	12	33
5592428_2	17	41	12	33
3622483	22	34	15	22
5956698_1	16	33	13	28
5956698_2	16	33	13	28
