TARA_146	TARA_147	TARA_148	TARA_149	TARA_150	TARA_70
1475618_1	26	12	24	14	18	9
1475618_2	26	12	24	14	18	9
571847	14	12	34	10	14	27
1402500	13	9	27	9	10	24
1612232	22	14	26	9	11	26
640667	24	16	36	12	13	25
1732035	18	15	26	10	17	29
1825120_1	25	17	38	10	13	30
1825120_2	25	17	38	10	13	30
1825120_3	25	17	38	10	13	30
2847129	19	9	31	9	18	17
1740023	17	9	30	11	17	19
1785010	19	9	36	10	15	26
1929275	23	9	22	12	15	22
1264788	31	11	45	16	13	9
2334774	20	13	43	10	16	29
2199757	18	10	25	9	15	31
2907008	25	14	38	12	17	33
2724155	12	12	34	9	17	28
2346456	30	9	41	12	18	11
1819216	26	16	44	15	21	11
899618	21	9	22	10	20	21
2548397	20	11	27	14	22	20
307452_1	21	11	37	9	23	28
307452_2	21	11	37	9	23	28
2795961	24	9	35	10	15	26
661720	25	12	26	9	16	27
1784383	23	9	40	13	19	32
53263	25	11	36	13	22	32
2884979	17	9	31	9	19	31
2502431	22	17	33	11	16	30
2204287	21	12	35	13	17	28
2816567	20	15	36	12	19	29
282604	36	13	39	10	15	9
1650406	21	11	33	9	13	20
2578322	24	15	33	14	24	9
1351314	21	11	21	11	22	21
2024027	24	11	42	9	15	27
1866504	31	11	41	13	33	9
1924347	27	12	42	15	21	28
1705097	42	14	49	17	27	9
1645810_1	22	18	50	13	25	9
1645810_2	22	18	50	13	25	9
605056	26	13	32	11	19	26
1301531	27	17	44	15	27	10
1807276	30	11	32	10	16	12
48174	19	11	31	10	18	24
1657842	40	17	41	21	33	10
2496047	30	14	32	17	26	11
2722113	24	11	36	11	23	26
1831823	21	13	35	9	14	32
1978978	13	9	29	10	13	32
579380	27	20	42	10	14	32
2225548	23	12	34	21	26	10
2078984	33	17	45	9	15	11
2086902	25	19	39	12	16	32
2731473	11	10	30	10	10	29
878811	22	11	40	15	18	28
1435208	31	12	43	9	36	11
1695935	26	19	41	15	24	14
1079058	22	10	37	9	19	16
2889525	23	16	45	16	18	13
1822437	31	14	42	20	22	9
429601	19	10	37	12	17	26
2154902	31	15	41	20	27	12
2723445	20	11	33	9	20	26
1610424	36	15	43	13	26	12
618721_1	40	17	53	15	26	15
618721_2	40	17	53	15	26	15
793232	25	13	35	12	19	23
678511	27	12	38	21	19	10
1929119	35	10	40	23	26	10
872556	35	11	36	17	20	9
2824188	34	11	45	15	16	12
2816516_1	21	11	36	12	20	30
2816516_2	21	11	36	12	20	30
1890033_1	34	21	54	20	34	11
1890033_2	34	21	54	20	34	11
836194_1	26	9	40	10	17	26
836194_2	26	9	40	10	17	26
1307839_1	39	19	43	13	25	11
1307839_2	39	19	43	13	25	11
1307839_3	39	19	43	13	25	11
2154744	24	16	36	11	16	26
2026466	22	13	37	16	14	27
1036249	23	13	39	18	23	11
2087260	18	9	24	11	22	17
1697975_1	28	19	41	11	27	9
1697975_2	28	19	41	11	27	9
2934803_1	40	21	53	16	30	9
2934803_2	40	21	53	16	30	9
1842267	21	13	44	11	14	29
2168699	36	12	46	21	35	12
2583809	31	17	36	14	32	9
2725603	28	11	37	12	25	27
2565946	29	14	47	14	28	15
2835962_1	35	15	46	14	25	10
2835962_2	35	15	46	14	25	10
1275240	20	9	33	15	18	27
1660410	29	18	47	14	21	10
891715	40	13	46	13	28	12
1038278	33	13	33	19	36	10
1929325	32	14	34	14	19	10
745586	33	9	58	19	27	10
2202465	25	10	37	9	21	29
2505904	33	14	42	19	22	9
2026805_1	22	12	37	11	16	31
2026805_2	22	12	37	11	16	31
2572844	26	11	28	18	27	12
2136472	35	9	35	18	22	9
2450218_1	38	21	48	16	26	12
2450218_2	38	21	48	16	26	12
2450218_3	38	21	48	16	26	12
51352	31	16	43	14	26	17
2530186	34	13	46	18	28	9
1096538_1	34	13	39	9	28	12
1096538_2	34	13	39	9	28	12
1096538_3	34	13	39	9	28	12
1718558	35	9	52	16	30	9
2679748	21	12	34	11	16	9
2842453	31	10	42	22	29	10
