TARA_143	TARA_144	TARA_20	TARA_22	TARA_25
2139454	25	54	9	9	35
2932554	28	41	13	11	18
6532132_1	32	66	21	26	45
6532132_2	32	66	21	26	45
4859887	47	112	12	20	41
4179010	28	85	13	27	41
1012875	25	38	9	11	17
5908190	14	37	9	9	16
329388_1	23	62	11	17	34
329388_2	23	62	11	17	34
1367032_1	14	47	11	17	28
1367032_2	14	47	11	17	28
216563	17	44	15	18	30
4592872	34	95	18	15	59
3019408	45	67	10	16	39
635173_1	34	87	12	12	32
635173_2	34	87	12	12	32
1556705	24	45	11	9	31
1146482	26	49	13	10	31
3022942	39	63	10	22	49
5276666_1	44	89	17	26	59
5276666_2	44	89	17	26	59
3559549	42	69	13	12	42
1715666	29	57	18	23	34
6622932	21	45	10	25	29
1243299	18	45	12	20	40
1199510	38	100	22	17	41
4753501	31	92	22	19	50
1082246	31	69	17	22	38
112655	23	67	11	15	43
4076268	32	76	10	10	31
563606	29	66	13	14	26
5177031	19	44	11	9	35
5596344	15	36	12	10	33
6003158	35	76	10	17	45
3407121	25	52	17	15	54
309483	31	99	9	16	30
3611764	20	41	9	13	26
3883592	23	62	9	18	52
3224975	29	57	13	11	33
5446044	44	103	16	16	55
2417619	17	81	14	26	50
237711	26	94	13	13	55
763934	37	92	13	21	38
3782614	36	63	12	15	44
1281592	17	41	10	18	28
4003903	36	76	17	9	46
5851648	41	93	13	20	46
213613	47	84	19	9	31
573357	42	68	11	19	43
2496277	18	53	15	24	52
222615	33	42	16	19	58
88654	27	64	22	24	42
6948310	25	60	10	11	36
2339679	22	71	19	17	51
4540194	32	93	10	18	28
3416946	37	99	15	12	45
5840099	14	44	9	19	26
827965	13	33	9	20	30
6797836	46	79	17	12	22
3986638_1	41	92	10	21	43
3986638_2	41	92	10	21	43
615341	25	72	12	19	39
1471012_1	35	69	11	22	50
1471012_2	35	69	11	22	50
1792403	29	60	11	9	19
5596256	18	56	19	12	27
6961438	26	56	11	10	29
6287153	40	109	16	18	36
1230615	20	57	11	10	27
112361	42	80	13	9	52
5440561	35	62	11	22	47
2161491	34	93	12	14	40
3550491	49	111	11	9	57
6036172	34	70	13	11	42
459060	19	81	17	25	38
3846824	19	46	9	20	43
1155464	46	80	14	12	15
3028515	20	41	18	17	35
5236812	22	52	13	20	21
6817409	32	59	10	9	45
2381098	32	89	16	13	49
7111246	33	35	12	13	30
6519859	25	59	11	16	35
981317	15	39	12	23	46
6086250_1	32	53	11	10	28
6086250_2	32	53	11	10	28
3339567	28	81	14	18	37
793963	34	52	14	16	23
5016629	27	59	20	9	37
1100530	27	82	14	15	40
3978938_1	36	82	17	13	28
3978938_2	36	82	17	13	28
