TARA_143	TARA_144	TARA_20	TARA_22	TARA_25
2139454	0	0	0	0.888888888888889	0
2932554	1	1	1	0.454545454545455	1
6532132_1	0.21875	0.333333333333333	1	1	0.622222222222222
6532132_2	0.21875	0.333333333333333	1	1	0.622222222222222
4859887	0	0	0	0.4	0
4179010	0.928571428571429	0.858823529411765	1	0.333333333333333	1
1012875	1	1	0.888888888888889	0.727272727272727	1
5908190	0.857142857142857	0.702702702702703	0.333333333333333	0.111111111111111	0.1875
329388_1	1	1	1	0.647058823529412	1
329388_2	1	1	1	0.647058823529412	1
1367032_1	0	0	0	0.352941176470588	0
1367032_2	0	0	0	0.352941176470588	0
216563	0	0	0	0.333333333333333	0
4592872	0	0.147368421052632	0	0.6	0
3019408	1	0.985074626865672	0.7	0.875	0.58974358974359
635173_1	0.411764705882353	0.494252873563218	1	1	0.90625
635173_2	0.411764705882353	0.494252873563218	1	1	0.90625
1556705	0	0.177777777777778	0.181818181818182	0.666666666666667	0.032258064516129
1146482	0.615384615384615	0.795918367346939	0.923076923076923	0.1	0.709677419354839
3022942	1	0.952380952380952	1	0.636363636363636	1
5276666_1	1	1	1	0.769230769230769	1
5276666_2	1	1	1	0.769230769230769	1
3559549	0.0476190476190476	0.0289855072463768	0.230769230769231	0.5	0.166666666666667
1715666	0.793103448275862	0.491228070175439	0.888888888888889	0.869565217391304	0.941176470588235
6622932	1	1	1	0.76	1
1243299	0	0	0.333333333333333	0.35	0.075
1199510	0.947368421052632	0.93	0.681818181818182	0.941176470588235	0.634146341463415
4753501	0	0	0	0.210526315789474	0
1082246	1	0.855072463768116	0.764705882352941	1	0.526315789473684
112655	0.0434782608695652	0.0447761194029851	0.181818181818182	0.533333333333333	0.255813953488372
4076268	0.84375	0.407894736842105	0.6	0.4	0.419354838709677
563606	0.206896551724138	0.181818181818182	0.769230769230769	0.0714285714285714	0.423076923076923
5177031	0.736842105263158	0.75	0.909090909090909	0.111111111111111	0.8
5596344	0.6	0.444444444444444	0.0833333333333333	0.1	0.333333333333333
6003158	1	0.986842105263158	1	0.764705882352941	1
3407121	0.08	0.173076923076923	0.235294117647059	0.2	0.5
309483	0.290322580645161	0.0808080808080808	0	0	0
3611764	0.3	0.292682926829268	0	0	0.0384615384615385
3883592	0.0434782608695652	0.0806451612903226	0	0.333333333333333	0.0961538461538462
3224975	0.896551724137931	0.578947368421053	0.769230769230769	1	0.575757575757576
5446044	0.181818181818182	0.281553398058252	0.25	0.6875	0.0545454545454545
2417619	0.235294117647059	0.407407407407407	0.642857142857143	0.884615384615385	0.7
237711	0.307692307692308	0.180851063829787	0	0	0.0909090909090909
763934	0.945945945945946	0.815217391304348	0.692307692307692	0.380952380952381	0.842105263157895
3782614	0.305555555555556	0.365079365079365	0.0833333333333333	0.866666666666667	0.5
