TARA_7	TARA_9	TARA_18	TARA_22	TARA_23	TARA_25
2926931	13	57	15	28	62	22
954910_1	16	52	13	33	55	16
954910_2	16	52	13	33	55	16
954910_3	16	52	13	33	55	16
6508253	18	57	18	30	70	30
4171592	13	62	16	28	58	27
6216964	16	46	9	28	47	26
5318792	21	51	13	26	44	21
3403118	20	66	17	39	60	25
4781545_1	17	67	22	40	58	21
4781545_2	17	67	22	40	58	21
4781545_3	17	67	22	40	58	21
6393335	17	48	21	34	67	22
3998135	23	63	15	39	60	22
3427022	12	59	11	30	55	30
6459394_1	14	40	14	26	54	19
6459394_2	14	40	14	26	54	19
3724089	17	59	13	32	61	27
2966608	18	45	9	25	51	21
1154892	21	59	17	29	57	23
3687921	24	69	18	43	58	26
1388433	14	40	10	38	43	16
2649201	20	55	15	29	54	19
2564941_1	16	43	12	32	60	20
2564941_2	16	43	12	32	60	20
4498306_1	15	42	14	34	45	22
4498306_2	15	42	14	34	45	22
204939	19	54	19	31	60	30
5210326	19	55	16	34	65	25
1952333	18	52	15	20	52	19
4047732	16	44	19	22	48	19
3368060	17	42	11	37	53	18
4247922	18	39	13	37	47	20
6195069	15	49	9	26	48	14
5434138	16	60	11	37	68	21
5372578	14	50	14	32	59	24
5461754	19	42	13	31	52	14
5564994	20	49	17	41	65	20
4248172	19	62	10	30	70	23
2122900	19	59	13	25	63	23
3363603	15	43	10	30	52	18
3373511	15	57	16	32	56	18
6567921	13	56	14	31	59	16
5512971	17	62	14	37	64	24
6084671	23	58	10	33	66	18
5363998	18	53	13	23	53	15
4810836	22	43	20	28	66	21
165403	14	56	15	36	50	24
4674566	16	42	20	32	67	24
2120005	16	50	10	25	47	20
1132379	13	55	14	31	63	22
5843267	20	55	10	34	65	30
4012615	16	56	19	38	70	25
2664798_1	17	43	13	38	67	21
2664798_2	17	43	13	38	67	21
5866705	18	49	17	43	67	18
3469684	22	57	14	35	72	28
2882350	18	45	13	26	44	20
5776896	13	42	11	36	47	20
952978	17	58	10	42	60	28
2350957	17	43	13	39	67	22
2944299	16	43	17	37	63	23
2198610	20	66	20	37	72	29
3503820	22	50	15	33	61	25
477245	18	61	13	41	59	24
3450219	14	56	9	33	63	26
5433824	19	55	17	37	70	19
404789	21	60	21	28	71	22
4810833	22	69	15	37	69	26
6260186_1	23	58	22	36	65	17
6260186_2	23	58	22	36	65	17
3266606_1	18	63	17	42	58	23
3266606_2	18	63	17	42	58	23
1351049_1	23	56	20	36	56	23
1351049_2	23	56	20	36	56	23
2379743	16	51	14	29	60	22
4753191	18	63	14	24	62	29
3971083	16	58	13	33	57	30
6190082	17	62	16	42	64	20
4885442	20	56	14	21	50	26
4139684	12	56	19	21	61	22
1055051	24	53	12	25	69	27
4190287	18	58	17	29	55	21
4147348	19	56	9	28	59	16
2441635	19	51	22	37	67	27
2414793_1	19	61	16	32	66	23
2414793_2	19	61	16	32	66	23
2485375	23	70	16	37	56	19
3361552	23	54	22	35	68	18
2740755	11	56	16	34	59	27
4741989	21	63	16	34	70	24
5806743_1	15	43	17	20	54	22
5806743_2	15	43	17	20	54	22
5806743_3	15	43	17	20	54	22
4525214	19	55	19	22	65	20
6272608	12	53	13	20	62	21
6597749	18	44	12	28	44	18
1620630	20	39	15	38	46	19
4435951	14	60	12	26	60	24
6397749_1	14	51	12	37	66	26
6397749_2	14	51	12	37	66	26
6397749_3	14	51	12	37	66	26
4317373	21	67	14	39	56	22
3432340	13	39	14	27	46	21
3175799	16	41	12	37	50	25
4169378	15	51	17	22	68	20
1732548	14	56	9	25	57	27
2640454	22	55	18	22	67	24
4839043	19	59	16	33	64	24
1658088	16	62	15	37	54	19
703558	21	53	18	18	61	25
3405874_1	16	54	15	33	67	28
3405874_2	16	54	15	33	67	28
3405874_3	16	54	15	33	67	28
4521578	23	66	19	30	64	25
3502431	21	63	15	30	66	23
2525138	14	47	13	33	57	18
6608564	18	43	16	35	57	17
3206921	19	46	11	24	58	17
1626380_1	12	44	10	32	61	14
1626380_2	12	44	10	32	61	14
5781587_1	19	50	17	34	64	25
5781587_2	19	50	17	34	64	25
5600757	16	44	12	24	54	14
632583	23	50	13	34	61	23
2744987	16	46	12	20	54	15
4447727	22	51	20	41	65	24
2949470	20	67	15	31	65	22
1941250	21	54	22	39	62	23
4171062	18	48	11	29	64	20
4823777	14	57	12	26	70	28
1667568	19	51	13	22	46	21
4823896	15	60	17	36	56	23
2694041	23	49	14	26	58	16
5746052	14	60	17	29	62	23
4177411_1	14	55	13	29	61	22
4177411_2	14	55	13	29	61	22
1701498	21	49	12	27	62	22
821382_1	20	53	12	34	63	17
821382_2	20	53	12	34	63	17
160356	15	58	17	21	52	22
5933634	17	44	11	22	55	21
3581012_1	21	42	13	20	45	18
3581012_2	21	42	13	20	45	18
3581012_3	21	42	13	20	45	18
2811528	13	51	16	29	69	27
5273281	20	57	19	30	67	27
3327766	20	55	16	26	60	21
5566634	14	54	17	29	74	21
1465780	19	61	9	36	68	23
3778673	18	45	11	37	64	18
5259108	18	45	19	26	53	18
3668775_1	15	46	17	35	51	17
