TARA_7	TARA_9	TARA_18	TARA_22	TARA_23	TARA_25
2926931	1	1	1	0.357142857142857	0.967741935483871	1
954910_1	1	1	1	0.333333333333333	0.963636363636364	0.75
954910_2	1	1	1	0.333333333333333	0.963636363636364	0.75
954910_3	1	1	1	0.333333333333333	0.963636363636364	0.75
6508253	1	1	1	0.366666666666667	0.914285714285714	0.966666666666667
4171592	1	1	1	0.464285714285714	0.931034482758621	1
6216964	0	0	0	0.535714285714286	0.0638297872340425	0.0384615384615385
5318792	1	1	1	0.615384615384615	1	1
3403118	0	0	0	0.487179487179487	0.05	0.04
4781545_1	0	0.0298507462686567	0	0.525	0.0344827586206897	0.0952380952380952
4781545_2	0	0.0298507462686567	0	0.525	0.0344827586206897	0.0952380952380952
4781545_3	0	0.0298507462686567	0	0.525	0.0344827586206897	0.0952380952380952
6393335	1	1	1	0.617647058823529	1	1
3998135	0	0	0.0666666666666667	0.512820512820513	0.0666666666666667	0.0454545454545455
3427022	1	0.983050847457627	1	0.533333333333333	0.981818181818182	0.966666666666667
6459394_1	0	0	0	0.615384615384615	0.166666666666667	0.105263157894737
6459394_2	0	0	0	0.615384615384615	0.166666666666667	0.105263157894737
3724089	1	1	1	0.65625	1	1
2966608	1	1	0.888888888888889	0.44	0.92156862745098	0.80952380952381
1154892	1	0.983050847457627	1	0.620689655172414	0.526315789473684	0.91304347826087
3687921	1	1	1	0.581395348837209	0.948275862068966	0.961538461538462
1388433	1	1	1	0.526315789473684	0.837209302325581	1
2649201	1	1	1	0.551724137931034	0.888888888888889	1
2564941_1	1	1	1	0.5625	0.916666666666667	1
2564941_2	1	1	1	0.5625	0.916666666666667	1
4498306_1	0.533333333333333	0.523809523809524	0.857142857142857	1	0.933333333333333	0.909090909090909
4498306_2	0.533333333333333	0.523809523809524	0.857142857142857	1	0.933333333333333	0.909090909090909
204939	1	1	0.894736842105263	0.580645161290323	0.966666666666667	0.966666666666667
5210326	0.473684210526316	0.181818181818182	0.1875	0.852941176470588	0.492307692307692	0.2
1952333	0	0.0192307692307692	0	0.55	0.173076923076923	0.0526315789473684
4047732	0.625	0.954545454545455	0.684210526315789	0.227272727272727	0.458333333333333	0.526315789473684
3368060	1	1	1	0.621621621621622	0.943396226415094	1
4247922	1	1	0.923076923076923	0.648648648648649	0.978723404255319	1
6195069	1	1	1	0.576923076923077	0.854166666666667	0.928571428571429
5434138	0.5	0.966666666666667	1	1	0.926470588235294	1
5372578	0	0	0	0.53125	0.169491525423729	0.25
5461754	0	0	0	0.451612903225806	0.173076923076923	0
5564994	0.95	1	1	0.48780487804878	0.784615384615385	0.85
4248172	1	1	1	0.566666666666667	0.914285714285714	0.956521739130435
2122900	0	0	0	0.36	0.0476190476190476	0
3363603	0.333333333333333	0.86046511627907	0.9	0.933333333333333	0.903846153846154	1
3373511	0	0.0350877192982456	0	0.5	0.160714285714286	0.0555555555555556
6567921	0.692307692307692	0.0357142857142857	0.0714285714285714	0.258064516129032	0.101694915254237	0.0625
5512971	0	0	0	0.351351351351351	0.0625	0.291666666666667
6084671	0	0	0	0.333333333333333	0.0151515151515152	0.111111111111111
5363998	0.444444444444444	0.924528301886792	0.923076923076923	1	0.924528301886792	0.866666666666667
4810836	1	0.976744186046512	1	0.642857142857143	0.984848484848485	0.904761904761905
165403	0.0714285714285714	0.0178571428571429	0.0666666666666667	0.527777777777778	0.32	0.416666666666667
4674566	0	0	0	0.34375	0.0149253731343284	0.166666666666667
2120005	0.6875	0.98	1	0.4	0.74468085106383	0.65
1132379	0	0	0	0.32258064516129	0.0158730158730159	0.0909090909090909
5843267	0.1	0.181818181818182	0.2	0.794117647058823	0.384615384615385	0.366666666666667
4012615	0	0	0	0.289473684210526	0.0285714285714286	0
2664798_1	0	0	0.0769230769230769	0.263157894736842	0	0
2664798_2	0	0	0.0769230769230769	0.263157894736842	0	0
5866705	1	1	1	0.674418604651163	0.970149253731343	0.888888888888889
