TARA_149	TARA_150	TARA_151	TARA_7	TARA_78
292627	13	21	13	40	25
1686796	11	14	13	56	62
4736669	13	19	13	72	36
1690009	11	23	17	11	22
1029135_1	22	23	11	52	52
1029135_2	22	23	11	52	52
1029135_3	22	23	11	52	52
5938213	23	39	14	62	57
2068563	13	21	9	69	39
2252803	9	17	14	63	65
1435162	9	27	10	44	49
5504738	9	20	15	78	13
5597210	15	26	10	65	64
1066520_1	9	25	10	18	26
1066520_2	9	25	10	18	26
1066520_3	9	25	10	18	26
5458721	16	21	17	19	26
4346844	9	16	11	30	29
1254044	9	41	20	56	20
3197330	16	24	15	91	50
5796509	10	19	11	23	18
3289401	20	35	11	69	28
179802	17	25	10	39	63
5577747	23	27	16	55	58
2697905	10	25	13	32	14
1964254	9	10	13	33	44
2750155	12	30	9	51	58
4750215	10	15	10	58	41
2365788	11	25	12	17	24
3674855	10	15	9	17	30
3365913	12	19	14	83	52
843963	14	13	10	69	79
952174_1	11	20	11	46	47
952174_2	11	20	11	46	47
182577	13	22	12	37	62
496076	9	27	12	34	42
2758031	14	16	10	43	19
2064598_1	12	22	15	82	81
2064598_2	12	22	15	82	81
914309	17	16	13	44	71
5364771	17	14	9	38	41
189764	19	39	11	44	54
20179	10	18	16	46	38
1033502	12	27	16	76	67
3974197	17	23	11	39	68
5425764	15	20	14	53	76
4745533	11	22	17	45	38
1982270	15	9	10	39	32
3210071	19	15	9	39	35
6360852	19	43	17	77	66
1583432	18	26	11	53	59
2121081	22	23	16	37	69
3976248	13	18	10	51	52
2322043	17	28	10	45	69
1545619	11	13	11	44	10
5435277	12	28	18	51	68
544402	9	13	15	53	27
4616265	12	27	12	68	62
6554406	17	27	10	49	62
6364993	15	21	15	52	52
1582396	20	25	21	51	59
4189744	23	34	10	60	23
4401546	9	15	9	27	21
3370699	12	21	9	58	20
3536160	21	23	18	78	57
3724732	18	26	17	41	66
823885	15	30	22	67	69
339651	17	36	14	89	59
4548053	9	18	13	50	60
6570972	14	23	12	39	39
6550502	15	28	11	36	69
3214656	28	32	12	62	58
934399	11	20	13	47	51
396267_1	26	36	9	74	47
396267_2	26	36	9	74	47
2603992	11	35	17	75	63
6309796	11	23	10	73	48
4671352	21	25	11	71	32
2577383	17	32	17	65	63
3920877	9	16	16	51	78
701420_1	11	11	11	52	53
701420_2	11	11	11	52	53
146933	14	23	12	84	68
5523875	15	34	11	67	59
3967842	17	32	15	73	73
6501921	10	18	18	57	22
2662706	12	16	14	38	67
6511824	12	32	17	55	61
1680661	21	25	10	68	30
3098293	10	14	14	49	43
4952474_1	12	19	9	53	51
4952474_2	12	19	9	53	51
5179709	14	36	14	50	75
1842760	19	39	10	53	57
5868246	14	18	16	12	23
1184051_1	21	23	12	68	83
1184051_2	21	23	12	68	83
1207704	15	27	9	20	56
2391103	9	21	11	68	52
696432	14	22	10	37	60
6596360	18	34	9	89	51
3726186	12	18	16	40	40
1532545	21	30	10	47	60
5071885	11	27	12	53	63
1250202	9	25	10	26	32
5040153	21	35	18	57	77
6462416	10	25	11	38	67
4471935	12	36	14	61	69
248244	18	19	17	75	67
5318323	19	41	17	55	18
5848520	11	22	9	43	55
5130753	19	37	17	59	74
3584366	18	32	11	67	57
1439250	24	28	15	37	62
6252921	12	13	10	29	47
1508978	10	29	13	59	55
983259	28	28	12	59	74
5862034	12	15	11	40	38
791165	18	30	20	55	76
5528934	17	38	17	59	80
6586645	10	17	11	45	53
6402619	14	23	13	50	39
557591	17	30	9	53	70
2770062	14	28	11	63	61
3050584	18	24	10	50	38
6362195	17	25	15	62	51
502994	15	38	20	69	79
4950167	14	18	9	31	44
3336877	12	23	9	62	62
6273233	16	30	23	76	64
3751851	13	14	9	48	24
5282150	17	25	14	51	71
863406	10	20	14	89	76
2639467	24	24	13	50	42
4536566	18	13	11	34	40
2371812	11	23	17	41	82
5404520	19	22	10	55	51
4788429_1	26	31	13	77	49
4788429_2	26	31	13	77	49
4788429_3	26	31	13	77	49
2726925	11	19	16	43	62
4218600	13	26	16	44	57
1574204	20	28	12	59	57
1667363	15	18	14	70	74
6604226	13	25	11	91	51
1300147	9	24	11	40	59
2350072	11	17	9	48	69
2196052	17	20	13	44	63
3383313	21	41	11	62	22
3832211	11	26	10	52	69
1852652	13	24	11	26	58
2692211	22	20	9	35	63
1245078	13	25	10	96	50
350067	15	19	13	30	36
6292511	10	19	13	54	43
3650570	14	33	13	87	58
5832314	14	27	12	47	69
5141241	13	15	9	43	50
5303107	22	31	13	68	49
3370926	11	18	14	52	65
3911773	17	13	9	41	36
191694	15	29	11	59	69
2821298	11	24	19	82	57
4038160	18	24	12	87	51
5047283_1	11	28	22	37	53
5047283_2	11	28	22	37	53
91597	19	31	12	60	24
268060	11	26	15	53	51
6603380	17	22	15	46	52
5467313	14	23	11	65	54
5278114	16	44	12	63	64
3043827	12	25	10	63	78
2829333	11	22	10	43	41
1421700_1	19	15	11	38	12
1421700_2	19	15	11	38	12
3288763	16	18	13	68	36
3718781	9	24	16	48	46
1545103	16	21	9	73	49
5833385	20	20	14	56	63
5075865	12	19	12	30	15
5478137	13	19	17	66	44
78643	16	33	11	84	59
1179338	17	36	16	39	56
5482627	16	19	13	50	52
4788213_1	19	31	10	67	67
4788213_2	19	31	10	67	67
4797587	14	35	12	56	67
94314	16	38	19	50	71
2497309	11	29	20	72	65
3483034	15	24	14	69	79
566788	19	28	11	61	51
6228431	11	20	17	49	73
5364196	16	29	16	75	62
2742391	10	33	15	71	60
5074966	20	32	9	73	57
3773350_1	10	23	9	48	58
3773350_2	10	23	9	48	58
1088055	17	31	16	65	68
1202406	25	34	13	60	44
5188205	11	23	9	62	81
1167196	12	15	9	48	67
1789526	18	25	12	55	70
271585	24	32	14	52	37
3707983	24	32	11	52	40
4727640	14	23	9	56	69
3696986	10	26	14	47	64
1300536	9	34	15	93	57
5647101	16	15	9	44	56
1094721	10	26	10	68	83
631856_1	16	22	10	58	37
