TARA_7	TARA_9	TARA_18	TARA_80
4993698	52	26	12	16
4318906_1	49	37	26	17
4318906_2	49	37	26	17
4318906_3	49	37	26	17
1331493_1	41	15	16	12
1331493_2	41	15	16	12
2232444	55	21	22	15
877544	44	19	12	17
6340295	40	19	16	16
4350986	53	24	18	14
2612469	42	29	17	18
366311	53	24	18	23
3140912_1	60	21	13	16
3140912_2	60	21	13	16
5121321_1	48	25	18	16
5121321_2	48	25	18	16
3140150	43	18	12	16
5718841	60	19	15	25
5401577	55	22	16	16
3649866_1	57	15	13	14
3649866_2	57	15	13	14
263989	55	20	17	22
1761686	41	15	12	10
62987	54	17	15	20
671546_1	49	22	26	13
671546_2	49	22	26	13
699286	57	17	15	10
734415	54	23	12	11
90852	43	18	16	12
3906106	50	24	18	15
2271788	53	17	15	14
5042159	38	14	22	12
2587031	55	15	16	22
1841484	45	26	13	15
258444	52	25	25	15
65707	45	20	13	15
5107454_1	56	27	12	10
5107454_2	56	27	12	10
257233	52	26	20	15
2191100	47	20	14	16
17053	62	19	14	17
3165809	46	27	19	12
294882	41	25	14	10
7550_1	39	17	19	17
7550_2	39	17	19	17
1495304	53	32	16	13
3587085	76	25	16	16
2845279_1	57	34	20	12
2845279_2	57	34	20	12
483373	46	19	17	12
1404648	51	25	22	13
2277754	52	30	15	12
857068_1	39	16	14	20
857068_2	39	16	14	20
3650583	70	30	16	21
367001	41	23	21	16
5097110	54	22	13	12
2058565	64	15	15	21
750957	73	22	21	16
1582180	66	23	11	16
4351297	44	24	15	14
273178	53	27	11	13
2125807_1	70	34	17	12
2125807_2	70	34	17	12
2125807_3	70	34	17	12
2028325	55	18	16	10
1166761	42	25	22	17
5282116_1	46	17	13	9
5282116_2	46	17	13	9
20572	63	17	22	19
5503559	54	18	15	16
2034120	46	20	25	16
1075880_1	49	16	25	9
1075880_2	49	16	25	9
458486	41	20	13	15
4358874	64	25	15	13
3561144	69	26	13	14
759761	51	35	19	12
1960855	46	21	16	13
3236773	43	17	13	22
1194847	73	22	10	20
5317437	56	26	17	11
1404926	78	35	16	24
4897430	67	32	21	18
150549	38	22	18	11
