TARA_7	TARA_11	TARA_22	TARA_23	TARA_26
2310187	0.166666666666667	1	1	1	1
6304775	0.222222222222222	1	1	1	1
4822536	0.333333333333333	0.970588235294118	1	1	1
4473166	0.636363636363636	0.0126582278481013	0	0	0
1332374	0.727272727272727	0.0563380281690141	0.111111111111111	0	0
155375	0.923076923076923	0.806451612903226	0.2	0.117647058823529	0.444444444444444
629711	0.416666666666667	0.115942028985507	0	0	0.333333333333333
942688	0.181818181818182	0.606060606060606	1	0.909090909090909	1
2267253	0.583333333333333	0.0410958904109589	0.111111111111111	0	0.0769230769230769
251685	0	0.171875	0	0.75	0.0909090909090909
72801	0.6	0.375	0.909090909090909	0.833333333333333	1
5736787	0.111111111111111	0.571428571428571	0.272727272727273	0.0588235294117647	0.142857142857143
2645923	0.1	0.768115942028985	0.666666666666667	1	0.8
3601412	0.777777777777778	0.22972972972973	0.0909090909090909	0.0666666666666667	0
430373	0.666666666666667	0.0987654320987654	0	0	0.222222222222222
3483992	0.0833333333333333	0.396825396825397	0	0	0
3113429	0.636363636363636	0.537037037037037	0.545454545454545	0	0.384615384615385
1189553	0.833333333333333	0.378378378378378	0.166666666666667	0.916666666666667	0.571428571428571
4129841	0.444444444444444	0.847457627118644	1	1	1
714390	0.461538461538462	0.911392405063291	1	0.888888888888889	1
3649925	0.714285714285714	0.17910447761194	0.2	0	0.153846153846154
3609789_1	0.4	0.675324675324675	1	1	1
3609789_2	0.4	0.675324675324675	1	1	1
4691076	0.181818181818182	0.611111111111111	0.888888888888889	0.888888888888889	0.818181818181818
5616187	1	0.315068493150685	0.416666666666667	0.153846153846154	0.545454545454545
4032629	0.666666666666667	0.655172413793103	0.272727272727273	1	0.909090909090909
4904003	0.416666666666667	0.625	1	1	0.8
2038919	0.777777777777778	0.546666666666667	0.727272727272727	1	1
4385358	0.444444444444444	0.360655737704918	0.363636363636364	0.214285714285714	0.8
5331225_1	0.909090909090909	0.676470588235294	1	1	1
5331225_2	0.909090909090909	0.676470588235294	1	1	1
5360338	0	0.491803278688525	0.6	0.25	0.230769230769231
2014357	0.8	0.373134328358209	0.2	0.777777777777778	0.5
4871679	0.2	0.0655737704918033	0.181818181818182	0.4375	0.272727272727273
2164689	0.222222222222222	0.363636363636364	0.222222222222222	0.388888888888889	0
961984	0.2	0.476923076923077	0.8	0.307692307692308	0.0769230769230769
1206467	0.833333333333333	0.708860759493671	0.916666666666667	0.333333333333333	0.909090909090909
1459076	1	1	1	0.842105263157895	1
248303	0	0.285714285714286	0	0.0909090909090909	0
4050667	1	0.584615384615385	0.692307692307692	0.5	0.916666666666667
2480267	0.1	0.342465753424658	0	0	0.2
1146638	0	0.403508771929825	0.3	0.0666666666666667	0.384615384615385
5971825	0.0769230769230769	0.369230769230769	0.1	0	0.333333333333333
2113503	1	0.764705882352941	1	1	1
656583	0.777777777777778	0.724137931034483	1	1	1
1125095	0.777777777777778	0.788461538461538	1	1	1
3311197	1	0.810810810810811	1	1	1
4548313	0.230769230769231	0.358974358974359	0.4	0	0.1
5409291	0	0.194444444444444	0	0	0
5256540	1	0.611111111111111	0.833333333333333	0.583333333333333	0.666666666666667
5520447	0	0.242857142857143	0.222222222222222	0	0.0714285714285714
