TARA_7	TARA_11	TARA_22	TARA_23	TARA_26
2310187	12	77	12	16	9
6304775	9	79	11	19	11
4822536	15	68	11	9	11
4473166	11	79	9	14	10
1332374	11	71	9	13	15
155375	13	62	10	17	9
629711	12	69	9	11	9
942688	11	66	12	11	11
2267253	12	73	9	17	13
251685	11	64	13	12	11
72801	10	56	11	12	10
5736787	9	70	11	17	14
2645923	10	69	9	12	10
3601412	9	74	11	15	12
430373	9	81	10	10	9
3483992	12	63	12	13	10
3113429	11	54	11	13	13
1189553	12	74	12	12	14
4129841	9	59	11	12	11
714390	13	79	10	9	10
3649925	14	67	10	9	13
3609789_1	10	77	13	18	10
3609789_2	10	77	13	18	10
4691076	11	54	9	9	11
5616187	9	73	12	13	11
4032629	12	58	11	10	11
4904003	12	56	9	11	10
2038919	9	75	11	11	9
4385358	9	61	11	14	10
5331225_1	11	68	13	9	9
5331225_2	11	68	13	9	9
5360338	9	61	10	16	13
2014357	10	67	10	9	10
4871679	10	61	11	16	11
2164689	9	77	9	18	10
961984	10	65	10	13	13
1206467	12	79	12	15	11
1459076	13	57	9	19	12
248303	9	56	9	11	9
4050667	11	65	13	16	12
2480267	10	73	9	16	10
1146638	10	57	10	15	13
5971825	13	65	10	11	9
2113503	9	68	11	11	12
656583	9	58	13	15	9
1125095	9	52	11	15	13
3311197	11	74	11	19	14
4548313	13	78	10	15	10
5409291	9	72	11	15	10
5256540	11	54	12	12	9
5520447	15	70	9	9	14
4938899	11	81	13	17	12
3238864	13	68	12	10	11
1071275	10	74	10	15	12
2759048	13	70	9	14	13
6337022	9	63	9	18	13
6415175	9	55	9	18	12
367720	16	63	9	12	9
3208622	13	71	11	10	10
4533814	10	73	11	14	10
2405752	10	60	10	12	10
3796326	10	50	9	14	11
1614024	9	67	9	14	13
6542452	11	66	10	16	12
5779319	15	59	9	9	10
2996746	13	67	9	15	11
4081410	11	68	9	15	10
5321140	10	55	10	17	12
3665509	14	63	11	16	9
2627906	9	80	13	15	11
2163873	9	73	10	17	9
2890378	9	48	11	12	9
1003459	14	59	9	17	9
227516	9	63	10	14	13
924073_1	9	79	13	13	11
924073_2	9	79	13	13	11
924073_3	9	79	13	13	11
3834870	9	65	9	11	13
2914763	9	81	12	12	11
6294905	10	73	13	19	9
3294557	13	80	9	14	11
2851393	11	69	10	14	9
2868412	11	76	12	16	9
6596332	11	54	10	12	10
3250731	11	60	10	16	11
254775	10	59	10	14	12
6298848	9	58	12	12	10
4746720	9	81	12	15	9
1407823	13	73	12	15	9
4898241	11	60	9	9	15
23968	11	57	11	11	9
4900764	10	66	9	9	13
5844344	9	60	10	13	13
3628989	10	73	9	13	13
374782	11	73	9	11	11
4804285	12	77	11	12	11
5114998	14	58	9	14	10
115283	14	77	13	11	11
3230402	10	65	10	15	14
1555954	9	67	9	10	9
5908911	9	71	10	15	14
5882688	10	77	9	14	10
458916	9	59	11	18	9
3966169	9	69	11	11	12
3602798	10	56	9	20	11
766148	10	77	9	13	9
4750435	9	81	12	13	11
1325632	12	69	12	11	11
619901	11	65	9	12	11
3543650	9	81	10	15	14
4821251	13	80	9	16	10
599462	9	64	9	17	12
6402568	10	58	10	15	14
