TARA_144	TARA_149	TARA_150	TARA_18	TARA_23
6103136_1	10	13	10	20	14
6103136_2	10	13	10	20	14
2891501	12	25	10	16	9
5185717_1	12	14	11	18	13
5185717_2	12	14	11	18	13
4303575_1	9	13	15	27	12
4303575_2	9	13	15	27	12
4415294	11	19	13	21	13
1779132	13	16	13	19	17
584664	9	14	15	13	10
5112347_1	10	12	12	15	15
5112347_2	10	12	12	15	15
1574507_1	14	19	15	20	15
1574507_2	14	19	15	20	15
721567	11	11	17	22	10
3602907	12	24	13	13	15
3540103	9	14	9	25	10
6170329	11	21	15	31	16
3224710	10	16	12	14	13
4816819	11	15	10	21	9
2947883	10	9	12	21	14
5068207	13	21	10	23	17
3255981	10	17	14	19	12
5125000	9	19	14	16	9
2394152	9	18	17	29	9
1405331	12	21	19	21	14
2955938	9	11	18	27	14
472140	12	10	14	22	12
1869515	10	21	14	17	9
4333488_1	13	23	12	17	9
4333488_2	13	23	12	17	9
2696903	15	16	12	21	9
410936	9	18	9	22	11
2506638	11	15	12	21	16
4608611	10	19	13	30	9
3386839_1	15	18	11	23	11
3386839_2	15	18	11	23	11
5731997	11	18	11	21	16
2223557	10	16	15	23	12
3076675	14	23	19	24	11
5161706	13	11	9	25	13
2768279	14	14	16	17	10
484006	13	12	15	21	9
826672	9	20	14	15	15
2942361	13	15	13	25	10
3598953_1	11	18	14	23	17
3598953_2	11	18	14	23	17
2203047	10	21	17	13	12
3318179	9	13	15	26	9
1399311_1	13	25	14	27	14
1399311_2	13	25	14	27	14
2310052	9	15	13	29	9
792379	12	15	11	24	12
3306719	10	19	15	31	13
2602954_1	11	17	16	26	15
2602954_2	11	17	16	26	15
4383202	10	15	14	18	11
6303701	10	22	17	20	9
2592563_1	9	14	12	29	11
2592563_2	9	14	12	29	11
877765_1	11	24	16	27	10
877765_2	11	24	16	27	10
4961223	10	17	19	15	10
4023714	15	13	13	18	11
1268771	11	16	13	20	14
4058029_1	10	23	18	28	9
4058029_2	10	23	18	28	9
2122206	10	16	11	29	11
2272395	11	15	13	16	11
2911536	12	12	10	21	9
5118003	9	10	20	21	15
519537	10	22	12	19	11
1822688	11	18	11	17	9
3653508_1	13	23	14	22	11
3653508_2	13	23	14	22	11
3653508_3	13	23	14	22	11
6619013	14	17	17	18	12
2245844	14	25	15	14	11
889121	11	14	20	22	10
3547387	12	16	12	26	14
3075915	9	22	13	17	9
4063941	9	14	15	27	10
6297477	10	15	19	24	16
5050350	10	17	12	18	10
1095057	11	13	17	24	12
4288952	15	17	10	25	10
4973955	10	23	12	16	11
371059	12	21	20	18	10
6420534	15	15	15	24	9
5721941	11	22	11	23	9
6463360	10	13	11	31	13
2814748	15	15	15	25	13
3802964	10	19	14	24	10
5231210	9	18	14	24	10
925449	10	19	12	20	11
396389	11	12	12	28	10
3362547	14	19	14	23	11
2812503	12	15	12	28	13
6121168_1	14	15	20	16	12
6121168_2	14	15	20	16	12
2116627	14	19	11	16	15
950935	9	20	19	28	13
3102656	9	17	17	29	14
1863469	13	16	10	21	13
5028151	11	17	15	19	17
3240915	15	14	10	20	11
3646014	12	24	15	19	10
3644439	14	22	13	16	14
2096426	13	22	11	25	9
525987	12	19	15	14	13
615319	13	15	14	23	11
3390187	10	11	14	20	13
4683463	15	24	17	19	9
4508656	10	9	16	27	15
5082319	10	24	14	17	12
341080_1	10	15	16	25	15
341080_2	10	15	16	25	15
3322783	10	13	9	19	10
1560674	10	14	11	21	9
4643529	12	15	20	16	10
6512886	15	17	14	20	10
6084948	11	23	15	24	11
4773703_1	13	17	21	27	13
4773703_2	13	17	21	27	13
5037610	13	19	12	28	14
5306190	12	15	14	17	11
682876	12	19	11	28	17
2824621	13	15	11	23	14
2730156	11	16	13	19	9
5122004	11	15	17	14	10
366199	10	24	11	22	9
4325542	10	20	15	25	9
5608769	14	22	11	26	12
