TARA_72	TARA_70	TARA_76	TARA_78
2530554	44	12	74	42
5707903	38	26	36	26
3713060	30	26	62	34
6135784	19	12	78	49
6462274	39	9	46	44
1488381	45	18	34	29
6641666	53	20	74	49
1623380	46	13	42	31
6865869	45	17	62	43
5615056	51	18	43	40
2771944	36	27	39	44
884055	43	26	43	37
6925690	53	15	76	72
259128	30	13	77	56
2150638	25	16	78	35
3711707	23	13	42	35
6887949	29	24	44	46
1923851	17	11	49	68
1326003	27	19	37	45
1098069	23	15	54	47
1689127	20	11	35	28
3155917	31	23	67	44
1379440	37	9	37	39
4728531	32	12	45	50
6262244	31	15	37	26
6235291	30	14	52	48
5956981	31	19	40	36
4530174	36	9	59	33
4161801	33	22	56	43
1602494	37	10	74	42
1457943	17	17	42	32
5280455	39	14	49	38
5988736	18	12	47	37
4175640	25	22	61	48
3697287	24	16	47	31
103231	29	18	42	54
4204490	32	14	50	31
1859096	23	10	33	38
1671921	38	14	54	44
3724375	20	17	47	33
1437438	33	12	37	55
6420576	33	16	46	30
6307341	32	11	44	30
2337246	20	13	58	26
2391113	30	14	35	40
4403487	31	19	56	38
1729673	32	18	48	30
6320299	37	13	72	39
1279726	31	12	48	54
4151188	43	12	40	37
4928981	28	20	38	29
2681578	30	16	31	25
6594732	32	12	42	33
5609978	49	19	45	35
6397586	30	10	54	48
4795875	44	16	82	72
6248344	29	17	58	25
3461967	42	23	67	39
736807	48	12	67	58
2336764	20	18	46	32
2505413	44	18	88	60
7103243	37	20	50	30
6581955	27	12	47	37
2181674	46	15	49	40
1611414	39	15	64	44
6137061	44	9	33	45
4934816	39	16	47	42
3266943	22	12	44	44
6593538	34	13	43	33
4587917	36	12	72	44
3283720	28	13	34	27
5826292	18	16	43	38
6427462	35	17	55	58
713199_1	51	22	65	70
713199_2	51	22	65	70
2553991_1	29	13	54	41
2553991_2	29	13	54	41
5326758	32	19	50	40
1023297	25	15	42	27
1800682	34	17	35	42
3769870_1	31	22	75	57
3769870_2	31	22	75	57
5220687	27	10	48	42
6577817	26	22	64	40
4895611	36	25	41	26
6912799	21	17	65	36
4500033	30	13	55	57
2468670	38	23	63	66
3115051	42	13	60	54
2297263	34	17	39	42
733052	27	10	54	48
5482317	49	14	64	73
2860705	33	15	46	25
4658639	35	9	56	37
3937268	25	11	41	50
1113879	22	18	65	42
547612	42	18	65	69
3339391	48	11	73	65
4838034	20	13	36	35
6702481	45	10	64	50
4567504	57	15	75	67
4670889	37	18	63	42
387958	36	17	47	39
6141238	33	17	40	46
6839948	49	10	70	74
6583812	26	13	41	31
5248223	26	14	80	48
1372191	42	16	67	56
6400527	31	12	56	38
6134371	34	13	67	62
3448749	34	11	52	25
2515535_1	47	12	48	69
2515535_2	47	12	48	69
6362648	39	12	72	43
3464123	33	22	80	45
1146281	26	16	59	46
4830910	21	13	33	39
4291339	41	20	78	50
5153810	42	19	75	71
1266272	27	21	77	24
212798	32	13	59	46
3681653	31	11	45	36
3412100	37	21	48	35
4837956	24	17	53	43
5823657_1	32	19	50	48
5823657_2	32	19	50	48
1558042	30	12	44	29
6608881	38	15	64	65
4120745_1	32	15	60	37
4120745_2	32	15	60	37
1008755	48	18	48	43
5832083	20	12	64	35
7005203_1	21	12	33	31
7005203_2	21	12	33	31
1894514	36	15	43	43
5785381	31	16	68	56
4164458	20	12	40	25
644893	32	18	35	31
3387841_1	35	15	60	55
3387841_2	35	15	60	55
7001399	21	20	53	29
6884686	29	19	39	39
6693858_1	39	20	71	71
6693858_2	39	20	71	71
721723	48	23	62	57
4939930	37	26	64	46
877586	23	11	47	28
927191	26	18	45	67
4077773	17	18	42	39
4791810	25	12	42	26
1417255_1	50	20	58	56
1417255_2	50	20	58	56
6081855	45	13	39	47
3890142	40	14	58	51
5907471	53	16	34	52
3302886	37	27	73	55
3383512	30	18	47	27
1946851_1	24	17	71	55
1946851_2	24	17	71	55
251637	39	14	64	45
1734576_1	47	14	58	49
1734576_2	47	14	58	49
3413368	32	15	76	40
6581042	30	20	50	34
1105297	21	16	43	26
5018230	27	17	60	35
4733246	43	13	48	38
1058969_1	40	16	65	30
1058969_2	40	16	65	30
7116790	30	26	57	77
2662500	25	9	39	45
817999	39	24	67	37
7056957	23	21	39	29
6255662	41	18	87	39
6667019	48	13	43	54
4788116	38	23	75	29
3338683	22	9	42	41
6816646	25	19	58	47
1258620	32	24	55	33
5419552	33	18	75	37
3248987	26	14	58	40
976238	53	13	78	66
3222692	42	16	68	74
372064	34	17	51	68
6303371	42	12	41	52
5534284	18	14	46	49
6190821	49	24	87	51
6553608	22	15	51	41
6482498	43	14	43	57
1903443	33	11	47	48
6134838_1	32	13	42	36
6134838_2	32	13	42	36
4558914	20	11	47	31
6336871	31	16	60	59
699356	38	10	43	60
4719080	31	20	53	44
4587631	23	18	32	29
2857567	24	21	51	40
419010	30	18	53	50
6878768	35	20	61	37
3114232	39	18	50	44
5916215	27	17	48	38
6265274	32	17	65	63
1522779	24	17	39	39
6473448	33	18	79	37
4264827	33	15	39	59
1245124	32	9	64	54
4120621_1	23	19	38	32
4120621_2	23	19	38	32
1734656	20	21	61	43
3286011	39	16	70	52
2848010	51	16	67	75
1896975	40	25	89	60
3760786	40	15	78	59
5254728	38	13	79	40
2855664	27	12	60	55
6706348	39	19	44	41
5000349	44	26	91	46
2381999	49	19	55	73
4927368	45	15	93	47
6450288	45	17	79	46
2657974	35	26	81	50
4250413	35	19	34	43
1932898	27	16	63	33
2527353	28	13	52	40
5284047_1	31	18	53	46
5284047_2	31	18	53	46
280112	18	11	42	33
4802523	36	19	51	54
1363810	26	11	37	50
4294113	38	14	37	42
6409098	37	17	52	55
6786090	38	18	69	48
3645568	41	21	83	61
5237794	28	16	54	63
2893669	35	15	62	28
5000993_1	39	20	60	55
5000993_2	39	20	60	55
5292019	24	21	54	32
3431700	27	14	56	43
3463416	27	25	67	47
4204609	38	17	52	61
970721	22	21	66	47
421891	28	11	42	55
1941307_1	22	14	64	43
1941307_2	22	14	64	43
2496667	56	21	67	55
6275885	26	21	68	46
6108578	25	23	46	37
4042355_1	43	21	75	45
4042355_2	43	21	75	45
6606390	51	17	50	60
6245669_1	38	10	47	32
6245669_2	38	10	47	32
2485308	45	12	77	57
3713930	23	21	62	47
4307382	38	10	59	46
2919299_1	45	19	81	72
2919299_2	45	19	81	72
3990314	32	12	51	77
3131513	32	14	69	54
3238259	51	19	84	61
5370388	37	13	71	67
6049999	25	13	62	50
1720735	32	20	81	42
1069170_1	46	27	67	61
1069170_2	46	27	67	61
4550953	51	14	53	69
5115025_1	39	20	68	69
5115025_2	39	20	68	69
5234414	38	13	50	43
3320755	35	19	74	45
4825873	39	22	66	37
5007475	21	13	57	33
3997156	40	10	56	25
1422395	24	12	46	51
6210129	27	11	44	34
7054586	33	18	67	35
2331375	26	15	39	33
6269652	28	15	54	28
4999120	37	21	71	52
6164610	35	11	47	53
3608647	36	13	54	56
5108449_1	39	11	64	51
5108449_2	39	11	64	51
6833697	25	10	44	53
4363554	40	19	61	55
5286564_1	32	19	64	58
5286564_2	32	19	64	58
2054535	38	9	64	27
3563034	25	16	42	33
2560392	27	11	46	61
5696677	45	15	89	64
1737711	25	23	37	41
781553	37	12	48	32
4106865	39	19	66	64
2083827	27	12	53	42
7063748	23	16	44	39
4968138	25	16	47	47
5613257	25	10	44	34
5107459	24	25	54	35
3915058	33	17	65	46
5468021	24	21	65	47
4835009	49	23	76	62
1072317	39	15	53	45
578623	20	19	57	45
1533596	45	21	56	70
5159828	27	17	74	40
2047978	46	12	82	72
3885834	30	23	70	69
5992396	27	15	59	43
4101031	34	16	63	35
5630921	38	17	67	68
4788751	48	22	70	54
5966469	49	18	46	43
5191382	32	15	57	49
1533320	45	21	53	44
2268633	33	19	67	58
1677677	43	15	68	56
4547644	45	24	48	53
5688386	33	17	59	49
580734	36	17	62	63
4255616	27	19	52	42
2449167	24	15	37	54
1834951	56	13	40	59
3769267	38	19	50	38
6703097	45	13	86	69
937619	20	19	59	41
1688254	50	15	35	56
3602231_1	53	17	69	54
3602231_2	53	17	69	54
1284657	37	17	73	37
6056824	31	16	59	47
5288957	38	13	57	55
7122687	50	16	82	67
964287	45	16	64	48
5835946	47	14	74	61
6665010_1	22	16	65	29
6665010_2	22	16	65	29
6034354	35	11	44	38
4784951	23	13	49	36
4293976	38	22	80	44
4101197	38	19	66	37
3310154	38	22	51	42
1879648	39	19	59	55
2349952	44	10	34	32
5604891	48	18	77	59
4721664_1	31	19	73	56
4721664_2	31	19	73	56
3813942	33	12	42	54
1571385	34	22	54	58
7051560	30	23	53	44
2336629	26	16	67	26
