TARA_146	TARA_148	TARA_151	TARA_9	TARA_76	TARA_78
4339030_1	10	19	19	10	13	33
4339030_2	10	19	19	10	13	33
3059225	14	37	15	15	14	41
4165285	9	27	11	10	22	33
916375_1	19	37	18	9	16	32
916375_2	19	37	18	9	16	32
3523952	9	21	13	15	12	31
123517_1	10	21	17	9	10	26
123517_2	10	21	17	9	10	26
123517_3	10	21	17	9	10	26
1767697	10	15	17	12	11	34
2544063	10	19	9	9	15	19
2629737	17	38	20	14	18	44
1364251	9	21	15	14	12	31
609311	11	21	18	12	16	19
1812033	18	23	20	10	15	18
1755617	15	38	16	11	12	26
4433841	15	25	17	12	12	36
3996390	17	39	17	16	11	44
6947681	16	39	20	15	20	43
2131665	9	30	9	14	14	20
6771209_1	10	19	22	11	9	27
6771209_2	10	19	22	11	9	27
4905280_1	12	26	9	11	12	19
4905280_2	12	26	9	11	12	19
4905280_3	12	26	9	11	12	19
4286410	9	28	11	15	11	45
4015284	12	38	12	13	11	30
2257559	13	40	18	12	19	26
236473	14	18	17	12	9	39
1148964	11	38	13	9	14	24
7076773	10	35	21	13	20	44
4682874	16	28	15	11	19	40
1133124	14	26	24	9	14	18
4297425	15	24	23	12	19	47
4449490	15	33	12	14	19	24
6900131	13	16	10	10	10	18
4655590	11	17	26	12	9	34
2967284	13	46	21	13	11	31
165459	13	38	15	9	13	16
1346720_1	16	22	15	12	10	44
1346720_2	16	22	15	12	10	44
6644786_1	13	32	21	9	10	35
6644786_2	13	32	21	9	10	35
4366832	11	21	24	13	11	27
5164747	11	23	20	13	18	39
5505115	11	16	17	14	11	19
3376091	15	34	23	9	17	32
212610	10	20	21	13	15	22
23235	10	30	27	15	17	15
6222508	9	26	13	9	10	31
3889855	12	25	20	10	18	24
1205894	14	27	12	12	16	43
5597897_1	9	30	19	15	16	45
5597897_2	9	30	19	15	16	45
4443969	15	37	25	11	16	44
2522862	11	25	22	9	12	34
7029629	11	38	25	12	20	25
3307004	12	15	24	16	11	33
6251686_1	14	37	25	14	16	43
6251686_2	14	37	25	14	16	43
2575255	18	18	14	10	14	22
6716219	18	43	16	9	15	37
2849842	13	16	19	11	10	32
2188337	11	34	19	16	21	48
3223696	11	35	18	10	19	46
6409425	12	29	19	11	13	44
1331674	13	21	11	9	12	34
1323245	14	33	15	16	17	48
2422693	14	29	25	13	15	51
14971	11	44	14	12	16	35
699385_1	17	24	16	10	16	47
699385_2	17	24	16	10	16	47
699385_3	17	24	16	10	16	47
6351566_1	9	37	17	9	17	45
6351566_2	9	37	17	9	17	45
301681	16	36	21	15	14	44
5665588	19	40	17	12	14	41
1449874	19	44	23	10	12	31
4675324	11	31	21	10	14	26
3705859	15	47	26	11	22	38
3485564	12	34	23	10	15	19
4717395	11	17	18	11	16	45
1782253	10	33	22	11	19	26
4635290	14	40	18	15	12	41
614139	11	29	22	12	16	19
5754881	14	32	15	11	11	30
2564123	14	34	21	13	16	31
1947999	10	29	14	12	13	39
6878382	11	13	14	10	12	33
1647916	9	15	21	13	16	35
299242	9	33	25	9	19	21
1622972	15	47	22	10	17	22
4909308	17	32	23	15	21	50
4659260	13	32	11	9	14	25
3321727	13	24	13	14	14	22
5886479	11	21	17	9	13	41
4684527	19	27	15	10	16	39
5224221	13	29	13	11	15	21
5723876	18	42	22	10	9	41
3929775	16	28	14	13	9	49
3337842	11	16	25	14	11	28
6211379	11	31	25	16	10	39
4005783	15	22	15	10	11	42
1613035	11	27	14	11	11	36
2098375	9	28	22	17	14	47
5981593	10	37	9	14	16	26
5365825	15	37	23	16	10	23
4985	14	34	19	15	21	25
4702011	10	30	13	10	17	20
1620277	18	34	18	10	11	28
1808277	17	38	25	17	20	41
3414741	13	28	27	16	17	31
4998094	18	38	24	16	14	34
3456880	10	31	17	13	14	37
4575522	11	21	22	15	13	33
535073	13	42	16	9	14	40
1674996	9	28	15	18	10	37
2482147	10	27	20	11	20	43
2862141	14	31	12	13	20	52
3374949	10	25	26	13	11	39
4799922	13	24	19	13	12	43
6025223	10	45	15	12	9	46
1875272	12	32	17	12	10	30
224240	16	23	17	14	9	35
3680194	12	18	22	10	13	32
6412847	10	40	19	15	13	23
6020911	9	34	12	11	10	41
4885519	14	31	19	12	14	51
831995	15	33	15	12	19	24
715892	9	21	16	12	11	46
3911639	17	33	15	18	12	30
809485	9	26	12	10	10	38
271601	14	28	16	17	10	45
6882459	13	40	23	14	13	40
5737710	10	27	10	12	18	45
1632539	9	22	14	13	16	13
710681	15	32	16	14	18	19
2501093	13	38	18	11	9	46
5815008	16	36	26	11	15	35
1850435	16	28	20	9	11	46
4877413	15	21	13	15	14	21
6063217	11	27	22	18	12	25
4303921	14	43	21	11	17	41
4572704_1	17	32	18	11	12	52
4572704_2	17	32	18	11	12	52
1635207	18	30	24	11	12	41
4606346_1	17	36	19	11	19	42
4606346_2	17	36	19	11	19	42
2974116	11	29	10	14	9	39
4203249	14	39	25	15	10	34
5744725	18	31	25	15	12	36
5106859	19	38	14	9	17	43
6194391_1	12	41	27	12	15	36
6194391_2	12	41	27	12	15	36
4163264	12	38	12	11	16	42
4672034	10	40	20	17	21	36
432937	15	28	25	12	10	51
2462831_1	16	34	21	11	14	26
2462831_2	16	34	21	11	14	26
2462831_3	16	34	21	11	14	26
4499049	10	27	15	16	19	42
5964202	12	27	15	11	10	31
5955354_1	17	37	22	12	15	31
5955354_2	17	37	22	12	15	31
4754903	13	37	23	14	12	43
4605471	17	39	21	10	21	45
6331371	11	31	13	17	17	48
3639747_1	17	32	26	9	15	37
3639747_2	17	32	26	9	15	37
5806839	16	33	26	11	12	32
5572115	11	41	18	15	12	38
1667482	16	28	22	13	18	16
3818952	12	32	23	16	10	19
5307449	16	33	19	12	15	35
5634314	13	31	25	10	13	36
4989267	9	20	21	14	18	38
2986630	15	33	16	18	17	51
4377086_1	11	30	19	16	18	49
4377086_2	11	30	19	16	18	49
991941	11	33	23	11	15	52
276993	15	37	21	10	10	46
5210382	15	45	24	13	16	28
5121340	10	17	15	16	11	19
2809940	15	32	24	11	15	27
6151923	12	36	14	11	13	26
5589216	15	29	14	18	11	45
2845939	12	33	17	13	10	47
1731990	9	28	23	10	11	25
2230711	12	31	13	9	12	42
3905228	13	43	20	15	16	32
5092739	16	39	23	13	13	36
2447459	13	30	24	11	15	48
1925043	13	38	27	17	19	41
1054984	17	42	20	12	19	39
1876752	11	22	11	18	9	30
3246508_1	18	38	22	15	16	35
3246508_2	18	38	22	15	16	35
6696773	16	33	21	18	17	33
345206	15	42	15	9	16	37
6297073	17	22	21	14	15	29
5924161	10	46	25	17	22	46
4538092	12	23	26	16	15	28
2384076	10	24	22	17	11	48
2844281_1	12	22	22	11	12	48
2844281_2	12	22	22	11	12	48
999076	19	38	16	9	14	28
3361983	10	22	17	10	20	38
6054069_1	11	31	21	11	19	47
6054069_2	11	31	21	11	19	47
1639499	10	42	27	16	18	37
1874043	10	28	16	18	10	53
961632	16	47	20	15	15	36
4770863	16	40	25	12	18	33
4626027	11	30	24	15	12	52
4682035	19	39	17	14	15	32
4773343	9	33	25	9	16	43
2137183	19	35	14	9	17	45
2083532	13	35	24	14	10	35
3165696	13	27	13	12	17	42
2013620	16	38	15	14	13	38
4026422	15	34	15	11	21	42
3415144	15	42	19	14	13	49
4254836	10	30	24	12	15	41
2449144_1	11	27	18	18	12	46
2449144_2	11	27	18	18	12	46
230608	10	26	23	11	18	41
4786139	9	33	19	12	18	22
538218	16	32	20	14	9	36
2623274	12	38	21	14	18	43
1162032	9	41	24	11	22	46
3447361	9	24	19	13	9	36
6126606	12	31	21	10	21	46
4859188	19	43	24	10	9	24
5396671	17	35	27	13	12	28
6944822	11	44	14	9	9	22
423831	12	25	26	14	13	34
3639287	17	23	18	12	9	43
651422	17	37	15	10	21	41
3892692	18	33	17	10	15	53
6869818	14	21	19	13	12	37
2044857	14	27	16	15	10	31
5188134	9	20	18	15	10	29
7030298	16	31	25	11	18	34
4303426	19	31	21	15	9	48
2551282	13	33	25	13	17	46
244807	16	41	23	13	18	34
6390694	9	44	13	12	14	42
2001864	16	29	18	11	12	50
4293204	11	33	21	12	13	47
185526	11	44	19	9	17	37
4064364	10	43	24	18	15	37
2126603	12	33	17	11	22	48
5611159	9	31	23	14	9	27
