TARA_145	TARA_152	TARA_22	TARA_25	TARA_66
615594_1	13	15	10	15	24
615594_2	13	15	10	15	24
454716	14	31	12	12	31
2732077_1	10	41	16	27	18
2732077_2	10	41	16	27	18
2310634	17	14	16	36	12
197238	15	16	13	22	11
1204134	15	26	13	17	11
1196641	22	31	9	13	13
1190364	14	26	13	10	33
1977519	19	29	17	18	25
2858564	16	21	11	13	23
1475573	9	16	17	14	20
685532	17	23	10	23	15
2404975	23	23	10	19	23
1967991	17	14	12	14	14
1797730	23	33	23	22	21
1073721	24	26	12	20	17
1524959	16	36	12	23	12
1941144	18	18	13	14	16
864094	28	41	27	28	13
104651	12	15	12	20	12
2639641_1	26	40	23	34	24
2639641_2	26	40	23	34	24
2639641_3	26	40	23	34	24
2506353	19	25	16	20	32
815514	28	34	11	15	16
55664	9	13	19	18	17
755379	18	38	11	19	15
20997	20	16	20	28	15
1077462	24	21	15	26	20
2124036	13	27	20	30	12
1270300	14	17	11	32	15
2554002	32	45	34	40	13
704758	13	32	12	19	24
805034	12	20	11	18	19
2908709	23	39	21	23	17
267140	27	25	20	39	26
2667223	25	39	22	27	14
546938	27	26	16	13	18
1625990	29	45	22	24	29
281306	23	13	21	31	17
310260	29	21	26	28	24
882522	27	15	31	33	24
1086070	33	20	19	25	28
358648	15	15	13	16	31
14267	16	14	18	28	15
2241403	25	32	13	26	31
2516337	24	21	15	28	27
380315	19	25	24	22	19
1041732	22	35	11	26	14
1729268	27	21	12	29	29
1791284	22	25	23	33	21
2048137	13	28	13	15	18
732127	33	37	19	27	21
1445307	11	22	10	11	22
2562675	11	19	17	16	28
267411	30	25	9	18	16
1492879	11	32	11	10	23
2843125	14	18	20	23	21
2565379	19	30	16	27	27
534516_1	24	27	24	44	15
534516_2	24	27	24	44	15
1793596	30	25	14	27	33
25192	14	21	18	22	24
289930	18	24	15	15	18
430574	24	25	32	32	16
152145	29	24	24	32	23
1031968	12	20	11	25	11
207670	30	36	23	33	25
628273	15	21	12	13	20
2339856	13	15	12	22	20
586331_1	18	21	30	36	21
586331_2	18	21	30	36	21
2747090	13	17	11	17	17
785862	16	20	10	16	18
2886001	9	22	11	18	19
1738279	25	25	11	27	14
188950_1	9	13	9	29	27
188950_2	9	13	9	29	27
69152	35	21	14	22	28
2430424_1	28	27	18	27	10
