TARA_150	TARA_151	TARA_70	TARA_76	TARA_78
172933	22	16	14	16	28
1465178_1	26	19	21	14	26
1465178_2	26	19	21	14	26
1234387_1	32	17	30	33	52
1234387_2	32	17	30	33	52
1234387_3	32	17	30	33	52
1414852	25	10	17	19	39
1207055	15	16	12	16	24
910510	17	13	27	20	31
1399689_1	23	10	29	33	50
1399689_2	23	10	29	33	50
2233569	26	14	21	20	40
855884	25	25	27	35	54
2482917	17	19	20	18	41
702958	17	14	19	22	40
799497_1	21	10	21	15	31
799497_2	21	10	21	15	31
2890487_1	27	23	32	20	50
2890487_2	27	23	32	20	50
2517642_1	20	18	33	19	48
2517642_2	20	18	33	19	48
2517642_3	20	18	33	19	48
2657632	18	14	25	12	43
2646518	10	11	10	10	14
2267834	21	14	22	26	27
667301	16	21	17	28	39
1424615	22	22	11	11	27
1230812	32	18	18	14	26
1609621	17	19	19	24	36
1928546	19	14	15	22	43
2163340_1	19	14	19	19	31
2163340_2	19	14	19	19	31
758989	20	14	22	18	47
456949	26	21	18	25	51
2211181	30	16	14	18	30
1363751	18	15	11	11	19
2233432	16	18	26	30	44
2045475	21	11	21	26	60
2430278	33	27	18	14	30
579019	32	22	19	19	22
184695	25	9	10	14	10
1389648	26	17	28	29	45
2162935	17	11	9	9	19
767181	21	13	24	20	28
2318980	13	10	11	15	16
1457256	18	13	23	30	54
2107641	15	14	13	17	17
621507	19	24	24	28	37
888451_1	19	12	14	14	14
888451_2	19	12	14	14	14
2062229	23	16	14	19	17
631325	24	24	27	29	36
2921635	25	15	16	18	35
180942	14	9	11	13	26
2298089_1	11	14	22	23	50
2298089_2	11	14	22	23	50
243132	27	12	22	19	25
2016080	17	16	9	18	13
2852759_1	19	16	22	33	55
2852759_2	19	16	22	33	55
456387	13	16	9	10	11
1617679	33	20	19	23	49
2848920	12	14	18	25	46
1185013	10	20	21	15	47
2292799	19	15	10	12	15
1335283	33	16	21	16	44
2742180	12	18	29	27	44
2877535	20	12	14	19	45
1598796	21	21	24	17	21
1089955	21	17	33	32	41
1427734	26	20	31	27	62
685526	17	9	14	12	16
2228986_1	28	18	11	17	42
2228986_2	28	18	11	17	42
222597	26	24	25	14	32
207217	19	11	28	15	22
330546	27	12	22	13	30
1411199	20	12	31	22	46
1015461_1	23	15	34	30	60
1015461_2	23	15	34	30	60
1258487	16	10	32	23	35
2194530	23	12	12	16	20
926279	37	11	12	16	36
2502414	16	11	13	12	13
2306497	37	25	15	18	46
539146	18	15	12	13	20
13442	23	17	9	12	20
1163622_1	21	15	23	13	39
1163622_2	21	15	23	13	39
1738650	14	16	10	13	16
35183	18	13	15	11	43
1036354_1	23	23	27	21	38
1036354_2	23	23	27	21	38
1036354_3	23	23	27	21	38
2527154	20	18	18	15	26
2600101_1	16	10	21	18	35
2600101_2	16	10	21	18	35
2600101_3	16	10	21	18	35
1305698	23	11	20	22	44
2547611	21	13	22	28	46
2199102_1	38	26	15	9	34
2199102_2	38	26	15	9	34
2152830_1	28	20	31	26	60
2152830_2	28	20	31	26	60
883835_1	16	14	13	18	21
883835_2	16	14	13	18	21
883835_3	16	14	13	18	21
2153563	20	9	9	13	9
2684642	38	23	11	20	39
1425049	18	13	9	11	18
1328012	20	16	19	15	26
2063577	36	14	19	18	29
2760136_1	29	19	15	9	19
2760136_2	29	19	15	9	19
1609478	26	13	18	33	54
2380279	22	18	11	16	16
2782194	19	12	25	24	41
139916	13	9	13	15	35
1136942	21	23	12	14	16
2298478_1	28	21	27	18	32
2298478_2	28	21	27	18	32
832305	26	21	15	20	38
2310081	28	11	10	13	23
1256631	18	12	12	14	16
1654117	34	18	11	9	16
871167	22	13	22	17	21
340396_1	13	10	24	19	47
340396_2	13	10	24	19	47
597370	18	13	21	24	32
1952057	17	18	13	14	17
2623320	27	15	18	10	24
1505350	22	10	16	22	19
1197979	17	13	20	14	27
721137	18	20	18	18	19
795939	13	11	13	13	12
661276	27	11	9	18	25
2511742_1	19	14	26	19	31
2511742_2	19	14	26	19	31
2671376	16	13	11	20	22
1083330	15	24	11	16	22
603444	30	16	11	11	39
860846	15	18	17	26	52
589912	27	17	11	34	9
2510676	13	14	24	25	54
2299301	18	11	27	18	41
1356343	23	11	11	13	27
1234780_1	20	14	20	17	23
1234780_2	20	14	20	17	23
259884	36	23	10	10	32
1413043	23	19	15	11	14
2490412	20	18	10	17	24
2622441	20	12	15	16	21
2060116	18	12	12	16	22
1200843	31	24	19	12	28
2121327	38	24	19	13	38
2144577	21	13	24	23	35
792514	19	20	20	16	31
2105700	22	15	20	19	18
932506_1	22	9	18	24	50
932506_2	22	9	18	24	50
1490402	17	20	14	16	16
810257_1	22	21	13	19	11
810257_2	22	21	13	19	11
46117	29	12	15	23	44
1663076	32	21	27	27	24
2234183	20	15	13	10	16
2163620	17	10	23	18	57
751728_1	24	22	17	21	42
751728_2	24	22	17	21	42
1948784	23	13	13	20	14
2020174	17	17	18	14	34
685761	17	15	26	12	35
2814748	27	12	14	25	31
1895490	18	23	29	30	67
332713_1	21	15	37	21	42
332713_2	21	15	37	21	42
140618	37	22	11	15	42
2675492	22	16	13	18	24
2802868	18	20	25	9	29
685427	13	14	12	16	13
2169986	16	14	35	18	54
1242507_1	18	13	10	18	29
1242507_2	18	13	10	18	29
382194	26	20	12	15	18
2576569	31	17	22	19	23
2104235	16	16	30	34	60
1520634	33	20	14	17	60
1704401	30	20	21	15	48
2175256_1	34	25	27	19	24
2175256_2	34	25	27	19	24
1662727	18	17	23	31	40
2798968	24	18	29	16	55
2337257	27	12	14	18	35
1001013	34	11	9	10	27
143116	21	16	30	21	33
1555265	18	20	23	31	52
2021726	34	19	21	26	55
1457092	27	17	9	17	15
1293704	18	11	28	22	47
2115704	17	9	17	13	34
789527	20	16	13	17	13
2182371	22	11	14	19	20
1972197	31	9	22	15	28
343955	30	25	18	20	50
264132_1	28	23	19	12	34
264132_2	28	23	19	12	34
482798	17	18	13	14	15
1695489	20	11	26	27	38
524204	33	22	17	18	38
2915769	14	10	21	16	35
307174	30	19	11	20	14
875179	19	21	22	14	41
211650_1	24	14	29	21	48
211650_2	24	14	29	21	48
1576609	38	23	13	14	25
1264831	26	15	15	10	35
1570920	29	15	15	16	19
2692495	28	9	15	21	16
518941	34	17	18	14	30
1698594	28	15	20	23	31
2071700	29	15	17	27	27
1062689	14	12	34	30	48
2667951	13	11	19	16	28
730616	34	24	23	13	31
210734	18	20	38	27	49
1298339	28	15	9	12	15
702156	15	19	9	11	18
70472	15	13	12	20	42
1701373	24	14	9	18	22
1491925	18	10	21	10	16
2021963	17	13	28	27	46
2341245	23	20	16	17	25
283480	28	25	22	13	35
1287145	13	14	24	23	25
1163634	17	11	10	14	33
1831344	26	17	23	23	31
1420800	20	11	11	21	24
369844	17	19	15	18	18
1302994	36	17	21	20	28
1636991	10	9	22	31	52
583146	19	16	15	12	19
1217737	11	11	15	16	28
1230983	23	19	19	20	30
2223450	29	15	20	22	33
341591	25	26	28	30	58
1318775	22	18	24	17	34
2329830_1	26	17	20	20	48
2329830_2	26	17	20	20	48
1148633	37	14	15	13	31
712424	33	13	11	16	39
1067809_1	12	17	19	25	34
1067809_2	12	17	19	25	34
811803	34	16	35	27	65
1660044	36	14	10	12	30
2149479_1	31	26	10	9	13
2149479_2	31	26	10	9	13
2792018	23	22	24	12	42
116114	18	14	9	12	31
486417	32	21	17	14	21
2196777_1	31	23	34	29	60
2196777_2	31	23	34	29	60
1018390_1	18	13	18	20	18
1018390_2	18	13	18	20	18
2758224	25	11	22	19	34
2719461	19	21	16	24	37
1122609	32	24	16	14	41
2288299_1	19	20	22	15	24
2288299_2	19	20	22	15	24
256125	11	15	28	28	59
2181637_1	18	22	9	10	12
2181637_2	18	22	9	10	12
1765097	22	18	17	24	32
2062414	34	14	10	12	32
836887	21	13	21	31	58
1758482	17	9	31	26	47
2350718	25	26	26	14	35
645432	27	20	23	10	48
1172725	19	12	19	18	12
383841	19	13	22	15	37
267261_1	18	11	11	13	15
267261_2	18	11	11	13	15
2845712	29	14	13	18	21
1012826	19	11	24	28	28
1780885	16	19	15	25	39
2860268	26	18	16	16	42
812995	21	10	24	22	27
2439529	15	10	22	11	37
984703	22	14	20	19	37
1182354	17	15	18	15	41
2879561	29	24	31	30	63
318111_1	19	14	23	16	32
318111_2	19	14	23	16	32
1163653	29	21	14	14	26
1278681	19	17	28	33	44
2337529	19	12	10	13	11
1972949	16	10	30	13	33
1835663	27	10	14	15	17
1040247	28	17	16	13	26
2773459	17	12	17	22	17
395285	21	25	12	22	50
595770_1	22	15	22	27	38
595770_2	22	15	22	27	38
595770_3	22	15	22	27	38
2710740	11	12	19	20	47
1927708	25	10	14	17	23
1562641	18	9	29	30	42
2584214	37	24	16	15	28
118719	20	10	13	16	17
2411502	21	16	27	20	49
2208237	18	13	12	23	43
1058160	18	15	14	13	22
698347	16	10	22	15	26
2460456	19	18	17	24	47
17831	12	12	21	24	33
2503893	15	10	9	16	22
259925	20	17	26	19	46
292741	22	9	16	13	23
909706_1	22	12	11	10	24
909706_2	22	12	11	10	24
1332136	17	14	23	19	58
814030	17	10	20	28	47
1837714	10	9	29	32	61
2079513	29	20	18	9	14
2587790	25	15	17	17	22
2211797	17	9	28	14	37
1745728	11	19	14	23	17
870737	24	12	29	26	45
2669234	16	13	26	22	34
1546613	15	19	27	23	28
2159640	27	13	29	32	53
731437	14	14	25	20	36
537959_1	27	18	19	16	30
537959_2	27	18	19	16	30
2156096	18	9	22	26	43
1859637	18	14	10	14	15
1473563	20	14	12	13	13
1367479	16	12	24	30	31
2150664	27	21	21	21	34
1569664	31	12	15	20	17
1440429_1	19	23	12	22	33
1440429_2	19	23	12	22	33
1698021	30	21	17	19	48
978124	21	12	18	27	42
2232689	32	20	14	9	16
1686168_1	22	23	22	17	29
1686168_2	22	23	22	17	29
2667300	21	14	18	13	24
2171243	23	9	12	14	31
363729	35	26	14	20	43
1436791	32	18	21	21	30
366762	17	14	20	16	42
2845014	25	10	23	17	40
431007	24	27	23	27	48
470784	24	18	20	17	20
857531	26	14	12	14	45
325144	38	21	20	20	43
2575146	24	18	31	29	45
2358270	32	15	19	12	42
1576576	23	15	13	20	13
1329913	32	23	17	16	26
732517_1	37	25	13	18	24
732517_2	37	25	13	18	24
732517_3	37	25	13	18	24
2155810	13	14	18	13	34
2849265	16	12	15	18	18
982566_1	27	13	10	26	9
982566_2	27	13	10	26	9
2766521_1	17	19	14	11	27
2766521_2	17	19	14	11	27
2218926	15	14	18	16	21
1970774	23	13	16	17	26
1969997	15	20	20	22	37
478375	20	11	14	16	39
1967736	38	23	21	14	29
2781376	17	17	16	18	13
1331853	22	9	18	26	56
1200621	19	12	18	27	46
1717040	29	15	13	9	21
425831	17	20	24	15	49
1554009	38	20	17	12	38
528983	27	11	32	21	50
1476853	17	18	22	18	51
1292179	26	11	27	18	35
1162652	25	14	19	12	44
2143587	19	9	12	18	28
1687950	24	13	21	34	41
2734984_1	29	23	23	20	38
2734984_2	29	23	23	20	38
21795	18	16	19	26	53
803283	36	27	19	23	24
1246481	36	13	26	29	49
2161125	13	9	21	25	34
2602913	22	11	11	16	43
833787	16	15	11	17	26
2448386	11	12	28	16	50
2464325	33	10	17	12	29
