TARA_146	TARA_147	TARA_150	TARA_80
6029838	59	28	14	10
958926	51	27	10	15
2935512	54	23	10	9
3106918	58	28	14	14
1458458	55	22	13	10
200620	62	27	13	9
5773175	54	17	11	9
1812808	56	27	10	12
5002299	51	21	16	9
2042081	55	26	13	17
2666659	51	21	12	16
4865693	47	24	14	13
2395572	46	18	10	10
1639756	53	30	9	11
538685	59	26	14	12
4917245	52	24	14	14
2518593	56	20	11	12
355913	45	28	12	16
2349458	56	27	14	9
1638393	62	24	16	13
201602	53	26	9	17
5082246	56	26	12	9
379368	46	23	9	12
3404520	60	24	14	12
1710763	54	26	13	10
4104711	57	26	10	10
6057435	47	27	13	15
5002288	52	25	11	11
215103	47	29	9	14
3223185	55	20	10	9
2777128	50	24	11	9
3223544	48	25	10	10
6003824	54	20	10	15
1760567	57	17	11	13
1307760	49	19	9	15
4764645	45	25	14	12
1862535	53	20	14	9
2249890	60	21	11	16
3629216	61	19	9	16
2743253	60	28	11	11
1127899	55	18	12	11
1454158	53	22	11	12
86584	55	18	11	14
4441886	48	26	12	10
4759599	51	17	15	13
6395796	48	30	13	10
3866613	53	19	9	16
308643	49	21	11	12
5773729	56	20	10	17
562726	48	20	10	14
5247168	48	23	13	12
4886030	56	20	9	14
1186717	49	23	13	16
986279	63	28	10	9
60858	62	26	13	9
4489011	54	21	11	12
940124	61	27	15	13
2739456	55	24	14	10
3179629	58	24	16	11
5762258	54	18	10	12
666735	59	26	9	13
2395890	54	24	14	17
2636910	56	31	9	12
2731333	53	23	10	13
5386755	56	30	14	9
5572116	56	22	14	12
335317	58	21	11	11
5415637	48	26	13	17
4261826	53	20	10	13
93857	50	23	14	15
5457057	50	30	9	11
2093180	50	18	14	15
4289897	55	24	11	13
1521169	50	21	9	10
3223591	52	23	12	15
338091	55	29	11	15
6251144	54	24	13	13
3826306	51	19	12	9
926911	50	22	15	16
5596525	49	19	16	13
2269166	61	27	12	12
1314549	58	18	12	14
4670702	58	19	10	13
1513662	48	21	10	12
896061	55	23	14	13
2777421	59	23	9	11
2787381	52	20	10	12
2042769	53	30	14	12
3350932	51	24	15	12
2117490	50	22	16	13
6192929	57	17	11	12
4745046	59	28	12	15
87916	59	20	13	11
5533774	53	30	13	16
2795225	54	26	12	15
3041097	61	22	10	12
552661	50	26	12	13
4282261	50	24	11	10
133493	62	18	11	11
1404229	50	24	11	14
4456764	54	27	14	12
5570018	59	21	10	9
5071810	52	27	11	14
6494603	48	23	16	16
5007870	55	29	13	17
49646	59	21	15	10
3290812	51	30	11	9
1010309_1	61	28	11	14
1010309_2	61	28	11	14
4091913	57	19	16	13
5577444	52	27	11	17
1158295	45	17	10	11
2309215	46	26	9	16
2018308	55	21	11	11
1503310	50	26	13	12
660852	50	19	12	12
5299253	49	22	10	10
2464539	49	25	9	14
2768566	52	18	12	10
498461	45	27	11	13
6237894	50	19	11	16
609704	45	28	10	13
4644455	52	20	12	13
3526920	46	22	10	15
4545205	51	25	15	17
1848816	61	25	14	13
6265353	54	21	11	15
5477505	55	25	12	9
6591194	50	23	12	13
2220353	48	21	13	14
2146051	56	19	14	11
1135160_1	55	26	16	9
1135160_2	55	26	16	9
2166479	58	26	9	9
1686883	48	17	14	12
