TARA_82	TARA_83	TARA_84	TARA_85
6230804	35	13	17	10
5989488	58	16	27	12
4240338	58	17	22	21
2102223	45	15	21	18
314765	37	16	25	15
4911241	64	20	15	14
1740403	37	12	28	11
3449094	91	19	29	17
4741526_1	52	14	26	13
4741526_2	52	14	26	13
4741526_3	52	14	26	13
1830547	63	18	20	14
4049188	63	16	38	22
3335011	36	14	27	12
4033546	67	15	15	18
1183524_1	48	16	22	25
1183524_2	48	16	22	25
1247484_1	43	12	30	15
1247484_2	43	12	30	15
1247484_3	43	12	30	15
6632723	54	14	26	11
1154325	69	18	22	10
2285424	79	21	27	19
6183608	80	22	32	15
3999153	67	11	26	19
6100219	63	14	37	13
5625951	45	16	26	23
5154256	59	13	20	17
5282598	72	21	21	23
3499595	35	12	27	14
1683166	66	21	20	13
6608688_1	37	13	22	19
6608688_2	37	13	22	19
5510279	41	10	16	13
577801	44	18	28	16
4383206	56	20	28	11
2318515	65	21	35	23
2845051	47	9	16	10
4495285	47	9	17	13
3832734	66	19	31	16
2581030	41	16	20	19
5880104	37	13	27	15
4207066	66	16	37	16
5643148	43	14	17	10
3991462	74	18	26	12
1887330	57	18	26	16
1481000	56	16	18	12
1812855	71	18	21	10
7075829	60	12	24	22
4741329	62	17	25	16
1957487	44	15	20	19
3692901_1	47	10	21	11
3692901_2	47	10	21	11
4142381	56	13	23	14
2601756	58	14	29	21
6237332	32	9	24	15
2580228	55	18	33	11
5801866	67	18	37	15
991965	64	12	23	14
6035493	52	12	29	18
1786297_1	38	19	22	14
1786297_2	38	19	22	14
3575953	48	11	24	20
3427651_1	40	14	21	19
3427651_2	40	14	21	19
1614841	60	18	36	17
7124126	81	20	36	21
4659756	63	15	30	23
5772104	43	16	27	15
1758440	62	16	27	16
5419648	44	16	25	13
21778	70	11	35	16
6511877	57	12	39	18
575520	40	12	24	13
3934798	83	18	27	16
1907118	71	12	19	11
2458428	79	15	21	17
925341	34	14	18	21
6295195_1	32	11	24	10
6295195_2	32	11	24	10
5961058_1	57	15	35	12
5961058_2	57	15	35	12
3377843	61	20	32	12
2732061_1	46	20	32	23
2732061_2	46	20	32	23
