TARA_146	TARA_147	TARA_148	TARA_150	TARA_151
154725	9	68	9	31	16
1685188	15	73	9	29	27
291399	11	69	13	40	24
899254	10	39	10	30	18
973383	18	76	10	38	29
298335	11	81	11	35	30
1371182	17	62	9	27	28
2437193_1	18	83	14	48	38
2437193_2	18	83	14	48	38
1099324	13	72	10	34	28
310843	11	45	10	18	13
259999	12	76	13	37	25
1426663_1	14	69	12	41	22
1426663_2	14	69	12	41	22
56556	14	54	13	28	34
2930813	15	67	9	36	29
519249	13	44	15	29	29
1359770_1	18	81	9	48	32
1359770_2	18	81	9	48	32
2724027	13	56	11	23	27
263374	16	55	13	26	20
2421484	14	65	9	36	22
1870471	15	88	10	36	40
1790813	12	35	9	30	15
1686521	11	48	12	24	18
2168040	10	51	11	27	19
1129303_1	14	63	14	30	36
1129303_2	14	63	14	30	36
1129303_3	14	63	14	30	36
2599225	11	54	9	37	23
1481687	23	91	9	40	28
1993434	14	77	15	34	22
1107737_1	9	42	12	33	24
1107737_2	9	42	12	33	24
869064	22	71	17	46	30
2011549_1	11	55	10	46	25
2011549_2	11	55	10	46	25
67789	17	79	9	30	25
832201	13	43	13	20	12
2844561_1	11	58	15	24	20
2844561_2	11	58	15	24	20
1194558	11	86	13	42	25
656609	14	65	14	41	27
1729748	14	55	14	16	22
1543059	12	71	10	18	18
2623633	13	48	17	16	21
2254978	14	39	11	26	28
801026_1	25	56	15	44	33
801026_2	25	56	15	44	33
996756	18	63	14	46	39
2365593	9	46	21	24	24
2340386	11	67	11	26	11
608797	11	33	11	29	34
177867	15	66	11	52	29
2102783	11	42	9	24	12
412799	25	85	19	47	28
2408637	9	72	9	41	26
478247	21	89	21	37	13
1166319	10	79	13	40	16
1920706	16	98	11	29	30
977288	16	52	18	36	21
1430746_1	19	74	18	52	30
1430746_2	19	74	18	52	30
1430746_3	19	74	18	52	30
978188	14	88	13	38	38
2233105	11	55	11	17	29
2256608	19	67	20	43	35
1909611	13	41	10	33	32
2327358	11	57	11	16	29
2481770	12	98	11	42	41
1824731	12	69	9	26	22
1905288	19	46	14	27	27
1231504	10	54	9	23	19
1195423	15	65	13	29	29
2601054	19	76	13	48	31
275434	20	43	14	25	27
49060	23	96	17	53	22
2102983	25	83	9	38	19
1446012	16	63	10	36	27
1365130	17	84	19	44	27
2666778	10	50	17	26	20
2599916	14	53	11	34	26
2801952	12	65	9	40	24
2230202	12	33	15	22	23
1941600	25	88	12	31	24
2220667	11	33	14	36	21
1596893	11	47	9	38	25
671070_1	9	76	13	34	24
671070_2	9	76	13	34	24
2750212	13	33	14	35	26
1426709	11	43	11	21	14
