TARA_145	TARA_152	TARA_30	TARA_66
981858	0	0	0	1
917275_1	0	0	0	1
917275_2	0	0	0	1
855408_1	1	1	1	0
855408_2	1	1	1	0
855408_3	1	1	1	0
834654	0	0	0	1
824436	0	0	0	1
719537	1	1	1	0
7117275	0	0	0	1
7097857	1	1	1	0
7094526_1	1	1	1	0
7094526_2	1	1	1	0
7089292_1	0	0	0	1
7089292_2	0	0	0	1
7082204	1	1	1	0
704547	1	1	1	0
7020924	0	0	0	1
7008633	1	1	1	0
6974214	1	1	1	0
6933553_1	1	1	1	0
6933553_2	1	1	1	0
6788319	0	0	0	1
6774763	1	1	1	0
6762462_1	0	0	0	1
6762462_2	0	0	0	1
6762462_3	0	0	0	1
6710252	0	0	0	1
6701335	0	0	0	1
6660568	1	1	1	0
6659995	1	1	1	0
659070	1	1	1	0
6456169	0	0	0	1
6234795	1	1	1	0
6184406_1	1	1	1	0
6184406_2	1	1	1	0
6160512_1	0	0	0	1
6160512_2	0	0	0	1
6138595	0	0	0	1
6134189	0	0	0	1
6134128	1	1	1	0
5990207	0	0	0	1
580534	1	1	1	0
580229	0	0	0	1
5679387_1	1	1	1	0
5679387_2	1	1	1	0
5655225	0	0	0	1
5650817	0	0	0	1
5621642	1	1	1	0
5602666	1	1	1	0
5371617	0	0	0	1
5366809	0	0	0	1
5361051	1	1	1	0
5349484	1	1	1	0
5305026_1	1	1	1	0
5305026_2	1	1	1	0
5296870_1	1	1	1	0
5296870_2	1	1	1	0
5214685	0	0	0	1
5202564	0	0	0	1
5134653	1	1	1	0
5115780	0	0	0	1
5083047	1	1	1	0
506329	1	1	1	0
5061834	1	1	1	0
5018843_1	0	0	0	1
5018843_2	0	0	0	1
4961543	0	0	0	1
4921675_1	0	0	0	1
4921675_2	0	0	0	1
4919247	0	0	0	1
4881828	0	0	0	1
4803954	1	1	1	0
4798336_1	1	1	1	0
4798336_2	1	1	1	0
4798336_3	1	1	1	0
4621051	0	0	0	1
4573980	1	1	1	0
4531569_1	1	1	1	0
4531569_2	1	1	1	0
4531569_3	1	1	1	0
4482092	1	1	1	0
4454474	1	1	1	0
4297482	0	0	0	1
4045542	1	1	1	0
4029843	0	0	0	1
4011013	1	1	1	0
3999194_1	0	0	0	1
3999194_2	0	0	0	1
3983129	0	0	0	1
3885005	1	1	1	0
3816005_1	0	0	0	1
3816005_2	0	0	0	1
3776974	1	1	1	0
3689321	1	1	1	0
3672861	1	1	1	0
3579889	1	1	1	0
3551081	1	1	1	0
3525541_1	1	1	1	0
3525541_2	1	1	1	0
3511483	0	0	0	1
3474416_1	0	0	0	1
3474416_2	0	0	0	1
3462476	1	1	1	0
3307396	0	0	0	1
3298584	1	1	1	0
3273382_1	1	1	1	0
3273382_2	1	1	1	0
3273382_3	1	1	1	0
3247642	0	0	0	1
3146120_1	0	0	0	1
3146120_2	0	0	0	1
3096600	1	1	1	0
2976638	0	0	0	1
2948238	0	0	0	1
2915717	0	0	0	1
2847934	1	1	1	0
2780014	1	1	1	1
2752047	1	1	1	0
2731680	0	0	0	1
2677423	1	1	1	0
2555629_1	0	0	0	1
2555629_2	0	0	0	1
2525645_1	1	1	1	0
2525645_2	1	1	1	0
2519265	0	0	0	1
2418110	1	1	1	0
2371871	0	0	0	1
2244275	1	1	1	0
2236292_1	0	0	0	1
2236292_2	0	0	0	1
2130548_1	0	0	0	1
2130548_2	0	0	0	1
2053094	1	1	1	0
1976858	0	0	0	1
1970362_1	1	1	1	0
1970362_2	1	1	1	0
1966114	1	1	1	0
1921538	0	0	0	1
1707768_1	0	0	0	1
1707768_2	0	0	0	1
1707768_3	0	0	0	1
1667133	0	0	0	1
1638389	1	1	1	0
1366987	0	0	0	1
130451	0	0	0	1
1248403	0	0	0	1
1221145_1	0	0	0	1
1221145_2	0	0	0	1
1118303	0	0	0	1
1102803	0	0	0	1
4990838	1	1	1	0
6720571	1	1	1	0
1263350	1	1	1	0
1078351_1	0	0	0	1
1078351_2	0	0	0	1
