TARA_72	TARA_142	TARA_143	TARA_144
1451819	112	20	71	15
237166	133	27	57	17
1238434	100	23	52	16
1442846	122	18	66	15
232429	114	16	58	16
2343748	102	17	42	13
5563344	115	19	55	12
5476155	109	24	62	16
3326296	85	22	55	10
2604178	113	25	47	13
5355707	90	23	65	10
6058169	94	15	43	10
6538989	94	19	67	14
5142770	101	23	55	12
1433640	113	18	72	15
5760475	95	22	60	11
3132220	109	20	69	11
2719423	86	17	54	10
6816971	86	16	46	15
1335960	91	23	60	19
6357429	111	24	70	12
4861266_1	98	21	54	18
4861266_2	98	21	54	18
1224200	88	15	47	13
670503	105	12	58	10
5961568	87	13	43	13
770885	93	19	65	18
862635	127	15	55	13
5546493	112	23	66	15
6166300	102	17	57	19
6057298	106	21	62	10
5511213	87	25	62	12
6568770	112	21	64	18
4243273	113	20	48	11
1128104	104	29	63	13
1505864	108	28	64	15
6078606	108	17	68	19
2937412	85	18	63	17
5982315	120	18	60	11
3215114	132	19	62	9
5852260	116	19	60	12
6194259	113	18	56	16
3349551	103	19	69	10
2719569	120	22	72	19
136629	111	22	46	11
2105544	114	22	61	14
1432807	99	19	64	12
7110778	87	23	64	14
736492	100	24	52	10
1513092	91	20	62	18
3032985	108	21	73	10
357205	91	12	46	13
6782907	119	19	61	11
6165315	109	15	57	12
486543_1	113	23	54	15
486543_2	113	23	54	15
486543_3	113	23	54	15
7105282	114	19	71	13
579603	113	14	61	11
1798463	102	12	68	15
7095018	98	18	69	9
4994953	92	20	42	11
1580381	94	23	59	17
3315883_1	122	16	76	11
3315883_2	122	16	76	11
6816544	113	20	50	13
3444788	118	21	69	16
2656661	92	21	53	12
5926960	113	27	68	14
1411693	100	27	61	17
5635959	92	22	52	18
663108	119	18	63	17
6290428	110	20	45	13
6508	117	19	70	11
820651_1	91	26	46	13
820651_2	91	26	46	13
690141	107	26	68	15
25819	114	23	69	15
7909	101	21	52	13
328121	122	23	52	17
5589993	92	22	60	14
6337114	117	21	74	16
6429870	112	15	54	14
5426779	116	15	58	15
4623949	93	16	43	13
1373765	125	23	65	13
3297484	91	23	68	14
5358222	91	17	46	11
3915474	113	28	62	9
2135537	107	18	43	12
940151	95	13	57	14
3004700	121	27	65	14
3802283	130	14	66	11
2387587	123	24	71	10
2504289_1	116	17	48	13
2504289_2	116	17	48	13
6058856	100	15	53	13
6279914	86	18	51	9
3431165	122	23	70	15
285041	99	21	52	17
5822887	103	21	68	10
3853995	98	26	65	14
1640477	110	17	54	12
4552192_1	93	22	48	13
4552192_2	93	22	48	13
3044039	91	18	57	11
3766590	96	21	61	15
4865680	110	16	62	15
4820786_1	93	17	58	14
4820786_2	93	17	58	14
4704003	130	22	66	10
6440217	109	26	56	13
1586340	107	22	70	12
3852642	111	21	63	13
4750072	88	18	60	14
1050275	110	25	55	17
5202048	111	22	78	18
3507991	102	21	54	9
1768231	134	15	59	15
199709	89	21	50	11
914386	116	19	48	13
5854309	97	15	47	11
959395	107	22	65	11
100676	123	23	74	14
2275940	111	17	55	9
6623808	98	19	47	15
5807441	100	24	61	16
5935867	110	20	58	15
4942222	112	26	56	15
1627232	114	20	61	12
524669_1	109	25	65	14
524669_2	109	25	65	14
1395158	108	28	58	11
2636498	104	24	48	9
206564	116	18	54	14
2391552	110	21	54	14
6195304	128	19	51	17
355313	105	20	58	13
5061441	117	28	67	11
6038744	106	26	69	18
6258844	96	26	69	16
5215632	116	17	54	17
502133	129	21	55	18
569405_1	94	23	58	19
569405_2	94	23	58	19
1221729	91	21	52	9
6950605	117	19	57	15
6268668_1	125	23	60	13
6268668_2	125	23	60	13
4698953	115	17	78	19
6866007	94	18	42	18
3366761	110	23	57	13
5790441	106	19	74	10
5869062	114	29	68	15
2028110_1	105	18	57	18
2028110_2	105	18	57	18
1522517	90	24	46	12
2087600	112	23	66	16
5442093	120	18	64	13
5116136	84	20	47	13
5093857	110	15	58	15
315488	122	23	62	13
374726_1	84	22	55	14
374726_2	84	22	55	14
4430821	91	23	53	9
6216090	109	29	71	12
6711656	95	27	61	15
3861569	112	28	75	16
341380	90	15	57	10
3063793	114	21	57	16
5178715	97	19	56	10
3509403	100	29	63	16
4302616	103	29	56	14
5727061	111	28	61	16
6811149	103	26	60	18
1954862	110	30	64	14
5066311	133	21	70	9
414593	103	23	46	10
5229084_1	112	21	69	12
5229084_2	112	21	69	12
1218302	129	16	61	9
2924295	112	29	50	12
568817	92	13	52	13
2413332	116	22	70	9
893698	102	17	46	9
3378047_1	103	14	46	9
3378047_2	103	14	46	9
4098786	87	22	44	13
2429163	128	27	73	11
478362	120	24	63	16
2034535	104	18	71	19
3590478	107	25	52	11
2915609	89	14	48	18
4930837	113	26	58	10
5451610	89	23	56	11
1295064	97	15	51	9
5021020	96	20	55	15
1285341	94	15	49	13
245594	117	23	75	9
5742142	127	17	65	9
2947375	98	28	63	12
5852015	117	18	47	9
5593154	99	24	53	9
5097804	115	21	60	12
2915638	104	18	59	17
2179842	90	16	42	9
3339603	94	16	49	13
5093739	109	15	71	12
41862	115	23	50	14
3846860	96	19	64	10
2275355	115	23	63	17
1251610	109	19	61	14
2800777_1	116	16	67	11
2800777_2	116	16	67	11
6670753	93	23	46	12
6363466	110	23	53	13
5634151	109	17	66	12
4347189_1	89	21	44	13
4347189_2	89	21	44	13
2095866	89	18	49	12
4898794	107	22	59	11
2908501	100	25	52	13
5664324	126	21	75	10
5486859	105	29	60	16
2194579	121	17	70	17
2671290	85	15	50	9
5112896	93	27	61	15
1078196	112	26	73	9
411488	125	23	70	11
1937011	100	16	45	12
5546534	116	26	75	15
3672231	98	18	47	17
169481	120	21	61	13
3637881	93	20	59	14
2601519	126	25	50	13
3105495	116	17	70	13
5769822_1	92	15	62	17
5769822_2	92	15	62	17
3548700	106	13	60	12
2714223	108	19	66	16
2053876	115	16	67	17
1226553	94	18	56	10
2699347	92	15	58	13
214042	115	15	64	15
3228862	107	24	63	14
1290122	106	25	72	11
1217361	112	23	77	17
280744	112	22	70	14
2453052	98	18	56	10
6659978_1	97	17	51	13
6659978_2	97	17	51	13
6659978_3	97	17	51	13
6673408	102	21	52	17
5979062	101	16	60	13
5438781	103	18	53	9
2268273	125	20	60	13
5415030	100	17	51	17
723057	91	22	55	15
130589	125	25	67	15
2426174	130	23	70	17
3122326	117	14	55	11
6864778	87	23	52	16
3353411	113	20	53	15
820663_1	127	28	60	12
820663_2	127	28	60	12
35878	107	19	73	12
6204828	105	24	77	16
6345104	101	18	42	9
2219703	101	14	59	9
2481591_1	103	22	54	10
2481591_2	103	22	54	10
6336851	103	23	52	14
3785413	87	14	53	10
3655858	92	23	64	13
6685922	99	17	44	13
6044068	108	19	68	16
4800719_1	123	15	65	12
4800719_2	123	15	65	12
4800719_3	123	15	65	12
6976250	113	22	58	9
5044184_1	114	23	67	19
5044184_2	114	23	67	19
4338437	89	21	61	9
446664	108	25	48	15
3500260	107	18	51	12
6124045	129	17	54	9
5972688	115	27	59	16
1338728	118	25	61	18
5627598	94	26	49	12
672710	90	27	44	13
3612656	114	22	75	17
2881885	134	21	62	14
6669864	95	21	49	11
3732144	99	17	64	12
1802066	104	15	48	12
6701112	106	22	65	14
6338719	130	22	65	11
2895904	120	18	45	17
3146072	104	21	51	17
1861537	96	22	58	12
3571031	107	19	65	16
1329813	122	18	67	15
4223605	92	14	58	12
3019902	105	15	73	15
2763886	131	23	67	15
2944135	129	25	68	13
6194754	101	20	69	13
7077051	110	12	58	15
6562584	114	23	64	14
665984	115	22	61	18
480927	108	20	56	15
2699028	125	21	76	11
4440724	91	19	51	16
4879556	97	17	49	11
820780	95	26	65	13
6979939	94	17	44	9
1629399	112	16	60	10
2507819	125	24	55	14
3475336	92	21	55	17
200362	88	14	57	11
2702093	89	12	44	11
1019557	120	25	67	12
2746552	95	20	67	13
6824	120	23	60	11
3392846	85	18	48	9
6252189	136	26	63	15
1109879	99	21	53	15
482691_1	127	25	68	10
482691_2	127	25	68	10
6800997	105	21	45	18
5060167	121	18	49	18
2831548	91	16	44	12
5273205	124	14	74	12
2877549_1	104	22	71	15
2877549_2	104	22	71	15
3987749	107	22	67	13
5809303	125	27	57	19
3982278	125	27	53	12
405762	112	16	56	11
2085507	108	20	51	12
5516606	123	20	52	11
1569902	88	21	56	11
5622020	132	28	57	10
3781993	116	25	71	15
2606244	120	27	50	14
4549451	105	20	72	11
5103196	112	23	72	13
3526116_1	103	18	52	12
3526116_2	103	18	52	12
2777869_1	120	24	75	11
2777869_2	120	24	75	11
2308496	107	27	46	12
4945660	91	15	52	12
2086293	99	27	59	12
718696	123	22	70	16
2003517	132	29	59	13
5425654	89	20	54	14
3801665	103	15	47	9
5133746	110	26	73	18
2950282	112	14	60	9
2132297	96	16	57	16
6264485	119	23	63	9
