TARA_142	TARA_146	TARA_147	TARA_18	TARA_80
742076_1	47	11	31	16	16
742076_2	47	11	31	16	16
62306_1	37	14	16	9	14
62306_2	37	14	16	9	14
5613450	49	9	18	15	11
4988592	53	10	24	18	11
3634757_1	45	14	33	12	18
3634757_2	45	14	33	12	18
310299_1	38	9	29	9	12
310299_2	38	9	29	9	12
2220731	41	10	28	9	13
2109824	55	15	31	13	14
2834694	47	11	32	14	17
1089342	40	9	26	17	13
5832293_1	55	13	32	14	18
5832293_2	55	13	32	14	18
5832293_3	55	13	32	14	18
21092	30	10	17	14	11
4936436_1	45	12	18	10	13
4936436_2	45	12	18	10	13
756878	46	10	19	14	12
6101446	30	10	17	12	12
670790	56	13	24	18	17
37884	36	12	31	19	11
5693618_1	55	10	19	16	13
5693618_2	55	10	19	16	13
5693618_3	55	10	19	16	13
4894452_1	40	14	28	15	11
4894452_2	40	14	28	15	11
718877	33	13	20	16	10
604_1	62	12	32	11	17
604_2	62	12	32	11	17
3384088	38	19	21	10	16
4967624_1	41	13	18	10	12
4967624_2	41	13	18	10	12
2020329	55	14	26	14	11
269066	53	9	21	11	9
970669	45	11	15	16	17
5063124	32	9	27	11	13
5322481	44	13	34	17	17
1994601	39	10	13	15	14
639763	47	10	31	12	16
830223	59	10	27	11	17
2297742	38	18	32	13	11
3480148	45	10	17	12	12
5989923	41	10	20	13	15
1083505	52	11	34	12	12
1113975	39	11	28	12	13
5941074	43	10	24	16	12
5113505	48	9	21	15	14
5193720	39	11	20	13	11
1788808	36	14	18	10	10
5180003	43	9	19	15	11
90472	33	11	19	15	10
2137386	29	14	23	9	12
5606970	52	15	29	15	16
3545064	48	11	28	15	16
350087_1	57	13	22	11	10
350087_2	57	13	22	11	10
2713037	32	17	15	10	11
75929	46	15	23	11	10
4996230	61	16	25	12	15
1058083	31	10	32	15	10
1281963	31	14	30	9	14
2252076	32	10	19	14	18
4003241	43	10	25	10	9
5105500	44	12	24	17	13
5635214	42	14	15	16	19
2796166	31	11	22	17	12
3905885	45	11	21	10	18
411988	36	13	21	10	20
135672	52	9	33	12	10
524339	37	9	29	13	19
5290335	46	9	20	13	13
2071413	59	12	20	11	9
1777085	58	11	21	14	13
2516866	34	16	30	12	9
881978	63	9	30	10	10
160276	45	12	33	10	16
1451520	30	10	16	10	9
5715108	31	14	14	16	15
1504736	49	16	29	10	12
3461650	40	17	19	9	10
1498127	38	9	19	11	14
1815274_1	44	11	23	12	10
1815274_2	44	11	23	12	10
2833411	51	9	19	10	10
1773381	40	9	19	11	11
1708808	60	15	31	9	10
4904308	35	14	18	15	15
2219406	38	19	24	18	9
25452	50	16	23	11	15
1155126	44	14	29	13	10
4517555	47	14	18	14	10
642415	44	18	35	14	16
463208	32	9	13	16	14
3970287_1	35	12	17	14	13
3970287_2	35	12	17	14	13
851708	43	9	21	9	14
1200335	57	14	20	14	14
5612813	39	10	14	10	14
804997	47	19	24	11	16
118591	31	9	16	11	9
4485414	54	19	23	10	11
99237	52	11	33	13	17
132959	39	10	28	12	11
466769	34	14	23	9	11
468058	33	10	25	9	13
1849763	54	12	28	15	17
1774424	49	19	31	14	9
138183	56	18	34	17	15
5958715	48	11	31	15	16
6566364	44	11	19	11	15
4346886	44	12	28	11	15
1124825	40	9	28	14	14
789577	55	9	26	12	11
822158	56	16	29	10	17
5470496	42	10	25	9	16
5186022	57	15	19	11	13
679903	51	10	23	11	18
103439	32	11	22	14	13
6010391	45	16	32	13	15
3648558	38	16	19	13	10
2489353	52	15	26	15	12
940759	33	11	19	15	14
791310	40	13	14	13	11
4960615	48	12	25	19	20
2741279	60	19	23	11	18
3738719	54	16	21	11	15
1859447	47	10	31	13	12
1139379	47	15	27	11	17
878233	48	14	24	9	14
111833	32	11	22	11	12
66945	49	12	17	16	13
807166	48	12	29	12	16
3893298	33	11	15	17	14
744349_1	48	12	32	12	13
744349_2	48	12	32	12	13
2001208	42	13	23	9	19
4329365	39	17	31	18	12
1000750	49	15	33	16	15
2162805	62	13	27	10	9
639520	39	11	19	14	9
410250	49	13	18	11	11
4010545	49	13	21	9	15
651423	46	17	20	10	10
4935960	50	16	31	12	17
6004756	32	13	19	13	11
5118590	46	15	18	10	10
5357176	56	11	24	15	12
573803	56	10	23	12	18
369080	53	14	18	18	16
3286536	52	9	21	14	18
1540851	56	15	16	16	14
5154093	63	9	31	11	11
4952338	48	9	30	13	16
133125	44	9	31	11	11
5853291	45	13	17	11	14
3475921	48	15	20	13	13
2044966	45	9	14	13	12
1486951_1	36	12	24	11	13
1486951_2	36	12	24	11	13
1486951_3	36	12	24	11	13
1313939	47	13	18	10	16
103582	42	10	28	16	15
4984940	44	11	28	17	17
105633	45	10	23	10	12
3635136	60	10	31	12	9
131709	42	9	27	16	15
285305	44	12	14	12	16
326230	49	16	27	15	9
5235293	62	13	33	13	13
1568398	49	11	18	9	12
349878	48	12	24	10	15
798806	41	11	18	10	15
1150324	31	12	31	14	13
85591	47	14	19	11	10
1330146	42	10	26	10	12
908337	41	14	20	10	10
4060437	31	13	22	13	9
268455	52	14	30	11	9
3892032	46	16	27	13	17
4913526	62	9	31	11	11
3528133	59	18	22	13	10
2258652	46	11	30	11	11
298512	45	17	29	9	14
1767106	42	9	27	11	13
55929	40	14	22	18	11
96186	40	9	24	10	18
2122423	49	11	30	11	19
2507009	51	11	33	14	19
5714710	32	10	19	10	12
2099245	47	14	34	12	11
2002752	48	13	22	11	9
1231597	44	11	29	11	9
5780155	53	11	26	12	12
4588491	57	10	24	11	20
626651	34	9	25	10	17
806819	38	15	31	13	14
387385	35	13	22	13	14
4921483	37	14	20	11	9
2616353	62	11	29	13	12
6490837	53	12	28	14	16
5798256	50	15	23	12	10
5179868_1	63	11	28	13	9
5179868_2	63	11	28	13	9
5179868_3	63	11	28	13	9
3132992	54	12	28	10	12
5803339	60	17	30	13	13
36461	32	10	27	13	11
2375417	50	18	23	12	16
1531207	31	11	32	9	9
17584	61	10	30	12	14
5191723_1	42	9	32	10	16
5191723_2	42	9	32	10	16
5677289	51	17	25	12	18
481803	49	9	27	9	9
703352	50	16	26	16	15
5623221	40	9	16	16	11
1270945	44	12	25	14	12
37111	49	16	22	15	15
797229	55	16	28	14	10
367272	59	10	21	14	12
299325	55	9	28	12	13
1030723	57	10	23	15	20
4938856	54	13	24	9	15
69471	59	13	29	12	12
2961286	56	10	27	10	20
135948	56	19	30	9	9
941023	57	15	15	11	9
1533760	61	17	22	10	16
4992847	57	11	28	13	14
2911529	34	9	31	11	11
1850986	52	18	22	11	17
1900236	57	15	24	9	19
1229885	49	17	21	17	10
1225026	56	10	23	9	16
5139517	45	10	32	11	10
2009800	43	13	25	10	14
2211869	51	15	25	17	9
1479471	32	13	21	14	12
4899828	60	13	28	11	12
5788269	42	10	26	16	9
4942269	48	12	24	11	11
5222326	48	11	18	10	13
5437910	55	15	29	13	11
4195133	50	14	22	16	9
799812	52	9	31	14	10
2642250	56	9	24	9	14
3965929	62	9	21	10	13
2259912	55	13	21	15	12
64425_1	62	12	21	12	16
64425_2	62	12	21	12	16
338098	54	13	28	11	15
314597	55	10	18	17	15
677819	53	11	14	9	12
266792	44	10	30	16	18
5800951	43	10	33	12	14
3904417	50	12	23	12	11
