TARA_147	TARA_149	TARA_150	TARA_20
941017	68	58	47	14
853669	68	53	43	19
1288182	44	46	75	12
4981029	52	48	60	21
845937	52	37	37	12
2716933	49	44	67	14
3745942_1	59	66	61	16
3745942_2	59	66	61	16
2434002	48	57	73	21
6079378	56	55	57	11
3630978	55	68	62	10
3465123	44	45	40	9
3753491	65	45	44	11
4885503	47	54	52	11
3915936	43	60	48	13
6380305	45	37	46	11
4278756	75	58	54	15
237190	54	37	42	14
1625776	54	60	48	12
2857477	76	63	69	11
6475434	54	45	43	13
4701170	56	68	64	18
714418	55	48	46	13
2202413_1	59	46	54	10
2202413_2	59	46	54	10
3446748	61	49	58	22
294533_1	60	73	56	12
294533_2	60	73	56	12
3026623	65	58	57	17
4281810	67	66	44	15
2955769	66	59	43	12
2602325	62	46	49	12
1615261	54	47	42	9
4852493	67	68	46	13
2198419	55	42	66	14
2665980	58	52	64	14
5403205	61	48	47	16
97747	45	40	56	21
1301528	67	59	54	12
868022	55	42	39	16
3450839	61	46	37	9
3523679	52	38	45	10
632445	53	43	38	12
6450199	62	64	45	11
1996535_1	63	42	60	14
1996535_2	63	42	60	14
2853648	43	35	44	9
2675603	39	43	41	13
1091019	51	45	49	10
739734	62	64	71	12
724377	59	71	65	19
6180503	60	70	42	9
2600561	60	51	46	11
1545038	51	54	49	13
454359	61	61	64	20
5564251	50	56	44	16
6959010	46	46	47	18
6119141	67	60	48	17
6717326	46	45	41	14
6811546	64	51	43	13
6774128	38	36	49	11
4430872_1	46	67	54	17
4430872_2	46	67	54	17
3255271	57	55	57	12
5316922	49	37	44	19
719279	56	54	45	12
5363049	54	33	53	9
4384667	68	72	47	9
3504401	73	49	61	21
6819880	59	54	53	15
1375531	48	38	40	16
5870017	64	65	51	15
5012609	55	41	54	12
6982485	63	49	56	20
3329855	62	50	51	12
6946873	54	59	46	11
234900	54	44	55	19
1871152	68	59	43	12
2867557	58	64	57	17
6095199	44	42	60	11
3254012	53	62	51	15
2004806	54	49	53	15
1608323	50	61	47	12
5058348	56	36	39	11
4939035	61	60	51	9
346442	61	47	58	21
3121829	62	68	68	9
5668679	42	54	54	11
3235974	53	37	38	11
5447790	54	37	44	19
2725018	51	48	58	11
5715819	44	36	46	10
1191840	65	52	62	11
5480598	63	47	69	15
5452746_1	55	66	57	15
5452746_2	55	66	57	15
6974588	62	63	71	16
6815496	55	66	59	13
1843689	62	59	38	9
4832813	65	50	56	17
6084840	54	49	47	13
2087301	50	47	45	12
716097	51	55	51	12
2214549	77	56	46	18
5519373	41	50	43	16
5355905	50	49	51	10
5634335	67	63	72	9
2603677	43	52	38	15
6169626	56	49	54	14
5851695	47	38	45	15
4900617	63	55	63	14
7051226	54	52	55	14
5354928	43	45	41	10
1063008	74	62	58	13
3880910_1	64	65	52	16
3880910_2	64	65	52	16
3448509	42	45	52	16
824284	69	47	55	17
6462661_1	59	72	72	21
6462661_2	59	72	72	21
2924796	75	51	60	18
4213941	69	57	53	12
3837038	56	48	66	22
6727681	56	56	64	17
5348993	63	53	42	20
3660276	45	39	38	14
1161593	39	33	44	10
6596659_1	44	50	66	15
6596659_2	44	50	66	15
6372709	56	61	41	20
367112	70	58	55	22
3713150	48	58	66	13
398781	39	41	42	10
5862228	45	39	59	15
6749174	68	65	67	12
354516	71	48	55	10
6658562	56	59	42	12
