TARA_4	TARA_30	TARA_70	TARA_76	TARA_78
2001864	40	10	29	12	10
2908389	41	12	24	9	10
1556960	46	10	32	16	14
2593672	44	10	25	13	9
378771	49	12	37	15	15
2425864	47	11	29	9	10
1186647	40	14	39	10	10
1385041	42	15	29	15	9
1235560	35	11	26	15	9
1111043_1	40	9	26	10	11
1111043_2	40	9	26	10	11
422987	39	10	25	10	13
1734032	40	14	20	13	9
1189196	51	11	26	15	15
838160	41	10	30	10	14
2253325	44	12	20	13	11
1783426	55	14	38	10	9
186994	47	11	27	9	15
2488590	44	14	27	16	10
1746017	48	16	36	11	12
599565	40	10	25	11	11
2112862	47	15	30	9	12
2791012_1	44	11	29	11	12
2791012_2	44	11	29	11	12
947218	37	14	30	13	9
1122752	59	13	38	9	10
2266755	38	12	25	10	9
770742	41	14	31	10	14
847228_1	37	12	23	10	9
847228_2	37	12	23	10	9
534123	40	10	37	14	9
358957	41	10	36	12	14
78320	41	9	20	11	10
1393730	52	9	21	9	9
1152065_1	52	16	25	9	14
1152065_2	52	16	25	9	14
34543	41	12	33	13	12
606918	47	11	33	15	12
60217	42	11	25	11	12
642910	49	10	26	10	9
2199325	59	12	35	9	9
847998	55	12	33	11	14
870773	45	10	34	14	15
1297276	38	13	30	9	12
199411	34	11	31	14	9
290065	47	9	32	11	9
501533	60	9	31	15	9
1254062_1	44	9	25	12	9
1254062_2	44	9	25	12	9
1216820	49	12	32	9	13
1214413	53	12	35	10	11
2357837	46	14	25	10	10
1767704_1	39	10	27	12	12
1767704_2	39	10	27	12	12
701552	52	15	22	10	9
2889460_1	35	12	38	12	10
2889460_2	35	12	38	12	10
2853559	38	13	24	10	14
2553741	38	13	31	13	10
2848307	43	11	26	16	14
352439	44	11	36	11	9
1526077	45	13	30	14	9
1418892	59	10	31	11	9
204428	47	11	20	12	12
814033_1	57	14	29	9	12
814033_2	57	14	29	9	12
471493	50	10	32	13	11
1212595	53	12	32	11	9
1894287	44	15	30	11	12
2033331_1	54	11	22	15	10
2033331_2	54	11	22	15	10
422398	46	10	23	12	12
1906003_1	40	10	28	16	9
1906003_2	40	10	28	16	9
2346384	41	12	32	10	10
2581229	54	12	29	11	15
1555235	53	13	27	10	10
121723	57	11	39	9	12
877980	53	14	28	12	11
2275159	45	12	32	9	13
825882	51	14	35	10	10
526110	37	13	28	12	10
850702	50	11	29	11	11
413964	46	13	33	12	11
1293573	45	10	35	10	10
300461	52	9	30	12	14
2636840	45	12	28	9	9
1691503	33	9	39	12	10
226242	40	10	35	9	14
1521669	56	9	35	11	10
12093	43	13	26	10	11
2374769	46	14	26	9	9
469885	55	11	25	10	15
823766	56	10	29	12	10
988712_1	44	12	30	9	11
988712_2	44	12	30	9	11
531063	42	13	30	15	11
2884536	42	14	30	15	10
2512007	41	10	30	9	12
333742	53	10	37	12	10
1263704	41	13	39	10	9
915450	45	9	25	12	9
2311524_1	58	12	25	16	9
