TARA_7	TARA_11	TARA_22	TARA_23
4647675	74	11	85	65
4339113	45	12	97	30
372814	40	12	81	61
882124_1	38	12	96	35
882124_2	38	12	96	35
882124_3	38	12	96	35
3179638_1	77	15	92	34
3179638_2	77	15	92	34
3179638_3	77	15	92	34
5915012	56	11	90	54
4189750	49	12	93	54
678692	42	9	74	70
2828725	55	11	98	66
6062752	38	9	55	45
2513314	27	13	79	30
3576156	39	10	80	63
983278	75	14	91	44
5169399	28	13	66	26
765615	66	13	86	45
5228683	42	15	74	41
1192766	30	10	66	39
8124	56	13	91	63
5963188	53	11	59	36
14104	46	14	85	40
1827098	65	11	68	29
173878	55	10	47	31
185311	52	12	66	35
3465727	55	9	54	52
3370197_1	26	15	53	62
3370197_2	26	15	53	62
5960531_1	44	13	54	40
5960531_2	44	13	54	40
399545	46	13	84	57
2782698	32	10	46	64
2332966	24	9	78	47
2088603	67	13	69	41
6230578	63	10	91	42
3660613	79	10	74	44
3310096	32	17	74	63
4821409	71	10	85	40
2220884	64	11	83	39
384061	60	11	83	52
2808369	39	12	48	66
1809383	58	11	66	57
2479244	40	13	61	44
3696659	49	9	54	44
5191583	26	10	54	45
1389580	28	14	47	24
3698417	61	9	67	47
2148634	43	13	68	38
2942396	58	9	83	58
129230	49	11	90	77
4373676	53	14	91	40
3067765	68	9	67	42
3052762	40	14	69	78
4650996	60	10	98	56
4218405	61	12	85	50
96916	35	11	72	73
673024	39	14	96	45
1627870	38	10	43	42
2689029	61	11	71	30
6366332	75	9	61	50
5219947	26	11	85	56
3177287	60	11	64	45
5462171	33	11	57	51
5797542	62	11	95	61
5577726	60	13	87	71
5472240	35	9	65	50
6285988	47	10	68	32
3685587	60	9	76	59
2226013	64	11	64	44
4676169	39	15	43	35
1488780	39	12	84	26
124199	45	10	64	47
5960714	31	15	89	45
6200477	46	9	90	43
5783213	72	9	78	60
49686	49	11	63	78
3434780	34	11	61	39
2284332	57	10	71	37
6250158	51	9	82	42
3780111	41	17	95	53
3084855	49	9	92	50
6265041	50	10	65	68
1531432	39	12	50	42
975905	57	15	82	69
1108742	72	13	82	64
5738619	61	14	53	59
4587351	31	9	56	54
3217041	63	10	97	51
5685079	47	12	69	71
3624855	72	11	80	57
5147936	64	11	75	56
1820707	55	9	76	39
194203_1	53	10	87	68
194203_2	53	10	87	68
5840972	49	9	49	35
3725042	58	15	78	49
891834	56	10	61	47
3344073	47	11	91	78
2876439	30	10	66	46
4340651	73	10	68	25
4419769	69	10	74	69
301349	72	11	70	57
5021663	31	14	64	52
3215794	24	11	75	43
1871972	29	12	63	54
2697162	46	9	49	23
1449484	51	13	92	68
6101754	66	16	86	35
5705191	58	14	83	47
6258492	61	14	74	75
1485609	62	15	101	56
6623802	70	13	71	55
2199779	68	10	70	42
1193622	49	9	58	36
4855468	70	13	74	48
815196	52	14	98	59
2088270	50	11	81	51
4630407	50	13	79	59
6527285	57	10	83	38
4989968	53	12	84	26
4824862	41	10	96	57
2361625	38	10	43	34
322727_1	43	9	53	24
322727_2	43	9	53	24
4425866	71	11	70	57
5341464	57	9	65	69
3728373	26	10	47	33
1861285	67	13	86	56
1685287	39	17	79	24
2316058	46	12	72	57
2058492	42	12	81	65
3008023	64	9	65	43
3773123	50	14	48	29
4114738	72	14	93	37
2933441	35	14	50	44
669841	46	12	60	55
5532200	49	13	58	36
2843707	29	10	43	50
499707	51	9	51	43
388168	46	11	54	36
2474340	54	10	54	42
4189499	40	10	85	48
3379383	45	9	48	35
1873187	77	9	72	66
5944259	49	13	87	44
3179174	75	17	71	42
2344791	68	11	99	57
462938	59	14	60	39
886490	59	9	72	66
322796	37	14	62	23
622061	40	11	56	53
3180912	58	17	94	33
1039977	34	15	70	53
1073396	38	11	52	37
5848143	60	11	79	49
1881911	70	13	74	74
3808424	75	16	60	50
1352728	52	11	93	74
4862102	48	13	91	39
3391603	53	11	101	49
2005017	61	9	56	67
5737650	75	16	69	60
907434	76	15	74	64
3562642	56	17	65	42
2099324	74	16	89	48
1060929	36	15	59	58
5270648	80	11	74	52
5781833	33	10	78	32
5210448	38	9	56	58
1397261	30	11	88	42
1540867	60	10	72	72
4377037	66	14	72	47
1820519	45	12	57	22
4302537	57	9	53	37
4566677	62	16	100	29
831551	55	11	96	41
3248799	56	12	94	36
1652151	69	12	84	67
3172243	56	10	91	62
739227	48	9	69	52
5782142	41	11	74	77
2322177	41	10	68	61
384581_1	43	14	76	47
384581_2	43	14	76	47
4949062	34	13	61	26
3018784	59	10	65	53
5099714	30	10	56	31
5090538	58	9	53	45
1983140	50	14	66	46
3860556	47	11	72	54
3380647	61	10	59	55
4303532	54	11	73	40
4238020	48	10	71	32
4246133	66	11	46	25
5020171	47	11	51	49
4091004	61	11	73	46
2282497	65	14	80	37
2871501	42	13	59	61
5904022	62	12	73	44
2681359	43	13	94	39
2993820	52	10	51	55
2771940	42	12	76	52
6150241	43	11	64	41
5491908	49	10	63	52
29696	52	9	56	23
106787	24	10	52	53
4213350	23	9	50	48
1539523	61	9	59	53
5819015	79	10	76	64
202918	59	13	84	65
4616522	37	9	53	29
5638359	59	9	89	69
6242721	72	11	67	32
3636160	43	11	78	54
3261215	38	9	91	52
3577579	51	16	61	44
2565327	76	14	85	36
4959439	77	12	63	37
1843220	53	13	92	48
3678010	36	16	103	47
5258979	55	9	85	59
111395	58	9	75	59
1513545	79	11	72	73
356771	50	13	54	44
1709439	47	10	54	40
3112943	34	10	45	32
1087350	50	14	74	66
2600206	51	9	77	53
5272654_1	52	10	57	61
5272654_2	52	10	57	61
2693634	52	11	70	53
2564695	48	11	68	27
1035157	63	12	79	44
1830588	42	9	75	54
5073380_1	37	12	66	59
5073380_2	37	12	66	59
5679297	50	16	81	55
5843655	52	17	61	76
4413547	43	14	60	27
1855403	60	13	62	47
2217541	46	9	58	35
3242936	62	10	79	61
2669957	64	11	79	55
3531662	62	15	52	44
4624807	64	16	76	71
1770761	64	15	74	61
4228853	75	11	68	53
6011025	37	10	56	58
738995	51	11	70	61
5056915	51	16	67	63
5532629	56	10	91	48
2782944	52	11	81	48
166569	35	11	60	38
5104337	46	13	65	61
6352210_1	62	13	69	44
6352210_2	62	13	69	44
6190309	36	9	83	44
4381230	68	15	76	52
4122008	37	12	74	53
6391875	47	10	83	43
2072988	66	11	73	56
2201203	48	11	52	36
4518928	66	9	73	41
3008753	57	12	58	53
1632386	62	9	91	57
5942267	49	9	59	46
1318905	48	15	84	79
2527822	75	13	68	54
5880621_1	29	11	60	21
5880621_2	29	11	60	21
5880621_3	29	11	60	21
207928	33	10	67	63
5036107	51	12	67	60
6010569	36	15	86	77
1217315	26	10	84	31
4928744	57	16	88	48
4893147	68	10	88	61
4099840	67	14	66	53
491121	43	13	67	69
5714211	53	17	78	56
877342	41	10	76	78
6104528	58	16	60	33
6220732	56	11	59	40
6364885_1	76	12	71	44
6364885_2	76	12	71	44
6092831	71	13	46	48
5133362	31	10	89	33
3533309	46	12	73	37
4550933	73	10	68	81
5715782	65	10	85	46
911275	45	10	82	79
6595114	73	14	85	57
6112215	69	13	67	57
3158521	34	10	61	40
3705724	68	10	70	35
2111909	50	11	60	48
3252303	41	9	101	67
5830342	35	11	55	39
175215	46	9	90	59
2538795	66	12	75	76
6585600	75	14	70	48
5472001	44	9	61	24
3556087	69	11	84	59
567102	70	9	71	66
4589892	61	17	75	58
6406102	56	12	85	50
1899575	63	11	84	72
1868295	56	13	68	47
3268001	49	11	80	50
1429959	60	10	71	48
6357655	60	10	67	66
2593793	44	9	80	45
6556670	69	11	75	48
2279030	78	13	67	57
6183469	80	11	62	45
5834497	42	11	49	56
3568077	47	11	62	44
4617556	49	12	67	52
3312636	76	9	81	62
3359710	57	13	80	41
881369	45	14	98	74
2656441	49	14	82	56
4025966	41	11	79	49
831188	40	11	73	48
5149439	26	12	66	64
5639972	47	17	77	60
2843619_1	69	14	76	62
2843619_2	69	14	76	62
2507105	59	9	79	55
5992186	52	13	73	74
4634619	54	12	89	56
3149638	43	11	58	69
2432034_1	43	9	80	58
2432034_2	43	9	80	58
628448	54	13	83	69
5076321	62	13	65	57
5742749	52	15	88	58
3539999	53	13	95	63
3158641	80	12	77	57
16143	23	9	47	65
5287703	47	13	84	63
816443	48	10	99	60
6465062	62	15	101	51
1859486	57	9	47	40
4584037	48	13	75	61
2237425	43	11	72	49
1538805	56	9	84	69
5273248	71	15	87	47
1892759	60	15	96	53
1540979	50	16	88	70
5022442	46	9	94	45
266869	62	17	79	66
958090	56	16	75	54
737034	39	11	57	59
2193397	55	11	46	33
2807002	63	15	76	43
6187371	54	11	86	54
715475	51	10	75	69
3033572	67	9	99	55
2127788	59	11	78	65
4117981	42	11	54	38
4839231	65	13	78	67
3875294	44	11	73	64
2839814	57	14	97	39
2474658	43	12	76	37
155832	60	11	75	58
3888951	64	14	87	68
5611623	66	14	57	43
2568705	72	9	66	74
6042667	56	16	64	46
4161092	38	12	103	39
6139398	29	17	67	42
5044688	31	14	95	58
6042613	70	10	92	55
2540141	75	17	86	36
5730623	43	10	80	74
1397833_1	71	12	68	75
1397833_2	71	12	68	75
1397833_3	71	12	68	75
519582	57	13	73	58
4789808	45	14	78	70
6367202	47	14	84	58
5131476	52	10	78	38
4365443	69	9	70	38
1115195	44	15	61	62
5925260	32	9	58	43
6292320	30	9	72	39
2595251	42	11	75	64
170131_1	54	12	59	64
170131_2	54	12	59	64
170131_3	54	12	59	64
4946511	66	16	58	41
3056073	62	11	76	60
4902562	43	13	48	51
392619	48	13	90	37
2440037	48	11	81	71
3427986	49	9	74	44
3190095	68	10	82	49
4871925	65	10	74	34
2520186	30	10	42	24
512214	70	15	84	60
1813071	40	14	73	50
2415459	62	15	102	49
3584127	48	10	90	78
128290	47	10	72	77
1650296	66	9	61	43
1910109	52	16	56	75
1155396	77	10	86	56
3792013	71	13	76	45
3104294	62	10	72	77
4924023	59	15	83	75
5829446	27	11	66	46
25322	41	11	89	52
5815358	61	9	90	66
3820615	77	10	73	71
2105348	43	10	67	26
2995621	78	14	81	47
2517086	74	9	78	48
4581200	61	10	84	47
5243590	62	10	43	24
5269737	72	10	75	57
2498096	50	15	101	51
5810746	31	13	86	67
5163104	71	11	80	39
6434179	62	16	104	30
5180384	52	14	72	67
4126993	46	17	76	46
1601727	59	12	90	59
2800285	53	10	83	71
4279417	75	14	97	53
1415340	53	11	59	45
2903808	65	12	88	44
3212206	64	10	88	58
6268674	52	11	98	78
1849437	47	9	82	60
382728_1	72	16	86	60
382728_2	72	16	86	60
200773	62	10	84	61
5904017	69	14	65	58
4234349	63	12	77	41
2717082	58	9	100	47
2963703_1	73	13	72	43
2963703_2	73	13	72	43
4980214	69	12	78	70
4110557	56	10	73	36
6483581	59	9	63	54
5844438	63	10	83	72
4973099	52	12	85	49
3221059	44	9	55	52
5891934	65	9	76	57
103440	61	12	72	77
2965566	76	14	78	50
1666133	72	13	78	42
3389502	55	10	54	41
3122407	55	14	78	74
1210519	72	13	86	68
3684361	65	9	79	65
603275	57	16	76	62
5608660	62	9	49	31
1208381	58	12	66	37
5867124	40	10	50	37
204058	46	15	78	52
4286112	61	10	95	42
3756481	71	10	86	44
4950463_1	62	10	85	73
4950463_2	62	10	85	73
6228459	63	11	85	58
6251840	61	12	79	52
1079089	58	13	45	41
2182105	50	17	57	67
1220660	57	15	79	74
1882027	50	13	72	54
