TARA_145	TARA_150	TARA_151	TARA_152	TARA_66	TARA_68	TARA_81
5312640	0	0	0.0333333333333333	0	0	0	0
6561659_1	1	1	0.0303030303030303	0	0.153846153846154	0.0909090909090909	0.8
6561659_2	1	1	0.0303030303030303	0	0.153846153846154	0.0909090909090909	0.8
696581	0.8125	0	0	0	0.214285714285714	0	0
4232398_1	0.0952380952380952	0.545454545454545	0.941176470588235	0.307692307692308	1	0.875	0
4232398_2	0.0952380952380952	0.545454545454545	0.941176470588235	0.307692307692308	1	0.875	0
6144399	1	1	0.882352941176471	0.909090909090909	1	1	1
5286010	0	0.0769230769230769	0	0.454545454545455	0	0.2	0.1
3348548	0	0	0.15	0.111111111111111	0	0	0
5866266	0.0476190476190476	0	0	0.2	0.444444444444444	0.222222222222222	0
2879040	0	0.1	0	0.153846153846154	0.2	0.363636363636364	0
2590786	0.647058823529412	0	0	0.0666666666666667	0.352941176470588	0.4	0
5293795	0.5	1	0.967741935483871	1	0.666666666666667	0.65	0.142857142857143
2830501	0.388888888888889	1	1	1	1	1	0.9375
1584807	0.952380952380952	0.307692307692308	0.0416666666666667	0.25	0.1	0.222222222222222	0.6
5458852	0.769230769230769	0.3	0	0.3	0.785714285714286	0.133333333333333	0.555555555555556
1921181_1	0.72	0.0833333333333333	0.0625	0.2	0.631578947368421	0.230769230769231	0.166666666666667
1921181_2	0.72	0.0833333333333333	0.0625	0.2	0.631578947368421	0.230769230769231	0.166666666666667
4758985_1	0.911764705882353	0.75	0.107142857142857	0.636363636363636	0.882352941176471	0.75	0.928571428571429
4758985_2	0.911764705882353	0.75	0.107142857142857	0.636363636363636	0.882352941176471	0.75	0.928571428571429
1375741	0.642857142857143	0.909090909090909	0.925925925925926	0.923076923076923	0.266666666666667	0.333333333333333	0.545454545454545
1301420	0.611111111111111	0	0.0645161290322581	0.222222222222222	0.166666666666667	0.0769230769230769	0.466666666666667
4437889	0.28	0.545454545454545	1	0.6	0.545454545454545	0.866666666666667	0.230769230769231
5381615	0.318181818181818	0.0833333333333333	0	0.7	0.769230769230769	0.333333333333333	0.222222222222222
1468826	0.210526315789474	0.0769230769230769	0.107142857142857	0.1	0.222222222222222	0	0
1465824	0.885714285714286	0.666666666666667	0.0476190476190476	0.5	0.571428571428571	0.2	0.75
1669644_1	0.382352941176471	0.75	0.942857142857143	0.9	0.421052631578947	0.8	0.1
1669644_2	0.382352941176471	0.75	0.942857142857143	0.9	0.421052631578947	0.8	0.1
1711657	0.583333333333333	0.882352941176471	0.944444444444444	1	0.777777777777778	0.8	0.722222222222222
514143_1	0.823529411764706	0.1	0	0.0909090909090909	0.409090909090909	0.142857142857143	0.3
514143_2	0.823529411764706	0.1	0	0.0909090909090909	0.409090909090909	0.142857142857143	0.3
1345643	0.789473684210526	0.411764705882353	0.16	0.272727272727273	0.0666666666666667	0	0.636363636363636
3502184	0.769230769230769	0.384615384615385	0.904761904761905	0.6	0.529411764705882	0.0625	0.846153846153846
2857035_1	0	0	0.0666666666666667	0.285714285714286	0	0	0
2857035_2	0	0	0.0666666666666667	0.285714285714286	0	0	0
5204502	0.931034482758621	0.25	0.103448275862069	0.3	0.571428571428571	0.294117647058824	0.555555555555556
1592567	0.428571428571429	0.125	0.80952380952381	0.1	0.777777777777778	0.352941176470588	0
2779597	0.4375	1	1	1	0.7	1	0.888888888888889
1890908	0.681818181818182	0.0714285714285714	0	0.0833333333333333	0.454545454545455	0.444444444444444	0.5625
3983263	0.0857142857142857	0.454545454545455	0.909090909090909	0.555555555555556	0.526315789473684	0.714285714285714	0.375
1766027	0.368421052631579	0.846153846153846	0.96551724137931	0.7	0.333333333333333	0.6	0.181818181818182
5882961	0.541666666666667	1	1	1	0.846153846153846	1	1
5410561	0.470588235294118	0.411764705882353	0	0.533333333333333	0.0833333333333333	0.1	0.777777777777778
4253191	0.318181818181818	0.666666666666667	0.961538461538462	0.833333333333333	0.666666666666667	0.416666666666667	0.545454545454545
3572272	1	0.785714285714286	1	0.7	0.904761904761905	0.555555555555556	1
5975814	0.722222222222222	0.615384615384615	0.0625	0.666666666666667	0.294117647058824	0.266666666666667	0.85
42814	0.5	0.111111111111111	0.135135135135135	0.111111111111111	0.75	0.473684210526316	0.3
50848	0.266666666666667	0.0909090909090909	0.761904761904762	0.555555555555556	0	0.0833333333333333	0.176470588235294
6399838	0.592592592592593	0	0.0285714285714286	0.222222222222222	0.222222222222222	0.428571428571429	0.4375
1058403	0.235294117647059	1	0.933333333333333	0.888888888888889	0.416666666666667	0.6	0.5
2840042	0.615384615384615	0.923076923076923	0.928571428571429	0.555555555555556	0.647058823529412	0.111111111111111	0.333333333333333
1076513	0.321428571428571	0.666666666666667	0.961538461538462	0.7	0.647058823529412	0.777777777777778	0.7
5662496	0.615384615384615	1	0.857142857142857	0.8	0.666666666666667	0.818181818181818	0.909090909090909
4519444	0.75	0.3	0.0540540540540541	0.333333333333333	0.642857142857143	0.333333333333333	0.3
2451384	0.638888888888889	0.583333333333333	0	0.214285714285714	0	0.0909090909090909	0.5
1425038_1	0.424242424242424	0	0	0	0	0	0
1425038_2	0.424242424242424	0	0	0	0	0	0
885312	0.382352941176471	0.153846153846154	0	0.111111111111111	0	0	0.136363636363636
3339836	0.230769230769231	0.181818181818182	0.633333333333333	0.777777777777778	0.785714285714286	0.894736842105263	0.954545454545455
5463782_1	0.210526315789474	0.727272727272727	0.866666666666667	0.777777777777778	0.8	0.444444444444444	0.466666666666667
5463782_2	0.210526315789474	0.727272727272727	0.866666666666667	0.777777777777778	0.8	0.444444444444444	0.466666666666667
5327230	0.764705882352941	0.428571428571429	0.241379310344828	0.9	0.333333333333333	0.272727272727273	0.785714285714286
1728752_1	0.588235294117647	0	0.0967741935483871	0.7	0.75	0.333333333333333	0.4375
1728752_2	0.588235294117647	0	0.0967741935483871	0.7	0.75	0.333333333333333	0.4375
2420963	0	0	0.296296296296296	0	0	0.0714285714285714	0
711178	0.6	1	1	0.857142857142857	0.928571428571429	1	1
4864184	0.181818181818182	0.416666666666667	0.885714285714286	0.75	0.538461538461538	0.785714285714286	0.409090909090909
1475716	1	0.363636363636364	0.347826086956522	0.181818181818182	0.6	0.266666666666667	0.461538461538462
4661749	0.458333333333333	1	1	1	0.681818181818182	0.947368421052632	0.8
4515080	0.166666666666667	0.75	0.666666666666667	0.928571428571429	0.4	0.785714285714286	0.9
4589187	0.533333333333333	0.5	0.694444444444444	0.846153846153846	0.142857142857143	0.25	0.166666666666667
5210890_1	0.565217391304348	0	0.0357142857142857	0.0833333333333333	0.421052631578947	0.3125	0.363636363636364
5210890_2	0.565217391304348	0	0.0357142857142857	0.0833333333333333	0.421052631578947	0.3125	0.363636363636364
4456914	0.434782608695652	0.0769230769230769	0.1	0	0.454545454545455	0.555555555555556	0.538461538461538
3169153	0.653846153846154	0.2	0.0689655172413793	0.357142857142857	0.363636363636364	0.476190476190476	0.823529411764706
1265735	0.0909090909090909	0.181818181818182	0.25	0.272727272727273	0.0476190476190476	0.181818181818182	0
986902	0.0769230769230769	0.3	0.617647058823529	0.75	0.111111111111111	0.0909090909090909	0.363636363636364
4453727	0.459459459459459	0.0714285714285714	0.05	0	0	0	0
1127442_1	0.466666666666667	0	0.0384615384615385	0.181818181818182	0.5	0.214285714285714	0.454545454545455
1127442_2	0.466666666666667	0	0.0384615384615385	0.181818181818182	0.5	0.214285714285714	0.454545454545455
1105843	1	0.928571428571429	0.608695652173913	0.538461538461538	1	1	1
380025	0.230769230769231	0.583333333333333	0.894736842105263	0.444444444444444	0.785714285714286	0.777777777777778	0.733333333333333
6189781	1	1	0.538461538461538	1	0.75	1	1
6004423	0.347826086956522	0.857142857142857	0.882352941176471	0.555555555555556	0.863636363636364	0.875	0.5
3541488_1	0.272727272727273	0.8	0.866666666666667	0.6	0.866666666666667	0.9375	0.5625
3541488_2	0.272727272727273	0.8	0.866666666666667	0.6	0.866666666666667	0.9375	0.5625
3541488_3	0.272727272727273	0.8	0.866666666666667	0.6	0.866666666666667	0.9375	0.5625
3349562	0.526315789473684	0.4	0.0285714285714286	0.6	0.416666666666667	0.25	0.5
6483401	0.944444444444444	0.666666666666667	0.3125	0.583333333333333	0.529411764705882	0.888888888888889	0.684210526315789
2289853	0.235294117647059	0	0.0833333333333333	0.111111111111111	0.55	0.181818181818182	0.230769230769231
3058822	1	1	0.666666666666667	1	1	1	1
5983468	0.37037037037037	0.153846153846154	0	0.0833333333333333	0.5	0.133333333333333	0.0526315789473684
1304249_1	0.576923076923077	0.214285714285714	0.0416666666666667	0.230769230769231	0.4	0.1875	0.533333333333333
1304249_2	0.576923076923077	0.214285714285714	0.0416666666666667	0.230769230769231	0.4	0.1875	0.533333333333333
5518949	0.142857142857143	0	0.037037037037037	0	0.277777777777778	0.157894736842105	0.238095238095238
3938742	0.678571428571429	0.4	0.0740740740740741	0.444444444444444	0.5	0.75	0.739130434782609
5470463	0.647058823529412	0.5	0.107142857142857	0.846153846153846	0.45	0.4375	0.80952380952381
6576778	0.821428571428571	0.0833333333333333	0.25	0.4	0.75	0.444444444444444	0.266666666666667
3353090	0.75	0.333333333333333	0.08	0.0909090909090909	0.368421052631579	0.470588235294118	0.5
5648742	0.222222222222222	0.666666666666667	0.709677419354839	0.909090909090909	0.631578947368421	0.842105263157895	0.25
2536979	1	0.909090909090909	0.545454545454545	1	0.923076923076923	0.9375	1
4135958_1	0.173913043478261	0.8	0.88	0.7	0.625	0.473684210526316	0.647058823529412
4135958_2	0.173913043478261	0.8	0.88	0.7	0.625	0.473684210526316	0.647058823529412
4932896	0.433333333333333	0.666666666666667	1	1	0.714285714285714	0.416666666666667	0.615384615384615
2760304	0.476190476190476	1	0.875	0.7	0.357142857142857	0.818181818181818	0.454545454545455
2128509	0.473684210526316	0.6	0.916666666666667	0.583333333333333	0.642857142857143	0.352941176470588	0.2
2200199	0.583333333333333	0.9	0.962962962962963	1	1	1	0.882352941176471
3050260	0.733333333333333	1	0.896551724137931	0.8	0.764705882352941	0.578947368421053	0.692307692307692
2293898	0.787878787878788	0.555555555555556	0.0588235294117647	0.4	0.5625	0.384615384615385	0.55
213266	1	1	0.633333333333333	1	0.857142857142857	1	1
3768162	0.458333333333333	0	0.310344827586207	0	0	0.0833333333333333	0
2446387	0.625	0.384615384615385	0.266666666666667	0.444444444444444	0	0	0.272727272727273
3682453	0.555555555555556	0.2	0.142857142857143	0.272727272727273	0.4	0.454545454545455	0.615384615384615
5047770	0.666666666666667	0.8	0.945945945945946	0.7	0.565217391304348	0.5	0.642857142857143
4023669	0.625	0.3	0.0384615384615385	0.166666666666667	0.5625	0.5	0.538461538461538
5359969_1	0.826086956521739	0.6	0.857142857142857	0.666666666666667	0.347826086956522	0.631578947368421	0.545454545454545
5359969_2	0.826086956521739	0.6	0.857142857142857	0.666666666666667	0.347826086956522	0.631578947368421	0.545454545454545
5576218	0.166666666666667	0.181818181818182	0.173913043478261	0.272727272727273	0.285714285714286	0.416666666666667	0.318181818181818
6143416_1	0.4375	0.833333333333333	0.894736842105263	1	0.294117647058824	0.666666666666667	0.588235294117647
6143416_2	0.4375	0.833333333333333	0.894736842105263	1	0.294117647058824	0.666666666666667	0.588235294117647
5014252	0.724137931034483	1	1	1	1	1	1
5921004	0.523809523809524	0.583333333333333	0.714285714285714	0.857142857142857	0.2	0.1	0.615384615384615
3939932	0.315789473684211	0.0588235294117647	0	0	0	0	0
4483219	0.315789473684211	0.428571428571429	0.833333333333333	0.5	0.666666666666667	0.647058823529412	0.272727272727273
1731531	0.866666666666667	0.916666666666667	0.521739130434783	1	1	1	0.818181818181818
5411087	0	0.2	0.347826086956522	0	0	0	0
2095496	0.256410256410256	0.538461538461538	0.608695652173913	0.363636363636364	0.181818181818182	0	0.636363636363636
5861310	0.666666666666667	1	0.882352941176471	0.7	0.928571428571429	0.466666666666667	1
3962422	1	0.727272727272727	0.631578947368421	0.6	1	1	0.769230769230769
4841528	0.769230769230769	1	1	1	1	1	0.75
4391991	0.266666666666667	0.533333333333333	0.785714285714286	0.6	0.3125	0.388888888888889	0.529411764705882
3864208	0.533333333333333	0.384615384615385	0.4375	0.5	0.285714285714286	0.0526315789473684	0.75
5971109_1	0.3	0.3	0.85	0.555555555555556	0.428571428571429	0.272727272727273	0.333333333333333
5971109_2	0.3	0.3	0.85	0.555555555555556	0.428571428571429	0.272727272727273	0.333333333333333
6235557	0.548387096774194	0.272727272727273	0.222222222222222	0.333333333333333	0.3	0.25	0.736842105263158
3656981	0.863636363636364	0.909090909090909	0.971428571428571	0.923076923076923	0.857142857142857	0.9	0.571428571428571
4132466	0.384615384615385	0.375	0	0.461538461538462	0.263157894736842	0.25	0.391304347826087
3832154	0.0625	0	0.344827586206897	0.2	0.461538461538462	0.111111111111111	0.166666666666667
2457164	0.515151515151515	0.923076923076923	0.774193548387097	1	0.75	0.933333333333333	0.909090909090909
6367061	0.6	0.5	0.25	0.333333333333333	0.2	0.0833333333333333	0.2
4700254	0.458333333333333	0.615384615384615	0.846153846153846	0.636363636363636	0.642857142857143	0.789473684210526	0.4
5962222	0.806451612903226	0.666666666666667	0.857142857142857	0.818181818181818	0.952380952380952	0.5	0.833333333333333
203280	0.5	0.222222222222222	0.222222222222222	0.444444444444444	0.263157894736842	0.0769230769230769	0.181818181818182
1929136	0	0.5	0.413793103448276	0.333333333333333	0.111111111111111	0.266666666666667	0.5
374361	0.25	0.4	0.65	0.666666666666667	0.214285714285714	0.555555555555556	0.478260869565217
700777	1	0.888888888888889	0.714285714285714	1	1	1	0.875
4742630	0.333333333333333	0.583333333333333	0.515151515151515	0.833333333333333	0.583333333333333	0.6875	0.444444444444444
3398292	0.6	0.75	0.789473684210526	0.538461538461538	0.75	0.769230769230769	0.428571428571429
3480168	0.0476190476190476	0.181818181818182	0.3	0	0.0714285714285714	0	0.181818181818182
1696118	0.388888888888889	0.181818181818182	0.652173913043478	0.545454545454545	0.25	0.2	0.444444444444444
3570062	0.333333333333333	0.470588235294118	0.529411764705882	0.285714285714286	0.5	0.4	0.785714285714286
3240283	1	1	0.789473684210526	1	0.947368421052632	1	0.8
1285242	0.0625	0.444444444444444	0.464285714285714	0.333333333333333	0.4375	0.416666666666667	0.307692307692308
5482109	0.461538461538462	0.8	0.676470588235294	0.75	0.565217391304348	0.714285714285714	0.45
6029234	0.0689655172413793	0.2	0.258064516129032	0.333333333333333	0.157894736842105	0	0.227272727272727
