TARA_145	TARA_152	TARA_23	TARA_81
5847551_1	0	0	1	0
5847551_2	0	0	1	0
5847551_3	0	0	1	0
3156515	0.9375	0	1	0
6351061	0.0625	1	0	1
1503682	0.894736842105263	0	1	0
1742702	0.032258064516129	0	1	0
3681575	1	1	0.0833333333333333	1
3629290	0.111111111111111	1	0	1
974853	0.137931034482759	1	0	1
6407031	0.875	0	1	0
5248883	0.851851851851852	0	1	0
2219924	0.04	0.842105263157895	0	1
3979314	0.904761904761905	0.1	1	0
299700	0.0740740740740741	1	0	0.978723404255319
4166096	0.869565217391304	0	1	0
988962	0.9	0.0454545454545455	1	0
6492013	0.884615384615385	0	1	0.0131578947368421
1544937	0.153846153846154	1	0	1
705661	0.8	0	1	0
896241	0.722222222222222	0	1	0
1083110	0.838709677419355	0	1	0
4138520	0.0952380952380952	0.9375	0	0.986301369863014
5818587	0.9375	1	0.0833333333333333	1
6618595	0.133333333333333	1	0	0.984375
1229728	0.764705882352941	0	1	0.0140845070422535
2487004_1	0.962962962962963	0.2	1	0.0128205128205128
2487004_2	0.962962962962963	0.2	1	0.0128205128205128
2487004_3	0.962962962962963	0.2	1	0.0128205128205128
1760383	0.96969696969697	0.0909090909090909	1	0.037037037037037
2523476	0.173913043478261	1	0	0.990740740740741
1131536	0.25	1	0	1
4015432	0.08	0.823529411764706	0	1
4086523	0.0625	0.95	0.0769230769230769	0.977011494252874
2402518	0.909090909090909	0.117647058823529	1	0.0101010101010101
262190	0.125	0.833333333333333	0	1
5554072_1	0.785714285714286	0	1	0
5554072_2	0.785714285714286	0	1	0
5554072_3	0.785714285714286	0	1	0
696317_1	0.863636363636364	0	1	0.02
696317_2	0.863636363636364	0	1	0.02
696317_3	0.863636363636364	0	1	0.02
3019089_1	0.148148148148148	1	0	0.97979797979798
3019089_2	0.148148148148148	1	0	0.97979797979798
1759011	0.766666666666667	0	1	0
3189878	0.8125	0.0476190476190476	1	0.0103092783505155
4514299	0	0.785714285714286	0	0.955223880597015
2502688	0.142857142857143	0.785714285714286	0	1
6411656_1	0.914285714285714	0.0833333333333333	1	0.0377358490566038
6411656_2	0.914285714285714	0.0833333333333333	1	0.0377358490566038
2946199	0.777777777777778	0	1	0.012987012987013
2257572	0.884615384615385	0	1	0.0405405405405405
6149540_1	0.157894736842105	1	0	0.980952380952381
6149540_2	0.157894736842105	1	0	0.980952380952381
3333342_1	0	0	0.4	0
3333342_2	0	0	0.4	0
4270299	0.147058823529412	0.95	0	0.976470588235294
3689764	0.851851851851852	0.0526315789473684	1	0
6303898	0.916666666666667	0	1	0.0392156862745098
6438980	0.290322580645161	1	0	1
4142699	0.35	1	0	1
6581684	0.142857142857143	1	0	0.961904761904762
422588	0.827586206896552	0.1875	1	0
