TARA_142	TARA_146	TARA_147	TARA_80
1273970_1	1	0.977777777777778	0.990196078431373	1
1273970_2	1	0.977777777777778	0.990196078431373	1
4534170	0	0	0	0
2776514	0	0.0540540540540541	0.0752688172043011	0.875
1130463	1	0.951219512195122	0.99009900990099	0.85
6593862	1	1	1	1
2886831_1	1	0.930232558139535	0.924731182795699	0.272727272727273
2886831_2	1	0.930232558139535	0.924731182795699	0.272727272727273
4463951	0.6875	0.0185185185185185	0	0
5399424	0	0.0476190476190476	0.0740740740740741	0.230769230769231
6312442	0	0.0588235294117647	0.0412371134020619	0.2
6262218_1	0	0	0.135802469135802	0.684210526315789
6262218_2	0	0	0.135802469135802	0.684210526315789
3836300	0.6	0	0	0
3392178	0.357142857142857	1	0.989130434782609	1
4475985	0.727272727272727	0.0526315789473684	0.0192307692307692	0
3703314	1	0.962264150943396	0.86	0.421052631578947
3732646	0.458333333333333	0.948275862068966	0.983193277310924	1
372252	0.55	0	0	0
954938	0	0.0727272727272727	0.1171875	0.357142857142857
6600812_1	0.25	0.875	0.95049504950495	0.785714285714286
6600812_2	0.25	0.875	0.95049504950495	0.785714285714286
825668	0.272727272727273	0.0754716981132075	0.153846153846154	0.315789473684211
5969226	0.0526315789473684	0	0.0660377358490566	0
1759068	0	0.0517241379310345	0.121212121212121	0.222222222222222
3750421	0.666666666666667	0	0.0333333333333333	0
5761517	1	1	1	1
6010447	0.105263157894737	0.025	0.0786516853932584	0.133333333333333
3912000	0.318181818181818	0.875	0.977272727272727	1
6003002	0	0.765957446808511	0.611111111111111	0.294117647058824
1640429_1	0.0833333333333333	0.225	0.137254901960784	0.846153846153846
1640429_2	0.0833333333333333	0.225	0.137254901960784	0.846153846153846
6602028	0	0.03125	0.152542372881356	0.25
1395933_1	0.473684210526316	0.946428571428571	0.96875	0.928571428571429
1395933_2	0.473684210526316	0.946428571428571	0.96875	0.928571428571429
4381909	0.461538461538462	0.981132075471698	0.973913043478261	1
1390405	0.333333333333333	1	0.972222222222222	1
3884802	1	1	1	1
6003795	0.181818181818182	0.189189189189189	0.285714285714286	0.285714285714286
5672138_1	0.384615384615385	1	0.970588235294118	1
5672138_2	0.384615384615385	1	0.970588235294118	1
5672138_3	0.384615384615385	1	0.970588235294118	1
1322070	1	1	0.959183673469388	0.923076923076923
4163310	0.75	0.390243902439024	0.18348623853211	0.4
6230734	0.666666666666667	0.245901639344262	0.0186915887850467	0
2043365	0.681818181818182	0.977777777777778	0.974789915966387	1
2213666	1	0.96	0.946969696969697	0.777777777777778
