TARA_142	TARA_146	TARA_147	TARA_80
1273970_1	11	45	102	20
1273970_2	11	45	102	20
4534170	9	32	126	10
2776514	11	37	93	16
1130463	21	41	101	20
6593862	15	51	89	10
2886831_1	15	43	93	11
2886831_2	15	43	93	11
4463951	16	54	82	16
5399424	13	42	108	13
6312442	9	51	97	10
6262218_1	11	40	81	19
6262218_2	11	40	81	19
3836300	15	36	79	9
3392178	14	48	92	15
4475985	22	38	104	11
3703314	13	53	100	19
3732646	24	58	119	13
372252	20	49	131	11
954938	16	55	128	14
6600812_1	16	48	101	14
6600812_2	16	48	101	14
825668	11	53	91	19
5969226	19	37	106	12
1759068	17	58	99	9
3750421	18	36	120	12
5761517	16	42	82	16
6010447	19	40	89	15
3912000	22	32	88	17
6003002	23	47	90	17
1640429_1	12	40	102	13
1640429_2	12	40	102	13
6602028	14	32	118	16
1395933_1	19	56	96	14
1395933_2	19	56	96	14
4381909	26	53	115	17
1390405	18	44	108	20
3884802	20	37	86	9
6003795	11	37	84	14
5672138_1	13	62	102	14
5672138_2	13	62	102	14
5672138_3	13	62	102	14
1322070	12	39	98	13
4163310	24	41	109	10
6230734	18	61	107	14
2043365	22	45	119	11
2213666	18	50	132	9
6439756	17	45	121	18
2274598_1	14	48	118	11
2274598_2	14	48	118	11
2274598_3	14	48	118	11
2647624	18	36	100	13
4429142	14	50	91	12
3730259	12	41	90	10
5055424	12	46	132	20
1341270	27	35	98	15
3405709	18	45	106	15
6322161	19	43	128	15
3402201	17	63	122	11
6265172	17	33	91	18
4109673	9	38	93	9
5989816	16	43	88	12
5779512	23	50	100	13
3067921	22	54	89	17
121495	11	54	90	14
3286665	12	71	118	11
3090950	13	42	115	16
5843514	12	35	93	14
3370979	16	59	133	12
1439348	14	53	85	14
6502517	20	49	118	13
3031577	13	49	114	13
3629468	15	33	101	16
1855244	9	53	112	17
3794242	14	57	111	12
6109967	19	42	98	13
1338989	20	59	120	14
6003445	14	36	94	10
6019458	17	70	101	10
1700933	18	54	130	20
6018977	18	56	88	13
4662980	12	69	125	17
2065825	24	39	104	13
2703393	26	55	92	15
5371621	12	58	88	11
2751869	16	36	100	12
1977469	12	43	103	14
3728458	23	45	112	15
5284473	18	57	116	13
2801550	17	68	115	20
5803459	13	59	98	9
1319827	20	46	140	15
3540505	15	59	115	18
1336942	11	60	148	10
4047557	20	64	113	12
4684108	20	41	123	12
5533362_1	12	62	131	14
5533362_2	12	62	131	14
2648203	14	30	103	9
2530793_1	19	37	86	11
2530793_2	19	37	86	11
2530793_3	19	37	86	11
4848304	22	54	140	12
6232882	11	56	111	13
2340165	21	51	100	13
3279198	13	43	94	12
5506655	20	58	116	17
2350939	20	57	116	14
3007634_1	19	57	138	16
3007634_2	19	57	138	16
5384671_1	17	57	135	17
5384671_2	17	57	135	17
4422555	27	45	119	18
3532290	15	63	91	12
484001	13	45	109	17
2741961	16	42	134	12
5379535	16	41	103	18
1436148	16	46	97	19
4688916	24	45	138	10
4038798	24	63	110	14
4058222	26	50	97	14
6160684	16	59	127	13
4015469	19	54	126	18
3195819	13	55	96	15
3387294	10	37	103	14
6616132	18	73	120	12
3453014	9	49	115	17
6481642	15	62	98	11
992790	13	53	101	16
4409628	22	73	117	10
5774514	11	56	125	12
1340936	12	52	94	12
6406097	22	48	115	15
1439090	18	62	108	17
3757152	14	75	146	9
6610143	10	42	104	9
2441756	13	61	125	19
4721369	20	69	94	14
2646502	11	50	121	15
4487583	16	54	109	20
4672534	23	57	128	10
6333816	12	47	111	13
2589695	14	57	124	12
912015	21	67	120	11
3572547	19	70	115	12
6192103	12	33	92	9
3600517	11	50	112	12
3588621	14	53	102	16
2308391	25	40	128	20
4622816_1	14	59	91	13
4622816_2	14	59	91	13
5571010	9	70	89	10
2255827	15	66	136	15
6121507	21	64	98	10
4181648	22	45	126	10
3748354	13	46	119	16
2258828	9	43	88	14
1929801	18	54	110	19
4025462	17	61	119	13
6172920	17	47	110	12
5326255	13	51	135	10
2348249	11	56	99	18
6058066	26	58	129	9
2342975	15	56	109	11
2451161	22	48	101	20
5313097	21	60	110	13
3935652_1	14	42	95	14
3935652_2	14	42	95	14
2921688	11	47	112	12
3917208	24	49	107	13
1429892	11	49	107	18
2133272	26	65	127	16
2398831	9	39	102	9
4371613	10	40	114	15
2569205	15	60	126	10
2170678	19	47	125	11
4065976	25	42	98	14
736023	10	39	90	12
3754369	18	64	126	15
1277531	13	67	142	10
735165	18	53	100	13
1710270_1	11	41	112	11
1710270_2	11	41	112	11
5497976	12	61	123	14
2214842	16	58	124	12
2784872	10	66	146	12
1104332	13	64	141	14
5906643	14	42	89	12
4218607	19	51	96	17
6168103	14	43	139	17
5303409	18	43	98	12
5079590	27	57	132	10
6200991	13	60	112	9
4177800	12	54	124	13
3992652	16	47	136	16
5938712	21	70	115	17
6406868	19	49	137	10
3013458	19	72	126	12
2745231	13	56	128	18
5360602	24	54	114	15
2401402	18	52	95	11
3201162	10	44	135	15
4419637	16	61	81	18
6225547	21	32	103	12
6467893	17	44	129	14
5366374	12	39	84	10
3773459	12	44	128	19
5976253	9	56	105	18
5904940_1	20	50	142	10
5904940_2	20	50	142	10
3971403	10	49	113	17
3511925	15	36	121	17
5457904	22	70	128	13
4119074	22	59	117	11
6612931	18	67	95	12
2133310	18	66	127	12
1211441	18	75	83	14
4131757	13	32	82	11
3971849	15	55	93	10
1879913_1	16	57	125	14
1879913_2	16	57	125	14
5926486	11	54	105	17
2646474	18	60	101	11
3020683	19	65	106	12
6582215	15	53	114	14
3069130	17	69	114	13
5752565	11	47	130	10
6057241	12	69	105	10
4778065	12	46	124	11
3069054	14	53	124	17
1983347	22	71	107	13
426842	11	64	110	12
2582041	9	57	114	12
5247595	15	66	141	14
1652344	14	48	146	11
3478411	18	48	104	11
3315728	11	54	132	13
1291796	20	68	134	13
2319448	16	73	127	14
2995406	16	46	94	9
3692130	15	52	135	13
2953941	23	52	115	17
6129488	11	48	118	13
1694743	18	59	144	12
5574085	11	50	131	14
4390479	23	39	108	13
576689	11	37	116	10
6420849_1	11	39	111	14
6420849_2	11	39	111	14
6083397	15	56	136	18
2949187	20	64	102	16
5513820	13	42	128	14
3989890	17	65	103	11
4830651	12	47	120	11
3019115	13	62	104	15
3766860	15	75	127	10
3980740	16	42	99	15
2173433_1	25	44	113	16
2173433_2	25	44	113	16
2409207	23	65	106	11
6588067	11	61	124	14
3376926	18	33	108	12
2155591_1	15	44	91	16
2155591_2	15	44	91	16
5259889	19	54	115	9
5379583	11	46	123	14
3789065	14	32	134	10
3041703	9	50	125	11
2746114	15	30	106	15
1373939	12	67	103	11
4515903	14	62	114	9
2966235	9	49	129	14
3494872	21	40	102	12
3710638_1	13	39	114	15
3710638_2	13	39	114	15
1270631	13	65	132	18
6498954	13	70	145	9
1898742	20	49	131	16
452256	15	53	87	13
834858	18	52	131	10
6431290	10	40	124	17
6405665_1	11	46	99	15
6405665_2	11	46	99	15
5522107	11	43	108	14
6488549	15	56	112	10
3360405	19	48	119	13
4000621	17	35	109	18
2118988_1	14	68	144	10
2118988_2	14	68	144	10
2118988_3	14	68	144	10
2987769	10	46	116	12
4804385	9	60	99	14
4791318	18	56	103	15
722244	16	43	122	11
4597744	11	34	108	9
3366968	10	61	115	14
3258271	16	59	136	10
2078302	11	55	134	9
5857310	23	71	125	12
2664403	11	64	122	14
910615	12	56	119	13
1884491	18	62	105	13
6413994	11	50	145	14
2594249	18	49	132	15
6190299	26	44	135	14
2053380	14	48	126	14
2747276	16	68	120	15
2185641	17	71	139	12
5366532	15	38	90	15
2204659	13	44	110	20
2645432	10	44	77	11
3500004	12	63	124	10
4747376	17	69	117	12
3493805_1	19	56	111	11
3493805_2	19	56	111	11
3515835	17	65	114	12
3524417	15	64	128	12
6420108	18	70	128	13
5870615	11	47	95	14
6037260	16	36	100	18
6113471_1	16	57	117	14
6113471_2	16	57	117	14
2050440	19	45	113	12
1252416	18	45	120	12
6404382_1	19	65	100	13
6404382_2	19	65	100	13
5948941	21	66	122	19
3115595	21	67	126	12
6508461	13	66	131	9
206326	10	75	105	10
1432967_1	21	63	128	13
1432967_2	21	63	128	13
6601380	14	53	131	17
497844	13	30	86	9
3810391	13	70	134	14
3848658_1	13	57	145	15
3848658_2	13	57	145	15
4006946	9	49	90	11
1205742	9	39	100	9
1158506	13	60	145	13
3707855	16	71	112	20
1782871	12	54	124	20
1553886_1	10	31	125	11
1553886_2	10	31	125	11
5373750	23	60	122	14
5417641	24	64	120	11
5343002	16	54	137	12
4017808	14	52	128	12
3238358	10	65	145	20
1435572	12	71	133	12
513186_1	19	47	101	13
513186_2	19	47	101	13
3988383	18	50	106	17
4377739	25	42	134	17
3964123	25	62	114	9
591103	15	73	122	14
5460435	18	72	129	14
1857244	15	56	86	11
4408406	15	60	91	16
6413267	15	63	98	9
1461630	20	67	110	19
817732	11	44	127	19
6595799	12	39	96	15
957657_1	20	56	122	13
957657_2	20	56	122	13
6032158	20	41	95	12
3937544	10	36	101	10
4344851	12	55	132	11
3070885	15	61	119	11
765153	18	47	85	12
5782097	10	50	115	11
3378328	12	67	129	10
3297721	17	58	136	9
3099345	16	48	97	17
4637135	14	55	129	10
1020537	14	56	110	14
1082329	20	51	120	11
3327358	10	53	127	10
4408694	9	53	122	20
6091002	15	53	110	10
3462983	13	64	110	10
3195799	19	43	111	9
2954180	13	53	83	13
4249659	12	66	127	17
2119598	26	55	118	16
4281766	15	58	108	9
4835915	15	44	140	20
4877913	18	49	100	12
1730360	17	61	133	12
3294369	20	43	109	14
4010512	22	41	118	11
3346628	14	67	126	18
571347_1	16	64	124	17
571347_2	16	64	124	17
2217254	19	48	126	14
4533226	20	69	110	14
2935732	17	49	136	13
1607782	20	66	131	12
2982566	10	53	123	11
5653009	14	38	95	9
6080106	21	49	113	19
5744879_1	20	34	105	13
5744879_2	20	34	105	13
6057167	11	68	140	11
6497123	13	65	108	15
2939976	19	74	125	18
6603380	18	50	85	9
2343843	17	54	89	16
5947313	14	44	142	12
3168667	15	51	80	20
3987132	12	30	114	14
6007168	11	61	102	13
3828591	11	73	104	11
6229410	20	41	118	18
1182414	19	45	103	13
2866510	17	59	119	11
1439603	15	57	131	12
1302466	16	35	135	11
2171365	9	46	132	14
516678	14	58	115	15
2952577	9	54	111	12
5940282	18	69	129	15
1442886	11	64	129	14
3767082	11	69	123	13
617243	15	57	137	14
1737686	11	42	115	16
1722613_1	9	53	86	13
1722613_2	9	53	86	13
3297292	15	44	124	14
1783725	11	61	104	11
4452598	17	64	108	14
720482	15	45	115	12
5237482	9	39	135	13
3177838	10	41	93	18
3520708	15	40	125	9
353684	18	58	104	15
5357679	10	62	124	12
3370727	20	61	107	14
970021	18	58	119	11
5759569	17	64	119	17
6029151	12	42	113	12
6190233	17	38	127	11
5490134	19	70	105	13
2155737	22	36	111	14
1873405	14	59	106	10
4671748	15	61	112	16
3764819	12	61	135	12
5972512	24	48	108	12
2659479	22	52	120	19
5982201	16	64	143	13
3297715	16	74	129	11
6117302	23	39	130	12
1056893	14	63	140	12
1055449	11	50	93	9
3971774	13	58	134	18
3243459	15	57	105	12
491605	19	52	135	16
3971641	16	63	111	9
990085	12	30	110	13
2966064	21	53	114	15
1876383	13	49	113	11
2782210	9	64	137	10
1730027	15	67	126	13
969873	14	58	125	18
2831934	11	39	99	12
2525418	12	60	136	19
3440933	12	68	109	12
1415137	9	63	119	12
5678462	11	69	138	14
3846688	12	53	119	12
6234924	16	62	120	11
3770774	14	67	123	15
2426306	17	43	95	19
5958396	17	51	93	10
4624988	11	55	114	14
2738064	15	56	117	9
1905971	17	51	88	16
3608335	10	62	133	15
2941223	13	47	101	15
3495315	14	64	109	14
5872754	9	67	125	16
2380437	12	44	93	15
3703876	12	56	127	9
5983589	13	75	108	13
2132211	12	32	92	11
3108633	11	41	136	16
1673238	13	61	147	10
2062950	22	71	114	11
5380566	15	56	115	10
3381125	9	41	120	11
3454926	17	56	137	17
5495977	23	58	110	9
2456686	19	64	138	20
2645465	15	60	113	11
6224021_1	20	47	137	20
6224021_2	20	47	137	20
2583652	9	54	144	10
5382584	12	53	97	11
2721906_1	13	71	124	16
2721906_2	13	71	124	16
2721906_3	13	71	124	16
1472998	19	57	138	17
4398588	12	44	147	9
2776164	25	46	118	17
5471517	22	69	117	15
2287260	14	52	148	10
3114303	15	64	109	12
3352912	11	54	121	14
3542934	15	62	132	12
4027439	20	68	124	16
1250211	16	50	131	10
5796614	24	66	127	9
1948883	13	57	112	10
5533259	9	68	141	15
1948880	14	56	126	19
2582351	11	43	86	15
2118715	13	64	97	13
3414830	15	51	118	10
4357678	14	44	112	11
2370469	12	44	109	13
3307256	17	45	128	16
3912019	20	39	112	11
3962956	14	59	122	12
3319440	11	50	112	10
3575612	18	59	96	13
4257183	12	59	135	10
1207334	15	44	120	10
5664604	19	59	130	12
3321036	11	54	136	12
5988841	15	59	111	12
1464138	12	62	120	16
981270	13	66	93	11
4147459	13	59	130	16
6028695	18	42	120	19
6231409	12	54	80	13
4104685	9	57	104	12
6172201	16	54	128	11
6176160	18	63	126	15
3353795	22	58	128	13
3515252	19	61	125	10
3420006	15	56	133	13
5347495	17	44	107	10
1469199	24	49	129	14
5417030	10	37	128	10
5583812	18	52	93	11
578386	12	44	100	11
3865488	12	43	108	15
1049945	15	63	147	11
2748184	17	59	113	11
2454926	25	56	109	19
1402566_1	11	40	120	9
1402566_2	11	40	120	9
5452902	20	50	112	11
459346	9	41	96	13
6552353	11	48	134	18
1262558	11	58	134	10
2976764	14	42	118	9
2754006	12	74	123	15
3303707	14	38	151	9
5231088	13	62	122	9
1429029	10	68	129	12
3471049	17	57	119	10
3513781	16	57	103	10
3194850	16	57	133	16
176408	14	42	85	14
5957789	18	32	94	11
5870100	22	36	123	9
3195353	20	38	138	20
3687716	9	72	97	9
6613442	22	55	133	12
6598109	14	56	137	19
1868594	16	54	108	10
1928617	21	43	145	14
2978981	12	51	91	9
3888903	24	45	132	16
718422	14	50	121	15
4166733	17	60	116	11
6225196	12	62	132	13
5838719	23	36	137	17
2981310	14	39	134	17
1919755	15	48	132	10
4511680	17	65	126	13
2644569	14	75	137	13
3419845_1	13	60	131	13
3419845_2	13	60	131	13
1069727	12	42	119	9
3799469	13	60	133	11
6579822	17	58	104	11
2294359	20	46	127	14
6230238_1	11	45	146	12
6230238_2	11	45	146	12
507078	15	67	120	9
6322022	17	47	105	14
2226157	16	48	124	11
4402131	12	58	119	10
4866307	16	34	137	14
3716032	16	64	150	9
3998482	18	43	141	18
2638486	13	48	107	16
5798496	13	57	130	16
1981688	11	40	109	14
3510403	9	53	128	16
1334243	13	34	77	14
4370570	10	56	137	13
6090205	10	60	130	13
2077931	11	48	138	18
5901168	15	46	130	16
2284967	11	57	116	18
2856351	11	49	118	15
4099762	10	61	136	10
1619008	16	50	124	13
253055	17	60	143	14
1098834	19	49	81	9
3587530	16	45	109	14
1880503	13	64	108	12
1324953	12	65	120	10
6238491_1	15	50	144	13
6238491_2	15	50	144	13
1744431	16	52	103	11
3798486	22	60	117	14
2584482	14	51	135	14
3183364	12	56	117	17
5466064	21	57	139	12
6518219	13	73	144	13
4605581	12	49	127	13
1263555	14	65	128	10
3951269	16	39	94	10
3157374	11	53	132	15
134772	10	59	145	14
2150220	13	66	126	12
5808952	20	63	135	9
4182969	18	68	110	17
3768830	11	59	141	12
1070672_1	15	56	106	12
1070672_2	15	56	106	12
1070672_3	15	56	106	12
5417818	16	60	117	13
5092054	24	60	133	12
1429677	13	40	90	9
1090603	13	61	151	13
4634803	19	51	132	13
3410358	17	67	125	9
1359094	21	63	134	9
2345393	14	61	113	10
6250353	17	55	147	11
616684	14	51	133	11
2097785	10	61	151	10
1375373	22	43	133	14
6190154	16	48	128	13
3436102	21	56	103	10
4852095	17	53	137	17
5539326	12	59	130	12
67874	9	56	144	18
2020544	10	60	110	15
4118360	12	69	126	12
2677462	15	50	117	18
4045137	20	71	146	11
