TARA_142	TARA_143	TARA_144	TARA_18
1240637	0.9375	1	1	0.109090909090909
5833997	1	0.851851851851852	1	0.113207547169811
403288_1	0.958333333333333	0.935483870967742	1	0.111111111111111
403288_2	0.958333333333333	0.935483870967742	1	0.111111111111111
743440_1	0.166666666666667	0.0952380952380952	0.0588235294117647	0.892857142857143
743440_2	0.166666666666667	0.0952380952380952	0.0588235294117647	0.892857142857143
2332921	0	0.115384615384615	0.142857142857143	0.8125
5280769_1	0.909090909090909	0.9375	1	0.147058823529412
5280769_2	0.909090909090909	0.9375	1	0.147058823529412
167492	0.6875	0.857142857142857	0.48	0.0571428571428571
3739826	1	1	0.777777777777778	0.44
283941	0.916666666666667	0.851851851851852	0.92	0.227272727272727
569796	1	1	1	0.473684210526316
2613129	1	0.894736842105263	1	0.346153846153846
5025948	0.0625	0.0384615384615385	0.0588235294117647	0.684210526315789
1053322	0.904761904761905	1	1	0.318181818181818
2551866	0.923076923076923	0.827586206896552	1	0.285714285714286
5011440	1	0.896551724137931	0.8125	0.272727272727273
980917	0.214285714285714	0.133333333333333	0.1	0.194444444444444
5810272	0.04	0	0	0.424242424242424
2309535	0.64	0.666666666666667	0.72	0.03125
6618051	0.727272727272727	0.357142857142857	0	0.523809523809524
1704680	0.454545454545455	0.25	0.0833333333333333	0.761904761904762
2321597	0.4375	0.481481481481481	0.7	0.0454545454545455
394172_1	0.0357142857142857	0.0294117647058824	0.0769230769230769	0.333333333333333
394172_2	0.0357142857142857	0.0294117647058824	0.0769230769230769	0.333333333333333
394172_3	0.0357142857142857	0.0294117647058824	0.0769230769230769	0.333333333333333
1237413	0.333333333333333	0.407407407407407	0.733333333333333	0.756756756756757
2090587	0.733333333333333	0.375	0.230769230769231	0.292682926829268
3051629_1	0	0.178571428571429	0.166666666666667	0.428571428571429
3051629_2	0	0.178571428571429	0.166666666666667	0.428571428571429
4054210	0.571428571428571	0.55	0.2	0.142857142857143
987874	0.3125	0.555555555555556	0	0.259259259259259
4305013	0.9375	0.333333333333333	0.785714285714286	0.571428571428571
1602946	0.388888888888889	0.5	0	0.162162162162162
332045	1	1	0.964285714285714	0.836734693877551
6379737	1	0.888888888888889	0.619047619047619	0.724137931034483
3290799_1	0.545454545454545	0.486486486486487	0.523809523809524	0.0185185185185185
3290799_2	0.545454545454545	0.486486486486487	0.523809523809524	0.0185185185185185
3290799_3	0.545454545454545	0.486486486486487	0.523809523809524	0.0185185185185185
427941	0.272727272727273	0.2	0.153846153846154	0.318181818181818
1584265	0.176470588235294	0	0	0.384615384615385
4954203	0.266666666666667	0.407407407407407	0.263157894736842	0
1064055	0.9375	0.5625	1	0.926829268292683
5236699	0.5	0.181818181818182	0.233333333333333	0
3073858	0.5625	0.0625	0.153846153846154	0.333333333333333
996983	0.684210526315789	0.583333333333333	0.722222222222222	1
4083351	0.315789473684211	0.111111111111111	0.619047619047619	0.510204081632653
1812169	1	0.863636363636364	0.933333333333333	0.689655172413793
2217115	0.45	0.12	0.25	0
4399183	0.384615384615385	0.0833333333333333	0.214285714285714	0.473684210526316
4130723	0.1	0.375	0.3	0.611111111111111
3666152	0.142857142857143	0.0588235294117647	0.0454545454545455	0.421052631578947
5023690	0.208333333333333	0.434782608695652	0.416666666666667	0.866666666666667
594933	1	0.785714285714286	0.277777777777778	0.511627906976744
1778063	0.888888888888889	0.166666666666667	0.555555555555556	0.5
1761049	0.333333333333333	0.769230769230769	0.705882352941177	0.928571428571429
2093046	0.277777777777778	0.357142857142857	0.166666666666667	0.0232558139534884
6492332	0.8	0.733333333333333	0.777777777777778	0.756756756756757
6182036	0.25	0.3125	0.769230769230769	0.612903225806452
1717910	1	1	1	0.639344262295082
