TARA_150	TARA_152	TARA_68	TARA_70
3712785	1	1	1	1
1668467	1	1	1	1
2581710	0	0	0	0
2943775	1	1	1	1
4568850	1	1	1	1
645165	1	1	1	0.142857142857143
6526736	0	0.0384615384615385	0	0
3861911	0.8	0.925925925925926	1	1
4142414	0	0	0.0588235294117647	0.75
2374251	0	0	0.769230769230769	0
3354903	1	0.208333333333333	1	0.962962962962963
4850978	0.333333333333333	0.851851851851852	0	0.0476190476190476
1608082_1	0.0952380952380952	0.8	0.0416666666666667	0
1608082_2	0.0952380952380952	0.8	0.0416666666666667	0
946429	1	1	0.888888888888889	0.96
4062622_1	1	0.263157894736842	1	0.95
4062622_2	1	0.263157894736842	1	0.95
2696981	0.25	0	0	0.833333333333333
5549985_1	0.944444444444444	0.115384615384615	0.884615384615385	0.821428571428571
5549985_2	0.944444444444444	0.115384615384615	0.884615384615385	0.821428571428571
4729925	0.1	0.0333333333333333	0	0
354534	0	0	0.428571428571429	0.0869565217391304
1095588	0.3125	0.944444444444444	0.1	0.19047619047619
6545503	0.0769230769230769	0	0.736842105263158	0.75
2290201_1	0	0	0	0.620689655172414
2290201_2	0	0	0	0.620689655172414
4836095	0.769230769230769	1	0.333333333333333	1
5601439	0	0.363636363636364	0.0526315789473684	0.0416666666666667
2750747	0.941176470588235	0.833333333333333	1	1
3173261	0.923076923076923	0.161290322580645	0.722222222222222	0.96
4623831	0	0	0.578947368421053	0
3208777	0.727272727272727	0.909090909090909	0.0476190476190476	0.258064516129032
3638434_1	0.166666666666667	0	0.714285714285714	0.0588235294117647
3638434_2	0.166666666666667	0	0.714285714285714	0.0588235294117647
4612058	0.941176470588235	0.85	1	1
1022511	0.4	0	0.705882352941177	0
6327024	1	1	1	0.428571428571429
6372112	1	0.909090909090909	0.238095238095238	0.894736842105263
5613465	0.538461538461538	0	0	0
3848303	0	0.166666666666667	0	0
2569418	0.733333333333333	0.625	0.0476190476190476	0
2576068	0.1875	0.130434782608696	0	0.769230769230769
3073348	0.8	0.142857142857143	1	0.772727272727273
131912	1	0.448275862068966	1	1
4290763	0.789473684210526	0.958333333333333	0.388888888888889	0.15625
4433660	1	1	0.391304347826087	0.947368421052632
3302253	0.714285714285714	0.0625	0.0588235294117647	0
4338986	0	0	0.555555555555556	0
696426	0.2	0.75	0.181818181818182	0
4228970_1	0.4375	0.722222222222222	0	0.740740740740741
4228970_2	0.4375	0.722222222222222	0	0.740740740740741
420740	0.4	1	1	0.891891891891892
3003788	0.0666666666666667	0	0.705882352941177	0.157894736842105
4179674	0.863636363636364	0.434782608695652	0.962962962962963	0.956521739130435
6076260_1	0	0.0526315789473684	0.5625	0.0769230769230769
6076260_2	0	0.0526315789473684	0.5625	0.0769230769230769
5765722_1	1	1	0.25	0.48
5765722_2	1	1	0.25	0.48
2919470_1	0	0	0.5	0.266666666666667
2919470_2	0	0	0.5	0.266666666666667
4389070	0.833333333333333	0.185185185185185	0.166666666666667	0.0512820512820513
5238133	0.111111111111111	0.6	0	0
248006	1	0.5	1	1
936201	0	0.619047619047619	0	0.0869565217391304
2524634	1	1	0.466666666666667	1
3505059	0.05	0.192307692307692	0.32	0.863636363636364
1252513	0.9375	1	0.65	0.235294117647059
5574826	0.19047619047619	0.714285714285714	0	0.0333333333333333
6070329	0	0.5	0	0
3537735	0.923076923076923	0.37037037037037	1	0.904761904761905
2824277_1	0.666666666666667	0.848484848484849	0.9375	0.21875
2824277_2	0.666666666666667	0.848484848484849	0.9375	0.21875
2824277_3	0.666666666666667	0.848484848484849	0.9375	0.21875
3337603	0.666666666666667	1	0.0714285714285714	0.571428571428571
6590163	0.888888888888889	0.933333333333333	0.304347826086957	0.96875
4416762	0.133333333333333	0.571428571428571	0.0833333333333333	0
3914457	0.333333333333333	0.5	0	0
5530380	1	1	0.625	0.32
1619793_1	0	0	0.0555555555555556	0.545454545454545
1619793_2	0	0	0.0555555555555556	0.545454545454545
5527295	1	1	1	0.5
2652430	0.117647058823529	0.352941176470588	0.24	0.864864864864865
4658582	0.411764705882353	0.65	0.0555555555555556	0.0434782608695652
4014397	0	0.0454545454545455	0.523809523809524	0
477290	0.0909090909090909	0.692307692307692	0.0952380952380952	0.0666666666666667
2207666	1	1	1	0.521739130434783
3519555	0.5625	0.2	0.692307692307692	0
2583621	0.0454545454545455	0.434782608695652	0	0
3063284	0	0	0.583333333333333	0.0869565217391304
979301	1	0.4	1	0.931034482758621
1404992_1	0.2	0.571428571428571	0.1	0
1404992_2	0.2	0.571428571428571	0.1	0
4147474	0.904761904761905	0.387096774193548	0.85	0.96
3582940	0.692307692307692	0.967741935483871	0.529411764705882	0.92
5547385	0.352941176470588	0.107142857142857	0.117647058823529	0.0967741935483871
3718017	0.0416666666666667	0.5625	0	0.0588235294117647
1225944	0.947368421052632	0.391304347826087	0.153846153846154	0.461538461538462
4261768_1	1	1	0.590909090909091	1
4261768_2	1	1	0.590909090909091	1
4136579	0.333333333333333	0.461538461538462	0.04	0
3101943	0.3	0.65	0.625	0.916666666666667
961406	0.869565217391304	0.7	0.882352941176471	0.966666666666667
6459610	0.0909090909090909	0.612903225806452	0.0526315789473684	0.032258064516129
3047514_1	0	0.68	0.68	0.238095238095238
3047514_2	0	0.68	0.68	0.238095238095238
634912	0	0.208333333333333	0.555555555555556	0.15
4343795	0	0	0.444444444444444	0
6144543	0.714285714285714	1	0.4375	1
2285286_1	0	0.454545454545455	0	0
2285286_2	0	0.454545454545455	0	0
2450523_1	0.454545454545455	0.777777777777778	0.933333333333333	0.838709677419355
2450523_2	0.454545454545455	0.777777777777778	0.933333333333333	0.838709677419355
2814802	0	0.0869565217391304	0	0.555555555555556
1662257	1	1	0.952380952380952	0.487179487179487
4856056	0.0909090909090909	0.863636363636364	0.25	0.21875
2958031	0	0	0	0.458333333333333
3239872	0.5	1	1	0.966666666666667
1135034	0.3125	0.84	0.0476190476190476	0.565217391304348
5936240	0	0	0.454545454545455	0
2365601_1	0.647058823529412	0.275862068965517	0	0.03125
2365601_2	0.647058823529412	0.275862068965517	0	0.03125
4828071	0.625	0.0434782608695652	0.470588235294118	0
3932950_1	0.368421052631579	0.0555555555555556	0	0
3932950_2	0.368421052631579	0.0555555555555556	0	0
3932950_3	0.368421052631579	0.0555555555555556	0	0
2566422	0.0555555555555556	0	0.0869565217391304	0.583333333333333
4712381	0.545454545454545	0.111111111111111	0	0
1360256	0.75	0.409090909090909	1	0.947368421052632
6065292	0	0.08	0.722222222222222	0.15
4696425	1	0.476190476190476	1	1
4151732_1	0.153846153846154	0	0.0714285714285714	0.615384615384615
4151732_2	0.153846153846154	0	0.0714285714285714	0.615384615384615
4729023	0	0	0.392857142857143	0.032258064516129
4600911	0	0.535714285714286	0.0384615384615385	0.0434782608695652
3964656_1	0.857142857142857	0.3	1	0.875
3964656_2	0.857142857142857	0.3	1	0.875
4072356	0	0.5625	0	0.0645161290322581
5833973_1	0.166666666666667	0.142857142857143	0.565217391304348	0.777777777777778
5833973_2	0.166666666666667	0.142857142857143	0.565217391304348	0.777777777777778
3858753_1	0.125	0.555555555555556	0	0.142857142857143
3858753_2	0.125	0.555555555555556	0	0.142857142857143
3858753_3	0.125	0.555555555555556	0	0.142857142857143
2242265_1	0.928571428571429	0.333333333333333	1	0.772727272727273
2242265_2	0.928571428571429	0.333333333333333	1	0.772727272727273
5450929	0.909090909090909	0.380952380952381	0.615384615384615	0.952380952380952
942245	0	0.482758620689655	0	0
4054792_1	0.25	0.428571428571429	0	0.0540540540540541
4054792_2	0.25	0.428571428571429	0	0.0540540540540541
494014	0.545454545454545	0.4	0.411764705882353	1
4058730	1	1	0.733333333333333	0.428571428571429
3039906	1	1	0.944444444444444	0.521739130434783
2866296	0.928571428571429	1	0.391304347826087	0.558823529411765
6473312	1	0.571428571428571	1	0.964285714285714
1886915	0.333333333333333	0.91304347826087	0.875	1
948047	0.722222222222222	0.206896551724138	0.526315789473684	0.178571428571429
5816932	0.947368421052632	0.391304347826087	0.875	0.958333333333333
5441517	0.19047619047619	0.65625	0.7	0.896551724137931
6345639	0.5	0.5	0.772727272727273	1
4736975	0.0526315789473684	0.09375	0.0555555555555556	0.0606060606060606
5742845	0.785714285714286	0.76	0.533333333333333	0.964285714285714
1732561	1	0.517241379310345	1	1
4694712	0.222222222222222	0.173913043478261	0.714285714285714	0.80952380952381
5443950	0	0.652173913043478	0.214285714285714	0.117647058823529
4134949	0	0	0	0.4
5190629_1	0	0	0.4375	0
5190629_2	0	0	0.4375	0
4537803	0.0625	0.25	0.263157894736842	0.8
566914_1	0.0666666666666667	0.333333333333333	0.0833333333333333	0.761904761904762
566914_2	0.0666666666666667	0.333333333333333	0.0833333333333333	0.761904761904762
4794491	0.5625	0	0.230769230769231	0.172413793103448
4530185_1	1	0.333333333333333	0.842105263157895	0.470588235294118
4530185_2	1	0.333333333333333	0.842105263157895	0.470588235294118
4609241	0.823529411764706	0.935483870967742	0.117647058823529	0.628571428571429
4617592	0.5	1	0.933333333333333	1
1719801	0.789473684210526	1	0.523809523809524	0.9
1699729	1	1	1	0.571428571428571
3014258	0.9375	0.8125	0.45	1
1506995	0.923076923076923	1	1	0.565217391304348
538406	0.4375	0.666666666666667	0.285714285714286	0
6041397	0.75	0.857142857142857	0.76	1
5385260_1	0	0	0	0.428571428571429
5385260_2	0	0	0	0.428571428571429
3101438	0.428571428571429	0	0.0476190476190476	0.333333333333333
2652604	1	1	0.523809523809524	1
2149387	0.0526315789473684	0.620689655172414	0.4	0.111111111111111
2982029	0	0.46875	0.0625	0
4885074	0.947368421052632	0.84	0.285714285714286	0.411764705882353
1120878	0.5	0.137931034482759	0.238095238095238	0.260869565217391
4002668	1	0.470588235294118	1	0.904761904761905
1700515_1	0	0.428571428571429	0	0
1700515_2	0	0.428571428571429	0	0
6162068	0.8	0.8	0.555555555555556	0.173913043478261
4290153_1	0.461538461538462	1	0.916666666666667	0.9375
4290153_2	0.461538461538462	1	0.916666666666667	0.9375
2276168	0.133333333333333	0.777777777777778	0.230769230769231	0.344827586206897
3687545	0.875	0.523809523809524	1	1
4833808	1	1	1	0.540540540540541
6029879	0.8	0.971428571428571	0.458333333333333	1
6134678	0.0909090909090909	0.636363636363636	0.0833333333333333	0.0909090909090909
5621270	0.105263157894737	0.571428571428571	0	0.117647058823529
3304262	0.8	0.857142857142857	0.666666666666667	0.448275862068966
3639609	0	0.44	0	0.0285714285714286
5162204	0.133333333333333	0	0.611111111111111	0.117647058823529
2840368	0.0526315789473684	0.0869565217391304	0.368421052631579	0.52
4994048	0.866666666666667	0.428571428571429	0.894736842105263	1
6500317	0.153846153846154	0.294117647058824	0.0588235294117647	0.464285714285714
5473121	0.125	0	0.421052631578947	0.375
211691_1	1	0.542857142857143	0.933333333333333	1
211691_2	1	0.542857142857143	0.933333333333333	1
4105806	0.8	0.91304347826087	0.944444444444444	0.392857142857143
4664312	1	1	1	0.653846153846154
6351439_1	0.166666666666667	0.0833333333333333	0.681818181818182	0.0769230769230769
6351439_2	0.166666666666667	0.0833333333333333	0.681818181818182	0.0769230769230769
5726877	1	0.705882352941177	1	0.967741935483871
5532435	1	0.542857142857143	1	0.888888888888889
2678827	0.785714285714286	1	0.5	0.333333333333333
4497224_1	1	0.571428571428571	1	0.96551724137931
4497224_2	1	0.571428571428571	1	0.96551724137931
1244365_1	0.565217391304348	1	0.8	1
1244365_2	0.565217391304348	1	0.8	1
4549379_1	0.92	0.535714285714286	1	1
4549379_2	0.92	0.535714285714286	1	1
4353692	0.791666666666667	0.933333333333333	0.56	0.384615384615385
1664294	0.166666666666667	0	0.541666666666667	0
4458163_1	0.166666666666667	0.5	0.333333333333333	0.91304347826087
4458163_2	0.166666666666667	0.5	0.333333333333333	0.91304347826087
619938	1	1	1	0.575757575757576
6077305	1	1	1	0.6
2948821	0.19047619047619	0.6	0	0.32
10554_1	0.545454545454545	0.766666666666667	0	0.416666666666667
10554_2	0.545454545454545	0.766666666666667	0	0.416666666666667
3476188	0.266666666666667	0.15	0.571428571428571	0.148148148148148
1004744	0	0	0.375	0
4636892	1	0.607142857142857	1	1
4846670	0.789473684210526	0.944444444444444	0.333333333333333	0.371428571428571
4589107	0.866666666666667	0.176470588235294	0.833333333333333	0.555555555555556
