TARA_150	TARA_152	TARA_68	TARA_70
3712785	17	21	20	34
1668467	10	19	15	22
2581710	15	25	16	26
2943775	10	17	22	35
4568850	13	20	16	26
645165	16	19	14	21
6526736	22	26	22	28
3861911	15	27	14	23
4142414	13	28	17	24
2374251	12	19	13	20
3354903	19	24	16	27
4850978	9	27	17	21
1608082_1	21	25	24	27
1608082_2	21	25	24	27
946429	12	23	18	25
4062622_1	11	19	12	20
4062622_2	11	19	12	20
2696981	16	21	13	30
5549985_1	18	26	26	28
5549985_2	18	26	26	28
4729925	20	30	19	24
354534	16	25	14	23
1095588	16	18	20	21
6545503	13	24	19	32
2290201_1	12	24	12	29
2290201_2	12	24	12	29
4836095	13	24	21	23
5601439	25	22	19	24
2750747	17	30	22	29
3173261	13	31	18	25
4623831	15	32	19	27
3208777	11	22	21	31
3638434_1	12	26	14	34
3638434_2	12	26	14	34
4612058	17	20	18	24
1022511	15	26	17	27
6327024	16	19	18	21
6372112	13	22	21	19
5613465	13	25	19	19
3848303	18	24	17	23
2569418	15	16	21	19
2576068	16	23	18	26
3073348	10	21	19	22
131912	17	29	13	37
4290763	19	24	18	32
4433660	16	32	23	38
3302253	14	32	17	29
4338986	15	20	18	31
696426	10	28	22	33
4228970_1	16	18	18	27
4228970_2	16	18	18	27
420740	20	25	22	37
3003788	15	19	17	19
4179674	22	23	27	23
6076260_1	11	19	16	26
6076260_2	11	19	16	26
5765722_1	14	22	20	25
5765722_2	14	22	20	25
2919470_1	14	27	20	30
2919470_2	14	27	20	30
4389070	12	27	12	39
5238133	9	25	14	26
248006	13	24	13	25
936201	12	21	16	23
2524634	12	21	15	17
3505059	20	26	25	22
1252513	16	18	20	17
5574826	21	35	17	30
6070329	16	22	27	27
3537735	13	27	27	21
2824277_1	12	33	16	32
2824277_2	12	33	16	32
2824277_3	12	33	16	32
3337603	12	18	14	28
6590163	18	30	23	32
4416762	15	21	12	19
3914457	15	22	17	34
5530380	12	25	24	25
1619793_1	15	20	18	22
1619793_2	15	20	18	22
5527295	13	22	12	20
2652430	17	17	25	37
4658582	17	20	18	23
4014397	13	22	21	38
477290	11	26	21	30
2207666	14	22	14	23
3519555	16	25	13	32
2583621	22	23	12	31
3063284	14	26	12	23
979301	23	30	13	29
1404992_1	15	21	20	28
1404992_2	15	21	20	28
4147474	21	31	20	25
3582940	13	31	17	25
5547385	17	28	17	31
3718017	24	32	18	34
1225944	19	23	13	26
4261768_1	10	19	22	19
4261768_2	10	19	22	19
4136579	18	26	25	25
3101943	20	20	16	24
961406	23	30	17	30
6459610	22	31	19	31
3047514_1	12	25	25	21
3047514_2	12	25	25	21
634912	9	24	18	20
4343795	9	24	18	22
6144543	14	16	16	32
2285286_1	16	22	17	25
2285286_2	16	22	17	25
2450523_1	22	18	15	31
2450523_2	22	18	15	31
2814802	15	23	13	27
1662257	17	29	21	39
4856056	11	22	16	32
2958031	13	18	12	24
3239872	14	32	27	30
1135034	16	25	21	23
5936240	16	18	22	17
2365601_1	17	29	17	32
2365601_2	17	29	17	32
4828071	16	23	17	23
3932950_1	19	18	16	17
3932950_2	19	18	16	17
3932950_3	19	18	16	17
2566422	18	24	23	36
4712381	11	18	15	27
1360256	16	22	27	19
6065292	12	25	18	40
4696425	11	21	16	26
4151732_1	13	16	14	26
4151732_2	13	16	14	26
4729023	22	30	28	31
4600911	16	28	26	23
3964656_1	21	30	14	40
3964656_2	21	30	14	40
4072356	15	32	15	31
5833973_1	12	21	23	27
5833973_2	12	21	23	27
3858753_1	16	27	16	28
3858753_2	16	27	16	28
3858753_3	16	27	16	28
2242265_1	14	24	12	22
2242265_2	14	24	12	22
5450929	11	21	13	21
942245	10	29	13	24
4054792_1	12	28	18	37
4054792_2	12	28	18	37
494014	11	25	17	27
4058730	19	15	15	28
3039906	23	26	18	23
2866296	14	27	23	34
6473312	12	35	24	28
1886915	15	23	16	18
948047	18	29	19	28
5816932	19	23	16	24
5441517	21	32	20	29
6345639	16	22	22	36
4736975	19	32	18	33
5742845	14	25	15	28
1732561	20	29	14	30
4694712	9	23	21	21
5443950	13	23	14	17
4134949	18	25	21	20
5190629_1	18	24	16	19
5190629_2	18	24	16	19
4537803	16	20	19	25
566914_1	15	18	12	21
566914_2	15	18	12	21
4794491	16	27	26	29
4530185_1	21	27	19	34
4530185_2	21	27	19	34
4609241	17	31	17	35
4617592	18	21	15	23
1719801	19	20	21	40
1699729	13	23	14	21
3014258	16	16	20	24
1506995	13	32	20	23
538406	16	27	21	19
6041397	16	21	25	26
5385260_1	11	17	13	21
5385260_2	11	17	13	21
3101438	21	22	21	39
2652604	15	18	21	19
2149387	19	29	25	36
2982029	17	32	16	29
4885074	19	25	21	34
1120878	20	29	21	23
4002668	11	17	16	21
1700515_1	11	21	21	25
1700515_2	11	21	21	25
6162068	15	20	18	23
4290153_1	13	24	24	32
4290153_2	13	24	24	32
2276168	15	27	13	29
3687545	16	21	14	22
4833808	12	19	19	37
6029879	25	35	24	31
6134678	11	22	12	22
5621270	19	21	14	17
3304262	15	21	18	29
3639609	25	25	12	35
5162204	15	26	18	34
2840368	19	23	19	25
4994048	15	28	19	28
6500317	13	17	17	28
5473121	24	23	19	32
211691_1	16	35	15	32
211691_2	16	35	15	32
4105806	20	23	18	28
4664312	20	21	15	26
6351439_1	18	24	22	26
6351439_2	18	24	22	26
5726877	20	34	24	31
5532435	22	35	15	27
2678827	14	19	16	24
4497224_1	18	28	18	29
4497224_2	18	28	18	29
1244365_1	23	29	25	23
1244365_2	23	29	25	23
4549379_1	25	28	21	28
4549379_2	25	28	21	28
4353692	24	30	25	26
1664294	12	22	24	21
4458163_1	18	26	18	23
4458163_2	18	26	18	23
619938	13	18	13	33
6077305	14	22	14	25
2948821	21	20	16	25
10554_1	11	30	13	24
10554_2	11	30	13	24
3476188	15	20	21	27
1004744	17	26	24	29
4636892	18	28	19	32
4846670	19	18	15	35
4589107	15	17	18	27
4524414	12	18	21	29
4836852	15	26	19	30
6374147	16	28	17	38
3214884	14	23	17	32
6431139	13	27	17	23
6416653	22	24	19	26
2084648	18	32	17	29
5588639	22	17	15	29
3455039	10	24	16	17
4882875_1	12	25	21	36
4882875_2	12	25	21	36
3015536	18	30	19	35
2770933_1	25	31	16	39
2770933_2	25	31	16	39
4689253	12	32	22	26
4124456	14	20	14	22
1648941	14	32	18	41
5017870_1	24	29	20	41
5017870_2	24	29	20	41
2548559_1	17	30	22	33
2548559_2	17	30	22	33
4728704	23	23	26	27
3286646_1	17	19	20	17
3286646_2	17	19	20	17
3660063	17	35	17	29
5548999	25	27	17	35
6415898	16	25	24	21
2555490	15	15	18	19
1684858	14	26	24	20
3324647	14	16	24	22
6117610	24	26	16	30
2815984	20	32	18	31
3781219	13	25	16	35
4468119	14	27	25	37
6150418	15	33	26	26
4995331_1	19	16	23	24
4995331_2	19	16	23	24
6208344	11	24	14	22
601193	18	26	21	31
2870855	20	18	21	31
4089514	15	31	18	22
4303529	23	22	15	29
6187339_1	11	29	16	26
6187339_2	11	29	16	26
3209310	20	21	23	31
2000036	11	20	16	21
3973392	11	27	21	33
5602909	15	29	27	36
4771694	19	25	21	30
2382648	13	22	24	27
1509067	18	33	28	30
4019306	12	17	18	19
1080210_1	15	29	20	22
1080210_2	15	29	20	22
1521920	17	24	20	20
4176983_1	18	25	23	39
4176983_2	18	25	23	39
735994	11	25	21	17
1717945_1	14	33	26	29
1717945_2	14	33	26	29
2585168	22	26	19	29
5414272	19	30	23	41
6162153	22	24	21	23
1650918	14	28	18	36
1985303_1	15	21	18	19
1985303_2	15	21	18	19
1985303_3	15	21	18	19
4806208	20	33	25	28
4117136	19	24	16	18
1591262	14	27	12	20
5545194_1	18	15	17	20
5545194_2	18	15	17	20
5545194_3	18	15	17	20
4797094	14	22	22	27
1468420_1	19	27	25	22
1468420_2	19	27	25	22
4393986	16	27	17	30
4808286	20	25	20	27
5971023	17	33	21	21
2368987	16	28	20	39
1592247	11	28	18	25
181556	14	35	14	24
6164797	16	20	16	29
4833231	13	30	20	38
1606757	18	31	18	25
6269954	17	17	17	26
2370689	16	19	23	31
3107005	21	22	19	21
5738643_1	19	27	14	26
5738643_2	19	27	14	26
3724624	23	28	23	29
4466290	14	22	14	22
783309	23	17	23	30
3066817	24	25	16	20
4779320	21	29	24	27
3896486	12	33	12	35
3430603	14	32	19	25
3106324	15	20	15	19
3658496_1	18	29	18	26
3658496_2	18	29	18	26
5653939	23	28	19	28
4280735_1	17	29	15	21
4280735_2	17	29	15	21
4280735_3	17	29	15	21
3894669	13	17	22	24
2997274	10	18	24	32
5909323	18	25	16	41
4067539	14	28	20	33
5228876	19	19	25	28
6531796	15	18	20	17
1586754	17	31	12	38
6033817_1	17	20	24	17
6033817_2	17	20	24	17
6516574	21	27	25	25
1174295_1	10	19	19	20
1174295_2	10	19	19	20
4888511	14	22	20	24
2320437_1	21	22	15	26
2320437_2	21	22	15	26
3092722	20	16	16	23
5121141	14	21	19	22
2612284	20	29	17	32
5541781	10	16	24	22
6341213	16	22	19	22
3919417	16	31	14	21
3714050	9	30	15	23
5591420_1	23	29	21	38
5591420_2	23	29	21	38
6434355_1	17	29	22	41
6434355_2	17	29	22	41
6462039	19	26	16	31
6523077	11	27	26	25
1719272_1	20	25	17	21
1719272_2	20	25	17	21
6054813_1	16	21	25	35
6054813_2	16	21	25	35
6054813_3	16	21	25	35
564089	14	34	16	24
6045004	18	26	12	20
3683686	14	15	12	26
4674751_1	17	23	20	25
4674751_2	17	23	20	25
3293227	16	23	14	25
2274495	13	17	17	20
5580024	17	16	19	22
3482139	19	27	23	37
1633797	15	23	27	30
2788036	17	31	18	23
3212312	21	29	16	31
2663863	9	22	20	26
4621428	9	21	21	32
2724124	17	31	27	29
3620110	24	26	20	31
5530138	14	31	25	25
499527	15	26	18	34
4765914_1	11	26	12	26
4765914_2	11	26	12	26
3957611	20	28	17	35
6281943	22	33	19	29
3105009	18	21	19	20
6492842	15	22	12	20
3412013	13	27	22	18
6488784	11	19	17	17
3921966	16	32	15	36
3842001_1	19	22	14	35
3842001_2	19	22	14	35
2375711	13	27	21	29
2761173_1	12	24	24	31
2761173_2	12	24	24	31
2382965	14	32	17	34
1906683_1	15	26	23	31
1906683_2	15	26	23	31
4417463	18	26	25	25
1358669	20	23	19	30
4718001	12	22	13	27
6197827	16	22	25	19
1446400	11	25	21	27
4322674_1	16	22	22	34
4322674_2	16	22	22	34
4049862	14	16	25	30
3729111_1	17	23	21	29
3729111_2	17	23	21	29
4121187	19	23	13	24
3323288	11	28	16	25
4811182	16	17	20	30
4471296	22	30	26	36
3899908	11	25	21	37
1445199_1	23	27	16	30
1445199_2	23	27	16	30
1724377	18	28	20	24
5163849_1	10	18	15	24
5163849_2	10	18	15	24
5855404	14	24	16	19
3596728	15	16	24	21
3858126	10	20	23	35
1408905	17	34	15	26
6515123	24	31	19	35
1908444	22	28	21	39
6444003	18	22	15	30
1172067	15	16	19	25
4284110	17	26	14	32
4875057	20	26	16	25
1112193	17	31	26	18
2201619	19	32	25	25
6443045	16	18	13	23
5955239	22	30	25	29
5422257	16	24	15	40
6432238	15	28	22	25
1247430_1	22	19	19	22
1247430_2	22	19	19	22
1129611	21	22	25	33
5137169	18	22	16	29
2053768	22	18	17	28
3088139	17	19	17	24
2611586	18	29	13	27
4653747	18	22	25	23
