TARA_143	TARA_144	TARA_150	TARA_20	TARA_22	TARA_25	TARA_70
3599920_1	1	1	0.948717948717949	1	0.294117647058824	1	1
3599920_2	1	1	0.948717948717949	1	0.294117647058824	1	1
439221	0.25	1	1	1	1	1	0.681818181818182
1785937_1	1	1	1	0.454545454545455	1	1	1
1785937_2	1	1	1	0.454545454545455	1	1	1
2892106	0	0	0	0	0.444444444444444	0	0
4382259	0	0	0	0	0.4375	0	0
5019487	0.111111111111111	0.166666666666667	0.0232558139534884	0	0	0.03125	0.583333333333333
3840772_1	0.928571428571429	0.933333333333333	0.770833333333333	1	0.944444444444444	0.870967741935484	0.166666666666667
3840772_2	0.928571428571429	0.933333333333333	0.770833333333333	1	0.944444444444444	0.870967741935484	0.166666666666667
2342743_1	1	1	1	1	0.647058823529412	1	1
2342743_2	1	1	1	1	0.647058823529412	1	1
1633211	1	1	1	1	0.636363636363636	1	1
1392411	1	1	1	1	0.684210526315789	1	1
4197345	0.2	0.153846153846154	0.130434782608696	0	0.772727272727273	0.375	0.2
3981140	0	0	0.0263157894736842	0	0.4	0.0344827586206897	0
5756503	1	0.882352941176471	0.818181818181818	0.769230769230769	0.384615384615385	0.870967741935484	0.44
3588234	0	0	0.0285714285714286	0.0909090909090909	0.4	0	0
4102581	0	0.111111111111111	0.0810810810810811	0.166666666666667	0.142857142857143	0.03125	0.545454545454545
305145	0.333333333333333	0.25	0.297872340425532	0.25	0.214285714285714	0.214285714285714	0.857142857142857
1879778	1	1	1	1	0.7	0.972972972972973	1
1453622_1	0.285714285714286	0.1	0.195121951219512	0.7	0.133333333333333	0.303030303030303	0.703703703703704
1453622_2	0.285714285714286	0.1	0.195121951219512	0.7	0.133333333333333	0.303030303030303	0.703703703703704
2996929	0.909090909090909	0.818181818181818	0.866666666666667	0.692307692307692	0.807692307692308	0.805555555555556	0.363636363636364
3993554	0	0	0.0512820512820513	0	0.375	0.0476190476190476	0
386483	0.222222222222222	0.3	0.210526315789474	0.333333333333333	0	0.0606060606060606	0.590909090909091
3516880	0.363636363636364	0.25	0.15625	0.2	0	0.230769230769231	0.625
7044472	0.9	0.818181818181818	0.974358974358974	1	0.88	1	0.954545454545455
720119	1	1	1	1	0.76	1	1
4416264	1	0.111111111111111	0.571428571428571	0.8	0.5	0.555555555555556	0.9
833820	0.9375	1	0.885714285714286	0.833333333333333	0.91304347826087	0.96969696969697	0.473684210526316
6401497	0	0.357142857142857	0.288888888888889	0.133333333333333	0.764705882352941	0.171428571428571	0.133333333333333
3511509_1	0	0	0.0212765957446809	0.5	0.285714285714286	0.25	0.0434782608695652
3511509_2	0	0	0.0212765957446809	0.5	0.285714285714286	0.25	0.0434782608695652
5951777	0.333333333333333	0.2	0.548387096774194	0.6	0.0714285714285714	0.230769230769231	0
2312228	0.846153846153846	0.8	0.742857142857143	0.923076923076923	0.347826086956522	0.676470588235294	0.888888888888889
3762961_1	0	0.2	0.25	0.466666666666667	0.15	0.0344827586206897	0
3762961_2	0	0.2	0.25	0.466666666666667	0.15	0.0344827586206897	0
1881402	0	0	0.1	0.0909090909090909	0.380952380952381	0	0.142857142857143
672463	0.181818181818182	0.416666666666667	0.476190476190476	0.363636363636364	1	0.5	0.684210526315789
1172356	0.444444444444444	0.75	0.375	0.9	0.916666666666667	0.730769230769231	0.5
2569992	0.75	0.75	0.720930232558139	0.615384615384615	0.15	0.592592592592593	0.75
7028251	0.333333333333333	0.25	0.24390243902439	0.4	0	0.176470588235294	0.692307692307692
3393577	0.125	0.454545454545455	0.454545454545455	0.333333333333333	0.416666666666667	0.413793103448276	0.0625
3856721	0.6	0.9	0.617647058823529	0.416666666666667	0.888888888888889	0.545454545454545	0.961538461538462
1705920	0.166666666666667	0.5	0.682926829268293	0.0909090909090909	0.6	0.392857142857143	0.533333333333333
1097087	0.461538461538462	0.375	0.536585365853659	0.555555555555556	1	0.607142857142857	0.826086956521739
6886494	0.333333333333333	0.2	0.444444444444444	0.769230769230769	0.533333333333333	0.48	0.133333333333333
719550	0.571428571428571	0.666666666666667	0.75	1	1	0.615384615384615	1
4861680	0.142857142857143	0.6	0.230769230769231	0.133333333333333	0	0.193548387096774	0.4375
5147162	0.75	0.684210526315789	0.810810810810811	0.5	1	0.885714285714286	0.521739130434783
6744358	0.357142857142857	0.625	0.82051282051282	0.428571428571429	0.533333333333333	0.3125	0.611111111111111
3772046	0.0909090909090909	0.470588235294118	0.526315789473684	0.333333333333333	0.84	0.307692307692308	0.391304347826087
1343275_1	0.727272727272727	0.833333333333333	0.540540540540541	0.75	0.75	0.6	0.666666666666667
1343275_2	0.727272727272727	0.833333333333333	0.540540540540541	0.75	0.75	0.6	0.666666666666667
2514305	0.769230769230769	0.333333333333333	0.540540540540541	0.7	0.666666666666667	0.565217391304348	0.866666666666667
