TARA_148	TARA_150	TARA_151	TARA_152
1166995	18	24	21	19
2662280	13	25	9	12
960795	12	26	19	15
2796119	12	26	9	22
2132652	10	26	10	15
2845060	17	31	9	22
1306164	15	29	15	17
2716572_1	13	25	18	12
2716572_2	13	25	18	12
1684073	18	28	13	15
2165249	12	31	10	18
1524506	10	33	11	17
31240	15	25	18	14
2775207	13	26	18	21
2175016	13	34	16	20
1050069	11	25	12	18
2235349	14	23	14	17
1714469	12	24	13	20
2182231	18	24	9	17
649915	14	28	10	11
1235530_1	16	31	17	13
1235530_2	16	31	17	13
1782173	15	27	9	15
1130159	16	21	18	13
1093807	18	23	13	25
306214	10	27	16	20
2181768	13	25	18	16
2820697	17	29	12	18
95403	13	26	14	19
2734296	18	31	17	23
2556051	14	23	12	15
1477914	14	21	15	16
1906176	17	35	13	15
1851125	17	36	18	16
2199615	17	29	20	16
871724	13	27	11	20
2746056	18	31	15	20
239592	11	29	11	19
1637674	14	36	19	22
2647387	14	22	20	16
1233075	18	34	14	17
824549_1	18	32	15	18
824549_2	18	32	15	18
1730848_1	17	26	16	21
1730848_2	17	26	16	21
1872128	12	32	14	16
949407	10	21	14	19
1361870	14	28	17	21
2205893	15	24	11	14
1081648	18	21	15	14
256820	9	24	12	12
2690326_1	14	28	19	20
2690326_2	14	28	19	20
1831461_1	18	22	13	24
1831461_2	18	22	13	24
1552575	14	26	12	14
2229559	13	28	21	25
222379_1	16	25	17	15
222379_2	16	25	17	15
2193581	13	26	21	16
305325	13	32	10	14
2635838	17	28	15	13
763318	13	21	20	18
2230283	11	37	11	17
1266020	19	37	13	19
1524654	14	31	14	20
888906	15	35	15	20
1063008	15	20	11	23
922513	10	23	13	20
1357570	14	33	13	20
2860939	14	30	13	18
1340857	19	26	12	19
2418584	17	31	19	17
2467070	11	23	14	13
1653433	15	32	17	22
707951	14	28	17	25
2227534	11	33	19	14
2082905	12	29	18	11
1046884	11	27	14	16
896104	15	23	16	14
372702	12	25	15	16
1930275	10	25	17	15
1398288	16	31	17	11
2110797	16	24	15	16
2702791	9	30	11	22
2866105	15	24	16	23
455164	15	34	18	17
2728462	13	34	16	16
1688174_1	18	33	16	13
1688174_2	18	33	16	13
1803229_1	12	25	13	22
1803229_2	12	25	13	22
821318	14	32	12	21
2769971	9	31	15	24
935232	11	22	16	18
630510	13	32	15	19
2438084	10	29	18	16
1677800	20	26	17	14
2263089	12	23	12	13
459228	14	28	20	18
1715783	11	27	15	14
2506463	17	37	18	21
1051484	14	29	9	20
2677765	12	29	21	13
2861179_1	20	26	15	18
2861179_2	20	26	15	18
2136871	12	34	13	24
707124	16	23	16	17
879611	15	22	10	19
2529871	11	32	16	21
928670	14	35	19	15
2263361	13	22	16	17
523308	16	34	19	12
2488873	18	28	15	15
2923639	18	27	9	17
1044721	20	30	10	20
1553489_1	12	25	12	17
1553489_2	12	25	12	17
1113748	12	22	12	19
1230417	13	32	18	22
353707	15	34	14	13
2754875	18	26	20	14
904726	13	37	20	16
2801730	16	33	11	25
927378	14	21	12	18
515640	17	32	18	14
2430846	15	30	15	12
656304	15	23	12	13
2178082	11	27	11	21
790640	19	31	13	12
848519_1	15	24	15	23
848519_2	15	24	15	23
1020112	14	32	14	18
1188364	18	23	12	11
