TARA_147	TARA_149	TARA_150	TARA_151	TARA_152	TARA_25	TARA_26	TARA_30
3929486	0.769230769230769	0.722222222222222	0.9	0.777777777777778	0.772727272727273	0.222222222222222	0.272727272727273	0.120689655172414
3752006	0	0.105263157894737	0	0.0769230769230769	0.473684210526316	0.384615384615385	0.0909090909090909	0.340909090909091
1570872	0.105263157894737	0.142857142857143	0	0.125	0	0.8	0.181818181818182	0.227272727272727
1860867	0.421052631578947	1	0.692307692307692	0.75	0.588235294117647	0.615384615384615	1	0.511627906976744
6327887	1	1	0.5	0.5	0.583333333333333	0.555555555555556	0.545454545454545	0.540540540540541
949774	0.933333333333333	1	0.8	0.785714285714286	0.454545454545455	0.538461538461538	0.636363636363636	0.380281690140845
2677547	0.909090909090909	0.538461538461538	0.4	0.642857142857143	0.25	0.384615384615385	0.529411764705882	0.23728813559322
4000302	0.75	0.875	1	0.789473684210526	0.866666666666667	0.785714285714286	0.875	0.859375
4323576	0	0.0909090909090909	0.181818181818182	0.357142857142857	0.0909090909090909	0.0909090909090909	0.636363636363636	0.0789473684210526
3564095	0.545454545454545	0.857142857142857	0.5	0.4	0.333333333333333	0	0.6	0.289855072463768
2772886	0.909090909090909	1	0.909090909090909	0.571428571428571	0.545454545454545	0.555555555555556	0.5	0.511111111111111
6246220	0.615384615384615	0.2	0.117647058823529	0.214285714285714	0.266666666666667	0.181818181818182	0	0.0425531914893617
1749790	0.6	0.0769230769230769	0.545454545454545	0.210526315789474	0.444444444444444	0.2	0.2	0.333333333333333
1611594	0	0	0	0	0	0	0	0.166666666666667
66849	0.285714285714286	0	0.222222222222222	0.111111111111111	0.3	0.181818181818182	0.111111111111111	0.25
2722820	0.4	0.615384615384615	0.857142857142857	0.733333333333333	0.272727272727273	0.545454545454545	1	0.558823529411765
3906601	0.285714285714286	0.714285714285714	0.846153846153846	0.4	0.277777777777778	0.230769230769231	0.571428571428571	0.30188679245283
1526394_1	0.357142857142857	0	0.2	0.272727272727273	0	0.266666666666667	0.0833333333333333	0.22972972972973
1526394_2	0.357142857142857	0	0.2	0.272727272727273	0	0.266666666666667	0.0833333333333333	0.22972972972973
4080823	1	1	1	0.733333333333333	0.916666666666667	0.666666666666667	0.733333333333333	0.611111111111111
4839028	0.909090909090909	0.818181818181818	0.9375	0.866666666666667	1	0.923076923076923	0.9	0.688311688311688
6322732	0.5	0.333333333333333	0.571428571428571	0.428571428571429	0.875	0.666666666666667	0.4	0.326923076923077
6617120	0	0.111111111111111	0.111111111111111	0	0.153846153846154	0.588235294117647	0.333333333333333	0.15625
1259426	0	0.0714285714285714	0.266666666666667	0.333333333333333	0.181818181818182	0.0833333333333333	0	0.315068493150685
816503	0.533333333333333	0.363636363636364	0.5	0.266666666666667	0.266666666666667	0.222222222222222	0.0769230769230769	0.24
1755119	0.923076923076923	0.818181818181818	0.95	0.777777777777778	0.923076923076923	0.8	0.857142857142857	0.641025641025641
6558470	0.823529411764706	0.823529411764706	0.666666666666667	0.941176470588235	0.6875	0.733333333333333	0.538461538461538	0.8
6254292	0.25	0	0.25	0.294117647058824	0.357142857142857	0.111111111111111	0.416666666666667	0.555555555555556
6075934	0.166666666666667	0.315789473684211	0.5	0.315789473684211	0.2	0.538461538461538	0.545454545454545	0.469387755102041
3037197	0.608695652173913	1	1	0.8	0.692307692307692	0.777777777777778	0.7	0.769230769230769
1439651	0.5	0.6	0.764705882352941	0.666666666666667	1	0.7	0.545454545454545	0.509090909090909
6440091_1	0.705882352941177	0.333333333333333	0.8	0.6	0.272727272727273	0.230769230769231	0.857142857142857	0.666666666666667
6440091_2	0.705882352941177	0.333333333333333	0.8	0.6	0.272727272727273	0.230769230769231	0.857142857142857	0.666666666666667
2172238	0.8125	0.823529411764706	0.888888888888889	0.6875	0.611111111111111	0.642857142857143	0.785714285714286	0.775862068965517
1104626	0.25	0.157894736842105	0.0714285714285714	0.5	0.0625	0.666666666666667	0.111111111111111	0.253521126760563
