TARA_144	TARA_149	TARA_151	TARA_9	TARA_11	TARA_23
6237401_1	9	13	23	13	32	89
6237401_2	9	13	23	13	32	89
1097914	11	17	9	13	24	50
6895868	22	21	21	12	33	84
3311371	14	14	20	12	19	62
202728	20	13	12	11	24	33
6260937_1	13	20	13	15	24	63
6260937_2	13	20	13	15	24	63
1603781	16	14	10	10	10	29
4364547	25	22	25	9	26	29
5668953	19	12	18	16	26	27
2421553	14	9	14	11	15	29
3873108	21	24	28	11	21	68
5950173	9	13	12	12	21	25
2674601	19	20	16	13	24	69
3619007	10	12	19	11	13	60
4970119	17	17	17	12	30	43
4696463	12	12	16	10	13	32
4652594	25	23	21	13	27	36
6762291	23	16	25	15	35	96
3690022_1	22	16	18	13	12	81
3690022_2	22	16	18	13	12	81
3690022_3	22	16	18	13	12	81
7028965	16	15	12	10	35	43
3856950	18	12	23	16	23	32
2488353_1	19	17	22	14	34	76
2488353_2	19	17	22	14	34	76
2488353_3	19	17	22	14	34	76
3701941	22	15	18	15	16	58
5783753_1	17	14	13	12	21	22
5783753_2	17	14	13	12	21	22
5493306	18	23	15	13	36	76
1248897	23	10	24	15	25	50
1335669	17	16	14	10	24	22
1260724	24	13	21	12	30	27
4272962	18	10	17	11	23	71
4044180	10	13	22	16	13	48
3787271	20	13	18	10	26	67
3209825	25	15	20	9	22	66
1269180	22	19	10	11	23	36
1048810	21	12	15	10	16	52
1813146	17	15	13	10	15	25
1621487	23	16	21	13	35	26
6537912_1	15	13	17	11	22	58
6537912_2	15	13	17	11	22	58
1165316	13	12	16	10	23	30
5120342	21	11	24	10	30	72
5888186	18	16	18	19	12	61
6726298	21	17	20	11	15	75
1784865	15	16	16	14	10	45
6479403	21	12	12	9	23	26
4463013	17	15	19	14	18	66
2794214	13	18	15	10	21	25
5094680	14	15	15	14	23	25
4782984	23	15	23	10	22	49
6065563	19	19	16	17	21	65
6767621	14	18	16	12	29	73
4020940	23	18	24	11	34	92
5402354	24	12	19	10	17	58
4634030_1	14	13	18	9	22	73
4634030_2	14	13	18	9	22	73
3397857	11	12	17	9	32	53
6684227	9	17	11	9	15	50
744390_1	12	17	23	12	27	53
744390_2	12	17	23	12	27	53
3392604	12	9	13	20	22	59
5865063	29	14	25	13	17	48
5161667	21	20	17	11	28	37
6901856	20	24	23	12	34	22
1518833	17	12	24	11	24	38
5281916	9	11	16	15	20	71
3295312	20	15	9	9	25	63
4954708	17	14	24	9	26	70
3832865_1	13	13	27	11	33	22
3832865_2	13	13	27	11	33	22
1722448	17	19	20	10	14	65
6709281	18	21	20	17	32	72
2854885	14	15	14	9	21	61
6266442	21	19	16	13	11	89
4356718	17	16	22	14	32	21
5401462	9	16	13	16	20	38
5216415	13	23	21	13	16	55
954814	18	10	18	13	11	55
6602845	10	16	15	12	16	36
3106871	21	13	27	9	36	33
6822478	15	22	11	19	33	69
3709986	25	15	14	14	17	42
6944374	10	18	20	10	18	23
5402924	20	13	17	10	20	73
6420953_1	9	18	11	12	28	51
6420953_2	9	18	11	12	28	51
3699333	11	16	22	9	21	43
2036602	18	19	19	16	30	80
6792485_1	23	10	20	12	27	60
6792485_2	23	10	20	12	27	60
4582843	18	21	10	9	18	87
5413972	17	16	17	9	25	48
2343277	16	25	25	20	29	75
1609321	15	15	18	12	18	36
1304784	16	12	10	10	28	50
4382500	22	20	15	18	16	64
6788034	21	15	18	10	16	67
5735075	26	19	24	9	30	33
649457	20	18	18	11	30	25
6968475	19	13	13	9	23	55
2691357	14	19	18	10	16	56
3233703	24	21	15	11	20	72
4517407	11	13	17	15	21	86
2840715	20	23	13	13	37	69
26478	15	10	10	13	11	43
5586771	20	16	17	9	23	55
3583379	18	18	27	15	21	73
4413597	9	12	10	13	26	27
2107379_1	28	10	16	13	34	61
2107379_2	28	10	16	13	34	61
2107379_3	28	10	16	13	34	61
2422589	19	17	18	10	26	49
5158379	28	24	16	9	32	51
876566	12	10	16	12	25	51
6456028	16	16	11	10	14	49
1425967	12	17	14	14	21	84
2955372	13	12	16	12	35	25
4150537	19	12	21	12	25	42
6961166	23	17	22	11	24	25
3425816	18	9	11	13	16	65
404118	24	16	10	12	14	44
5027239	22	15	16	15	33	27
856212	15	14	22	10	27	48
2234825	23	20	21	20	21	72
1354290	27	18	21	12	26	20
266937	13	21	25	14	25	57
1308959	19	9	10	12	23	32
4176434	12	15	9	10	21	23
6598026	28	19	22	17	22	65
3477089	18	13	20	17	36	44
2569729	18	17	27	11	34	74
287208	10	10	11	10	21	48
6543064	21	23	23	14	28	72
6586590	13	13	18	11	18	51
4812033	23	11	22	13	20	26
6659375	22	11	16	13	19	52
1324298	21	14	22	14	23	39
2330360_1	20	15	22	12	23	31
2330360_2	20	15	22	12	23	31
3890935	11	15	17	9	11	49
2203907	11	22	21	9	14	76
2627648	29	24	25	9	28	25
3464732	20	22	20	14	16	88
5755332	15	11	19	12	21	29
4047394_1	15	11	12	17	18	40
4047394_2	15	11	12	17	18	40
4047394_3	15	11	12	17	18	40
2051958	22	17	22	10	36	36
2415344_1	21	14	23	19	26	66
2415344_2	21	14	23	19	26	66
792061	20	14	22	9	26	26
5864819	25	18	25	13	19	50
299748	16	14	9	9	24	66
3139188	18	14	13	12	20	64
1495089	15	15	17	11	21	61
2981020	23	12	21	17	22	46
4980359	16	9	9	14	24	73
4667372	26	16	19	13	23	70
4325326	24	9	20	12	27	86
5226575	18	22	25	14	38	87
5989373	21	19	24	13	29	24
6423471	22	17	15	9	21	73
3287204	25	19	17	13	19	64
2007195	12	15	25	17	37	57
703583	13	13	26	9	26	49
3113088	19	19	17	9	38	31
3935289	11	10	12	14	13	42
5170448	15	19	25	15	31	60
643116	15	11	14	9	37	27
3061730	17	10	14	18	22	28
2573497	22	20	17	10	16	62
1173493	15	12	11	10	16	25
6929278	24	18	14	12	25	51
6221582	10	12	12	19	16	66
4761176	18	11	16	13	18	47
1703470	22	15	22	17	22	60
2806922	18	19	25	12	22	97
4674275	24	21	19	15	19	69
5146053	17	14	17	10	35	26
1296540_1	12	16	19	18	21	65
1296540_2	12	16	19	18	21	65
2890528	18	13	20	10	35	49
