TARA_146	TARA_147	TARA_148	TARA_149
285634	53	27	10	15
19946	16	24	24	16
2853201	14	20	26	17
1882782	25	23	9	30
2482904	18	25	12	24
143605	26	23	20	21
2913558	34	23	10	20
2129790	14	19	27	16
1150848_1	19	22	24	16
1150848_2	19	22	24	16
2496525_1	12	21	10	22
2496525_2	12	21	10	22
1648830	25	28	22	24
814805_1	32	44	18	26
814805_2	32	44	18	26
2355645	23	21	11	26
2094535	17	24	26	20
2174534	18	17	20	13
754610	27	48	15	19
2887699	18	18	12	18
2033198	31	27	9	22
373801	21	15	25	10
1279458	37	31	9	28
1788820	22	18	22	16
1124087_1	45	33	9	26
1124087_2	45	33	9	26
735833	36	41	19	23
635783	28	34	16	18
1377698	36	33	14	12
1360153	24	24	13	9
872770	46	25	9	21
343574	28	34	14	14
2830863	56	47	23	21
779577	25	33	11	9
1552315	34	51	17	24
1831699	20	20	19	18
1851480	38	25	14	12
2875808	43	28	9	29
775528	27	21	22	19
423730	30	25	17	13
1994881	20	13	22	10
2506079	34	32	24	14
1924102	28	34	18	17
1532642	44	34	18	22
170459	26	24	18	9
351830	15	21	14	11
1188959	22	28	15	15
2443535	27	27	13	12
2405355	22	25	23	18
1148602	28	36	13	14
822231	23	37	26	18
2781595	25	23	14	15
907200	64	41	13	23
1282300	29	29	12	21
1569793	27	31	13	17
1208817_1	39	39	12	26
1208817_2	39	39	12	26
2734783_1	22	25	20	25
2734783_2	22	25	20	25
402445	30	22	20	17
240168	34	36	9	26
2658078	30	41	13	20
610552	27	33	17	18
2719357	20	23	22	16
2348093	31	52	12	18
442238	42	34	11	13
2580393	24	22	21	14
831716	26	24	15	14
2357802_1	32	52	19	13
2357802_2	32	52	19	13
929769	33	43	22	20
2226964	43	32	11	22
66636	10	18	9	17
713026	17	26	28	20
2521414	44	32	19	28
87943	41	34	13	24
1608896_1	32	32	9	22
1608896_2	32	32	9	22
937509	24	20	24	13
69371	16	21	20	16
2674653	37	48	16	25
1230860	47	42	13	29
1226080	49	34	14	23
2313036	56	27	13	20
1260150	43	35	13	24
958033	47	31	16	15
903680	47	29	10	30
2836741	11	17	27	17
2206226	25	22	24	11
846523	33	33	18	24
1378687	34	36	12	22
2566406	44	37	12	29
871542	23	25	17	14
1881795	23	24	15	21
4176	19	26	28	18
866653	20	20	14	15
1425910	40	30	13	22
2911201	36	19	10	21
2004672	48	49	21	29
2198373	18	22	23	11
1426777	44	43	17	20
2353967	34	26	20	15
144631	30	24	16	20
1175771	30	33	13	17
2591461	30	29	17	20
2011927_1	38	31	12	29
2011927_2	38	31	12	29
1229857	54	45	20	32
720523	30	30	22	17
2737086_1	32	22	23	21
2737086_2	32	22	23	21
2737086_3	32	22	23	21
110433	24	21	19	17
1620737	36	28	22	21
925960	27	32	15	19
1398218	41	38	21	15
1503244	30	25	22	14
2059913	43	43	12	22
1066102	21	27	15	14
1630341	29	35	17	22
2133791	58	43	16	32
1609292_1	19	22	21	15
1609292_2	19	22	21	15
2803181	25	31	25	21
733024_1	26	24	17	13
733024_2	26	24	17	13
1294906	25	26	19	15
277973	33	36	16	18
2007590	29	28	9	26
2706784	18	27	12	10
2905577	32	27	10	12
1910241	23	24	21	21
554467	46	56	22	25
300000	25	27	17	24
2088946	57	36	16	28
1394097	40	32	20	12
349695	32	41	24	21
1022834	42	36	19	27
1457208	28	30	20	20
1542943	60	49	20	29
1789196	13	17	27	16
2833377	70	40	13	30
2721195	54	25	13	20
1532126	36	29	16	23
591442	25	17	21	10
1223479	53	37	22	15
2570723	38	45	21	22
2029321	16	24	17	17
242837	47	38	13	16
1277998	41	29	19	25
1966626	36	37	19	26
2572761	37	34	24	22
2929675	25	45	14	23
1698607	21	26	16	15
1709572	37	37	17	15
2879690	14	21	11	13
1295835	49	38	15	34
1425230	20	19	17	19
665886	47	35	10	20
2325422	59	54	14	34
2150584_1	25	29	10	16
2150584_2	25	29	10	16
700858	67	34	11	20
336630_1	54	20	11	28
336630_2	54	20	11	28
336630_3	54	20	11	28
714794	47	56	15	32
862436_1	25	36	11	17
862436_2	25	36	11	17
1058938	41	52	24	25
2339285	18	22	9	12
2010321_1	32	25	20	15
2010321_2	32	25	20	15
1832719	43	40	13	20
760811	35	39	16	20
2444173	44	32	16	18
2865240	41	27	19	13
1577106	33	30	12	18
2722389	65	33	14	22
1655268_1	56	32	19	27
1655268_2	56	32	19	27
2171185	47	38	15	17
93701	27	23	19	19
2723559	23	19	20	11
1511474	44	35	17	25
2814024	66	37	16	34
147162	32	45	18	18
2436156_1	26	31	20	24
2436156_2	26	31	20	24
106094	29	33	14	24
1762893	50	30	10	22
2895652	20	21	19	18
2578920_1	45	35	9	21
2578920_2	45	35	9	21
2578920_3	45	35	9	21
2563796	35	28	20	23
443803	36	38	13	18
2461776	54	41	15	18
1683337_1	37	31	9	27
1683337_2	37	31	9	27
1986380	37	27	9	25
2201005	27	17	9	23
1229876_1	39	31	17	13
1229876_2	39	31	17	13
2218922	56	48	21	15
2691662_1	41	28	12	18
2691662_2	41	28	12	18
811319	38	27	12	24
2052228_1	46	29	9	25
2052228_2	46	29	9	25
2696740_1	53	18	19	17
2696740_2	53	18	19	17
2696740_3	53	18	19	17
2121554	60	34	21	19
2846041	32	29	27	19
1397011_1	15	25	17	14
1397011_2	15	25	17	14
214428	26	26	10	13
1263774	41	49	23	21
33844	58	38	26	16
1927573	35	30	16	16
1325492	39	35	13	13
2416636	47	52	16	27
721822	33	25	13	13
2673080	41	29	23	26
2224364	54	52	18	28
1813526	40	42	19	14
1459235	23	25	19	15
