TARA_150	TARA_151	TARA_4	TARA_18
845982	9	24	25	18
843885	19	25	14	31
5983162	24	17	21	14
5912017	13	23	18	20
5818724	20	26	35	19
5615625_1	18	18	34	26
5615625_2	18	18	34	26
5520374_1	18	47	24	16
5520374_2	18	47	24	16
533123	19	14	13	11
530465	13	25	26	27
515937_1	19	28	21	18
515937_2	19	28	21	18
5103590	15	19	33	21
4518156	12	20	23	29
402091	18	24	20	15
3729498	16	22	37	23
2919199	16	22	22	18
2873960_1	15	29	29	12
2873960_2	15	29	29	12
2870565	23	21	16	20
2836429	20	19	22	25
2827120	21	23	29	23
2796514	32	27	33	26
2702454_1	19	20	22	11
2702454_2	19	20	22	11
2702454_3	19	20	22	11
234589	10	15	21	14
234197	20	24	19	17
2215973_1	20	32	21	13
2215973_2	20	32	21	13
2215973_3	20	32	21	13
2165548_1	17	24	20	14
2165548_2	17	24	20	14
2165548_3	17	24	20	14
190236	28	48	35	20
15871_1	12	20	22	21
15871_2	12	20	22	21
1530833	12	31	28	28
1305336	15	25	19	24
1238697	15	18	24	24
1265036	24	39	32	33
283583	17	31	38	31
1232912	10	30	19	31
5163948_1	15	24	20	28
5163948_2	15	24	20	28
2292797	15	19	30	29
5483653_1	22	25	15	28
5483653_2	22	25	15	28
5033751	18	25	18	24
160664	24	27	15	22
576569	15	27	26	16
816675	28	33	23	34
2253495	14	21	18	25
5761444	21	31	18	13
1565789	21	25	14	14
705788	15	22	20	11
6004220	14	19	15	11
2383565_1	15	17	35	26
2383565_2	15	17	35	26
934511	24	20	17	11
1957216	38	29	16	23
921361_1	15	32	19	23
921361_2	15	32	19	23
3957560_1	33	37	18	19
3957560_2	33	37	18	19
1515082	14	24	24	18
3039538	14	24	17	28
243519	20	24	27	27
4418734_1	20	20	16	15
4418734_2	20	20	16	15
4877069_1	13	18	28	12
4877069_2	13	18	28	12
359084_1	11	31	40	14
359084_2	11	31	40	14
3166140_1	23	35	11	11
3166140_2	23	35	11	11
406272	36	30	24	20
1112252_1	29	45	30	13
1112252_2	29	45	30	13
1276563	24	41	22	28
5192684	14	14	13	12
2247668_1	24	40	20	22
2247668_2	24	40	20	22
5138941	16	29	17	14
717807_1	32	23	24	33
717807_2	32	23	24	33
4255198	16	17	27	13
5122134	14	17	34	24
3220894_1	13	26	13	15
3220894_2	13	26	13	15
3220894_3	13	26	13	15
5015488	36	31	15	21
5445138	30	22	9	22
2053492_1	33	39	30	13
2053492_2	33	39	30	13
4975686	26	37	26	22
5484994	24	30	35	22
5437831	17	23	19	25
158006	19	31	14	21
2410856	11	15	18	11
270770	21	31	26	13
5612925	15	18	19	21
1484837	10	19	14	29
633247_1	21	30	30	17
633247_2	21	30	30	17
1071510	25	25	16	16
879783	11	16	29	14
2251628	17	18	34	23
4994375	20	29	20	28
199814	15	34	30	26
3556837_1	13	19	24	17
3556837_2	13	19	24	17
685615	23	17	30	18
5918560_1	15	39	24	19
5918560_2	15	39	24	19
5732373	11	19	14	9
5303555_1	15	40	39	22
5303555_2	15	40	39	22
5460988	10	18	16	13
650548	32	34	24	27
4283082	18	32	19	29
5004866	14	19	18	16
2166494	14	16	10	19
1012642_1	26	26	21	27
1012642_2	26	26	21	27
3127634	25	33	19	16
4955008	13	18	19	29
4006867	13	18	12	13
5851237	17	17	26	23
2114407	13	15	33	21
4633897	19	43	14	26
557148	14	33	24	21
2520141	15	26	24	11
5838768	12	19	39	23
3540813	12	19	20	23
3367125	27	21	32	26
5132009	24	33	21	19
4892065	10	33	34	22
5623120	22	29	16	23
306856	20	15	32	21
2150470	22	16	10	26
607602	22	23	37	22
3936848	24	21	30	30
926858	11	29	22	18
5439140	24	31	17	25
228045_1	29	19	12	22
228045_2	29	19	12	22
228045_3	29	19	12	22
1289919	12	24	33	23
2524171	28	23	18	27
721745_1	27	32	38	26
721745_2	27	32	38	26
721745_3	27	32	38	26
5448997	37	25	26	29
1455624	23	36	27	26
910280	15	19	14	18
4962936	12	22	15	25
1296670	11	19	21	22
6294687	21	24	36	21
1552000	34	20	20	18
3192907	23	25	37	16
1218156	13	16	34	12
2248543	12	14	30	22
4230830	20	45	23	20
3134953	12	26	14	11
2174595	30	28	28	32
2516721	15	28	30	34
2463198	11	17	21	17
2836748	16	35	39	20
932355	32	44	26	10
1584001	33	42	33	22
47014	11	29	15	29
800382_1	24	45	15	19
800382_2	24	45	15	19
62806	9	17	19	15
2966448	29	46	24	12
457473	11	16	19	11
2470956	28	41	24	25
536450	15	18	31	25
257372	36	33	18	13
5044359	13	16	38	17
566499	17	29	23	26
5388927	9	37	20	17
5814814	21	40	26	21
450240	19	27	12	34
5059183	17	36	32	15
6565953	16	31	12	15
400281	16	35	17	32
3807618	21	36	32	23
650296	27	35	30	29
4905966	13	21	13	20
1822242	16	16	36	18
876931	35	29	35	22
2002265	16	29	30	18
2048890	14	38	21	29
2829393	16	18	26	23
6219591	20	34	14	11
2525895	25	32	23	30
5635558_1	20	27	29	17
5635558_2	20	27	29	17
1257166	22	19	26	26
5621205	10	27	31	17
527184	32	21	26	23
1789862	19	40	22	17
1181853	37	35	39	22
2470680	33	45	31	27
380512	36	23	17	20
1904651	24	39	21	20
3705006	22	40	32	28
5501101	33	31	20	22
1022012	24	25	13	16
5614641	19	20	14	27
3208560_1	28	24	37	12
3208560_2	28	24	37	12
3208560_3	28	24	37	12
2017312	33	25	23	10
1474448	20	40	17	14
5243224	18	25	22	22
4984955	15	26	14	24
5469310	29	15	16	19
1408523	21	38	21	33
5268740	13	23	13	24
253845_1	20	31	13	20
253845_2	20	31	13	20
5485321	10	33	23	17
4337613	14	26	32	24
5647385	29	39	19	25
919259_1	22	23	38	17
919259_2	22	23	38	17
5295758	24	24	16	14
2612937	23	18	18	14
5674365	21	26	10	32
1282571	38	45	24	31
643265	12	32	15	18
6211748	13	32	17	20
3454950	11	15	34	22
1989790	15	29	31	27
5750829	22	27	12	34
807863	24	37	31	27
5950862	22	28	22	17
4195955	35	33	13	30
746215	32	17	24	20
4360057	11	16	34	18
6057453_1	32	23	23	18
6057453_2	32	23	23	18
3535162	25	22	20	20
317922	28	24	20	25
1816993	22	35	19	10
474133_1	27	32	20	19
474133_2	27	32	20	19
5887977	29	40	17	14
2287335	20	32	27	25
5613328	17	22	13	31
2183396	31	31	15	27
642164	11	21	39	18
2772803	16	27	26	23
5735310	19	33	31	15
2104169	27	44	37	31
2105085	20	31	23	19
567618	25	27	33	22
2734079	20	18	15	26
5250657	24	32	17	27
412481_1	26	35	17	22
412481_2	26	35	17	22
3963025	32	28	14	20
5674306	28	42	22	12
2228092	19	37	16	23
166999	18	30	24	17
1831421	24	23	30	13
5185014	9	29	18	12
1146087	18	23	15	17
2056456_1	18	45	19	25
2056456_2	18	45	19	25
737993	20	44	22	19
2097263_1	11	27	33	12
2097263_2	11	27	33	12
2097263_3	11	27	33	12
1007533	15	23	17	26
2689950_1	18	22	29	25
2689950_2	18	22	29	25
4370559	13	18	34	24
2877873	31	34	34	29
1304253	23	39	16	15
5625748	22	39	13	19
5616730	31	30	21	23
1237388	26	43	18	24
688738_1	32	35	26	26
688738_2	32	35	26	26
264628	13	22	26	17
5615935_1	12	24	13	12
5615935_2	12	24	13	12
435927	10	23	18	30
1199895	15	27	32	34
5926597_1	18	22	28	10
5926597_2	18	22	28	10
1390693	20	30	21	22
1267414	11	18	17	29
1514376	23	30	17	29
252194	25	26	13	16
2225688	25	43	22	29
6032449	18	31	31	23
238631_1	31	33	28	19
238631_2	31	33	28	19
2328122	19	33	23	26
1807008	30	22	11	16
4123	24	40	29	28
5258199_1	25	25	15	28
5258199_2	25	25	15	28
5788512	23	30	26	30
1818770	33	41	11	27
729073_1	35	46	30	31
729073_2	35	46	30	31
288213	19	30	15	30
2190738	22	20	18	12
5020917	18	37	14	13
6052975	27	42	19	29
1208848	14	16	11	9
2479431	16	25	23	15
69194_1	38	41	23	28
69194_2	38	41	23	28
69194_3	38	41	23	28
4896946_1	31	36	38	26
4896946_2	31	36	38	26
4896946_3	31	36	38	26
1583723_1	10	29	30	16
1583723_2	10	29	30	16
1583723_3	10	29	30	16
4950841	20	32	20	18
1473009	22	32	39	16
5643002	23	26	11	27
5218147	16	26	22	19
5990534	24	23	12	23
1121051_1	31	25	25	27
1121051_2	31	25	25	27
1121051_3	31	25	25	27
367842_1	25	31	32	12
367842_2	25	31	32	12
367842_3	25	31	32	12
2147099	34	37	17	28
650529	9	17	29	11
398805_1	32	27	26	26
398805_2	32	27	26	26
398805_3	32	27	26	26
1200854	14	28	13	15
5990829	22	35	13	29
2562295	27	26	30	26
5379050	22	16	14	18
211138	21	44	40	22
453118	16	20	18	27
894295	28	34	35	17
5988487	20	33	32	23
5461139	12	15	26	12
4816485	26	32	16	22
4985010	15	32	13	26
673197	24	38	21	19
5194241	19	25	15	15
2012871	19	22	17	22
5006044	18	27	20	10
5412315	26	20	24	16
2625791	23	26	16	22
5793492	33	24	16	25
5791482	27	21	16	23
1299405	32	29	18	23
1420317	26	42	23	15
5016194	27	33	18	18
418150	9	32	21	25
121186	21	26	18	19
3197131	34	20	24	10
4324913_1	34	30	26	27
4324913_2	34	30	26	27
150411	14	29	37	20
2187585	18	34	38	27
2596956	18	30	16	25
2025271	11	38	32	24
2069870	19	22	24	20
469299	25	33	21	33
3191391	12	45	18	20
690982	18	31	23	13
369625	10	33	36	21
1205000	29	39	21	30
1213968	25	39	35	27
6184653	10	25	18	18
5850716	28	37	22	19
5073828_1	29	31	22	21
