TARA_142	TARA_146	TARA_147	TARA_4	TARA_80
3767954	1	0	0	0	0
2777098	1	0	0	0	0
2328040	0	1	1	1	1
4159252	0.9375	0	0	0	0
5546681	1	0.952380952380952	0.962962962962963	0	1
5643184	0	0.0714285714285714	0	0.980392156862745	0
6590017_1	0	1	0.944444444444444	0.988888888888889	1
6590017_2	0	1	0.944444444444444	0.988888888888889	1
2619430	0	1	0.92	1	1
1869903	0	0	0.0869565217391304	1	0.222222222222222
1286065_1	0.894736842105263	0	0	0	0
1286065_2	0.894736842105263	0	0	0	0
1286065_3	0.894736842105263	0	0	0	0
2449153_1	1	0	0.117647058823529	0	0
2449153_2	1	0	0.117647058823529	0	0
2786595	0	0.32	0	1	0
2695723	0	0.9	1	1	0.9375
3357949_1	1	0	0	0.013986013986014	0
3357949_2	1	0	0	0.013986013986014	0
3357949_3	1	0	0	0.013986013986014	0
4425936	0.0666666666666667	1	0.956521739130435	1	1
6404452_1	0	0.944444444444444	0.964285714285714	1	1
6404452_2	0	0.944444444444444	0.964285714285714	1	1
6404452_3	0	0.944444444444444	0.964285714285714	1	1
6530105	0	1	1	1	0.666666666666667
2896361	0.0769230769230769	1	1	0.990740740740741	1
2150877	1	0.888888888888889	0.982456140350877	0.0297029702970297	0.833333333333333
2171230	0.0833333333333333	0.944444444444444	1	1	1
6608528_1	1	0.0588235294117647	0.04	0	0
6608528_2	1	0.0588235294117647	0.04	0	0
4254038	0	0.9	0.923076923076923	1	1
2655326_1	0	0.941176470588235	0.955555555555556	0.990909090909091	1
2655326_2	0	0.941176470588235	0.955555555555556	0.990909090909091	1
5278040	0	0.222222222222222	0.111111111111111	0.983193277310924	0.0714285714285714
3106707	1	0.967741935483871	0.967213114754098	0.0886075949367089	1
1462417	1	0.866666666666667	1	0.0296296296296296	0.888888888888889
6195678	0.928571428571429	0.0555555555555556	0.0333333333333333	0	0
3491795	1	0.866666666666667	0.967741935483871	0.0549450549450549	1
3677655	0.888888888888889	0	0	0	0.153846153846154
6383907_1	0.15	1	0.980769230769231	1	1
6383907_2	0.15	1	0.980769230769231	1	1
6383907_3	0.15	1	0.980769230769231	1	1
3453286	0.923076923076923	0.0769230769230769	0.0476190476190476	0	0
3720967	0	0.176470588235294	0.147058823529412	0.984126984126984	0.1
1072584	0.157894736842105	1	0.980769230769231	1	1
4835859	0.933333333333333	0.772727272727273	0.978723404255319	0.036697247706422	1
4366150	0.888888888888889	0.791666666666667	0.942857142857143	0.0185185185185185	1
6596979	0	0.466666666666667	0.037037037037037	0.951219512195122	0
3368449	0.0769230769230769	0.380952380952381	0.0816326530612245	1	0.857142857142857
2737794	0.0869565217391304	0.7	1	1	1
3173806_1	0.91304347826087	0	0.111111111111111	0.00892857142857143	0
3173806_2	0.91304347826087	0	0.111111111111111	0.00892857142857143	0
3173806_3	0.91304347826087	0	0.111111111111111	0.00892857142857143	0
3158750	1	0.75	0.533333333333333	0	0.888888888888889
1886102	0.85	0.032258064516129	0.0238095238095238	0	0
1905268	0.0909090909090909	0.0833333333333333	0.027027027027027	0.954545454545455	0.0625
2548305	1	0.80952380952381	0.916666666666667	0.055045871559633	1
3319204	0	0	0	0.865168539325843	0
976562	0.153846153846154	1	1	0.991379310344828	0.933333333333333
3303645	1	0.772727272727273	0.862068965517241	0.0265486725663717	1
6194544	0.2	0.923076923076923	1	1	1
1616122	0.722222222222222	0	0	0	0
1207076	0.875	0.0666666666666667	0.0645161290322581	0	0
3435855	0	0.875	0.938775510204082	1	1
5563363	0	0.529411764705882	0.772727272727273	0	0.9
2616899	0	0.0952380952380952	0.224137931034483	0.991869918699187	0.461538461538462
4070217	0.166666666666667	1	0.959183673469388	1	1
2215639	1	0.666666666666667	0.80952380952381	0.0102040816326531	0.3
6468557	1	0.473684210526316	0.854166666666667	0.0165289256198347	0.222222222222222
2486994	1	0.85	0.9	0.0854700854700855	0.916666666666667
947704	0.0769230769230769	0.9375	0.833333333333333	1	1
3600343	1	0.181818181818182	0.173913043478261	0.0108695652173913	0
5776741	0	0.4	0.88	1	1
6203376	0.916666666666667	0.722222222222222	0.828571428571429	0.029126213592233	0.727272727272727
1364559	1	1	0.80952380952381	1	0.5
466542	0.0909090909090909	0.964285714285714	0.944444444444444	0.992063492063492	1
4508783	0.705882352941177	0	0.0303030303030303	0	0
2832629	0.1	1	0.88	1	1
5942912	0.315789473684211	1	1	1	1
6584666	0	1	0.967741935483871	0.95959595959596	0.909090909090909
2344538	0.0666666666666667	1	0.92	0.947368421052632	1
6399056	1	1	0.941176470588235	0.17	1
6203283	0	0.1875	0.0909090909090909	0.921875	0.6
2894502	0	0	0.024390243902439	0.830508474576271	0.181818181818182
992243	1	0.428571428571429	0.692307692307692	0.032	0.888888888888889
6196456_1	0.933333333333333	0.0833333333333333	0.0434782608695652	0.0150375939849624	0.0833333333333333
6196456_2	0.933333333333333	0.0833333333333333	0.0434782608695652	0.0150375939849624	0.0833333333333333
6196456_3	0.933333333333333	0.0833333333333333	0.0434782608695652	0.0150375939849624	0.0833333333333333
3763700	0.9	0	0.266666666666667	0	0.0909090909090909
3680905	0.0833333333333333	0.3125	0.25	0.973684210526316	0.266666666666667
3357517	1	0.4375	0.884615384615385	0.032520325203252	0.5
5817162	0.8	0.214285714285714	0.444444444444444	1	0.333333333333333
5082414	0	0.461538461538462	0	0.807017543859649	0
5735220	1	0.576923076923077	0.723404255319149	0.058252427184466	0.916666666666667
2980297	0.2	0.692307692307692	0.96078431372549	1	1
4728237	0	0.0769230769230769	0.2	0.0123456790123457	0.916666666666667
599287	0.736842105263158	0	0.0333333333333333	0	0.2
3201887_1	0.157894736842105	0.586206896551724	0.8125	0	0.272727272727273
3201887_2	0.157894736842105	0.586206896551724	0.8125	0	0.272727272727273
2675715_1	0.111111111111111	0.666666666666667	0.785714285714286	1	0.916666666666667
2675715_2	0.111111111111111	0.666666666666667	0.785714285714286	1	0.916666666666667
4184722	0.894736842105263	0.307692307692308	0.25	0.00854700854700855	0.8
6332872	0.222222222222222	0.392857142857143	0.245901639344262	1	0.416666666666667
3629808	1	0.851851851851852	0.870967741935484	0.166666666666667	0.9
6606928	0.1	0.954545454545455	0.828571428571429	1	1
6175051	0	0.888888888888889	0.96551724137931	0.933884297520661	1
1073471	0	0.642857142857143	0.333333333333333	0.950354609929078	0.416666666666667
2421659	0	0.321428571428571	0.107692307692308	0.89247311827957	0.4
1190359	1	0.2	0.0952380952380952	0.0638297872340425	0.166666666666667
3104220	0.8	0.133333333333333	0.0645161290322581	0	0
3749084	0	0.538461538461538	0.5625	0	0
2325619	0	0.625	0.44	0.946428571428571	0.0909090909090909
2606615	0.0909090909090909	0.129032258064516	0.04	0.805555555555556	0.363636363636364
5035653	1	0.666666666666667	0.8	0.1484375	0.8
4075632_1	0.782608695652174	0.111111111111111	0.03125	0.0505050505050505	0
4075632_2	0.782608695652174	0.111111111111111	0.03125	0.0505050505050505	0
934371	1	0.772727272727273	0.909090909090909	0.255102040816327	1
1889957	0.8125	0	0.0769230769230769	0.0434782608695652	0
4641646	1	0.966666666666667	0.928571428571429	0.305263157894737	1
3787529	0.266666666666667	0.866666666666667	0.888888888888889	1	0.923076923076923
3797154	1	0.954545454545455	0.983870967741935	0.314814814814815	1
3020494	0	0.333333333333333	0.25	0.887640449438202	0.6
704117_1	0.588235294117647	0.04	0.0158730158730159	0	0
704117_2	0.588235294117647	0.04	0.0158730158730159	0	0
704117_3	0.588235294117647	0.04	0.0158730158730159	0	0
515295_1	0.944444444444444	0.608695652173913	0.647058823529412	0.0941176470588235	0.888888888888889
515295_2	0.944444444444444	0.608695652173913	0.647058823529412	0.0941176470588235	0.888888888888889
3250286_1	0.416666666666667	0.833333333333333	0.833333333333333	0.973214285714286	1
3250286_2	0.416666666666667	0.833333333333333	0.833333333333333	0.973214285714286	1
2895587_1	0.933333333333333	0.631578947368421	0.529411764705882	0.98936170212766	0.363636363636364
2895587_2	0.933333333333333	0.631578947368421	0.529411764705882	0.98936170212766	0.363636363636364
2895587_3	0.933333333333333	0.631578947368421	0.529411764705882	0.98936170212766	0.363636363636364
2590097	0	0.9	0.882352941176471	0.942028985507246	1
3929748	1	0.461538461538462	0.294117647058824	0.964285714285714	0.666666666666667
4817046	0.9	0	0.08	0.0454545454545455	0.0769230769230769
6196196	1	0.2	0.181818181818182	0.0740740740740741	0
5777558_1	0.0625	0.4	0.447368421052632	0.0487804878048781	0.25
5777558_2	0.0625	0.4	0.447368421052632	0.0487804878048781	0.25
4103273	1	0.333333333333333	0.386363636363636	0.032258064516129	0.0769230769230769
5650064	1	0.523809523809524	0.641025641025641	0.119047619047619	0.866666666666667
5744502	0.863636363636364	0.9	0.75	1	0.181818181818182
1721675	0.9	0.0476190476190476	0.153846153846154	0.0310077519379845	0.0769230769230769
2815736	0	1	0.833333333333333	0.821052631578947	1
3300801	0	0.411764705882353	0.5	0	0.5
4747341	1	0.533333333333333	0.529411764705882	1	0.642857142857143
4822774	0	0.333333333333333	0.48	0	0.3
2836190	0	0.384615384615385	0.151515151515152	0.740740740740741	0.25
3457373	0.1	0.935483870967742	0.962264150943396	0.91578947368421	1
6202272	1	0.866666666666667	0.928571428571429	0.28125	0.923076923076923
4241075_1	0	0	0	0.60958904109589	0
4241075_2	0	0	0	0.60958904109589	0
6087056	1	0.782608695652174	0.509433962264151	1	0.5
2917542_1	0.846153846153846	0.454545454545455	0.25	0	0
2917542_2	0.846153846153846	0.454545454545455	0.25	0	0
5504477	0.130434782608696	0.642857142857143	0.722222222222222	0.903703703703704	1
3355116	1	0.862068965517241	0.966666666666667	0.408163265306122	1
