TARA_150	TARA_22	TARA_25	TARA_26	TARA_70
3673284	14	74	24	28	10
4352830	9	73	28	24	17
2874515	19	82	13	27	9
1631465	9	109	22	33	17
2855280	13	73	15	21	17
1661903	17	104	26	21	18
4573056	20	116	30	33	22
3502369	10	112	35	27	17
844584	9	102	34	28	21
2814721	18	108	29	25	25
3243861	14	106	31	33	12
5616350	11	110	31	23	14
732745	18	83	22	18	19
513453	9	88	15	20	10
5338029	9	76	26	28	22
1161889	15	76	19	21	13
5038454	11	85	22	20	18
2189838	11	87	30	36	16
2872886	11	72	20	21	20
3567565_1	20	93	27	22	20
3567565_2	20	93	27	22	20
602522	9	87	15	28	23
850385	11	78	22	15	10
194078	16	74	16	17	20
5840685	13	79	18	22	17
475372	16	94	36	34	17
5412150	18	110	21	37	14
5310098	14	88	17	22	22
4985987_1	11	77	31	30	14
4985987_2	11	77	31	30	14
1119641	11	111	25	33	20
3487198	11	78	31	22	12
216456	10	74	16	16	13
6192922	18	81	26	17	13
5731581	13	92	22	28	21
5846813_1	12	93	22	25	19
5846813_2	12	93	22	25	19
202787	11	70	25	19	13
6491352_1	10	84	22	31	15
6491352_2	10	84	22	31	15
3763264	9	120	22	27	16
4244181	12	98	21	27	13
3629552	11	94	28	24	12
4883442	10	114	35	24	19
4386207	15	124	26	32	14
1723645	9	94	28	25	12
1733308	13	95	24	26	12
713144	9	77	15	26	14
3905825	15	126	24	39	15
5370287	17	93	15	24	13
6038981	15	90	24	36	19
233594	15	91	36	21	9
6526859_1	10	86	28	24	19
6526859_2	10	86	28	24	19
5566353	17	76	16	28	14
2001891	13	82	15	22	15
2596052	14	114	23	28	12
5545023	11	83	20	26	14
6289388	11	88	29	29	18
368843	13	105	26	34	15
5677318	15	122	29	31	16
1658682	18	93	22	40	16
6259345	16	96	20	20	24
5014414	13	122	30	26	18
6448976	9	82	28	33	15
3129011	13	103	16	30	11
5375102	10	71	24	19	15
3798760	12	91	25	32	14
6248373	17	90	23	39	18
6017306	12	88	15	38	13
4471153_1	9	79	21	28	23
4471153_2	9	79	21	28	23
4358222	17	91	26	38	17
678937_1	14	104	18	22	9
678937_2	14	104	18	22	9
3449787	10	94	18	35	16
6239776	10	84	27	20	20
3406702_1	17	88	21	30	19
3406702_2	17	88	21	30	19
2163989	18	108	13	25	21
2765482	18	95	23	27	17
5428602	13	87	24	29	9
4209620	15	113	23	39	11
5470874	12	90	13	22	22
3226610	10	109	26	29	14
5526886	13	97	16	25	14
4873076	15	91	32	25	16
5225781	13	84	23	19	15
1652039	9	92	19	30	12
3140007	13	98	30	22	15
2932575	10	117	21	34	11
4210373	18	93	24	17	9
2335486	19	99	35	30	18
4385489	13	94	19	29	14
4638422	12	126	31	35	16
5825547	10	90	18	37	20
2750976	14	93	29	27	9
2465566	13	71	27	25	11
5306630	9	104	32	25	17
6265389_1	19	119	28	33	20
6265389_2	19	119	28	33	20
304346	11	85	28	27	15
1728807	10	74	17	26	9
894388	16	85	19	18	19
589344	9	81	25	19	19
6369233	10	97	19	27	16
1823481	14	112	25	28	9
5322517	20	111	17	28	15
4117406	9	72	24	24	16
968171	10	122	32	37	23
3108084	13	116	25	38	11
1724657	12	77	18	22	10
3361238_1	19	111	20	29	12
3361238_2	19	111	20	29	12
3145347	14	113	20	23	14
5797888	11	90	19	28	14
2164168	12	104	27	36	12
386426	17	95	22	31	25
21550	9	105	25	31	21
4236918	9	72	27	25	11
3787786	11	104	18	25	12
4702349	9	87	28	24	17
2992078	10	103	32	33	24
2985723	13	122	18	30	21
2048973	10	106	36	37	19
674565_1	15	117	24	29	22
674565_2	15	117	24	29	22
3976256	10	117	19	28	23
3930615	10	76	22	29	12
1654408	11	110	29	33	21
3361040	10	102	20	23	17
4150449	9	107	36	23	18
1801583	12	106	29	29	22
2490882	15	82	19	23	13
6503016	9	103	21	29	12
3354107	17	99	24	28	15
3775321	12	106	28	39	9
992707	14	106	25	33	21
5744638	12	92	18	25	11
4674058	15	85	23	19	12
1421141	18	85	33	25	16
2247409	18	99	28	30	16
5174863	10	81	20	32	14
5173493	19	74	29	25	10
1347912	11	111	33	37	14
1702783	19	106	26	20	18
1101359	17	116	26	31	16
1415751	10	75	25	26	22
2805758	11	77	28	26	12
4341097	11	87	32	32	16
4142203	15	99	24	27	20
274106	15	107	16	38	18
6159850	16	93	22	28	22
2483897	15	95	34	36	20
1477967	13	104	35	35	21
5878036_1	16	125	22	28	19
5878036_2	16	125	22	28	19
699005	10	102	21	36	20
4161013	14	70	16	23	11
6247917	9	89	17	26	19
893790	12	98	20	30	16
3641147	12	117	30	36	17
4733511	15	121	26	21	17
2517236	20	103	24	29	17
1185092	9	75	19	36	18
3889676	16	109	21	33	18
1998305	10	82	22	19	21
5446224	10	73	16	29	15
4391064	11	86	26	29	16
3756875	14	70	21	21	13
4936906	18	114	16	35	16
68444	14	75	17	20	22
1780498	10	99	23	32	18
3477917	17	88	14	23	19
4566163	16	118	28	27	22
907714_1	13	70	18	25	16
907714_2	13	70	18	25	16
907714_3	13	70	18	25	16
174673	13	95	15	19	26
3286274	10	104	21	34	26
6259899	17	85	21	27	12
2303494	9	95	23	34	16
2387190	9	104	26	22	13
1053440_1	17	105	20	40	9
1053440_2	17	105	20	40	9
235448_1	10	106	25	32	23
235448_2	10	106	25	32	23
1890314	12	79	14	27	21
1686169	14	91	26	18	19
3654149_1	16	114	29	25	16
3654149_2	16	114	29	25	16
2353218	13	82	27	32	13
6080741	15	112	31	28	19
4136219	15	90	26	27	19
5058314	17	108	23	26	17
5938835_1	10	106	27	25	22
5938835_2	10	106	27	25	22
6582227	10	88	20	25	19
6620164	12	80	16	18	15
6133294	14	71	14	26	14
4442886	9	88	27	34	25
5758843	13	109	31	33	19
2249578_1	14	110	20	34	10
2249578_2	14	110	20	34	10
2811734	18	103	24	27	11
1300775	17	84	17	19	17
3320046	16	112	18	17	16
5794768_1	19	93	23	25	13
5794768_2	19	93	23	25	13
4369064	17	117	32	38	12
4156034	10	97	26	25	18
6327375	12	118	27	36	17
3610635	10	103	24	22	16
1086572	12	78	30	17	22
6091668	9	95	26	37	17
3636564	20	120	25	32	12
2272920	9	88	28	24	17
2055409	12	85	18	37	19
2732928	15	81	24	24	11
1661748	9	112	31	22	24
2243431	9	100	16	25	16
2887026	15	98	21	23	19
5915189	18	93	17	27	19
3331598	12	84	27	21	16
1471276	17	104	32	35	19
4202654	13	99	21	22	17
1778880	14	79	27	28	22
