TARA_72	TARA_143	TARA_4	TARA_76	TARA_80
6664871	31	15	72	10	14
4190343	33	11	82	13	16
4344551	36	13	87	11	29
3985313	28	9	91	9	9
39885	23	13	95	9	9
4037614	39	18	64	13	29
6876540	58	11	99	10	21
2252210	38	15	131	11	9
6491451	55	12	109	14	14
6726709	43	9	64	14	11
4293923	46	15	59	18	11
227730	44	13	120	9	29
3833212	41	15	57	16	23
6127152	33	15	138	11	18
3651267	31	10	134	10	23
2060491	43	14	69	9	13
2139978	32	11	106	11	9
410948_1	48	14	118	12	25
410948_2	48	14	118	12	25
5071966	65	14	103	12	16
6721799	48	19	88	11	19
3575676	53	11	98	11	15
3805657	51	21	93	12	14
6514180	34	10	116	10	9
7041043	51	12	57	13	11
3681807	48	13	128	9	21
2011633	43	12	97	17	12
6325699	46	16	100	9	18
6710930	44	19	83	16	10
465533	36	9	55	9	19
2766045	35	11	111	15	14
4053507	40	16	97	10	17
3401732	51	14	87	12	10
3083393	57	19	82	9	14
1323356	51	12	87	10	11
4198410	55	16	111	10	18
4317496	43	12	77	17	19
629125	40	13	83	9	28
4601502	57	20	116	10	11
962339	46	19	110	11	10
3904738	40	10	102	12	11
3103140_1	56	11	120	9	17
3103140_2	56	11	120	9	17
5535018	64	14	118	14	14
4563770	41	19	78	12	12
261979	39	14	106	13	29
1474261	39	14	70	14	23
3045075	46	15	75	12	22
2827402	24	19	54	11	15
3595761	62	13	114	9	11
2909760	30	11	117	12	12
5835125	46	13	103	10	25
2948471	28	11	98	15	19
324662	54	13	107	10	16
1901361	39	11	70	10	10
3309839	45	14	95	11	15
6859493	28	12	101	10	27
146075	46	14	86	13	17
3464403	30	11	85	9	17
5674289	49	12	137	9	13
1831419	49	14	83	10	12
5965141	32	12	111	9	18
2072417	60	16	92	17	21
4265378	42	12	126	14	20
451228	49	19	131	11	11
3584454	43	10	89	11	14
6483655	55	13	113	9	18
4301901	49	12	85	9	23
540791	47	18	116	14	10
1619192	43	10	132	13	15
926282	65	11	108	16	9
5267707	61	13	65	13	12
6155895	23	11	122	12	11
2868863	35	12	128	12	11
3410343	28	9	129	9	24
2458642	25	18	97	12	16
6020618	39	12	125	9	29
3240882	43	18	140	10	13
6935720	41	11	101	16	11
772653	29	14	111	11	13
1124793	30	10	132	18	12
3347214	56	10	89	9	16
5457510	38	18	100	15	10
3440586	30	12	54	9	9
3730251	60	21	106	10	26
6606341	44	13	99	12	10
1899253	45	10	117	11	20
4971939	35	11	116	11	9
1956427	51	21	103	17	10
850302	25	10	62	12	19
6246551	40	14	73	12	15
2735281	35	14	123	9	13
2020723	31	21	92	10	19
1129912	33	13	85	10	17
1723722	31	11	85	9	13
3455694	41	14	117	12	18
3629052	37	12	132	9	13
2112446	44	16	81	15	13
2473068	24	13	92	9	13
493436	42	15	103	12	18
1843905	63	16	102	10	9
2127108	62	14	106	12	12
4060361	43	18	125	12	11
6842604	65	16	101	9	28
3774783	43	19	114	18	13
6532584	46	11	112	10	20
3303026	48	10	124	11	24
3192269	52	14	116	13	9
1640600	44	20	78	10	10
4165601	39	9	124	16	29
4108329	36	13	110	12	21
2986300	36	11	136	15	16
2937527	51	18	102	11	12
282374	40	17	68	10	13
3377975	25	10	89	9	10
3848367	34	16	107	10	13
5307284	30	10	111	11	15
5344841	15	14	69	10	11
4043509	45	12	133	13	17
657769	50	12	125	10	9
457322	39	12	124	10	24
3610099	61	20	74	16	23
433753	40	15	56	14	12
934420	40	12	116	12	28
3691071	54	17	77	15	12
5984774	45	16	109	14	9
527133	35	14	137	11	16
2316603	49	14	116	10	16
2594040	34	14	73	12	12
1773219	44	16	96	11	18
5390645	46	15	107	14	26
4966516	42	20	55	17	15
376528	47	13	121	11	22
662475	40	9	90	9	21
3855141	52	18	114	9	17
3251069	66	11	102	12	22
6610949	48	10	90	10	9
4534181	59	12	113	13	24
1494206	54	14	109	9	14
2388528	66	17	116	10	13
801630	43	18	98	9	21
7053298_1	53	13	128	10	11
7053298_2	53	13	128	10	11
1953853_1	25	15	113	11	22
1953853_2	25	15	113	11	22
5323270	43	14	87	11	10
1426968	17	12	59	13	14
2412563	42	9	132	15	12
6451755	59	16	89	14	17
1435590	23	11	94	10	13
4849746	37	9	127	12	22
3467566	38	17	98	16	13
5389733	52	20	74	14	13
6958106	58	14	93	18	14
3898926	50	12	80	9	18
5632473	59	17	110	15	15
3558180	39	13	137	15	20
4862815	48	12	90	11	11
6712736	23	11	111	11	28
5678428_1	43	11	118	16	16
5678428_2	43	11	118	16	16
6576465	38	18	137	10	14
1906554	37	16	137	9	11
5504175	37	10	62	13	17
3330774	33	16	113	16	14
3114837	29	16	123	11	14
1960457	45	15	139	12	9
5807824	41	15	95	10	11
3708188	38	10	94	10	22
5120385	38	18	137	12	18
4826258	42	9	81	12	15
1132270	49	10	117	12	14
1088773	40	16	126	14	15
2819223	43	12	114	10	21
3296882	62	16	99	9	17
4348114	38	9	117	9	26
1635952	47	11	145	9	17
6315033	56	12	93	13	11
111475	40	10	143	11	9
93504	42	10	153	9	15
6614103	52	10	69	13	17
1099662	38	17	92	11	21
5696319	47	16	108	9	14
322306	54	17	116	10	11
1200069	24	16	94	13	14
1345613	24	13	92	11	17
5675545	50	19	118	16	9
2643678	51	19	123	9	9
3744588	60	10	88	10	17
918336	49	16	112	18	11
3746208	44	10	118	14	13
74887	37	13	153	11	12
732771	19	16	93	10	16
5120307	34	14	101	14	15
752664	38	20	99	14	15
4607412	40	18	99	10	18
4261357	34	12	93	16	9
307502	37	14	125	10	17
4860104	49	17	105	12	9
5498958	25	9	82	11	14
4844033	28	18	124	18	24
745019	43	10	129	10	12
2907294	63	15	105	12	26
2844658	22	12	102	14	23
4771869	48	9	139	12	14
6440747	59	11	120	13	24
1685457	44	9	93	10	12
1931523	60	12	118	14	13
3627677	49	10	133	17	18
6041052	40	17	142	15	10
412630	36	14	129	9	9
1308133	53	16	117	12	24
2658964	24	13	120	15	15
3371312	45	19	78	9	11
166314	55	14	120	9	27
4554341	41	11	115	9	25
281522	63	10	110	12	9
5882770	22	14	67	11	11
6913338	58	14	102	17	11
3981857	30	14	97	11	9
6645151	62	13	108	12	17
3449704	46	13	96	13	9
5516980	38	14	139	11	9
5044203	35	21	63	13	14
1024049	40	15	90	10	9
5882450	43	12	127	11	16
3409541	36	18	87	10	11
1469513	63	12	75	10	13
6744600	59	18	76	12	14
2045242	34	15	121	17	20
236555	43	15	99	9	17
5653480	36	15	113	12	19
2628689	40	11	119	12	9
2679425	54	9	108	10	12
6028829_1	64	11	121	11	20
6028829_2	64	11	121	11	20
573444	56	19	109	9	16
3307608	36	11	126	10	27
912508	50	13	117	9	27
5033292	33	13	103	10	14
3258275_1	47	14	124	15	13
3258275_2	47	14	124	15	13
1794404	61	10	101	10	18
6220027	53	14	115	11	27
1942992	54	13	138	9	10
1998169	52	16	93	9	17
6945673	57	15	116	12	12
5936854	33	19	125	10	12
2272233	52	20	130	10	9
327369_1	39	12	152	12	12
327369_2	39	12	152	12	12
6645796	47	17	115	18	17
4255722	37	11	137	13	14
2105522	36	14	83	11	21
1502965	36	14	111	12	11
687517	48	14	107	13	18
2687531	27	15	116	9	26
6724156	34	16	115	9	9
4282542	44	11	151	9	15
1422760	50	18	110	13	13
1787300	43	12	64	17	18
2000331	51	21	95	18	24
1789978	54	11	125	10	15
3359370	20	17	125	15	9
4109249	58	10	92	15	13
3136830	40	13	107	10	18
5579696_1	42	12	145	10	22
5579696_2	42	12	145	10	22
5966942	47	9	59	17	12
7090500	45	10	89	11	13
226584	58	16	111	12	16
4083307	37	14	143	12	12
2103172	45	12	81	9	11
252178	46	20	119	9	16
4599870	24	12	118	13	10
5317858	30	17	133	13	25
4314749	59	17	115	12	11
397086	30	13	115	10	25
3307511	59	14	116	10	17
2336452_1	46	11	120	16	22
2336452_2	46	11	120	16	22
3467268	62	18	130	10	12
