TARA_144	TARA_146	TARA_147	TARA_148	TARA_149	TARA_25	TARA_26	TARA_30
317397	0.2	0.111111111111111	0	0	0	0	0.545454545454545	0
1864582	1	0.928571428571429	0.538461538461538	0.4	0.892857142857143	0.647058823529412	0.909090909090909	0.888888888888889
3550164	0.454545454545455	0.111111111111111	0.222222222222222	0.1	0.103448275862069	0.785714285714286	0.25	0.1
5504164_1	0.454545454545455	0.5	0.75	0.909090909090909	0.67741935483871	0.266666666666667	0	0.384615384615385
5504164_2	0.454545454545455	0.5	0.75	0.909090909090909	0.67741935483871	0.266666666666667	0	0.384615384615385
1042389	0	0.611111111111111	0.833333333333333	0.428571428571429	0.178571428571429	0.307692307692308	0.636363636363636	0.230769230769231
3215604	0.5	0.176470588235294	0	0.0714285714285714	0.117647058823529	0.454545454545455	0.777777777777778	0.166666666666667
1234623	0	0	0	0	0	0.0588235294117647	0.461538461538462	0.166666666666667
5137051	0.111111111111111	0.533333333333333	0.0909090909090909	0.166666666666667	0.652173913043478	0	0.222222222222222	0.461538461538462
3376876	0.692307692307692	0.8	0.777777777777778	0.65	0.576923076923077	0.941176470588235	0.25	0.777777777777778
6060409	0.0769230769230769	0.0476190476190476	0.2	0.125	0.12	0.5	0.333333333333333	0.230769230769231
5018133	0.666666666666667	0.5	0.333333333333333	0.478260869565217	0.176470588235294	0.8	0.777777777777778	0.222222222222222
5209192	0.222222222222222	0.1875	0.333333333333333	0.130434782608696	0.259259259259259	0.6	0.909090909090909	0.5
2045932	0.111111111111111	0.25	0	0.25	0.310344827586207	0.444444444444444	0.666666666666667	0.692307692307692
714977	0.1	0.444444444444444	0.888888888888889	0.538461538461538	0.692307692307692	0.785714285714286	0.444444444444444	0.833333333333333
5203390	0.333333333333333	0.4	0.75	0.476190476190476	0.347826086956522	0.363636363636364	0.4	0.777777777777778
1976547	0.9	1	0.909090909090909	0.894736842105263	0.928571428571429	0.526315789473684	1	1
2092208	0.818181818181818	0.409090909090909	0.727272727272727	0.388888888888889	0.347826086956522	0	0	0.461538461538462
3354455	0.9	0.684210526315789	0.625	1	0.703703703703704	0.9375	1	1
5079418	0.777777777777778	0.666666666666667	0.727272727272727	0.722222222222222	0.4	0.727272727272727	0.333333333333333	0.777777777777778
4193079	0.2	0.555555555555556	0.571428571428571	0.266666666666667	0.391304347826087	0.375	0.0833333333333333	0.222222222222222
2201547	0.2	0.529411764705882	0.769230769230769	0.7	0.608695652173913	0.65	0.272727272727273	0.363636363636364
691948	0.2	0.714285714285714	0.3	0.777777777777778	0.72	0.4	0.416666666666667	0.363636363636364
3838596	0	0.5	0.272727272727273	0.157894736842105	0.473684210526316	0.0714285714285714	0.6	0.571428571428571
4398872	0.1	0.105263157894737	0.7	0.05	0.307692307692308	0.0625	0.3	0.3
158317	0.769230769230769	0.733333333333333	0.454545454545455	0.333333333333333	0.807692307692308	0.846153846153846	1	0.7
4541031	0.7	0.666666666666667	0	0.260869565217391	0.375	0.307692307692308	0.333333333333333	0.25
6492358	0.222222222222222	0.333333333333333	0.833333333333333	0.227272727272727	0.428571428571429	0.307692307692308	0.727272727272727	0.5
2569377	0.727272727272727	0.733333333333333	0.6875	0.571428571428571	0.545454545454545	0.857142857142857	1	0.8
2601460	0.333333333333333	0.523809523809524	0.764705882352941	0.318181818181818	0.62962962962963	0.571428571428571	0.666666666666667	0.666666666666667
5024921	0.333333333333333	0.363636363636364	0.3125	0.944444444444444	0.461538461538462	0.4	0.6	0.384615384615385
1750851	0.4	0.666666666666667	0.0833333333333333	0.3	0.44	0.0769230769230769	0.166666666666667	0.444444444444444
3604663	0.333333333333333	0.105263157894737	0.333333333333333	0.263157894736842	0.551724137931034	0.133333333333333	0.416666666666667	0.2
377216	0.818181818181818	0.235294117647059	0.307692307692308	0.826086956521739	0.590909090909091	0.733333333333333	0.75	0.7
2338838	1	0.80952380952381	0.785714285714286	0.5	0.896551724137931	0.789473684210526	1	0.9
5175034	0.4	0.6	0.25	0.4	0.518518518518518	0.428571428571429	0.166666666666667	0.333333333333333
2364979_1	0.444444444444444	0	0.333333333333333	0.5	0.615384615384615	0.25	0.5	0.333333333333333
2364979_2	0.444444444444444	0	0.333333333333333	0.5	0.615384615384615	0.25	0.5	0.333333333333333
1701598	0.416666666666667	0.571428571428571	0.545454545454545	0.75	0.758620689655172	0.375	0.7	0.8
1054935	0	0.0434782608695652	0	0.0526315789473684	0.357142857142857	0.117647058823529	0.111111111111111	0.222222222222222
