TARA_72	TARA_4	TARA_9	TARA_23	TARA_70	TARA_76
4023465	10	24	11	16	11	24
4873727	10	23	19	14	9	17
3312011	9	13	11	18	14	17
4033900_1	12	38	13	19	9	13
4033900_2	12	38	13	19	9	13
4148267	10	17	10	12	15	17
5344346	12	13	13	11	13	19
3141523	12	15	18	15	10	12
2870835	12	14	12	18	10	11
1110539	9	27	13	10	10	9
3499918	12	20	18	13	12	17
4639641	11	31	20	18	11	18
6199870	15	37	16	12	9	22
1105513	12	26	16	11	12	18
3505219	12	21	10	14	10	17
3935171	11	27	10	18	10	10
3643099	14	22	22	14	13	18
2508185	14	22	15	15	12	14
2908606	13	10	13	15	10	13
752864	15	21	14	15	10	11
5104410	9	18	12	11	14	15
6769036	10	23	19	20	9	18
6440279	9	24	15	19	15	14
6912557	9	28	16	10	14	13
1800985	9	37	14	12	10	19
4612359	12	32	11	13	10	18
2160159	11	21	16	9	10	12
1424466	9	30	19	15	11	15
5370462	9	28	18	9	10	21
6312969	9	21	16	14	10	17
1564084	10	27	10	9	11	13
4623086_1	9	24	21	18	13	16
4623086_2	9	24	21	18	13	16
4509320	12	26	14	15	10	21
6018623	14	30	12	18	10	21
6320857	10	33	18	12	11	10
4065722	9	31	22	15	11	23
4567752	11	17	17	10	9	10
6024821	13	19	13	12	13	20
4065961	15	27	11	16	10	17
2201344	11	34	21	12	11	17
6703228	11	25	11	17	14	16
4585695	12	25	14	10	12	17
4455696	11	33	11	15	11	18
5494638	11	30	14	13	10	15
904071	10	32	18	12	10	23
6898482	10	24	9	21	12	16
1778113	15	27	10	15	11	18
6978569	11	25	10	17	11	23
5319313	9	26	11	18	13	24
1631430	10	23	20	15	15	13
799539	11	14	17	12	11	15
6237805	9	38	17	17	11	20
1161819	11	28	14	9	10	16
5463166	12	40	19	13	14	19
6879909	10	26	15	16	10	16
6321428	13	28	18	15	9	12
3430611	11	31	11	12	15	16
3290758	12	34	10	13	9	18
2867020	12	15	15	17	13	16
6185356	12	30	11	12	13	10
6999941	14	20	14	13	12	17
3797363	10	28	10	10	11	12
1832660	15	24	15	14	9	17
4602541	9	31	18	12	12	16
4191544	9	20	9	17	9	18
1864052	9	30	17	16	15	14
3321125	10	34	21	19	12	15
6692933	15	19	9	10	9	12
5509386	12	31	11	9	11	20
3528624	10	21	17	14	14	16
3040008	10	36	18	9	11	15
2038765	12	33	16	16	14	16
988731	9	23	9	13	14	18
3705757	12	28	11	12	13	21
4239910	13	35	15	14	11	16
4037823_1	9	24	14	14	9	12
4037823_2	9	24	14	14	9	12
4037823_3	9	24	14	14	9	12
6785673	14	23	14	20	13	14
6158646	9	41	14	13	10	18
6263817	9	18	10	10	9	17
831188	10	24	17	11	9	14
5184711	10	18	13	11	14	24
4052706	13	14	14	12	9	15
2554935	9	32	19	12	12	18
4761646	10	23	16	13	14	18
5087503	9	16	14	13	11	24
4569347	11	26	15	10	11	15
1434363	9	33	17	20	11	21
6198629	13	34	22	15	10	21
2260895	12	21	21	15	12	22
5114677	9	27	10	10	13	18
4032545	10	27	9	18	12	19
4437703	15	17	14	11	12	18
3388210	9	17	11	9	14	22
2232960	10	24	12	14	14	16
423955	10	25	18	9	14	19
4947793	13	25	17	20	14	23
5077900	15	22	12	10	9	19
40024	9	34	22	14	11	19
2909320	11	32	11	11	14	22
899437	11	40	20	20	9	20
6635819	14	31	10	12	9	13
5690885	9	21	9	15	10	12
4450938	9	33	14	14	11	15
3757722	14	31	12	13	12	21
3427855	10	17	10	10	12	23
2865831	13	18	13	18	12	18
4664671	10	34	13	11	9	9
4902148	10	25	16	15	11	21
6830034	11	38	17	13	14	22
4946838	11	19	10	15	12	23
5116148	10	13	9	15	9	22
6975171	11	22	12	9	13	18
6927822	9	21	13	17	9	20
6316974	10	18	11	17	13	23
976142	12	14	16	12	9	23
3173107	9	20	16	16	9	21
7021560	15	24	15	15	13	21
7074607	10	30	13	19	10	19
5089989	13	14	13	11	14	17
7032883_1	12	19	14	11	9	19
7032883_2	12	19	14	11	9	19
4795562	13	36	17	21	9	15
6023402	12	39	13	15	10	15
6697561	12	38	17	14	11	21
4502077	10	22	15	10	14	15
1335106	9	30	16	13	9	18
4821435	12	22	19	13	12	16
3441964	13	26	12	16	12	12
362082	10	30	11	10	11	21
4484509	12	17	18	14	10	21
3655175	12	24	14	11	9	16
3398556	9	28	12	9	10	24
6037527	14	34	12	11	9	24
3458571	11	26	14	17	13	20
2866751	10	36	15	19	10	12
3386128	9	30	20	20	11	14
2857145	9	38	20	14	9	21
5307030	10	25	11	9	15	16
4866991	12	18	12	15	9	12
5175746	9	26	13	12	14	18
6905611	14	24	15	20	10	15
2328031	11	23	17	12	13	21
5290069	9	26	21	12	9	19
7122301	10	23	11	15	9	20
3584525	9	23	15	14	11	24
1885843_1	10	34	10	14	9	13
1885843_2	10	34	10	14	9	13
1892705	10	29	13	19	9	24
4199245_1	10	35	14	13	10	18
4199245_2	10	35	14	13	10	18
3887828	9	24	10	15	11	23
1702342	12	38	19	20	13	13
2957606	10	41	17	9	13	22
3580332	14	20	14	14	11	16
2580543_1	15	21	10	15	9	20
2580543_2	15	21	10	15	9	20
5493370	14	38	20	13	11	19
3459834	10	28	17	15	10	17
5649548	9	41	14	15	9	23
4924456	15	28	10	17	15	23
4486698	12	41	20	15	9	16
