TARA_9	TARA_18	TARA_23	TARA_25
963266	16	18	16	12
856985	13	17	9	10
6612803	15	21	14	21
5821002	13	12	14	12
5219609	15	17	18	9
4951547	24	9	15	11
4445220	14	19	9	16
320005	20	20	12	17
3067532	18	17	11	12
2657282	10	19	14	9
2536125	17	17	17	15
2159303	13	17	11	10
2039776	15	13	18	16
1526393	18	11	18	10
1514033_1	16	12	10	14
1514033_2	16	12	10	14
1012030	13	26	14	14
3594923_1	18	24	16	18
3594923_2	18	24	16	18
2048339	15	27	13	21
1166696	13	21	22	16
3584314	22	16	14	17
2473477	17	27	13	17
3306060	22	17	12	15
2490485	20	18	13	17
4957785_1	20	15	11	16
4957785_2	20	15	11	16
3243848	19	16	12	15
306146	17	15	13	14
5628855	20	14	11	15
387796	15	13	16	14
2984719	16	17	14	12
1056401	20	16	11	13
784829	14	12	18	14
2181049	15	18	11	15
3315811	15	19	15	10
4813177	15	23	14	9
259082	15	19	9	15
460350	12	20	15	9
1195047	9	23	9	13
3105468	17	10	17	12
4944586	12	24	11	9
2091468	12	11	9	13
5066172	14	12	11	9
1598382	17	21	24	18
2273742	20	27	23	12
3197720_1	16	25	21	17
3197720_2	16	25	21	17
444081	23	29	15	15
1412439_1	15	22	19	18
1412439_2	15	22	19	18
1051760_1	24	23	15	15
1051760_2	24	23	15	15
5331147	21	14	14	20
1961319	23	23	10	17
191383_1	18	27	12	16
191383_2	18	27	12	16
5717287	19	14	17	15
1669550_1	14	20	19	14
1669550_2	14	20	19	14
1457604	18	22	16	12
607906	23	13	11	15
2288263	16	12	16	15
2224902	16	19	12	16
4833807	23	18	13	11
5170245	18	21	12	12
2938296	11	14	22	13
1690528	13	23	10	18
1501347_1	19	17	16	10
1501347_2	19	17	16	10
4901422	18	12	11	16
4960371	19	18	11	13
3214346	16	25	13	11
562869	20	10	12	12
1122625_1	18	20	10	14
1122625_2	18	20	10	14
883162	16	15	10	17
1086992	15	17	14	13
1550782	21	19	9	11
3637201	17	16	12	13
5224880	20	18	10	12
1985369	16	17	15	9
4985389	17	18	13	10
3279593	12	17	18	9
21815	21	15	9	12
5380610	10	25	12	12
4891503	21	21	20	17
2464332_1	17	22	11	10
2464332_2	17	22	11	10
5648362	16	22	11	12
550312	20	17	13	25
1408420	21	10	14	12
1089606	18	21	9	11
5994012	14	15	14	13
4902014	13	23	11	10
340565	20	19	14	23
506601_1	20	13	10	9
506601_2	20	13	10	9
5325338	10	17	9	15
3286474_1	14	29	11	22
3286474_2	14	29	11	22
2355958	12	16	13	9
1524469	12	16	11	11
2678329	20	21	14	17
669924	14	20	15	18
6209684_1	20	17	21	15
6209684_2	20	17	21	15
3455668	18	17	21	11
4445066	12	15	11	9
1578830	17	22	11	19
885983_1	20	24	10	18
885983_2	20	24	10	18
1540926	20	28	14	13
332371	15	23	20	16
2709924	19	17	14	16
1621140	22	20	22	22
4349657	17	18	15	16
1546506	9	13	9	12
233551	21	19	14	13
4113001	18	15	10	20
3215650	16	24	10	19
2357591	17	9	17	10
695704	19	23	11	16
168697	19	21	13	14
3191460	10	14	10	9
3953199	19	20	22	23
5003545	17	12	12	17
651024	18	21	15	11
926016	14	15	15	19
244338	14	22	11	18
3630443	19	17	16	10
2480718	16	25	15	11
780778	20	18	9	16
1504362	11	23	14	17
2297400	18	24	14	11
5380674	16	10	17	17
5042445	16	23	14	12
4903176	16	23	13	13
1937855	14	23	12	15
1036283	16	21	11	15
2240399_1	19	21	14	10
2240399_2	19	21	14	10
661917	18	13	9	15
714437	16	24	20	21
410860	13	18	16	13
565165	22	19	12	10
274143	17	21	18	21
907923	17	19	13	11
1097412	14	28	13	10
3484839	10	28	15	10
2373477	12	22	11	15
5107181	16	22	12	11
5860078	16	22	17	21
5674918_1	17	23	11	25
5674918_2	17	23	11	25
5895208_1	21	12	10	17
5895208_2	21	12	10	17
2936811	18	12	14	12
1262668	20	21	12	11
4993825	20	18	9	11
2393300	14	20	9	14
332454	16	18	9	13
1863227	12	13	15	12
2358911	19	19	9	15
5447	13	12	12	13
3413296	18	22	11	9
685199	21	20	12	16
354412	18	13	15	13
4247282	24	24	17	9
836347	17	21	17	14
5266364	14	22	19	15
903217	14	21	13	21
1508093_1	18	18	22	20
1508093_2	18	18	22	20
6260511_1	12	13	15	9
6260511_2	12	13	15	9
640031	11	13	12	11
1917229	23	29	13	19
388165	11	24	10	12
1217097	18	15	9	18
3136891	21	24	10	15
1579489	19	20	15	11
406074	10	23	12	23
5189186	24	25	12	11
1970312	19	22	18	13
4673918	23	20	12	11
3346198	21	22	15	9
1507730	13	20	10	9
5401710	15	16	12	17
2128049	21	15	14	14
2631031_1	18	25	22	14
2631031_2	18	25	22	14
4381559	12	21	16	22
2022694	20	15	17	13
1153312	20	19	13	10
1044487_1	21	15	11	11
1044487_2	21	15	11	11
1044487_3	21	15	11	11
1693790	14	19	13	15
4776025_1	17	18	28	22
4776025_2	17	18	28	22
4776025_3	17	18	28	22
1707659	17	22	14	10
1980955	12	26	10	16
895741	11	20	15	15
2176215	14	15	12	9
1248133	10	25	15	13
1582348	16	28	13	19
5110700	15	30	11	22
5478410	14	19	15	11
5654034	12	15	9	9
829093	19	22	17	14
2463879	22	29	12	16
1483016	20	12	11	13
2413377	20	23	10	19
62828	18	17	10	21
2854298	17	25	10	22
5158771	24	15	13	11
4528746	23	21	15	12
1419146	20	19	17	12
3968450	13	21	10	9
789968	21	29	10	10
3147750	13	21	11	14
6566016	22	17	11	13
4054509	23	21	9	16
5790474	22	19	11	14
3247129	11	18	14	14
4664513	16	23	14	12
6600801	15	16	15	16
653048	13	16	12	13
3457793	17	17	12	9
201250	11	18	18	16
6244244	17	19	10	19
1135424	19	21	13	14
5925430	13	30	15	19
901443	20	30	15	18
408800	15	26	21	12
1489380	12	16	13	9
1277121	12	16	11	12
146187	15	26	10	9
2064012	15	28	18	9
2497708	16	20	12	14
4452853	23	16	10	14
23966	14	13	11	15
461436	16	24	19	17
1497195	24	28	13	9
3505980	15	23	15	22
6330588	19	15	11	11
1307490	19	19	14	16
1830331	19	20	30	23
4348368_1	21	28	16	13
4348368_2	21	28	16	13
1418503	10	23	15	16
829193	14	18	9	10
3247941	17	17	16	14
1467485	24	23	23	9
1140257	14	21	20	13
800380	14	30	9	12
1158220	24	28	9	17
5997747	15	15	12	18
328496	18	18	11	18
2416611_1	18	16	23	20
2416611_2	18	16	23	20
1391145	18	20	12	17
4956473	20	25	13	12
6568574_1	14	25	13	21
6568574_2	14	25	13	21
1718059	15	25	11	13
5104100	12	20	15	13
1622824_1	23	26	20	15
1622824_2	23	26	20	15
1622824_3	23	26	20	15
4244053	11	23	9	19
434189	18	23	11	11
1946767	16	21	17	14
4072496	23	30	19	13
