TARA_146	TARA_147	TARA_148	TARA_149
2102542	21	90	21	51
2964889	10	61	11	34
6696150	10	53	12	31
3737703	13	92	12	53
968163	23	78	12	49
2997525	10	90	22	43
3103539	20	59	13	35
3516360	13	78	13	35
1092035	14	57	12	26
5364515	15	66	13	47
1736064	15	63	18	41
3558321	19	79	20	56
7008126	13	99	24	49
2212781	18	60	18	27
2571025	10	51	11	30
3778151	15	54	21	36
3164581	14	64	17	36
6719115	12	56	17	30
2167969_1	17	83	30	34
2167969_2	17	83	30	34
133979	15	56	16	28
2950072	17	65	23	48
6544370	13	90	12	42
6152670	12	71	17	35
1531500	14	67	16	42
1695121	12	60	14	26
1726304	15	55	12	48
2043670_1	15	84	19	49
2043670_2	15	84	19	49
2416105	17	62	14	35
634522	23	90	20	34
445848	9	58	16	30
5793133	10	62	16	31
3546701	15	76	20	53
3103147	18	72	14	44
6943642	13	52	11	32
4744527	19	71	12	40
6516645	12	77	10	46
4679159	12	59	22	53
6984002	18	92	23	41
1484161	13	66	19	27
222865	25	79	20	57
3634272	18	60	12	47
6308609_1	14	56	18	49
6308609_2	14	56	18	49
6966719	9	61	16	36
4894347	10	61	13	31
5545471	13	77	11	33
2124893	18	95	30	48
5189463	18	61	12	42
4060015	18	70	17	44
2808041	22	87	19	59
1091540	15	84	24	29
2997495	17	51	14	31
2455150	15	66	16	43
7106498	15	72	19	46
2078508	11	75	25	32
3542756	20	64	26	34
180582_1	15	60	14	30
180582_2	15	60	14	30
1172485	15	51	12	39
4867985	10	61	15	32
273201	20	66	11	28
2997200	11	74	17	35
6815614	13	69	17	33
5201537	25	97	22	34
3003053	10	72	30	50
4292836	21	75	17	44
5218944	18	64	15	29
2262007	20	67	22	54
102098	17	68	9	31
6816681	22	63	16	41
656320	16	64	25	43
5044997	11	52	18	38
2850642	23	72	19	54
3735964	18	66	12	29
6539219	12	51	18	46
230973	20	54	12	44
1195342	13	68	17	44
3465506	15	65	27	48
3719814	11	56	12	28
4483317	16	76	18	30
7128523	20	67	13	43
401991	13	69	18	42
1166347	20	66	18	27
246406	19	65	25	46
3156140	23	60	29	45
3205182	17	95	25	46
4038037	14	59	22	41
3314470	19	81	28	48
6039185	13	68	24	35
118303	10	51	22	30
747701_1	10	58	16	27
747701_2	10	58	16	27
3692292	12	85	26	32
4471425	12	67	19	39
815159	13	55	22	46
3436209	15	52	23	50
6479328	13	76	22	54
2913378	17	65	16	38
3298713	12	63	16	31
2168186	22	83	21	53
459736	14	76	19	51
2724427	10	59	12	36
4385042	16	86	21	53
5041343	13	55	15	48
3385419	14	62	18	43
2003235	21	90	17	45
4287065	14	52	17	43
2863201	10	94	29	51
3087362	17	70	22	34
2777408	21	75	15	48
5620016	17	60	13	27
7013905	16	77	22	51
4811661	12	68	24	41
3061111	16	96	16	53
2453242	18	71	19	62
5619305	10	74	18	28
1931808	10	80	19	52
4240905	20	72	15	43
5554806	11	60	23	38
6014919	12	79	23	44
3459558	14	58	15	46
3286825	24	70	18	49
3592391_1	15	70	14	44
3592391_2	15	70	14	44
5355603	12	84	12	35
2479523	19	59	28	33
6728381	15	70	19	43
5790444	18	75	16	53
118563	14	74	30	51
1088014_1	24	101	24	41
1088014_2	24	101	24	41
4918076	12	54	14	49
3823494	10	76	22	42
6221173	14	65	21	36
1136681	20	77	20	38
2815639	16	81	28	50
2735674	18	70	19	49
3030391	23	88	25	55
647434	21	93	17	52
1899640	12	88	22	47
6078964	19	61	17	37
413853	19	76	16	55
6350534	10	61	21	42
6927942_1	16	70	22	40
6927942_2	16	70	22	40
4058731_1	15	76	15	45
4058731_2	15	76	15	45
4058731_3	15	76	15	45
4597189	15	66	19	27
3511041_1	18	52	18	45
3511041_2	18	52	18	45
5955477	13	98	15	50
2575169_1	13	82	21	48
2575169_2	13	82	21	48
2575169_3	13	82	21	48
396810	10	58	21	32
3950452	15	69	19	36
4748980	18	54	20	38
4521461_1	14	65	14	42
4521461_2	14	65	14	42
2442854	12	60	10	40
6368016	18	70	18	59
1435519	10	76	10	38
5768632_1	17	58	15	26
5768632_2	17	58	15	26
62303	16	67	12	55
1367166_1	13	66	19	31
1367166_2	13	66	19	31
1433173	23	92	12	44
3116574	23	85	14	38
2465839_1	17	55	21	34
2465839_2	17	55	21	34
3989956	17	85	20	55
5079234	14	59	16	33
5260344	15	60	18	31
3602416	16	82	28	56
1327016	21	87	24	49
3233585_1	23	60	16	52
3233585_2	23	60	16	52
3233585_3	23	60	16	52
295914	16	75	13	45
6527338	19	60	14	38
3471118	18	81	18	48
2997318	18	66	28	50
1036376	17	73	25	41
96084	15	81	18	45
2170858	21	68	22	43
263794	22	83	20	42
642957	17	73	14	48
2142413	16	64	12	37
2778654	10	52	15	31
2585819	17	74	22	38
546148_1	12	94	17	47
546148_2	12	94	17	47
3102601	11	65	26	37
461123_1	15	68	20	36
461123_2	15	68	20	36
5126886	18	97	19	48
3684821_1	15	69	19	42
3684821_2	15	69	19	42
5679897	14	87	19	42
5153571	21	72	19	35
6066309	12	66	14	31
5396264	14	76	14	34
1911622	19	73	20	38
7035174	13	93	20	50
1090711	12	77	21	50
2793472	18	81	22	52
149743_1	17	80	27	39
149743_2	17	80	27	39
1742683	11	77	18	26
3402782	14	55	13	45
107174	18	79	24	49
5935138	20	87	16	49
1126859	15	70	20	34
5529094	15	62	14	30
2085786	21	76	18	31
4937886	9	73	13	35
3723887	20	90	24	46
372388	11	68	17	44
2381495_1	14	74	19	43
2381495_2	14	74	19	43
2381495_3	14	74	19	43
1099396	17	64	23	49
1515224	18	59	16	28
4081092	17	66	13	35
5585508	14	64	20	41
1688433	22	88	12	49
2601489	19	64	28	35
6861795	17	84	16	30
2605649	12	64	19	42
1205473	15	80	18	45
1752327	12	55	12	30
430482_1	17	74	20	61
430482_2	17	74	20	61
430482_3	17	74	20	61
1504675	11	76	17	41
1213626	12	69	22	37
3665633	15	53	17	37
334163	14	62	23	39
821732	10	86	26	55
4478244	20	62	19	41
3202923	18	65	13	33
5627592	23	69	20	31
1283377	10	79	15	33
1893168	22	89	18	49
6380487	10	70	24	33
4435438	18	98	16	48
2578080	20	77	21	46
3268030_1	15	79	18	57
3268030_2	15	79	18	57
7015780	15	78	16	37
1387112	22	88	23	49
3128486	19	91	18	37
1846472	10	52	12	42
630166	20	89	26	45
5039816_1	23	75	17	51
5039816_2	23	75	17	51
2826299	12	73	27	51
6398946	19	96	16	50
465205	15	71	15	33
4197583	14	60	15	34
5112449	16	68	19	42
194615	21	54	21	31
2375053	16	53	18	42
1718147	19	75	15	45
1716575	15	63	19	39
3515980	25	65	23	37
5934077_1	14	67	22	35
5934077_2	14	67	22	35
3218683	17	95	21	44
6869060	15	100	11	37
38614	10	78	28	38
1537331	17	71	20	42
6218731	13	52	18	39
60082	16	71	23	39
3617421	20	87	18	49
3196512	16	75	25	46
6940372	13	76	23	40
6384854	9	89	24	43
147569	20	97	16	37
6289998	11	82	20	28
275881	25	80	16	47
1312894	18	66	19	41
3085145	15	85	10	36
1457002	11	80	24	62
4261837	20	82	24	62
168639	16	79	13	54
3463194	18	84	26	55
1270155	16	86	15	34
770688	14	60	21	44
4322489	14	66	14	39
2212787	14	68	14	34
188558	14	76	20	52
5169715	17	63	22	46
67740	14	71	14	43
1378141	14	71	15	52
3610899	9	53	24	43
3485281	16	78	26	49
3027970	11	87	23	47
238570	19	82	16	56
4035088	20	81	23	58
1886063	14	60	25	31
2526177_1	15	77	22	47
2526177_2	15	77	22	47
1749616	23	90	17	31
705521	13	87	16	29
1478052	12	84	19	52
2394606	22	82	17	39
1670983	14	79	20	40
650528	10	78	22	43
3622331	16	73	18	35
636308	11	62	16	34
6572958	20	79	15	56
848100	13	63	15	36
1183460	21	94	17	40
2586055	14	60	15	33
3792296	19	71	29	45
2242027	12	84	17	52
1474841_1	12	78	20	37
1474841_2	12	78	20	37
3700313	15	67	20	33
3328609	19	91	29	52
4579806	17	79	23	37
6837146	12	51	21	29
1483429	12	59	21	39
3140528	15	83	27	51
5510385	17	76	16	42
6001471	19	76	13	47
174125	15	84	25	50
4279702	20	71	27	45
30631	21	69	14	31
3026855	22	66	26	37
2459801	11	59	23	39
1187416	11	86	24	56
1092149	16	71	19	37
2208539	11	83	14	41
6627777	23	61	21	44
3108088	17	86	16	31
1203537	14	87	18	54
5619045	24	83	23	47
3354279	21	62	22	39
2775279	17	72	18	41
2061944	16	76	18	56
594574	14	90	25	44
2194231	22	77	9	52
4287303	14	81	22	51
6004546	17	91	19	51
4813865	21	78	24	31
2762566	11	56	17	34
4891613	9	79	15	52
1965705	20	86	21	48
1532393	19	63	17	34
6798175	20	93	17	59
3022378	23	95	22	56
4478801	14	79	16	38
120373	11	53	19	37
1439520	14	59	17	42
744857	14	67	18	35
6634580	17	58	18	32
2556585	15	60	14	30
197841	18	88	23	42
1395044_1	18	83	14	33
1395044_2	18	83	14	33
2928936_1	16	92	23	39
2928936_2	16	92	23	39
2253097	17	73	24	35
3440358	15	74	21	43
2843357	12	75	18	48
3684254	17	74	17	39
6339186_1	22	80	26	34
6339186_2	22	80	26	34
3047164	12	69	14	35
3822570	20	90	26	42
69030	19	75	14	38
5784888	14	61	28	30
6886101	15	85	18	61
218151	23	90	17	59
6836694	12	99	23	43
6386274_1	20	64	25	45
6386274_2	20	64	25	45
3087065	17	60	13	27
267784	24	73	16	47
3533018	12	81	22	42
5421001	14	90	25	27
587309	24	91	13	59
3711671	14	90	21	43
279884	22	82	12	36
3988546	15	81	13	37
5953305	24	87	13	57
5877654_1	19	80	23	52
5877654_2	19	80	23	52
366020	12	72	15	40
3840749	12	66	22	31
1540364	16	72	15	47
5088379	10	65	17	33
6729249	18	90	20	49
6545196	19	83	20	53
1556298	23	80	18	62
2731732	16	58	15	39
6392330	16	70	20	42
3462398	14	75	15	52
4471117_1	23	92	14	51
4471117_2	23	92	14	51
4331892	12	72	19	51
1729818	15	93	21	59
2822097	16	71	23	31
4069789	18	75	22	40
1758084_1	11	92	23	56
1758084_2	11	92	23	56
4920686_1	18	60	19	43
4920686_2	18	60	19	43
6506184	18	92	18	44
7033903	10	76	16	28
721478	10	68	16	38
823974	14	78	26	53
3129971_1	24	91	26	44
3129971_2	24	91	26	44
240192	10	77	12	30
4911252	18	68	12	42
1039258	16	74	21	37
5605485	9	82	23	53
1305893	19	81	9	47
747490	22	83	16	38
1643813	14	69	12	47
7085636_1	17	78	22	40
7085636_2	17	78	22	40
7016851	15	61	12	39
1998700	18	77	18	58
7037795	19	77	26	38
5763967	22	65	22	48
3242725	23	95	20	36
1135093	20	73	19	40
1858463	10	85	25	35
3156133	23	85	19	42
1754085	19	64	21	58
5993020	14	93	24	43
5628278	11	69	16	44
1777000	12	70	15	47
6508368	16	83	16	28
4801543	22	74	20	55
2985546	10	65	17	39
618974	15	62	15	46
5933788	16	83	19	41
655646	15	76	28	37
2840694	15	75	17	58
5503816	19	92	22	62
492417	10	84	18	35
5666480_1	16	91	26	44
5666480_2	16	91	26	44
1328064	19	72	14	47
3388548	18	91	14	41
4900017	17	72	25	47
1220535	12	83	23	42
1958300	14	71	23	26
334836	13	68	25	46
6890867	16	92	20	41
2786430	12	60	24	50
3033192	14	73	11	56
2905250	15	100	15	50
4815337	14	67	15	45
2350848	21	96	22	41
77031	15	69	20	38
6478542_1	18	55	14	29
6478542_2	18	55	14	29
5700989	18	101	17	40
1837951_1	15	69	18	28
1837951_2	15	69	18	28
5760771	19	76	17	42
4465188	19	91	16	50
6014793	15	75	24	47
220596	11	70	25	58
215290	21	69	17	48
1618830	18	56	17	54
265768	16	81	15	49
4866095	23	69	16	40
3896271	17	60	23	44
4404056	19	79	22	41
1430839	20	92	25	52
4291400	22	69	23	35
5707097	23	86	22	35
83508	14	101	16	48
3035487_1	13	54	23	29
3035487_2	13	54	23	29
3930318	13	61	24	53
6894406	10	71	10	33
1493716	21	77	28	30
4905141	12	100	26	47
610883	18	70	20	35
4845476	20	101	23	45
798354	10	70	14	38
2567422	18	75	15	36
442388	18	80	23	47
1529699	16	59	22	37
2466834	9	96	15	52
2526118	15	76	15	56
3237879	14	89	15	54
4351314	14	81	20	44
86205	18	94	27	54
5277761	21	75	27	54
32464	20	68	29	46
3085761	16	83	30	36
1490172	16	83	30	53
1409325	10	71	18	41
2372119	23	77	21	39
2656772_1	19	73	26	39
2656772_2	19	73	26	39
804813_1	20	87	18	32
804813_2	20	87	18	32
450542	15	93	27	45
1800305	10	57	28	38
5015525	25	90	13	58
2773356	19	78	29	48
6465384	14	83	21	54
1614903	19	63	20	34
660421	24	67	13	32
2993019	14	83	20	36
3525474	22	70	15	32
1231615	15	92	17	30
5927725	12	51	11	40
365525	15	85	14	54
6447660	14	59	15	33
324021	12	95	26	55
7128786	13	94	23	41
493773_1	14	61	21	43
493773_2	14	61	21	43
1476021	12	64	14	39
1013309	14	76	18	41
4159703	11	66	19	37
2937885	11	58	20	41
5175908_1	14	79	17	36
5175908_2	14	79	17	36
2930743	24	88	28	42
3427899	11	81	22	56
6989889	19	94	27	44
3817968	19	84	21	37
5769601	16	86	20	57
2507605	16	76	23	46
4999828	22	83	24	30
4055479	13	67	9	35
528801	16	78	25	29
5596232	16	69	15	35
5021295	19	87	19	43
5220598	24	86	25	45
6548384	15	84	14	49
4394577	13	79	14	45
4699279_1	14	57	17	32
4699279_2	14	57	17	32
3654014	21	81	14	55
149088	18	64	15	50
6689361	14	56	16	28
3021289	14	61	19	29
1283539	14	67	26	61
26577	19	79	25	58
6350418_1	9	55	18	44
6350418_2	9	55	18	44
4943704	16	70	10	49
5984043	18	63	15	47
1827080	19	79	23	49
1353539	18	92	22	45
6143584	11	56	15	38
6216107	11	66	25	39
6826380	10	67	21	55
6661754	14	88	19	41
5340007	20	92	22	47
6650112	19	94	12	46
5656287	16	58	10	49
2360747	12	73	17	37
4166368	11	64	20	35
5522568	19	72	21	42
3437136	17	71	16	52
281268	16	95	27	55
5987567	12	89	16	53
4280884	19	72	20	53
1622783_1	18	101	17	49
1622783_2	18	101	17	49
3826356	18	72	15	37
1194892	15	80	20	38
774201_1	21	63	10	35
774201_2	21	63	10	35
4541356	17	57	19	46
3896926	16	87	21	36
4668417	15	94	24	45
2244197	13	90	25	50
3618269	12	61	21	37
627622	13	74	21	60
776785	15	76	17	49
5799859	9	74	25	53
3632739	19	58	19	42
4421785	20	77	26	42
1407573	15	98	25	41
2969532_1	17	55	26	48
2969532_2	17	55	26	48
1090455	16	66	20	59
227020	21	100	25	43
2875130	15	81	24	43
1770316	10	96	12	51
4278995	19	58	17	47
841933	18	69	19	42
6196274	10	56	20	41
2150551	11	72	14	47
33906	24	82	22	50
2884665	15	87	22	37
998954	17	89	20	55
2987286	16	60	14	45
848721_1	21	82	30	55
848721_2	21	82	30	55
779715	16	77	28	49
2159366	14	71	19	39
100370	9	72	28	39
2479904	13	87	24	27
2845572	16	80	28	51
3518156	17	96	13	57
714503	21	59	16	48
6739415	15	69	26	49
1844845	13	85	18	47
4959194	18	101	25	48
834797	16	62	23	32
4293152	13	79	22	49
1960226	19	89	23	55
1850769	20	69	17	39
5601757	13	67	21	58
4575760	14	82	25	43
247592	17	63	15	30
324340	17	80	28	48
84201	9	82	18	62
3811164	25	78	21	34
576877	11	76	11	28
3334961	17	51	18	41
608059	22	70	23	44
5928954	24	61	15	48
777641	14	78	20	41
362460	15	87	20	45
6672694	13	66	17	54
6403894	9	71	19	58
257325	11	66	16	38
1525269	10	73	18	36
12211	19	63	14	33
1415565_1	16	81	23	43
1415565_2	16	81	23	43
6484595	18	90	28	33
1862090	18	99	18	52
38480	11	58	20	35
4527858	21	85	15	36
4861138	18	77	24	49
7108279	12	86	28	53
646161	18	78	23	49
136857_1	20	62	15	43
136857_2	20	62	15	43
4637681	18	96	28	40
4704769	18	68	22	31
4088422	11	63	16	39
706778	10	54	20	27
134373	15	84	16	62
6999751	19	82	24	55
3433102	11	77	23	51
3463188	17	86	20	58
3122874	14	100	16	47
220834	21	59	16	29
3240048_1	16	83	28	53
3240048_2	16	83	28	53
1942023	12	59	26	32
3548208	16	64	12	47
6600800	25	74	29	47
689280	17	74	19	51
3086393_1	18	86	29	42
3086393_2	18	86	29	42
743050	11	77	20	46
5163516	21	92	20	36
1048720	13	93	23	57
6184420_1	24	79	19	49
6184420_2	24	79	19	49
128612	24	70	14	55
3346535	17	80	19	48
3858540	21	98	21	56
1038196	21	73	15	37
83992	14	73	25	43
6580951	16	87	21	48
2582456	10	79	11	28
4700535	19	88	26	59
261197	13	68	14	53
6401236	12	77	13	46
1707492	15	54	11	29
4976425	15	68	19	54
1712613	14	91	20	55
1371348	10	51	17	29
777744	14	68	15	37
1456663	16	79	15	60
492113	11	71	19	39
3865455	16	83	17	55
3293455	15	76	19	48
3737579	15	71	17	36
5221652_1	18	61	22	61
5221652_2	18	61	22	61
1087846	14	98	17	52
3505507	23	70	13	33
2223911	20	62	23	40
6567888	17	79	22	47
7118504	14	88	15	58
2994726	14	83	25	62
66809_1	21	72	17	53
66809_2	21	72	17	53
2709545	17	61	13	29
271087	22	79	26	44
