TARA_143	TARA_144	TARA_146	TARA_147	TARA_149	TARA_150	TARA_70
5303923	13	22	29	33	15	14	9
4846549	9	30	30	26	12	10	15
5261905_1	10	31	37	22	21	11	10
5261905_2	10	31	37	22	21	11	10
6152588	10	45	19	20	12	11	9
3433666	10	31	35	35	14	12	9
2062340	10	66	45	44	11	11	15
223957	18	41	43	39	15	10	11
2697324	9	52	39	47	13	9	20
1847818	21	50	43	49	10	11	10
7472	11	48	33	36	11	10	14
362879	21	60	49	33	23	9	14
5548009	11	60	45	36	15	13	16
5609505	9	32	22	26	11	13	16
3481317	14	45	35	20	18	13	13
1703142	15	57	46	43	11	12	15
1207919	15	40	45	30	15	11	13
1148838	10	32	42	42	11	12	22
3718703	13	65	32	30	19	15	13
3640129	12	40	30	21	18	10	13
386584_1	21	44	41	52	14	10	18
386584_2	21	44	41	52	14	10	18
5011488	10	42	29	43	10	11	15
1980029	15	55	25	29	12	11	10
512728	13	43	34	46	20	9	15
3705009	13	59	25	33	12	9	12
5955304	11	58	33	36	18	11	15
3281439	12	34	28	33	15	9	10
4611007	11	65	50	36	14	12	9
507500	15	43	42	19	15	9	12
6600208	16	44	39	38	22	9	16
5388236	16	38	33	30	19	11	18
5739523	16	47	44	52	23	15	20
5390513	19	47	35	40	13	9	11
520831	13	60	45	38	20	13	19
2724285	15	47	34	36	20	11	15
1205648	16	33	23	26	19	13	12
5072561	16	51	39	46	21	10	19
2392385	9	56	37	49	22	14	14
3135361	19	56	35	28	18	9	12
4063345	11	37	32	52	12	11	22
1691716_1	19	45	45	29	10	10	11
1691716_2	19	45	45	29	10	10	11
1863941	15	50	32	42	21	11	20
192579	16	57	42	53	20	11	10
5026656	16	49	35	32	10	11	9
2844651	12	51	33	35	15	9	9
2715562	12	54	37	40	12	11	11
510495	13	53	40	52	15	10	15
5477095	21	41	28	29	15	14	11
2586899_1	10	35	26	32	16	10	17
2586899_2	10	35	26	32	16	10	17
4539225	17	44	34	32	17	15	18
3802951	13	54	30	38	15	10	19
2128822	12	37	38	27	12	10	14
1315440	16	62	46	48	24	16	11
4446143	15	59	34	42	23	11	12
4766034	13	50	50	39	12	13	22
4180110	11	61	42	43	14	13	20
3833525	16	44	39	37	17	14	15
5519439	10	44	52	41	18	15	19
2950656	18	60	35	37	14	16	12
1676416	14	44	41	37	23	11	11
3897844	11	53	44	27	12	11	16
1447951	9	54	49	36	11	14	11
2294601	12	43	35	35	22	9	17
1242799_1	13	38	39	34	17	9	14
1242799_2	13	38	39	34	17	9	14
4285786	12	43	25	39	23	11	9
4797764	10	45	37	50	10	14	13
1298726	12	35	35	50	21	15	19
55601	19	56	35	39	25	9	15
1022696	16	49	38	34	12	9	12
5216438	9	35	34	44	18	10	16
3834594	10	40	26	22	14	10	22
4406312	14	58	28	31	24	11	11
4753545	14	50	41	36	22	9	11
3769327_1	14	60	37	50	23	10	22
3769327_2	14	60	37	50	23	10	22
3476064	18	53	41	45	20	11	12
2558884	16	66	44	44	11	11	21
4596730	11	47	31	39	9	9	13
35976	14	43	26	34	13	9	14
6336653	18	52	40	44	13	12	21
4696113_1	18	43	26	41	11	9	18
4696113_2	18	43	26	41	11	9	18
4696113_3	18	43	26	41	11	9	18
3447339	15	49	37	49	19	16	10
4859776	19	47	33	48	17	9	10
5982243	10	48	38	34	15	10	15
1841123	17	54	42	33	9	9	14
395133	16	48	49	45	9	9	9
4310305	9	34	25	42	9	13	18
5251510_1	14	60	31	54	12	9	13
5251510_2	14	60	31	54	12	9	13
3103256	10	49	41	40	10	9	9
37668	18	61	44	38	17	10	20
1885707	17	50	34	34	20	12	11
4806385	13	42	38	36	20	16	19
568176_1	17	60	31	40	12	12	14
568176_2	17	60	31	40	12	12	14
1529423	14	36	34	48	17	9	13
989836	16	53	37	47	20	10	21
6122584	12	38	39	43	16	11	9
62677	10	61	35	50	17	11	18
6004185	15	58	39	41	16	10	13
164628	12	41	46	32	24	10	10
4339633	18	45	40	37	13	11	9
51080	10	29	23	33	16	11	15
1250362	14	43	32	42	12	11	17
4097321	12	45	39	49	22	14	16
34380	13	56	40	28	20	11	14
5847199	20	49	38	37	20	9	19
314302	17	59	45	50	13	13	21
2798538	12	41	31	25	9	13	19
843492	17	50	45	48	25	10	15
1357577	9	53	43	47	11	9	11
228100	15	42	31	30	15	13	16
793622	13	59	50	37	21	9	23
5189674	9	50	45	37	23	13	12
6000629	9	29	34	45	20	9	11
5431259	13	53	43	32	9	14	20
71666	19	47	25	37	20	9	11
3355617	17	31	28	34	10	9	16
6397198	14	43	28	25	16	9	20
4482811	14	58	34	47	25	11	16
4960426	9	52	44	33	15	13	18
6098657	10	56	37	53	17	12	11
