TARA_7	TARA_9	TARA_22	TARA_80
901154_1	14	16	25	25
901154_2	14	16	25	25
795902	12	18	26	22
640548	13	14	19	20
6293779	15	19	15	24
5780376_1	19	11	16	16
5780376_2	19	11	16	16
5743540_1	13	16	15	29
5743540_2	13	16	15	29
5508339	18	11	21	21
5320496	23	18	18	22
5162856	23	13	26	28
4895901	21	14	23	16
4734348	14	10	21	27
43780	19	12	17	21
4343959_1	22	11	22	21
4343959_2	22	11	22	21
425513	20	10	17	21
3669190	22	14	20	21
3438512	18	12	20	16
3183077	15	16	23	22
249779	12	15	18	25
2014300	13	15	19	25
1966682	15	13	15	26
1956814	18	15	19	18
195518	21	15	27	24
1711827	15	13	23	23
1282377	20	16	15	16
5868253	15	16	16	23
1179770	18	13	16	20
4050831	16	9	25	25
2286636	17	13	26	30
6312721	21	14	27	26
631925	18	13	23	30
49250_1	17	12	21	21
49250_2	17	12	21	21
5730395_1	17	19	28	29
5730395_2	17	19	28	29
791477	12	11	24	29
268339	19	19	23	30
280886	14	13	15	30
5963857	22	20	28	27
636930	20	20	20	18
2058675_1	20	18	31	25
2058675_2	20	18	31	25
5690292	20	13	24	23
2777351_1	16	10	23	29
2777351_2	16	10	23	29
582859	17	17	14	20
3767189	19	16	18	18
2183162	16	14	18	24
1120015	12	9	20	23
3319166_1	23	13	21	28
3319166_2	23	13	21	28
5009151_1	19	11	23	26
5009151_2	19	11	23	26
422145	14	11	25	19
1958385_1	17	16	21	26
1958385_2	17	16	21	26
5900124	16	13	18	22
5293223	17	10	22	25
5785199	15	15	23	26
462445	16	15	28	25
45062	20	10	17	23
5089680_1	16	17	28	23
5089680_2	16	17	28	23
2252473	19	17	26	21
5677802	16	12	16	21
5234682_1	17	17	25	18
5234682_2	17	17	25	18
6086805	16	11	21	18
4203560	21	16	16	26
116075	18	12	16	21
396507	16	10	16	22
2139678	14	14	26	17
6128186	15	13	28	23
5703162	15	13	22	19
5369398	20	12	20	18
2014911	18	16	17	27
22720	13	15	16	26
3904830	18	12	29	22
1292527	20	15	16	22
95509_1	12	12	14	19
95509_2	12	12	14	19
1003876	12	9	25	24
2812739	13	11	23	30
530798	15	16	18	26
2349346	22	10	30	25
2359298_1	20	15	14	26
2359298_2	20	15	14	26
6457947	15	14	17	25
2531785	18	19	21	31
4160522	18	11	24	31
6038664	17	14	18	25
4977671	19	11	21	23
2401643_1	18	14	24	26
2401643_2	18	14	24	26
5370857	18	16	23	23
896763	13	16	23	22
5647282	16	14	16	22
1550924	17	16	31	20
6097775	13	13	18	32
1551343	15	14	32	30
610335	23	11	16	19
2769705	19	17	18	25
3676477	19	19	31	28
146424	17	13	18	23
549292_1	11	13	26	24
549292_2	11	13	26	24
5582062_1	12	17	25	28
5582062_2	12	17	25	28
2902333	19	9	21	24
1273015_1	16	12	18	30
1273015_2	16	12	18	30
4195952	18	10	24	22
2139218	18	17	22	20
