TARA_4	TARA_7	TARA_18	TARA_23	TARA_80
1842297	92	9	52	21	27
2858372_1	106	15	56	9	28
2858372_2	106	15	56	9	28
2858372_3	106	15	56	9	28
4756112	94	13	58	29	23
1893483	69	9	43	24	16
3399080	114	14	52	12	26
2800158	70	11	35	9	25
1870968	88	9	32	14	15
4737435	56	10	39	17	13
5323776	69	9	50	18	15
5389976	93	10	27	19	18
5838274	51	10	44	9	15
5612094	83	10	62	22	13
4599833	107	12	50	30	20
4221546	111	13	49	20	11
5865637	75	9	51	15	15
3037574	121	11	48	22	22
2030971	77	15	66	25	25
564962	65	11	46	30	19
680392	60	14	43	15	14
3100030	86	9	32	23	28
2854841	103	10	32	27	14
2519991	94	10	53	21	27
1065216	107	15	50	15	12
740899	113	10	60	20	13
1192763	79	13	66	27	21
4536921	115	14	50	14	17
6031675	101	13	68	16	17
5449725	74	9	43	24	13
4414562	82	13	68	26	20
5768995	90	15	50	27	13
333966_1	104	9	48	31	19
333966_2	104	9	48	31	19
5697235	114	10	52	11	28
4041169	61	11	67	14	17
4772356	118	15	54	23	11
1756815	64	13	34	12	22
4393087	66	9	32	20	21
4147971	81	9	51	13	16
3922334	66	9	40	16	18
1484782	80	13	58	11	23
5657298	82	9	47	20	25
4629410_1	86	13	27	12	13
4629410_2	86	13	27	12	13
3358725	74	14	65	26	11
3730017	62	12	60	11	10
4272650	85	10	64	16	20
3396520_1	90	12	52	28	18
3396520_2	90	12	52	28	18
3035127	73	13	36	24	23
6195436	85	12	70	27	12
102516	101	12	61	10	15
2790174_1	98	15	38	14	13
2790174_2	98	15	38	14	13
2790174_3	98	15	38	14	13
6481151	111	13	63	15	18
2977605	75	9	34	18	17
3653077	76	13	42	19	15
5530105	96	12	50	18	27
273184	74	10	55	11	15
498751	101	12	39	21	13
4941569	65	9	38	16	13
5578392	89	11	45	22	16
3294639	53	10	48	13	13
2360444	97	14	41	27	11
3255462	70	14	53	21	22
910659	70	11	44	17	14
6079923	107	9	30	23	20
5235678	95	9	55	18	17
3951399	113	9	40	13	13
5875574_1	88	10	60	31	13
5875574_2	88	10	60	31	13
6183130	93	9	42	10	17
1407998	102	10	47	16	16
3313389	68	10	37	25	9
1453925_1	77	14	46	33	11
1453925_2	77	14	46	33	11
2896868	74	11	37	23	19
6264992_1	101	10	58	26	16
6264992_2	101	10	58	26	16
1190300	111	10	34	19	25
5028675	96	12	56	12	12
4695206	106	11	62	20	10
1785697	70	10	49	18	12
6033933	68	10	45	22	19
4512871	74	10	34	15	19
1212314	103	10	30	16	20
1690366	69	15	44	30	11
5562149	81	11	53	24	17
6082963	79	10	45	20	14
5430300	101	15	50	26	22
1698005	92	10	67	22	21
3346523	62	10	39	20	9
4264643	116	12	53	20	15
4991737	88	14	65	25	23
4219065	77	10	47	14	17
428874	92	10	35	10	18
717107	60	10	27	10	18
1548962	88	11	50	16	18
2534513	69	14	45	28	15
5253897	90	12	70	30	16
5074576	98	11	41	28	13
512322	84	9	67	32	21
1869628	89	15	65	18	15
2706275	94	11	59	26	21
4396341	94	15	54	20	19
6161045	101	12	55	27	19
4620823	83	12	31	12	16
1079619	68	10	70	14	9
3277296	52	14	40	18	17
6136470	84	9	51	17	12
4445669	94	15	58	27	9
2637380	93	15	47	34	20
3554448	68	14	43	27	24
6402905_1	100	9	63	17	18
6402905_2	100	9	63	17	18
6402905_3	100	9	63	17	18
5511827	80	10	48	21	15
2650504	86	12	44	30	22
4794666	101	11	49	12	17
1620333	85	13	60	21	23
3743115	91	9	46	19	25
5822053	94	10	43	12	13
571355	73	10	61	15	12
1737807	65	12	41	18	11
3771000	66	12	65	20	9
5847745	110	9	58	21	15
6428326	95	9	52	18	18
1942130	105	9	50	17	23
544578	55	15	54	32	10
2839299_1	100	9	39	14	11
2839299_2	100	9	39	14	11
2091544	72	11	43	21	11
5018699	105	9	61	22	17
5094423	80	9	50	19	21
5706793	120	10	45	20	24
5889157	78	10	69	14	9
92275_1	116	12	50	27	9
92275_2	116	12	50	27	9
4821064	84	9	58	21	14
3274501	110	13	34	16	11
2300216_1	97	9	60	21	11
2300216_2	97	9	60	21	11
2300216_3	97	9	60	21	11
6207762	100	10	50	31	21
413883	81	13	37	20	26
3479749	72	12	54	14	18
285037	91	9	63	26	19
3677313	92	9	61	22	17
5603054	73	15	44	32	18
6259066	110	12	39	24	15
4489646	92	9	57	24	14
1714802_1	107	14	36	19	10
1714802_2	107	14	36	19	10
6166234	107	11	48	29	9
4236695	84	9	36	21	15
2498680	81	10	66	16	13
5757111	100	10	44	22	13
169575	104	9	55	12	16
4009819_1	82	10	39	13	20
4009819_2	82	10	39	13	20
4274877	84	10	50	16	21
5529150	103	10	63	19	12
4009022	83	14	54	26	11
3075759	111	11	63	22	10
5605620	69	11	55	30	20
5333732	91	13	47	16	18
4665963	68	10	36	14	12
3006773	87	10	36	15	14
4219097	110	15	53	18	13
4621124	88	9	33	14	14
6242624	91	10	32	29	9
6443116	97	9	57	11	15
3049761	86	11	55	15	14
6515988	60	12	50	19	19
560590	105	14	57	27	16
6064187	100	14	52	28	20
4676021	90	11	47	13	16
498213	107	11	50	20	18
3305668	86	12	47	17	18
2032598	95	9	46	22	15
6491903	110	15	47	25	25
4864607	75	13	39	28	10
479686	86	14	63	21	16
3201448	98	9	58	26	24
2994005	98	11	63	25	17
5283975	91	13	56	26	9
3261002	67	9	36	28	15
1513916	90	15	46	26	23
6473287	83	12	66	19	21
4767636	85	9	40	32	26
4400626	67	13	43	19	13
5575334	112	12	45	30	12
5752695	91	13	37	13	16
612821	84	10	69	14	12
5334431	93	11	66	24	10
3873542	75	14	44	13	13
1732685	79	15	37	30	17
42766	115	11	41	20	21
4552232	113	14	39	14	19
1882275	71	11	37	19	11
6176316	58	12	49	25	10
3062305	116	9	40	23	24
4655255	69	13	51	18	16
2894288	108	10	41	27	23
4368965	78	10	31	16	10
4067455	86	15	60	20	14
1569903	99	12	44	21	24
4888271	90	9	42	15	16
1286196	89	10	55	24	14
6064095	80	12	51	26	17
6468558	87	12	52	14	13
6113366	103	9	55	19	9
2215199	91	11	38	26	10
3209498	86	13	57	24	18
6511577	66	9	56	25	12
4447354	90	10	52	24	17
1387468	94	13	58	26	12
3265798	65	11	62	34	15
1441039	119	12	39	22	18
3022523	78	14	55	27	11
3737879	117	11	49	28	16
1390677	72	9	37	20	10
4123432	80	10	58	20	17
4299663	108	11	50	29	15
3416473	87	11	46	22	12
3884614	100	10	53	29	10
6381049	106	13	53	13	25
4275972	62	10	47	28	18
34049	97	9	53	17	21
2729138	68	12	49	22	15
5919087	87	10	49	14	12
2757327	112	11	42	12	12
6147245	121	12	41	21	16
3356928	91	13	56	28	9
5964142	94	10	26	26	12
3753299	102	10	48	17	21
4863730	68	11	50	15	11
3523796	56	10	35	11	13
2744807	82	10	27	12	12
1306236	78	10	49	17	14
540278	73	10	42	17	12
970154	94	13	57	25	18
4385346_1	110	9	45	33	16
4385346_2	110	9	45	33	16
1711082	72	10	38	24	16
6081077	79	10	39	25	15
3942381	111	9	52	11	28
2314826	109	14	68	9	22
1546401_1	73	10	53	24	12
1546401_2	73	10	53	24	12
1546401_3	73	10	53	24	12
6265096_1	97	11	59	14	16
6265096_2	97	11	59	14	16
6053502	93	14	34	24	19
4279444	95	12	58	21	19
3242283	112	12	67	13	20
1062746	103	9	61	20	19
4308206	95	9	53	15	16
6231395	93	11	35	15	21
6360941	107	14	39	31	15
3303260	106	10	39	24	10
4119760	67	10	51	29	20
1424149_1	110	14	53	25	15
1424149_2	110	14	53	25	15
3307502	89	11	64	24	13
6324118	103	11	27	29	20
1226852	102	10	47	17	25
4252967	80	13	41	22	11
147119	103	13	65	19	10
1517637	64	9	43	30	16
2120115	80	15	53	18	28
1055157	94	11	60	16	16
4876377	96	10	69	28	19
2885461	108	14	41	31	14
2065560	113	9	43	17	16
2112961	104	14	50	24	9
103158	73	14	62	31	12
2599056	103	12	49	26	14
1583950	114	9	54	30	11
5703623	119	9	51	15	11
6497795	108	14	52	26	23
1026548	79	10	48	22	28
2890472	76	12	39	28	19
6595328	93	10	55	27	16
3120821	80	11	36	16	18
5375045	90	9	55	19	19
2920475	117	12	45	23	10
1253337	111	15	46	17	16
5037272	75	9	39	21	14
5096024	70	9	50	29	20
4045787	73	9	27	26	16
