TARA_72	TARA_143	TARA_151	TARA_7	TARA_18	TARA_30	TARA_70
1596867	12	13	10	28	11	10	11
1397774	12	14	9	22	10	9	10
6449633	19	22	10	28	15	12	12
6278666	10	17	15	25	12	12	9
3084030	16	18	11	27	14	9	11
1883772	9	20	10	17	19	10	11
4807035_1	10	14	9	24	14	10	10
4807035_2	10	14	9	24	14	10	10
6634181	11	13	11	25	10	10	9
1432258	10	15	9	23	16	12	9
3294738	11	23	12	27	15	12	9
2907671	12	18	10	22	10	13	9
4207089	17	14	9	23	18	12	10
4893440	10	15	13	28	14	9	14
2557118	14	17	9	21	13	9	9
4417179	16	14	9	23	15	10	9
2988464	13	12	13	20	12	9	11
6162027	14	12	11	27	12	10	10
4242312	17	20	9	22	17	9	12
3092396	10	20	15	27	13	10	14
3744422	14	14	11	23	11	10	10
5129153	10	23	10	23	14	9	13
4209804	16	19	10	25	16	13	13
4351235	18	19	9	27	16	12	10
4212049	13	14	10	21	10	11	9
4954268	11	14	11	25	18	9	11
6370360	15	18	9	21	20	9	11
1778939	11	14	12	26	13	10	10
2538197	11	13	13	22	18	12	10
5928177	13	19	11	28	17	12	10
6203995	9	12	11	22	13	9	10
4350857	11	15	10	22	18	11	11
4809494	18	22	11	29	11	12	9
4413049	11	16	9	22	11	10	9
3910844	18	18	12	19	13	10	12
5637173_1	13	12	12	25	15	12	9
5637173_2	13	12	12	25	15	12	9
371302	14	16	12	23	14	10	10
3051419	15	15	11	22	18	11	12
1472201	11	15	9	21	10	10	12
4398667	9	12	9	20	18	10	9
3806867	12	17	15	27	9	11	9
4530108	12	11	9	23	17	12	11
6636771	19	17	9	27	11	10	9
4268713	10	16	12	20	13	12	9
3325239	17	14	9	20	10	11	11
2611432	10	15	11	25	18	10	9
2439132	12	22	10	21	18	9	9
6537412	16	23	15	29	16	10	12
4938566	12	20	13	27	14	9	10
2848847	16	17	12	19	18	11	9
576968	10	16	14	23	10	9	10
1653512	9	16	12	28	16	10	10
4897687	16	19	12	29	12	13	11
3630598	11	13	13	24	9	10	11
1507249	14	17	11	18	18	9	9
4400547	19	20	12	24	13	9	9
4085119	9	12	12	19	15	9	10
6133010	14	13	12	24	11	12	13
1955185	15	18	12	24	11	10	11
4300299	10	16	12	22	13	11	9
4316711	13	23	13	25	14	9	11
4932915	11	19	12	20	12	9	13
5421519	12	14	12	19	15	11	11
4595780_1	12	19	13	25	13	11	14
4595780_2	12	19	13	25	13	11	14
4255428_1	13	17	9	23	18	9	12
4255428_2	13	17	9	23	18	9	12
4377352	15	16	11	20	19	10	13
4685815	17	16	10	27	19	9	11
4594431	16	13	10	16	15	9	11
1850348	13	12	13	20	18	10	12
3329229	13	22	10	22	15	9	12
4934632	9	19	13	24	17	10	9
3862494	17	14	9	28	13	12	9
5307077	13	15	11	28	11	10	9
3545575	10	14	11	20	11	11	11
6106746	19	15	11	21	20	10	9
3593385	13	13	9	21	14	10	13
6357979	16	18	9	22	14	10	11
4657454	15	12	15	23	16	10	10
4969737	14	20	10	18	19	10	11
241796	12	21	14	20	15	10	11
4305095	12	21	9	28	16	13	12
2157883	9	18	9	27	14	12	14
6209225	14	19	11	24	19	9	9
4065914	15	13	12	22	18	10	11
6231863	15	20	12	24	14	11	13
903568	12	18	11	19	19	12	10
3170483	14	23	9	20	17	9	9
2192314	14	14	13	25	16	11	13
1734930	13	19	9	22	21	10	9
6485446	11	22	12	23	14	10	11
1639255	18	20	13	27	17	12	10
6157762	10	17	9	25	15	9	9
6043044	12	13	12	29	16	11	11
5264574	11	17	14	23	16	13	10
2817348_1	19	17	11	18	16	10	13
2817348_2	19	17	11	18	16	10	13
3755271	13	14	10	24	17	12	12
6176915	13	18	9	28	17	10	10
2548375	18	16	13	20	14	11	11
1469244	13	16	9	25	10	11	13
2110952	12	18	13	25	11	11	10
6184464	12	17	9	23	15	10	13
3490092_1	14	19	14	24	18	9	9
3490092_2	14	19	14	24	18	9	9
3490092_3	14	19	14	24	18	9	9
4868519	16	19	10	24	17	11	10
4383891	9	23	15	28	13	12	10
6103872	17	23	10	24	9	10	10
3796928	9	22	13	27	19	13	12
3675261	13	21	14	20	13	9	11
6016748	13	15	10	26	12	11	10
5820006	17	14	12	25	14	9	11
4975824	9	17	12	24	15	9	10
6128764	16	18	12	19	18	11	9
5793004	10	13	11	25	17	9	13
3252647	15	18	10	19	13	11	9
5619316	16	19	13	20	17	9	9
6151522	14	15	11	25	11	11	12
4563301	11	22	15	29	14	10	11
1521672	18	18	13	21	9	9	9
5884486	13	15	11	18	15	9	10
4689351	16	21	15	27	15	9	12
4532043	11	16	11	25	18	10	12
1531563	10	21	10	27	17	13	13
4910635	18	22	12	25	13	13	10
4319911	15	16	9	24	15	13	11
1565998	17	18	12	29	14	9	11
5667470	11	17	12	28	16	10	13
4209022	17	16	11	23	15	13	12
1128972	17	19	14	20	14	10	9
2213341	19	20	11	25	12	9	13
4579031	12	17	9	26	10	10	13
757741	13	22	11	27	17	11	11
5008304	16	15	14	22	16	9	9
1030742_1	17	11	14	20	16	13	9
1030742_2	17	11	14	20	16	13	9
4090606	11	15	11	27	21	11	10
4831562	11	13	12	23	17	12	9
1782667	9	17	14	24	13	11	10
4205022	16	21	11	19	15	11	9
372869	11	21	11	25	14	11	10
6158785	12	15	13	22	11	12	10
2183228	16	17	14	22	21	10	10
109514	14	23	10	22	14	9	13
4509332	15	18	13	25	15	9	11
2530072	13	21	14	29	13	9	14
1891474	11	19	14	26	21	11	9
4533323	16	23	15	23	13	12	12
1538502	13	18	13	23	15	11	9
5549211	11	15	12	28	15	10	12
3220047	13	11	11	27	12	12	12
3839471	19	18	13	29	14	11	11
2987154	13	20	11	23	20	12	9
1007474	11	18	9	20	13	10	13
4106464	14	20	9	22	21	12	13
994040	12	22	11	19	18	9	12
4916138	17	15	11	23	18	10	9
75112	16	18	11	20	18	10	9
4179597	15	17	10	23	13	9	11
2865882	10	18	12	21	20	9	12
3619395	16	17	10	23	13	9	11
5259141	18	15	14	23	13	12	13
4579515	15	18	9	19	12	10	12
6152087	12	21	11	22	18	11	9
869919	17	21	12	27	16	9	11
1185036	14	16	9	24	17	10	11
791330	13	23	12	25	16	11	12
5528181	14	17	9	19	11	10	12
3998850	16	23	10	28	13	12	12
2480913	19	13	9	29	17	9	11
4084590	17	20	10	28	13	11	10
2997811	18	23	9	20	11	10	9
643823_1	19	18	13	24	16	11	11
643823_2	19	18	13	24	16	11	11
4567929	14	17	12	27	16	10	10
5519394	12	23	15	21	18	10	10
6469571	18	21	10	27	15	13	9
6194638	12	21	14	21	16	12	9
632600	11	16	10	27	19	11	12
4039549	16	19	11	22	13	9	9
1530920	18	23	14	25	16	13	14
6337352	15	23	9	21	12	12	10
5338048	12	19	14	22	17	9	12
4319303	14	21	14	24	12	10	12
1520395	17	17	11	20	16	13	10
6480760	18	11	12	20	18	9	12
4398986	10	13	12	27	13	9	10
5295575	12	17	13	28	17	10	10
4854351	13	16	11	21	11	12	12
1482645	15	13	10	19	18	9	9
3444462	18	23	11	23	20	9	10
3330438	13	19	15	17	18	10	13
3064974	13	17	11	20	15	11	13
3347851	10	19	13	28	15	13	14
6177166	17	18	11	23	16	12	9
4792581	13	23	15	25	15	10	10
6315389	10	20	9	27	14	9	11
870604	18	20	14	20	20	11	11
81942	14	20	9	23	13	9	13
4806011	15	21	13	23	10	10	13
3293479	15	15	12	21	12	10	12
6057596	14	18	13	20	11	12	11
881689	9	18	11	19	19	10	9
5784607	17	17	13	29	13	13	14
3344730	15	23	14	22	10	9	13
3760330	14	22	10	28	10	12	11
1952076	14	15	11	20	9	10	11
4558074	15	20	9	28	13	11	9
6524966	17	22	14	23	15	11	11
5469016	19	21	10	26	17	12	9
2798906	15	17	11	23	14	11	13
6347992	9	18	9	21	17	12	9
4464785	10	15	9	25	14	9	11
3080792	16	15	9	22	13	11	9
3797139	17	18	15	25	10	9	11
4519431	16	23	14	21	11	11	9
2469910	16	21	14	26	18	12	9
1896120_1	11	17	11	24	13	10	9
1896120_2	11	17	11	24	13	10	9
3527658	12	19	14	26	12	12	13
5998266	11	22	15	26	12	12	11
2974733	12	20	12	24	16	11	11
4896709	19	18	9	27	13	9	13
5872899	14	15	14	21	14	10	10
