TARA_72	TARA_143	TARA_151	TARA_7	TARA_18	TARA_30	TARA_70
1596867	0	0	0.1	0.0357142857142857	0	0	0
1397774	1	1	0.333333333333333	0.272727272727273	0.8	1	1
6449633	0	0	0	0.571428571428571	0.0666666666666667	0	0
6278666	0.1	0.0588235294117647	0.0666666666666667	0.24	0.666666666666667	0.666666666666667	0
3084030	1	1	0.363636363636364	0.222222222222222	0.642857142857143	0.555555555555556	1
1883772	1	1	0.1	0.411764705882353	0.684210526315789	0.8	1
4807035_1	1	0.928571428571429	1	0.583333333333333	0.214285714285714	0.7	1
4807035_2	1	0.928571428571429	1	0.583333333333333	0.214285714285714	0.7	1
6634181	0	0	0.0909090909090909	0.44	0.4	0	0
1432258	0	0	0.444444444444444	0.434782608695652	0.3125	0.75	0
3294738	0.545454545454545	0.304347826086957	1	0.814814814814815	0.8	1	0.444444444444444
2907671	0.416666666666667	0.777777777777778	0.1	0.136363636363636	0.1	0.153846153846154	0.333333333333333
4207089	1	0.928571428571429	1	0.478260869565217	0.444444444444444	0.666666666666667	0.9
4893440	0	0	0.538461538461538	0.392857142857143	0.285714285714286	0	0.0714285714285714
2557118	1	0.588235294117647	0.333333333333333	0.904761904761905	1	0.444444444444444	0.888888888888889
4417179	0	0.142857142857143	0.222222222222222	0.521739130434783	0.4	0	0
2988464	0	0	0.0769230769230769	0.4	0.583333333333333	0.222222222222222	0
6162027	0.285714285714286	0.333333333333333	0.363636363636364	0.222222222222222	0.416666666666667	0.8	0.3
4242312	0.411764705882353	0.5	0.666666666666667	0.863636363636364	1	1	0.5
3092396	0	0.2	0	0.481481481481481	0.384615384615385	0	0.0714285714285714
3744422	0	0.0714285714285714	0.454545454545455	0.260869565217391	0.0909090909090909	0.1	0
5129153	0.1	0.304347826086957	0	0.391304347826087	0.5	0.777777777777778	0.846153846153846
4209804	0.1875	0.210526315789474	0.1	0.4	0.375	0	0.230769230769231
4351235	0.5	0.789473684210526	0	0.185185185185185	0.125	0.5	0.6
4212049	0.0769230769230769	0.571428571428571	0.1	0.0952380952380952	0.2	0.0909090909090909	0
4954268	0.909090909090909	1	0.818181818181818	0.76	1	1	0.454545454545455
6370360	0.733333333333333	0.277777777777778	0.222222222222222	0.285714285714286	0.65	0.888888888888889	0.636363636363636
1778939	0.636363636363636	0.357142857142857	0.416666666666667	0.153846153846154	0.153846153846154	0.1	0
2538197	0.454545454545455	0.538461538461538	0.384615384615385	0.909090909090909	0.611111111111111	0.833333333333333	1
5928177	0.769230769230769	0.631578947368421	0.0909090909090909	0.75	0.588235294117647	0.75	1
6203995	0.111111111111111	0	0.272727272727273	0.409090909090909	0.384615384615385	0.555555555555556	0
4350857	1	1	0.9	0.818181818181818	0.5	0.909090909090909	1
4809494	0.111111111111111	0.272727272727273	0.363636363636364	0.586206896551724	0.363636363636364	0.25	0
4413049	0.909090909090909	1	0.555555555555556	0.681818181818182	0.363636363636364	0.8	1
