TARA_150	TARA_4	TARA_23	TARA_25	TARA_68	TARA_70
1549974	0.586206896551724	0.466666666666667	0.866666666666667	1	1	1
1699674	0.05	0	0.0833333333333333	0	0.0204081632653061	0.142857142857143
5141402_1	0.032258064516129	0	0.166666666666667	0.684210526315789	0.0303030303030303	0.0666666666666667
5141402_2	0.032258064516129	0	0.166666666666667	0.684210526315789	0.0303030303030303	0.0666666666666667
3233263	0.222222222222222	0	0.117647058823529	0.588235294117647	0.05	0.142857142857143
2376315	0.794117647058823	1	1	1	0.977272727272727	0.4
2029170	0.521739130434783	0.888888888888889	0.0714285714285714	0.111111111111111	0.595238095238095	0.909090909090909
4212025_1	0.212121212121212	0.454545454545455	0.222222222222222	0.294117647058824	0.511111111111111	0.75
4212025_2	0.212121212121212	0.454545454545455	0.222222222222222	0.294117647058824	0.511111111111111	0.75
2794443	0	0.333333333333333	0.1	0	0.425	0
6211841	0.761904761904762	0.272727272727273	0.666666666666667	0.8	0.512820512820513	1
1001961	0.12	0.0714285714285714	0.2	0	0.393939393939394	0.153846153846154
2465791	0.827586206896552	0.222222222222222	0.904761904761905	0.833333333333333	0.725	1
5758249	0.916666666666667	0.4	0.882352941176471	0.941176470588235	0.627906976744186	1
1209133	0.5	0.266666666666667	0.8125	1	0.818181818181818	0.333333333333333
881879	0.814814814814815	1	0.909090909090909	0.533333333333333	0.916666666666667	0.357142857142857
2663576	0.185185185185185	0	0.5	0.65	0.457142857142857	0.153846153846154
197763	0.384615384615385	0.363636363636364	0.0769230769230769	0.05	0.348837209302326	0.8125
2812934_1	0.32	0.769230769230769	0.454545454545455	0.363636363636364	0.475	0
2812934_2	0.32	0.769230769230769	0.454545454545455	0.363636363636364	0.475	0
3917393	0.242424242424242	0.571428571428571	0	0.105263157894737	0.259259259259259	0.272727272727273
728666	0.342857142857143	0.111111111111111	0.578947368421053	0.846153846153846	0.25	0.588235294117647
5713418	0.761904761904762	0.666666666666667	0.9	0.529411764705882	0.46875	1
1153666_1	0.407407407407407	0.0909090909090909	0.15	0.352941176470588	0.42	0.333333333333333
1153666_2	0.407407407407407	0.0909090909090909	0.15	0.352941176470588	0.42	0.333333333333333
1153666_3	0.407407407407407	0.0909090909090909	0.15	0.352941176470588	0.42	0.333333333333333
3373205	0.142857142857143	0	0	0	0.227272727272727	0.533333333333333
899090	0.583333333333333	0.538461538461538	0.181818181818182	0.238095238095238	0.176470588235294	0.5
1769933	0.555555555555556	0.0769230769230769	0	0.0526315789473684	0.314285714285714	0.222222222222222
5262502	0.727272727272727	0.888888888888889	1	0.764705882352941	0.51063829787234	1
1227714	0.2	0	0.166666666666667	0.571428571428571	0.530612244897959	0.2
1009671	0.16	0	0.105263157894737	0.0833333333333333	0.163265306122449	0
2263362	0.291666666666667	0.4	0	0.555555555555556	0.2	0.444444444444444
6330795	0.59375	0.2	0.176470588235294	0.454545454545455	0.484848484848485	0.0909090909090909
4354146	0.56	0.642857142857143	0.611111111111111	0.0833333333333333	0.522727272727273	0.888888888888889
725526	0.416666666666667	0.6	0.111111111111111	0.0625	0.425	0.2
327362	0.222222222222222	0.555555555555556	0.142857142857143	0.4	0.378378378378378	0
615527	0.107142857142857	0.0769230769230769	0	0	0.173913043478261	0.272727272727273
4927394	0.269230769230769	0.1875	0.583333333333333	0.444444444444444	0.136363636363636	0
1000997	0.379310344827586	0.2	0.222222222222222	0.2	0.46875	0.272727272727273
5797593	0.454545454545455	0.5	0.666666666666667	0.916666666666667	0.658536585365854	0.4375
227984	0.185185185185185	0.4	0.157894736842105	0.117647058823529	0.46	0.1875
3233385	0.695652173913043	0.4	0.909090909090909	0.545454545454545	0.514285714285714	0.222222222222222
888484_1	1	1	1	0.9	0.696969696969697	1
888484_2	1	1	1	0.9	0.696969696969697	1
1228822	0.454545454545455	0.785714285714286	0.333333333333333	0.923076923076923	0.394736842105263	0.454545454545455
2118917	0.5	0.8	0.133333333333333	0.153846153846154	0.475	0.0833333333333333
5360160	0.391304347826087	0.444444444444444	0.846153846153846	0.583333333333333	0.342857142857143	0.6875
5209765	0.321428571428571	0.0909090909090909	0.111111111111111	0.111111111111111	0.456521739130435	0.25
709200	0.714285714285714	0.375	0.538461538461538	0.866666666666667	0.705882352941177	1
6212513	0	0.444444444444444	0	0	0.235294117647059	0.166666666666667
2616447	0.515151515151515	0.666666666666667	0.8125	0.823529411764706	0.707317073170732	1
4336588	0.037037037037037	0.166666666666667	0	0.133333333333333	0.351351351351351	0.111111111111111
1094993	0.733333333333333	0.555555555555556	0.2	0.5	0.58974358974359	0.933333333333333
276043	0.518518518518518	0.777777777777778	0.533333333333333	0.5	0.685714285714286	0.111111111111111
5435925	0.555555555555556	0.222222222222222	0.222222222222222	0.0588235294117647	0.4	0.642857142857143
2264593	0.257142857142857	0.2	0	0.217391304347826	0.137254901960784	0.4
1059128	0.285714285714286	0.111111111111111	0.615384615384615	0.142857142857143	0.388888888888889	0.6
3739118	0.67741935483871	0.555555555555556	0.214285714285714	0.631578947368421	0.576271186440678	1
1111862	0.933333333333333	0.6	0.894736842105263	0.91304347826087	0.55	0.8
1118177	1	0.727272727272727	1	1	0.735294117647059	0.909090909090909
3141614	0.633333333333333	0.882352941176471	0.428571428571429	0.65	0.847826086956522	1
76250	0.37037037037037	0.533333333333333	0.307692307692308	0.545454545454545	0.166666666666667	0.666666666666667
1146871	0.75	0.777777777777778	0.857142857142857	0.777777777777778	0.849056603773585	0.833333333333333
5951576	0.4	0.785714285714286	0.294117647058824	0.1875	0.5	0.5
5134396	0.608695652173913	0.6	0.153846153846154	0.117647058823529	0.382352941176471	0.666666666666667
452325	0.5	0.222222222222222	0.153846153846154	0.666666666666667	0.41025641025641	0.384615384615385
22906	0.0344827586206897	0	0.526315789473684	0.214285714285714	0.354166666666667	0.0714285714285714
799291_1	0.4	0.363636363636364	0.545454545454545	0.625	0.323529411764706	0
799291_2	0.4	0.363636363636364	0.545454545454545	0.625	0.323529411764706	0
5735932	0.12	0.333333333333333	0.1875	0.3	0.350877192982456	0
808554	0.806451612903226	1	1	0.941176470588235	0.62962962962963	1
233421	0.628571428571429	0.444444444444444	0.8	0.454545454545455	0.32	0.230769230769231
4913500	0.148148148148148	0.1	0	0.111111111111111	0.264705882352941	0
273733	0.5	0.8	0.857142857142857	0.875	0.604651162790698	0.666666666666667
827907	0.5	0.545454545454545	0.0769230769230769	0.3	0.486486486486487	0.714285714285714
2043591	0.32	0.0833333333333333	0.1	0.111111111111111	0.321428571428571	0
495457	0.464285714285714	0.1	0.3	0.125	0.490909090909091	0.266666666666667
2674893	0.3	0	0.277777777777778	0.526315789473684	0.163265306122449	0.3
228410	0.727272727272727	0.5625	0.75	0.875	0.805555555555556	0.636363636363636
883127	0.826086956521739	0.454545454545455	0.333333333333333	0.75	0.450980392156863	0.666666666666667
2501323	0.666666666666667	0.7	0.866666666666667	0.95	0.761904761904762	1
1268982	0.46875	0.461538461538462	0.846153846153846	0.7	0.606060606060606	0.888888888888889
1479526	0.4	0.333333333333333	0.0555555555555556	0	0.196428571428571	0
6219390	0	0.214285714285714	0	0.0909090909090909	0	0
2819456	0.695652173913043	0.333333333333333	0.428571428571429	1	0.666666666666667	0.8125
18030	0.735294117647059	0.916666666666667	1	0.933333333333333	0.816326530612245	0.888888888888889
4739345	0.565217391304348	0.133333333333333	0.454545454545455	0.105263157894737	0.372093023255814	0.416666666666667
5450074	0.583333333333333	0.230769230769231	0.238095238095238	0.363636363636364	0.531914893617021	0.727272727272727
2959153	0.347826086956522	0.461538461538462	0.764705882352941	0.647058823529412	0.4	0
2308621	0.321428571428571	0.529411764705882	0.2	0.0769230769230769	0.361702127659574	0
5187838	0.115384615384615	0	0	0.0909090909090909	0.166666666666667	0.0588235294117647
2811438	0.391304347826087	0.461538461538462	0.4	0.75	0.42	0.0769230769230769
1557561	0.434782608695652	0.5	0.705882352941177	0.923076923076923	0.714285714285714	1
192135	0.65625	0.2	0.272727272727273	0.5	0.534883720930233	0.153846153846154
2061931_1	0.304347826086957	0.4	0.222222222222222	0	0.352941176470588	0
2061931_2	0.304347826086957	0.4	0.222222222222222	0	0.352941176470588	0
1512873	0.214285714285714	0.538461538461538	0.318181818181818	0.416666666666667	0.486486486486487	0.25
1060724	0.685714285714286	0.666666666666667	0.777777777777778	0.818181818181818	0.779661016949153	0.363636363636364
4454308	0.392857142857143	0.727272727272727	0.619047619047619	0.434782608695652	0.733333333333333	0.923076923076923
3930582	0.228571428571429	0.416666666666667	0.19047619047619	0.1875	0.1875	0
91344	0.0277777777777778	0.333333333333333	0.111111111111111	0.416666666666667	0.181818181818182	0
3824627	0.333333333333333	0.5	0.571428571428571	0.631578947368421	0.2	0.4375
4217256	0.4	0.555555555555556	0.933333333333333	0.466666666666667	0.705882352941177	0.785714285714286
322563	0.95	0.6	0.846153846153846	0.947368421052632	0.64	0.923076923076923
1985616	0	0.125	0	0	0.26	0
