TARA_145	TARA_150	TARA_152	TARA_30
1510491	17	9	22	10
1534953	22	9	15	10
3724445	20	10	19	12
5076023	23	9	15	13
2156404	29	10	22	10
3994558	27	11	22	11
3856266	20	9	22	15
3239159	25	10	15	9
5799132	34	12	19	14
2616497	17	9	17	9
1934435	26	15	18	10
3170794	28	9	16	10
5170380_1	15	11	18	9
5170380_2	15	11	18	9
4530331	22	12	19	9
1965119	10	10	25	11
5910248	30	10	20	10
2030229	31	11	27	12
911629	15	10	15	9
2077668_1	24	13	24	14
2077668_2	24	13	24	14
1354623	28	11	18	10
6693232	13	10	16	10
851116_1	19	9	20	16
851116_2	19	9	20	16
4488276	20	10	21	11
2937711_1	23	11	21	12
2937711_2	23	11	21	12
2054030	10	10	16	9
1670272_1	24	9	24	9
1670272_2	24	9	24	9
4226516	11	9	17	9
3661728	27	11	18	13
84875_1	27	10	29	12
84875_2	27	10	29	12
6833621	23	11	32	14
201397	20	9	21	9
6276226	17	12	21	10
845936_1	27	10	21	11
845936_2	27	10	21	11
938001	28	12	20	14
6018308_1	19	9	14	12
6018308_2	19	9	14	12
4660605_1	18	13	27	14
4660605_2	18	13	27	14
2876316	23	12	15	9
873741	23	11	21	10
4012732	31	9	26	10
4465225	20	9	19	14
5229633	19	9	23	10
3189161_1	19	9	31	13
3189161_2	19	9	31	13
6984784	17	12	20	13
2736916	16	14	25	13
5393802	14	9	15	10
2048278_1	26	13	24	9
2048278_2	26	13	24	9
3008707	12	10	14	13
1434575	14	13	18	9
1685944	21	9	24	10
7006180	16	11	23	15
4740930_1	26	12	16	9
4740930_2	26	12	16	9
1144256	16	11	14	13
4252639	28	11	23	11
4969807	31	10	20	11
1361269	25	10	18	9
5093287	20	10	15	9
6154520	15	11	21	13
3692286	15	10	23	12
6808264_1	31	12	12	9
6808264_2	31	12	12	9
2588993	22	14	15	9
5577966	19	9	15	10
4039488	21	10	13	10
1151245	28	10	24	10
6557827	20	9	20	10
6895741	17	11	18	13
178009	12	9	27	10
4070531	20	13	21	11
1351915	14	11	26	11
3799899	24	12	21	11
5105263	26	11	31	11
948849	15	10	14	13
5065154	31	12	23	10
6539298	26	10	21	12
936530	22	9	10	9
5623069	30	10	22	14
6261917	21	10	16	9
817805	20	9	23	14
3456784	25	9	21	9
2152735	17	9	19	14
1742570	24	10	21	9
2036160	16	9	25	10
6718551	13	10	31	12
2855079	30	10	17	10
2235702	28	10	23	13
2524156	19	15	20	10
5153519	13	9	17	9
6808896	15	10	22	9
3561440	22	11	17	15
3504473	24	12	13	9
2091224	24	10	23	12
6234006	15	12	22	11
1920428	24	9	25	10
3774541	34	9	21	10
1995976	11	12	20	12
2081399	20	13	21	11
1049082	34	10	16	10
5050479	17	9	17	10
6016917_1	17	9	28	11
6016917_2	17	9	28	11
4888050	18	11	20	11
4157020	16	11	18	10
4344763	18	10	20	11
1611383	27	11	18	10
5729723	30	15	13	11
5219873	24	9	24	9
4467203	33	10	29	10
742848	21	9	22	9
948567	22	12	15	10
5517158	15	14	22	10
1972395	24	12	20	13
5597644	26	14	18	10
4205851	19	15	16	14
4870128	20	13	21	10
4438327	21	13	29	16
6948003	18	13	17	10
6172430	30	9	21	14
3601091	15	9	20	10
4464446	17	10	22	11
3218072	33	12	22	12
6545856	14	10	16	16
3769401	16	10	32	13
5200944	17	11	26	10
2304689	30	11	16	9
5873663	31	15	30	11
5922350	22	11	13	10
6924142	28	13	25	9
3092214	21	9	22	9
1747173	24	11	19	11
6505707	13	10	15	10
3136473	17	9	23	13
4025547	26	11	32	12
5963590	18	10	25	12
3657604	24	12	25	15
3553701	31	14	24	14
4320160	33	11	31	12
6442443_1	26	11	13	10
6442443_2	26	11	13	10
665581	13	11	23	14
5733275	20	15	19	10
6901451	20	9	28	13
6639814	33	14	29	14
3396624	22	11	18	16
812695	32	12	21	14
2761008	17	9	22	10
3296194	26	15	32	9
6904632_1	24	9	20	11
6904632_2	24	9	20	11
5253154_1	21	10	12	9
5253154_2	21	10	12	9
3682803	15	9	26	10
6038291	24	10	11	10
4692180	27	11	26	13
6668150	28	11	22	13
3686382	26	9	22	12
3922221	16	12	28	9
4470186	24	9	24	15
5214869	19	15	24	11
1616516	16	12	19	10
5458918	33	12	24	13
5054169	19	9	20	9
2653427	35	12	30	14
4863893	15	12	16	11
1982501	31	13	22	9
6253543	24	10	20	11
6926262	27	12	23	12
6679686	22	9	31	11
4387358	30	13	14	11
6216913	17	12	21	9
5617215	29	10	28	10
