TARA_144	TARA_150	TARA_20	TARA_25	TARA_68
1953268_1	42	60	13	61	18
1953268_2	42	60	13	61	18
2286760	31	43	17	74	21
2528297	16	15	9	34	17
6439878	37	38	9	50	13
5102772	13	32	9	45	14
1856275	24	34	10	77	15
6408204	16	32	11	36	12
2102559	35	31	12	47	12
2257856_1	19	27	10	35	14
2257856_2	19	27	10	35	14
5394617	53	41	11	52	20
4360843	51	44	11	68	13
2237796	32	31	12	24	19
1527763	38	28	15	30	16
831322	40	53	15	52	18
6640945	35	32	12	47	15
3369683	22	29	17	33	12
2145057	20	18	11	31	11
3710376	26	32	13	26	16
2457006	32	23	14	49	11
3824193_1	34	31	10	25	20
3824193_2	34	31	10	25	20
4946218	49	39	9	28	13
3693769	29	48	11	75	21
225604	26	23	10	35	11
6696946	24	18	17	41	9
1966487	28	26	9	56	15
2002051	33	42	10	71	27
3295843	34	40	14	37	12
398499	32	55	14	47	15
3392474	23	38	13	48	11
137156	46	36	9	31	25
5096055	28	24	10	64	11
6063478	30	48	13	56	12
2046600_1	44	57	12	32	24
2046600_2	44	57	12	32	24
5615244	27	26	9	56	16
1331237	21	24	11	22	10
848616_1	37	36	11	51	17
848616_2	37	36	11	51	17
1677494_1	36	42	9	43	14
1677494_2	36	42	9	43	14
280491	22	25	11	40	9
4042302	38	43	10	26	9
5530494	28	42	13	57	14
7062534	37	50	9	52	18
4760126_1	42	58	11	65	26
4760126_2	42	58	11	65	26
4383062	43	60	14	34	23
640952	41	32	11	27	17
2756375	40	49	17	70	12
6326430	29	32	11	33	12
5212334	38	31	11	46	19
3411503	24	27	9	27	12
6873400	41	50	14	41	15
4153927	28	27	12	21	21
4728597	35	40	18	43	12
3713122	42	42	9	53	19
1546108_1	39	41	9	57	13
1546108_2	39	41	9	57	13
6171397	32	32	16	45	9
6312745	40	26	12	46	14
2917610	18	29	10	27	11
5476933	35	34	12	75	12
4641699	39	45	14	38	14
3401792_1	18	23	13	48	22
3401792_2	18	23	13	48	22
3401792_3	18	23	13	48	22
5582459_1	25	40	10	63	13
5582459_2	25	40	10	63	13
5582459_3	25	40	10	63	13
5939009	23	23	13	26	23
2380771	49	45	10	29	10
6242833	25	43	11	48	16
5247912	49	51	15	76	20
6635107	21	24	10	20	16
4851109_1	28	41	9	42	17
4851109_2	28	41	9	42	17
4702479	22	31	9	30	15
81368	33	34	16	62	9
4368665_1	41	32	12	48	14
4368665_2	41	32	12	48	14
6343964	53	43	15	36	18
5000952	41	32	14	43	13
6418739	35	50	12	68	18
571406	27	43	18	72	22
1133247	27	26	16	40	15
7078140	30	36	11	49	11
3745098	52	43	15	44	23
4929232	36	47	9	49	16
4949394	32	24	16	50	18
2470995	51	42	15	69	22
2486692	12	19	16	27	17
4219969	43	31	11	34	15
5283911	27	31	10	37	13
1528506	21	32	20	58	15
2933894	29	48	19	47	15
6102782_1	48	59	10	33	26
6102782_2	48	59	10	33	26
6102782_3	48	59	10	33	26
698003_1	31	42	13	53	19
698003_2	31	42	13	53	19
858500	29	58	10	61	21
974347	27	27	17	27	9
4269727	29	51	15	52	16
4603896	37	47	9	38	19
2001246	41	37	15	79	22
6894312	34	31	9	19	12
5063319	31	48	13	59	25
5985175	39	39	11	68	15
4201644	42	36	11	47	23
6558688	39	42	15	54	16
3604878	26	24	9	63	14
2672078_1	31	20	14	48	16
2672078_2	31	20	14	48	16
6084675	26	33	13	49	17
4751298	36	40	20	74	15
4668611	35	41	13	35	13
4188705	25	28	12	56	16
528314	45	47	18	53	12
5209445	48	54	13	43	17
3097140	15	38	11	41	15
4317108	52	40	10	30	23
5529025	27	19	12	53	18
3864713	39	30	16	59	22
2973338	29	38	9	82	18
5201232	26	50	20	61	10
3356008	22	33	20	45	17
3580823	24	15	11	35	12
6776459	40	35	12	29	17
3249249	21	40	9	43	16
5262701	31	23	10	19	20
6447097	18	20	16	35	15
6460152	29	44	16	53	22
4764720_1	28	31	12	33	16
4764720_2	28	31	12	33	16
2925662	32	39	9	45	22
771828	51	56	17	61	21
4607077	31	44	10	29	27
6514155	30	53	14	74	25
4141065	21	21	9	35	13
6016046	30	42	14	42	15
4197433	30	36	10	61	13
6324535	48	34	12	57	18
2242694	31	44	12	39	9
4272873	18	22	11	33	13
583068	36	46	11	36	11
46148	25	38	13	46	11
4182453	22	34	13	34	14
658594_1	23	29	16	55	16
658594_2	23	29	16	55	16
613741	46	52	9	63	17
6147765	25	29	10	44	13
4976400	45	60	11	62	20
5202688	27	41	10	32	21
3911519	30	40	14	66	24
4831810_1	47	35	12	83	23
4831810_2	47	35	12	83	23
3629965	49	51	9	51	23
58396	25	40	11	66	12
2847981	38	28	15	62	10
1782489	41	41	9	57	22
6475941	13	41	11	61	12
3331026	52	59	9	77	25
3010390	20	34	20	76	16
1752968	14	23	14	55	12
3450271	35	35	11	52	18
279517_1	30	49	14	56	17
279517_2	30	49	14	56	17
5707230	26	41	10	65	12
4278630	25	24	9	21	14
7105746	31	38	12	28	14
1543574	35	44	12	44	14
3543916	38	55	18	58	18
5957709	29	22	14	58	13
277203	37	40	12	43	18
5985567	40	37	15	58	19
2256961	39	41	13	70	13
4892616	23	27	10	21	9
5937329	36	42	11	65	15
4198381	53	46	9	46	11
2082284	50	61	16	67	24
3683757	21	49	15	73	14
4020128	39	44	15	69	22
4888082	50	40	19	35	19
3421393	17	39	19	61	13
705257	17	25	18	42	16
5669449	34	43	11	75	16
689673	27	40	12	68	18
2893545	35	26	13	50	20
2265129	45	57	14	53	18
6155759	49	56	12	66	23
6824470	27	41	13	45	26
6683158	30	31	9	49	16
1019438	30	37	12	47	19
676677_1	19	17	9	53	11
676677_2	19	17	9	53	11
6388188	33	37	10	55	22
3373814	36	42	13	33	19
6909305	45	49	11	54	26
5263400	18	25	12	30	18
3413177	25	26	11	25	9
