TARA_144	TARA_20	TARA_22	TARA_68
2990221	18	34	17	16
1449928	16	27	17	30
3708009	12	41	22	42
5406471	16	32	14	23
2704074_1	17	54	14	26
2704074_2	17	54	14	26
1681955	29	34	25	23
6591807_1	29	25	19	42
6591807_2	29	25	19	42
1062848	29	33	9	18
2176055	20	35	15	47
4089993	48	25	9	35
1471130	30	45	15	29
4459630	11	17	15	31
1170221	17	23	14	55
2355325_1	40	53	13	44
2355325_2	40	53	13	44
3279463	25	44	17	54
5602646	19	45	15	37
6498939	33	44	15	41
6139573_1	37	23	11	29
6139573_2	37	23	11	29
5030989_1	20	47	19	27
5030989_2	20	47	19	27
1530772_1	22	15	10	33
1530772_2	22	15	10	33
1040560	20	30	9	46
3497284	13	35	18	56
5096230	23	40	24	45
6765518_1	41	48	22	59
6765518_2	41	48	22	59
6562847	16	16	22	24
6120592	23	37	25	12
2879164_1	32	29	30	35
2879164_2	32	29	30	35
2094010_1	17	16	23	25
2094010_2	17	16	23	25
4493346	29	24	10	20
6522492	32	26	24	52
3377740	28	31	18	51
769613	34	33	22	44
6141645	20	38	21	13
2255018	31	39	25	37
6934116	16	33	11	56
4880207	29	44	31	26
3211086	26	37	21	18
507841	24	30	9	32
3616102	26	29	12	51
5525270_1	22	33	15	37
5525270_2	22	33	15	37
1732768_1	25	39	22	19
1732768_2	25	39	22	19
6736643	15	20	9	24
1464664	29	48	16	40
5098884	16	43	24	14
6750388	14	39	20	19
4307196_1	12	17	17	24
4307196_2	12	17	17	24
4307196_3	12	17	17	24
1519221_1	20	32	22	21
1519221_2	20	32	22	21
3137494	14	34	16	56
5301109	27	42	29	45
4696223	23	38	30	23
1820702_1	40	35	32	31
1820702_2	40	35	32	31
6032149	16	23	26	30
6298025	35	31	22	38
3318037	33	38	14	51
3309199	30	22	10	31
5585013	37	24	18	43
5033792	21	26	15	44
1426894	20	32	18	16
4381104	17	33	21	32
1978802	30	23	16	22
4776757	35	51	29	18
1724752_1	31	37	29	47
1724752_2	31	37	29	47
3958701	24	43	18	53
1402368	19	45	25	16
545565	23	26	14	17
1415583_1	30	42	17	47
1415583_2	30	42	17	47
1415583_3	30	42	17	47
1921389	26	27	26	25
6835580	19	44	15	36
2332305	26	19	23	18
7122494_1	24	26	22	31
7122494_2	24	26	22	31
3083892	30	49	22	29
6742833_1	25	25	18	43
6742833_2	25	25	18	43
1367338	43	43	32	28
7098680	37	26	14	42
4411218	21	21	12	16
7105319	14	31	15	44
6115001	34	36	10	41
1861951_1	28	51	24	47
